latitude	longitude	true_positive	false_positive	false_negative
40.7712807	-73.9528463	False	True	False
40.7538149	-73.9674258	True	False	False
40.5879929503	-73.9730023425	False	False	False
40.7367659	-73.9872922	False	True	False
40.6044021	-73.9692811	False	False	False
40.74699445	-73.9438652577	False	False	False
40.6492649	-73.9635214	False	False	False
40.7609173	-73.9822828	True	False	False
40.7497133	-73.8822543	False	True	False
40.7691632	-73.9824005	True	False	False
40.71070805	-74.0096641459	False	False	False
40.5673022	-73.8702319	False	False	False
41.6922548241	-73.9320882209	True	False	False
40.723242	-73.7280407	False	True	False
40.7349703	-74.0080387946	False	False	False
40.7413209	-73.9216946	False	True	False
40.600409	-74.1449409	False	False	True
40.69024785	-73.99235005	False	True	False
40.63796695	-74.1091560563	False	True	False
40.7621856	-73.9695288	False	True	False
40.7636027	-73.7700518	False	True	False
40.7197708	-74.005672	False	True	False
40.6507046	-73.8897788	False	False	False
40.5886889091	-73.9682010909	False	True	False
40.68173385	-73.9793140477	False	True	False
40.7475754	-73.9888606	False	False	False
40.7602192	-73.9895726	True	False	False
40.70617305	-74.0085160962	False	True	False
40.5878859448	-73.9740084917	False	True	False
40.7464223	-74.0017419	False	True	False
40.8307185	-73.818069	True	False	False
40.7605248	-73.9177498	True	False	False
40.72583575	-74.0094228253	False	False	False
40.5886968669	-73.9666565695	False	False	False
40.9963867857	-73.7336704286	False	False	False
40.73291585	-73.95448495	True	False	False
40.5893754273	-73.9619632	False	False	False
41.131852041	-72.3555345579	False	False	True
40.7556009	-73.9805225	False	False	False
40.7145456	-73.9823482	False	True	False
40.7859964	-73.972771	False	True	False
40.6956771	-73.7459203	False	False	True
40.6413111	-73.7781391	False	False	False
42.7458637	-73.7254921	False	False	True
40.850264	-73.1345659	False	False	False
40.7505192	-73.8947756	False	True	False
40.7480678	-74.0085356	False	False	False
40.5879141878	-73.9737429282	False	True	False
40.7445131	-73.8507696	True	False	False
40.7460993	-73.8955507	True	False	False
40.6004392917	-73.9410381458	True	False	False
40.7223803261	-74.0062302826	False	False	False
40.753944	-73.9859878	False	False	False
40.7145331	-73.8429824	False	False	False
40.7610027	-73.968793	False	True	False
40.69297335	-73.9911153061	False	False	False
40.8652041	-73.9268355	True	False	False
40.7233108333	-74.0035069375	False	False	False
40.7359346	-74.0061699	True	False	False
40.7576332	-73.9678601	False	False	True
40.72682565	-73.993282693	False	False	False
40.94598525	-72.973035	False	False	False
40.7568284	-73.9773755	True	False	False
42.7458637	-73.7254921	False	False	True
40.54472675	-74.1407381088	False	False	True
40.63131	-73.985534	True	False	False
40.588888589	-73.9664072199	True	False	False
40.7481298	-73.8635762	True	False	False
40.7476936	-73.7615438	True	False	False
40.7629384	-73.9862531	False	True	False
40.693734	-73.9885262	False	False	False
40.7764679	-73.9106135	False	True	False
40.6631215	-73.9611601	False	False	False
40.6611394615	-73.9312766923	False	False	True
40.5943942	-74.0869041	False	False	True
40.574652	-74.1218529	False	True	False
40.7566429	-73.983773	False	False	False
40.6743686	-73.8014597	True	False	False
40.8865694	-73.8780460613	False	True	False
40.7564328	-73.9717095	False	True	False
40.668726	-73.8214429	False	True	False
40.723242	-73.7280407	True	False	False
40.7578529	-73.9707241156	False	True	False
40.5892494832	-73.9615997315	False	False	False
40.6781585	-73.9852946	False	False	True
40.7047545	-73.9023387	False	True	False
40.7052171	-74.0183868	True	False	False
40.5905115	-73.9398675667	False	False	False
40.5910686	-73.9758352	False	True	False
40.73196305	-74.0031916065	False	False	False
40.7301384	-73.9941583	False	False	True
40.758823	-73.979398	True	False	False
40.8051825	-73.9624805	True	False	False
40.835208	-73.918813	True	False	False
40.7308468	-73.9898731	False	True	False
40.7935938	-73.9727055	False	True	False
40.7007953673	-73.2821500408	True	False	False
40.7207599	-74.0048946	False	True	False
40.7824664	-73.9196721	False	False	True
40.6783913	-73.8888305	False	True	False
40.6767541	-73.9988968945	True	False	False
40.5894128545	-73.9616274	False	False	False
40.711536	-73.8240838	False	True	False
40.5903088425	-73.9534763351	False	False	True
40.7198334	-74.0053907	True	False	False
40.8694171	-73.9170789523	True	False	False
40.7724145	-73.9605846	False	True	False
40.6918834171	-73.6913705268	True	False	False
40.7050005	-74.010273	False	True	False
40.7364067	-73.9921886	False	False	False
40.7779747	-73.9087597	False	False	False
40.7027804425	-73.5666180173	True	False	False
40.719125	-73.8454584	True	False	False
40.5878954917	-73.9739187238	False	True	False
40.7049459	-74.0097592	False	False	False
40.8085797	-73.9465567	False	True	False
40.7986858	-73.9411077	False	True	False
40.600409	-74.1449409	False	False	False
40.7605248	-73.9177498	False	False	False
40.6812715	-73.9780827638	False	False	True
40.585088	-73.9516754	False	False	False
40.762461	-73.5150429	False	True	False
40.762107	-72.9395529	True	False	False
40.751368	-73.0275679	False	False	False
40.7513332	-73.9410643	True	False	False
40.5991068	-73.9527406	False	False	True
40.70578665	-74.0127127086	False	True	False
40.6081629	-73.9602066	False	True	False
40.5764471	-73.9652842	False	False	False
40.7798841	-73.984023	False	False	False
40.7841916	-73.9773071	False	False	True
40.59018535	-73.9530811643	False	True	False
40.5910686	-73.9758352	False	False	False
40.6920166	-73.7624145	False	False	False
40.7170007	-73.9566277	False	True	False
40.71809255	-73.9502881817	False	False	False
40.6006278	-74.1427665	False	False	False
40.7593658	-73.9733298	True	False	False
40.75326015	-73.97544025	True	False	False
40.7063803	-74.0067691828	False	False	False
40.7444326	-73.9899975	False	False	False
40.7587261	-73.9644708	False	False	False
40.84531115	-73.8646406422	True	False	False
40.6743686	-73.8014597	False	True	False
40.7403865	-73.7310602	False	False	False
42.7458637	-73.7254921	False	True	False
40.70539895	-73.9431947025	False	True	False
40.5782195	-73.8494632	False	False	False
40.5711553714	-74.1108515429	True	False	False
40.75213	-73.896586	False	False	False
40.6729354	-73.9502818	False	False	False
40.6479876296	-73.949160037	False	True	False
40.5706254	-74.0912025	False	False	False
42.0003524	-75.7594515	False	False	False
40.5892846216	-73.9627832432	False	True	False
40.7178093333	-73.3417262222	False	False	False
40.7403865	-73.7310602	False	False	False
40.8687977724	-73.8220899185	False	True	False
40.5835649	-73.9510161	False	True	False
40.5879356685	-73.9735409503	False	True	False
40.8325007	-73.8609831	False	False	False
40.6809513	-73.9747995	False	True	False
40.723242	-73.7280407	False	True	False
40.5879714696	-73.9732043204	True	False	False
40.87665435	-73.9059245995	False	False	False
40.7711821	-73.9831131	True	False	False
40.760308	-73.8778569	False	True	False
40.6835879661	-73.7034133051	True	False	False
40.6402428	-73.9485894	False	False	False
40.769934	-73.789289	False	False	False
40.5902436939	-73.9525507755	True	False	False
40.7637919	-73.9143362	False	True	False
40.6931302	-73.7267432	False	False	False
40.7605248	-73.9177498	False	False	False
40.7149137	-74.0060766	False	False	False
42.66926	-73.8196049	True	False	False
40.7028621	-73.9079928	False	False	False
40.7380125	-73.9902215	True	False	False
40.7498382	-73.9852924	False	False	False
40.7577336	-73.9925778	True	False	False
40.711536	-73.8240838	False	False	False
40.5606329	-74.1687012142	False	False	False
40.7457519	-74.0085954	True	False	False
40.787159	-73.954337	False	False	False
40.8071007	-73.9641276	False	False	False
40.71276	-73.9022429	False	True	False
40.7299594	-74.0003928	True	False	False
40.8227426	-73.8738291	True	False	False
40.6756668	-73.9781716	False	True	False
40.7591232	-73.9795558884	True	False	False
40.6982309	-73.9927925	False	False	False
40.711536	-73.8240838	False	True	False
40.5887159227	-73.9664770442	False	False	True
40.68180275	-73.979506947	True	False	False
40.850264	-73.1345659	False	False	False
40.8191987	-73.9376491	True	False	False
40.60439225	-74.1205628157	False	True	False
40.583761898	-73.948152449	False	True	False
40.6849008	-73.9629317	False	True	False
40.5923564	-74.1627495	False	False	False
40.6376056	-74.1288785	False	False	False
40.670104	-73.9580234	False	False	True
40.589032	-73.9635628333	False	False	False
40.7597713	-73.9883701	True	False	False
40.71146105	-73.8916183267	False	False	False
40.7618503	-73.9904969	False	True	False
40.5788531	-73.8371011	False	True	False
40.7273302	-74.0002749	False	False	False
40.89170055	-73.8976567227	False	False	False
40.6138654	-73.9996971	False	False	False
40.71276	-73.9022429	False	False	False
40.5905993	-73.9715461302	False	False	True
40.590147146	-73.95342639	False	True	False
40.805941	-73.9657477	False	False	False
42.7458637	-73.7254921	False	False	False
40.67182715	-73.9505806679	False	True	False
40.7613088	-73.9873646	False	False	True
40.7085297	-74.0136273497	False	False	False
40.7559406	-73.9821117	False	True	False
40.5887515	-73.817108	False	True	False
40.7212468	-73.9838567	False	False	True
40.5879865856	-73.9730621878	False	False	False
41.4933921	-74.0998648	False	True	False
40.7102217	-74.0056819	True	False	False
40.7935938	-73.9727055	True	False	False
40.7200282	-73.9878179	False	True	False
40.5901153265	-73.9552321837	False	False	False
40.5886326154	-73.9672373846	False	False	False
40.7587625	-73.9709328	False	False	False
42.8722647	-78.8615741	False	False	False
40.75660395	-73.9870069138	False	False	False
40.5438008	-74.165	False	False	True
42.663634	-73.6391139	True	False	False
40.5894275	-73.961496	False	False	True
40.6797667	-73.8445909	False	False	False
40.71276	-73.9022429	False	False	False
40.5892533784	-73.9630607568	False	False	False
40.7575534	-73.98695	False	True	False
40.7640254	-73.97896	False	False	False
40.61493785	-74.1765058402	False	False	True
40.9461265659	-73.8358591539	False	True	False
40.7271072	-73.9837352	False	True	False
40.6845071	-73.992168	True	False	False
41.1321227348	-72.3553358942	False	True	False
40.67232745	-73.9623711183	True	False	False
40.5764196667	-73.9675725833	False	False	True
40.5420499325	-74.1775558592	False	True	False
40.62515615	-73.9636071758	False	True	False
40.7642671	-73.9668716	False	False	False
40.8464484	-73.9040798	False	True	False
40.59971515	-73.9501982239	False	False	True
40.7007884286	-73.2821927143	False	True	False
40.5866033936	-73.985590383	False	True	False
40.762107	-72.9395529	False	True	False
40.65667805	-73.9268612334	False	False	False
40.745193	-73.9275075	False	False	False
40.7615859	-73.8040263	False	True	False
41.204968	-73.5733609	False	False	False
40.8358998	-73.9209957	False	False	False
40.9332	-73.8853149	False	True	False
40.8062598	-73.9612314	False	False	True
40.696121	-73.904832	False	True	False
40.5880294	-73.9492362	True	False	False
40.8253955	-73.9362288	True	False	False
40.7100999	-74.0088014	False	False	False
40.8585804	-73.9040182	False	False	False
40.7521857	-73.9804859	True	False	False
40.5879372597	-73.973525989	False	True	False
40.8286921	-73.9453057	True	False	False
40.711536	-73.8240838	False	False	True
40.7273016	-73.997396	False	True	False
40.7527012	-73.9772497736	False	True	False
40.7452192	-73.9908473	False	False	False
40.7403865	-73.7310602	False	True	False
40.7481912	-74.0085777	False	False	False
40.7333075	-73.9881988	False	True	False
40.762461	-73.5150429	False	False	False
40.586712	-73.9853309	False	True	False
40.7431046	-73.8661105	False	True	False
40.68016545	-73.9421213743	True	False	False
40.5894425714	-73.9598538571	False	False	False
40.7617851	-73.9657247	False	False	False
40.58392705	-73.9432987217	False	True	False
40.759476	-73.985843	False	True	False
40.7374599	-73.707734	False	False	False
43.5057703	-73.7890781	True	False	False
40.7022746	-74.0108918	True	False	False
40.762461	-73.5150429	False	False	False
40.754619	-73.973204	True	False	False
40.6831389	-73.9646235	True	False	False
40.8572136	-73.8859875	False	True	False
40.6743686	-73.8014597	True	False	False
40.7554409	-73.9889468	True	False	False
40.7010306	-74.0130686	False	True	False
40.69231865	-73.9913737012	False	False	False
40.705761	-73.8016569	False	False	False
40.8842567	-73.862376	False	True	False
40.7391368	-74.001806	False	True	False
40.5879790276	-73.9731332541	False	False	False
40.73036	-73.9525069	False	True	False
40.712697	-73.9005959	False	False	True
40.7527262	-73.9772294	False	False	False
40.5755184	-73.9806184	False	False	False
40.6120002	-74.1326634503	False	False	False
42.10968	-79.2073149	False	False	False
40.7517813	-73.979336511	False	False	False
40.7929559	-73.97143	True	False	False
40.6191541	-73.9162373	False	False	False
40.711337	-73.9608319	False	False	True
40.5925673636	-73.9329118182	False	False	False
40.77550135	-73.8730603793	False	False	False
40.7452161	-73.982473	True	False	False
40.69882	-73.9579589	False	False	False
40.8463621	-73.9130816	False	False	False
42.913071	-78.777728	False	False	True
40.5878895249	-73.9739748287	False	False	False
40.5892	-73.963544	False	False	False
40.7591232	-73.9795558884	False	True	False
40.752935	-73.977651	False	True	False
40.65207535	-73.9277085918	False	False	False
40.588422	-73.970608	False	False	False
40.72549595	-73.9924406436	False	True	False
40.7169082	-74.0079208	True	False	False
40.5903455714	-73.9516287143	True	False	False
40.870162	-73.8909814	True	False	False
40.6932623	-73.9686684	False	False	False
40.7867051	-73.9760763443	True	False	False
40.75073405	-73.9769317633	False	False	False
40.898074	-73.867174	False	False	False
40.5882651818	-73.9705206364	True	False	False
40.7525203	-73.9676886083	False	True	False
40.532509	-74.19164685	False	False	False
40.7365662	-73.9964845	False	False	False
40.7352563	-73.9975083	False	False	False
40.68729485	-73.976003374	False	False	False
40.8608665	-73.8983669	True	False	False
40.5883690909	-73.969592	False	False	False
40.76523375	-73.9825326284	False	False	False
40.845961	-73.9387284	False	True	False
40.8935366	-73.8196641	False	False	False
40.7397342	-74.0070218	False	False	True
40.72169595	-73.9931354707	True	False	False
40.8541265	-73.8884519568	True	False	False
40.7630527	-73.997126	False	True	False
40.590221	-73.9535149	False	False	False
40.767942	-73.9853258	False	False	False
40.6843006	-73.9755154646	False	True	False
40.5893143557	-73.9610176913	False	False	False
40.7294217	-73.9787077	False	True	False
40.7631406	-73.9769279	False	True	False
40.7510922	-73.9835867	False	True	False
40.5879054365	-73.9738252155	False	False	False
40.7935938	-73.9727055	True	False	False
40.75660395	-73.9870069138	False	False	False
40.5893445091	-73.9622406	False	False	True
40.70223915	-73.9162738689	True	False	False
40.7550546	-73.9704345	False	True	False
40.712697	-73.9005959	False	False	False
40.8712862	-73.8668038	False	True	False
40.6304	-73.9190626	False	True	False
40.6933908	-73.9867094766	False	False	False
40.763861	-73.974794	False	True	False
40.65396065	-73.9598609	True	False	False
40.75361345	-73.9765799443	False	True	False
40.7972163	-73.9695928	False	False	True
40.7452626	-73.9308618	False	False	False
42.7458637	-73.7254921	False	False	False
40.7496447	-73.8831832	False	True	False
40.755251	-73.97852	False	True	False
40.8316485	-73.9035328	False	False	False
40.6247892	-73.9995405	True	False	False
40.5879261215	-73.9736307182	True	False	False
40.7445979	-73.9818877	False	True	False
40.5879137901	-73.9737466685	False	True	False
40.7935938	-73.9727055	True	False	False
40.7333179	-74.0005571	False	False	False
40.7219266	-73.9845186	False	False	False
40.675844	-73.7830419	False	False	False
40.8599397	-73.9198238	True	False	False
40.71276	-73.9022429	False	False	False
40.68826385	-73.9888429023	False	True	False
40.653742	-73.9316079	True	False	False
40.7132509	-73.9585548	False	True	False
40.5890655833	-73.964790625	False	True	False
40.5879993149	-73.9729424972	False	False	False
40.6023788	-73.9338038	False	False	False
40.732797	-74.0040213	False	True	False
40.7506107	-73.8776881	True	False	False
40.59826324	-74.08370876	False	False	False
40.7400781	-73.9887489	False	True	False
40.7039154	-73.9634501	False	True	False
40.5914073673	-73.9419657551	False	False	False
40.7509091	-73.973584	True	False	False
40.762461	-73.5150429	False	True	False
40.7297917	-74.0045464	False	True	False
40.71276	-73.9022429	True	False	False
40.5941875	-73.9408806	False	True	False
40.74528	-73.9980432	True	False	False
40.8341738367	-73.8535027551	True	False	False
40.600409	-74.1449409	False	False	False
42.7458637	-73.7254921	False	True	False
40.5903633469	-73.951462898	False	False	True
40.5879511823	-73.9733950773	False	True	False
40.7352055	-73.7483769	False	True	False
40.7754551	-73.9111528	False	False	False
40.71488035	-74.0083267658	True	False	False
40.889077	-73.859647	False	False	True
40.8635902	-73.9264205	True	False	False
40.7297224	-73.9863147	False	False	True
40.6147874	-73.9807884672	True	False	False
40.5878958895	-73.9739149834	False	False	False
40.7784907653	-73.7810555	False	True	False
40.75157	-73.8632839	False	False	False
40.7776645	-73.9800935	True	False	False
40.7262028	-73.983599	False	True	False
40.748509	-73.7566536	False	False	False
40.723242	-73.7280407	True	False	False
40.6287371	-74.0797973	False	False	True
40.762461	-73.5150429	False	False	True
40.8854948	-73.9096997	False	False	False
40.7565487	-73.9881732	False	False	True
40.5910686	-73.9758352	False	False	False
40.7555468	-73.9803827	False	True	False
40.71671055	-73.9995363262	True	False	False
40.6918840712	-73.6913864623	True	False	False
40.5880084641	-73.9728564696	True	False	False
40.776507	-73.951963	True	False	False
40.5171599	-74.23507	False	False	False
40.78945915	-73.9741122065	False	True	False
40.5888748319	-73.9665388946	False	False	True
40.554209	-74.1432093	True	False	False
