,crit_vs_sec_last_insp,prior_2p_crit_insps
41718904,2,5
41718923,1,2
41719056,1,2
41719061,2,1
41719106,1,5
41719126,1,0
41719129,1,1
41719136,0,1
41719137,1,2
41719153,4,6
41719158,2,10
41719174,2,4
41719175,2,2
41719209,1,0
41719234,1,4
41719236,2,5
41719295,1,2
41719348,0,1
41719350,3,7
41719377,1,2
41719380,2,1
41719497,1,1
41719499,2,4
41719505,2,2
41719517,1,0
41719609,1,4
41719645,1,3
41719663,3,2
41719666,4,3
41719674,2,5
41719675,1,5
41719692,1,2
41719784,2,3
41719787,1,2
41719800,4,4
41719811,1,0
41719830,2,1
41719922,0,2
41719935,2,5
41719946,1,1
41719987,0,0
41719995,1,0
41720016,1,5
41720025,1,0
41720027,1,1
41720066,1,0
41720069,0,4
41720075,2,2
41720078,1,1
41720083,1,0
41720230,1,2
41720232,1,0
41720257,1,0
41720266,0,0
41720316,2,6
41720397,1,1
41720417,0,0
41720461,1,1
41720477,3,9
41720504,1,3
41720552,2,3
41720680,1,3
41720706,1,4
41720707,1,3
41720816,1,1
41720838,2,4
41720892,1,1
41721056,3,5
41721069,2,8
41721164,2,3
41721168,1,1
41721188,1,4
41721213,1,0
41721216,1,0
41721226,1,1
41721252,1,0
41721259,0,3
41721324,0,1
41721343,1,6
41721364,2,3
41721390,2,1
41721393,1,0
41721396,2,2
41721414,1,1
41721432,1,2
41721444,2,2
41721459,5,4
41721535,2,2
41721550,5,2
41721590,2,1
41721605,1,3
41721670,1,4
41721673,1,2
41721691,1,3
41721692,1,0
41721701,0,2
41721716,2,5
41721722,1,2
41721733,2,2
41721734,3,3
41721738,4,1
41721739,1,2
41721748,2,4
41721760,1,2
41721782,0,0
41721832,1,4
41721872,2,3
41721903,2,8
41721917,2,1
41721961,2,2
41721974,2,4
41721977,0,0
41722020,3,6
41722053,1,0
41722059,1,2
41722071,2,2
41722121,0,2
41722145,1,0
41722182,1,1
41722331,0,0
41722420,1,5
41722442,1,6
41722445,2,5
41722462,2,3
41722468,3,5
41722472,1,1
41722492,1,0
41722495,1,0
41722504,1,0
41722525,4,5
41722563,1,2
41722624,3,1
41722632,3,4
41722677,2,3
41722695,1,0
41722719,1,1
41722721,1,3
41722730,2,7
41722734,2,5
41722751,1,2
41722785,4,9
41722812,1,2
41722813,1,4
41722842,1,3
41722851,1,2
41722899,2,8
41722933,2,5
41722945,3,4
41722947,4,4
50000005,1,7
50000006,2,1
50000011,1,1
50000013,3,1
50000017,1,0
50000020,1,1
50000024,2,2
50000029,1,2
50000030,2,1
50000034,1,4
50000035,1,0
50000036,1,5
50000038,3,3
50000039,2,4
50000040,2,12
50000045,2,3
50000053,6,8
50000055,3,9
50000057,2,3
50000058,1,3
50000059,2,3
50000061,1,2
50000062,2,3
50000063,1,3
50000064,1,1
50000066,2,3
50000067,1,0
50000068,0,3
50000071,1,1
50000074,1,0
50000077,1,2
50000083,1,2
50000088,1,7
50000095,2,5
50000096,2,2
50000097,2,4
50000098,2,5
50000100,0,0
50000102,2,5
50000104,1,0
50000105,2,1
50000107,3,5
50000108,1,2
50000113,1,1
50000116,1,3
50000120,2,3
50000121,1,4
50000123,1,4
50000124,1,1
50000125,2,2
50000130,3,6
50000133,3,2
50000134,0,2
50000135,3,4
50000137,1,0
50000138,5,9
50000141,3,1
50000148,1,3
50000150,2,3
50000152,0,1
50000153,4,3
50000154,2,4
50000157,1,2
50000161,2,7
50000165,1,1
50000167,0,0
50000169,1,0
50000171,1,3
50000172,1,7
50000182,2,7
50000187,2,5
50000188,2,5
50000192,1,1
50000193,2,2
50000195,1,0
50000197,4,2
50000198,1,6
50000199,1,0
50000200,2,4
50000202,4,6
50000203,3,8
50000204,1,3
50000205,2,1
50000207,1,1
50000210,0,1
50000214,1,0
50000216,1,1
50000222,1,3
50000223,3,4
50000224,1,3
50000226,0,0
50000228,4,4
50000229,2,4
50000233,3,2
50000240,1,1
50000241,1,2
50000243,3,7
50000244,1,6
50000248,1,1
50000249,1,1
50000252,1,0
50000255,3,6
50000256,1,1
50000259,2,2
50000261,2,4
50000263,1,0
50000267,1,0
50000268,2,8
50000271,1,2
50000280,2,2
50000281,3,3
50000282,1,0
50000286,1,1
50000290,1,0
50000291,1,2
50000293,2,5
50000294,2,2
50000296,1,1
50000297,1,1
50000305,0,0
50000306,2,8
50000307,0,2
50000309,2,1
50000310,5,6
50000312,2,7
50000318,1,7
50000325,0,1
50000328,1,2
50000330,1,2
50000334,0,10
50000335,1,3
50000337,2,2
50000338,1,6
50000341,1,4
50000342,1,0
50000343,1,6
50000345,1,6
50000346,1,4
50000348,1,2
50000351,3,4
50000353,0,0
50000355,1,1
50000360,1,0
50000364,1,1
50000366,1,1
50000367,1,5
50000372,2,4
50000375,1,3
50000377,1,1
50000380,4,3
50000381,1,8
50000387,2,5
50000388,1,0
50000390,1,1
50000391,1,0
50000392,2,1
50000393,1,0
50000394,1,3
50000395,0,1
50000400,1,2
50000401,1,2
50000404,1,3
50000405,0,0
50000408,2,5
50000410,3,1
50000412,1,2
50000413,1,6
50000415,1,5
50000417,1,1
50000418,1,0
50000419,3,3
50000422,1,3
50000425,0,1
50000433,1,5
50000435,1,0
50000437,0,1
50000440,0,0
50000441,1,0
50000449,1,3
50000454,1,2
50000456,3,9
50000457,2,6
50000458,1,2
50000460,2,2
50000461,0,0
50000462,0,0
50000467,2,4
50000468,2,2
50000471,1,1
50000473,3,6
50000474,0,1
50000475,1,4
50000477,1,5
50000479,1,2
50000484,1,4
50000488,1,2
50000489,1,0
50000491,1,1
50000492,1,1
50000496,2,2
50000500,1,1
50000501,3,5
50000504,1,0
50000508,0,0
50000510,2,4
50000516,1,6
50000518,2,6
50000521,4,8
50000522,3,3
50000526,2,4
50000529,1,5
50000532,1,0
50000537,4,2
50000538,0,5
50000540,0,0
50000542,1,10
50000544,1,0
50000546,1,3
50000547,1,0
50000548,1,5
50000549,2,4
50000551,1,0
50000576,0,1
50000577,2,2
50000582,4,3
50000585,1,0
50000586,2,1
50000587,1,3
50000589,2,3
50000590,3,2
50000591,1,0
50000592,3,7
50000593,1,5
50000595,2,4
50000598,4,6
50000600,1,1
50000606,0,3
50000609,2,9
50000613,1,8
50000614,1,1
50000616,1,2
50000619,1,2
50000623,1,0
50000628,1,4
50000632,2,2
50000634,2,4
50000635,1,2
50000638,4,3
50000639,1,0
50000641,3,4
50000642,1,1
50000655,0,2
50000689,1,0
50000695,3,12
50000697,0,0
50000703,1,2
50000704,1,0
50000705,2,4
50000706,2,5
50000709,3,5
50000710,1,1
50000711,0,4
50000715,2,8
50000719,0,1
50000725,2,8
50000726,1,0
50000727,4,3
50000728,1,1
50000732,0,2
50000738,1,6
50000740,4,8
50000741,4,5
50000744,1,4
50000749,1,3
50000753,0,2
50000755,2,5
50000757,1,0
50000758,4,2
50000759,1,1
50000762,2,9
50000763,1,0
50000766,1,2
50000767,0,0
50000768,2,5
50000776,2,8
50000777,2,2
50000778,1,0
50000781,1,4
50000782,2,4
50000786,1,0
50000790,1,3
50000795,1,2
50000796,1,8
50000797,1,0
50000798,0,1
50000799,2,4
50000800,2,7
50000801,1,2
50000803,1,0
50000804,1,1
50000805,1,4
50000806,0,5
50000810,1,1
50000816,1,4
50000817,1,2
50000818,1,0
50000821,2,3
50000823,6,6
50000828,0,2
50000829,0,1
50000834,1,3
50000841,1,1
50000845,1,0
50000846,1,0
50000849,1,5
50000851,1,1
50000853,2,5
50000855,2,10
50000858,4,5
50000865,1,1
50000866,1,5
50000867,2,4
50000869,2,5
50000872,1,0
50000875,1,1
50000880,1,0
50000881,2,5
50000883,2,4
50000884,2,1
50000887,1,2
50000889,1,0
50000891,2,8
50000892,1,2
50000894,2,4
50000895,1,2
50000901,1,0
50000902,3,1
50000904,0,0
50000905,2,4
50000908,2,4
50000910,1,3
50000915,1,3
50000916,1,2
50000918,1,1
50000919,1,3
50000920,0,0
50000923,1,2
50000926,1,0
50000929,2,1
50000930,2,3
50000935,1,0
50000937,0,3
50000938,1,3
50000939,1,1
50000940,1,2
50000941,3,7
50000942,4,3
50000944,1,2
50000945,1,2
50000946,3,1
50000947,0,1
50000948,1,3
50000950,2,2
50000953,1,5
50000956,1,1
50000957,1,1
50000963,2,4
50000964,1,4
50000965,1,4
50000967,0,2
50000969,1,5
50000971,0,1
50000972,1,5
50000973,2,1
50000974,1,1
50000975,2,3
50000976,2,6
50000977,0,3
50000980,2,3
50000983,1,0
50000984,1,0
50000985,1,2
50000988,1,1
50000989,2,3
50000990,0,6
50000993,2,7
50000995,1,2
50000999,1,2
50001000,1,6
50001003,1,2
50001004,1,3
50001005,3,2
50001007,1,0
50001012,0,0
50001013,2,8
50001014,0,2
50001015,2,1
50001017,2,1
50001019,3,11
50001020,0,2
50001024,2,1
50001029,1,6
50001031,1,1
50001036,0,3
50001037,1,4
50001038,3,7
50001039,2,2
50001040,1,0
50001041,1,2
50001043,0,0
50001044,3,4
50001045,2,3
50001048,1,1
50001049,1,2
50001054,1,1
50001057,0,1
50001058,3,7
50001060,3,5
50001062,4,4
50001063,1,1
50001064,1,5
50001069,2,6
50001070,2,4
50001072,0,1
50001073,4,5
50001074,0,3
50001076,0,2
50001077,1,1
50001081,1,3
50001084,1,0
50001085,1,1
50001086,3,3
50001088,2,2
50001089,4,3
50001090,2,5
50001100,1,3
50001102,0,1
50001103,5,5
50001105,2,2
50001107,3,5
50001108,4,7
50001109,2,1
50001110,1,2
50001114,2,7
50001115,2,5
50001118,0,7
50001122,1,1
50001124,1,2
50001125,2,9
50001132,1,0
50001133,1,0
50001146,1,5
50001148,3,4
50001156,2,4
50001159,1,1
50001162,0,0
50001163,0,5
50001168,2,8
50001170,1,5
50001172,3,5
50001174,1,1
50001179,2,1
50001181,1,0
50001189,7,7
50001192,3,6
50001193,3,6
50001201,1,8
50001202,2,5
50001203,0,10
50001204,0,4
50001206,2,3
50001212,3,8
50001215,6,10
50001224,1,5
50001225,1,1
50001226,1,3
50001228,1,1
50001230,1,3
50001233,1,6
50001235,1,4
50001236,1,3
50001237,1,0
50001240,2,2
50001241,4,8
50001248,1,1
50001249,2,7
50001251,1,2
50001253,1,1
50001254,1,2
50001255,2,2
50001256,5,5
50001258,1,4
50001260,1,3
50001261,1,4
50001262,1,3
50001263,1,8
50001266,3,3
50001270,3,2
50001277,3,8
50001282,2,4
50001285,1,2
50001295,0,1
50001298,1,2
50001299,1,2
50001301,1,2
50001303,1,0
50001306,1,1
50001309,1,1
50001310,1,1
50001311,1,3
50001312,2,9
50001313,1,6
50001315,0,2
50001317,1,1
50001318,1,0
50001320,1,3
50001322,1,1
50001324,1,3
50001328,1,2
50001329,1,4
50001330,0,4
50001334,1,1
50001338,1,4
50001340,2,4
50001342,3,9
50001347,0,0
50001348,2,1
50001350,1,0
50001351,2,3
50001353,2,8
50001355,1,1
50001356,1,5
50001362,2,4
50001364,2,3
50001368,1,4
50001372,0,0
50001378,1,2
50001381,1,2
50001382,5,7
50001385,2,3
50001390,0,4
50001394,1,6
50001395,1,4
50001396,1,7
50001397,1,3
50001398,1,0
50001399,0,0
50001400,1,4
50001401,3,5
50001406,1,4
50001409,5,6
50001424,2,1
50001427,2,4
50001430,1,8
50001432,1,3
50001438,0,0
50001439,1,1
50001440,0,0
50001441,1,4
50001443,2,4
50001446,1,2
50001450,2,3
50001451,1,3
50001453,0,0
50001454,1,2
50001455,1,4
50001456,1,9
50001458,3,9
50001460,2,5
50001466,3,5
50001468,1,1
50001469,1,3
50001470,3,7
50001471,3,4
50001472,2,5
50001473,2,1
50001480,2,6
50001483,2,11
50001484,2,5
50001488,1,3
50001489,1,0
50001494,2,3
50001495,0,3
50001496,0,0
50001500,1,0
50001504,1,4
50001505,1,0
50001508,3,3
50001516,3,4
50001520,1,2
50001526,1,1
50001528,1,2
50001531,1,4
50001535,1,1
50001536,1,5
50001539,1,1
50001540,2,3
50001541,3,3
50001542,2,5
50001544,0,0
50001545,3,4
50001546,1,1
50001547,1,5
50001549,7,5
50001551,3,3
50001552,1,0
50001557,2,6
50001560,1,3
50001564,1,3
50001565,0,0
50001566,2,1
50001571,1,5
50001578,1,0
50001580,2,6
50001583,1,1
50001584,6,2
50001587,1,0
50001588,2,1
50001589,1,2
50001595,1,3
50001597,0,2
50001601,1,2
50001603,1,4
50001607,1,3
50001610,3,3
50001616,1,1
50001620,1,4
50001621,1,4
50001622,1,0
50001624,1,5
50001627,5,5
50001628,2,2
50001630,1,3
50001632,0,0
50001633,0,0
50001634,1,3
50001635,2,3
50001637,3,14
50001638,2,1
50001643,1,3
50001649,1,3
50001651,2,2
50001652,1,3
50001653,1,2
50001655,1,2
50001658,1,1
50001660,2,2
50001664,3,6
50001671,0,2
50001675,1,1
50001677,2,9
50001688,2,6
50001689,4,2
50001691,2,5
50001693,3,7
50001696,1,5
50001697,2,1
50001699,1,0
50001700,2,1
50001701,1,10
50001702,3,4
50001704,1,1
50001709,2,2
50001713,1,2
50001714,0,0
50001716,1,1
50001719,3,4
50001728,1,2
50001732,0,1
50001734,1,5
50001735,0,3
50001736,0,5
50001737,4,8
50001738,1,4
50001746,0,5
50001750,0,0
50001751,2,4
50001753,2,4
50001754,1,4
50001761,1,4
50001763,1,7
50001764,2,2
50001769,2,5
50001770,1,0
50001773,1,4
50001776,1,6
50001777,1,2
50001778,2,5
50001785,1,3
50001786,5,8
50001789,5,9
50001790,1,5
50001791,3,5
50001796,1,1
50001798,3,3
50001802,2,3
50001805,1,3
50001806,1,0
50001807,2,4
50001810,1,5
50001812,1,4
50001817,1,0
50001818,1,2
50001819,1,3
50001820,0,4
50001821,1,2
50001823,2,1
50001824,1,2
50001826,1,5
50001827,1,3
50001829,0,6
50001831,2,2
50001835,0,3
50001836,2,3
50001837,1,2
50001838,0,0
50001842,4,8
50001843,0,0
50001844,1,6
50001851,1,0
50001852,2,1
50001853,2,1
50001854,1,2
50001855,4,5
50001856,1,3
50001857,3,5
50001859,1,0
50001861,1,0
50001866,2,3
50001867,1,1
50001868,0,0
50001869,1,1
50001870,1,1
50001877,1,2
50001879,2,4
50001880,6,11
50001882,0,0
50001883,0,2
50001886,1,2
50001889,3,3
50001890,4,3
50001895,1,2
50001896,1,2
50001897,2,3
50001898,3,5
50001900,1,1
50001901,1,1
50001902,2,1
50001905,1,1
50001908,3,7
50001911,1,0
50001914,1,0
50001915,1,1
50001916,0,1
50001918,1,3
50001919,1,2
50001923,2,4
50001925,0,2
50001928,1,0
50001930,0,0
50001933,1,0
50001937,0,0
50001939,2,2
50001940,1,4
50001942,1,1
50001945,2,10
50001946,1,0
50001947,1,6
50001948,1,2
50001949,0,8
50001950,3,1
50001951,0,4
50001952,1,0
50001954,1,5
50001956,3,5
50001960,1,2
50001961,2,2
50001962,4,10
50001964,0,0
50001965,0,1
50001966,3,4
50001968,1,2
50001969,3,4
50001970,3,7
50001973,2,3
50001974,2,3
50001976,1,4
50001977,6,4
50001978,0,3
50001983,1,2
50001985,1,11
50001986,2,4
50001994,1,1
50001997,1,0
50002001,0,2
50002003,2,5
50002005,1,0
50002009,2,2
50002012,3,7
50002019,3,3
50002020,3,4
50002023,0,1
50002024,0,4
50002026,0,1
50002027,0,2
50002028,1,5
50002030,1,0
50002031,1,3
50002037,4,9
50002038,1,4
50002039,1,1
50002049,1,6
50002051,0,1
50002052,1,1
50002053,1,3
50002054,1,4
50002055,1,1
50002057,0,2
50002061,3,3
50002062,2,1
50002064,1,9
50002065,1,5
50002066,1,4
50002067,4,6
50002068,2,3
50002070,0,1
50002071,2,11
50002074,2,2
50002079,2,3
50002081,0,0
50002085,2,6
50002091,3,3
50002092,0,0
50002095,2,1
50002097,1,1
50002099,1,2
50002100,1,2
50002105,1,0
50002106,1,7
50002108,1,2
50002109,1,3
50002110,3,5
50002113,1,1
50002114,1,0
50002115,3,6
50002116,2,4
50002119,0,1
50002120,1,0
50002121,1,6
50002123,0,2
50002130,2,2
50002133,3,6
50002135,2,2
50002136,1,0
50002138,0,0
50002139,0,1
50002183,0,3
50002191,0,2
50002192,1,4
50002197,0,0
50002202,3,5
50002203,5,3
50002204,2,3
50002205,1,1
50002209,3,9
50002214,1,2
50002228,1,1
50002230,3,4
50002231,0,2
50002235,0,7
50002238,1,4
50002240,4,2
50002243,2,2
50002250,1,1
50002254,0,1
50002256,1,5
50002261,2,5
50002262,3,6
50002264,1,1
50002265,2,6
50002267,1,2
50002268,2,3
50002271,1,1
50002275,1,0
50002276,2,1
50002277,2,4
50002280,1,3
50002282,1,1
50002284,0,2
50002285,1,1
50002286,1,0
50002292,4,1
50002294,0,1
50002295,1,2
50002296,2,4
50002299,6,1
50002302,0,0
50002304,1,1
50002306,2,3
50002313,2,6
50002316,1,0
50002320,1,4
50002321,1,1
50002324,1,1
50002325,2,9
50002326,2,6
50002327,2,2
50002329,1,1
50002337,3,3
50002345,1,2
50002346,1,0
50002348,4,11
50002350,1,0
50002356,1,2
50002357,1,0
50002360,2,4
50002362,0,1
50002364,2,3
50002367,1,2
50002368,3,6
50002369,2,7
50002375,1,1
50002376,1,1
50002378,1,0
50002380,3,4
50002381,2,8
50002382,3,8
50002387,1,2
50002390,3,5
50002394,0,1
50002395,1,1
50002396,1,2
50002397,0,0
50002398,1,0
50002399,1,1
50002400,3,5
50002402,3,2
50002403,1,6
50002405,1,3
50002407,1,0
50002416,1,0
50002421,1,8
50002422,0,2
50002424,0,2
50002425,0,0
50002426,1,0
50002428,3,4
50002430,1,0
50002431,0,3
50002432,1,0
50002433,1,0
50002434,0,0
50002435,0,0
50002437,2,4
50002438,3,3
50002440,2,3
50002441,1,3
50002443,1,3
50002445,3,4
50002447,3,3
50002448,1,4
50002450,0,0
50002451,1,4
50002452,1,7
50002453,1,2
50002454,1,3
50002455,1,3
50002459,1,0
50002463,1,0
50002464,2,1
50002470,2,5
50002474,1,2
50002477,1,0
50002478,3,8
50002479,1,0
50002480,1,1
50002484,2,6
50002485,0,0
50002486,0,0
50002487,2,10
50002489,2,2
50002491,0,1
50002494,0,3
50002497,0,2
50002499,1,1
50002500,2,7
50002502,1,1
50002504,1,3
50002506,1,1
50002511,2,8
50002512,1,5
50002514,5,2
50002516,3,3
50002519,0,0
50002521,1,2
50002529,1,1
50002531,0,2
50002532,1,0
50002533,1,4
50002534,0,0
50002538,3,3
50002541,1,2
50002542,1,2
50002543,2,3
50002545,2,9
50002546,1,2
50002547,1,5
50002548,1,2
50002549,1,2
50002550,1,1
50002552,1,0
50002554,1,1
50002557,1,4
50002558,1,1
50002559,1,0
50002562,4,5
50002563,0,3
50002564,2,3
50002565,4,3
50002568,0,0
50002572,2,6
50002573,2,1
50002574,1,2
50002576,1,3
50002579,2,2
50002580,1,4
50002581,0,2
50002583,1,5
50002587,1,1
50002588,0,1
50002590,1,2
50002591,1,3
50002593,0,1
50002594,0,0
50002597,4,8
50002599,1,4
50002601,1,1
50002603,2,7
50002604,1,0
50002605,3,4
50002608,1,1
50002612,1,2
50002613,1,0
50002614,2,5
50002615,1,5
50002616,1,9
50002618,1,0
50002620,5,5
50002622,1,1
50002623,1,0
50002626,1,11
50002628,1,1
50002632,2,4
50002634,4,9
50002635,0,0
50002636,0,1
50002639,1,0
50002641,2,5
50002644,1,1
50002648,3,4
50002654,2,4
50002655,2,1
50002657,2,6
50002661,4,8
50002662,0,1
50002674,1,0
50002675,1,3
50002676,1,0
50002690,1,4
50002691,3,4
50002692,2,5
50002693,4,2
50002694,1,1
50002695,2,4
50002701,1,2
50002702,1,3
50002703,1,0
50002707,0,4
50002709,1,0
50002713,1,1
50002715,2,2
50002716,2,1
50002717,0,2
50002723,0,0
50002724,1,1
50002725,0,0
50002726,1,3
50002732,1,0
50002734,1,4
50002740,2,5
50002741,3,8
50002745,0,0
50002747,0,4
50002749,3,11
50002751,0,3
50002761,0,1
50002763,1,1
50002764,2,3
50002766,0,3
50002767,1,1
50002768,1,4
50002769,1,3
50002771,3,3
50002774,1,2
50002778,1,4
50002779,1,0
50002780,4,5
50002782,2,3
50002789,1,5
50002803,1,5
50002807,1,1
50002814,1,2
50002818,3,6
50002827,1,1
50002841,1,0
50002843,1,4
50002845,1,0
50002846,2,2
50002863,1,4
50002867,3,5
50002871,6,2
50002875,3,10
50002889,1,3
50002890,1,5
50002897,2,8
50002902,1,8
50002915,1,0
50002920,0,1
50002933,1,3
50002936,2,8
50002954,2,1
50002970,3,2
50002976,1,0
50002995,1,1
50002996,0,2
50003000,2,3
50003001,2,2
50003006,0,1
50003015,2,4
50003019,4,2
50003020,2,1
50003026,1,0
50003027,4,3
50003034,2,2
50003035,1,0
50003042,1,0
50003047,2,3
50003055,2,3
50003058,3,3
50003063,1,3
50003067,1,3
50003072,2,6
50003077,2,5
50003078,3,3
50003079,2,3
50003089,1,1
50003103,0,0
50003104,1,6
50003105,2,4
50003110,2,6
50003113,1,5
50003115,0,0
50003130,1,4
50003131,0,5
50003146,2,4
50003148,0,0
50003152,0,1
50003153,3,3
50003157,1,3
50003165,2,2
50003166,4,5
50003168,1,1
50003174,4,1
50003177,2,2
50003178,2,7
50003180,2,2
50003182,1,1
50003183,1,0
50003206,2,5
50003207,1,1
50003208,2,3
50003211,1,0
50003212,3,10
50003214,2,4
50003218,1,3
50003221,1,0
50003223,2,2
50003229,1,5
50003233,2,6
50003236,2,1
50003242,4,7
50003246,1,1
50003250,1,3
50003253,4,6
50003258,4,3
50003262,2,4
50003270,0,0
50003273,0,0
50003283,1,5
50003299,2,6
50003300,3,4
50003301,1,2
50003314,0,1
50003324,2,1
50003325,2,3
50003326,1,0
50003335,0,3
50003337,3,2
50003343,0,1
50003344,1,2
50003346,3,5
50003350,2,7
50003351,1,1
50003352,1,5
50003354,1,1
50003360,3,2
50003364,3,1
50003366,2,1
50003371,0,0
50003373,1,3
50003374,2,2
50003382,2,2
50003383,1,3
50003390,3,4
50003400,3,9
50003403,1,3
50003404,1,1
50003406,1,5
50003407,2,3
50003409,1,2
50003413,2,2
50003414,5,5
50003415,1,2
50003416,1,6
50003427,1,2
50003433,1,1
50003434,3,12
50003435,1,0
50003444,3,1
50003451,2,9
50003456,2,5
50003457,0,5
50003460,1,3
50003474,1,5
50003475,2,4
50003485,1,2
50003489,0,0
50003490,1,2
50003492,3,3
50003494,3,5
50003498,1,2
50003500,1,2
50003503,2,9
50003504,1,0
50003506,1,4
50003508,0,2
50003518,1,0
50003527,2,2
50003531,1,2
50003545,2,4
50003549,2,2
50003553,2,1
50003555,0,0
50003556,2,6
50003557,0,0
50003561,2,2
50003570,2,5
50003571,3,5
50003572,1,5
50003580,3,11
50003586,1,1
50003587,2,4
50003597,1,1
50003600,1,0
50003603,1,0
50003614,0,0
50003617,2,7
50003622,4,8
50003624,2,5
50003625,3,4
50003662,1,1
50003664,1,0
50003668,2,4
50003672,2,3
50003674,2,3
50003685,0,0
50003695,0,4
50003699,1,1
50003701,1,3
50003708,4,7
50003712,4,5
50003719,1,1
50003720,2,1
50003730,2,5
50003735,2,1
50003743,3,6
50003750,1,1
50003763,1,3
50003764,1,2
50003770,3,7
50003771,2,4
50003773,2,2
50003774,1,0
50003778,1,7
50003786,2,7
50003808,0,4
50003842,0,0
50003870,2,7
50003874,1,1
50003883,1,0
50003887,1,4
50003888,2,1
50003890,0,1
50003893,1,2
50003894,5,3
50003914,2,4
50003915,1,2
50003918,2,4
50003921,2,2
50003927,0,0
50003930,1,1
50003931,0,1
50003958,3,3
50003964,1,3
50003966,2,5
50003968,0,0
50003970,3,2
50003973,2,4
50003976,0,1
50003977,4,1
50003978,1,0
50003981,1,1
50003984,3,6
50003990,3,6
50004028,1,3
50004033,0,1
50004057,1,6
50004065,2,11
50004071,1,1
50004075,0,1
50004076,4,6
50004089,3,3
50004090,3,8
50004097,2,3
50004099,2,3
50004117,3,7
50004130,1,3
50004133,2,3
50004134,2,4
50004139,2,7
50004143,2,6
50004144,2,5
50004146,2,4
50004148,1,2
50004149,0,0
50004153,3,3
50004166,1,1
50004167,1,1
50004168,1,5
50004171,2,2
50004182,1,3
50004183,1,2
50004189,1,3
50004192,1,6
50004193,1,0
50004203,1,1
50004211,0,0
50004213,1,1
50004216,2,1
50004221,1,1
50004244,0,0
50004259,1,6
50004261,4,3
50004262,1,1
50004269,2,6
50004270,1,7
50004274,1,3
50004275,0,2
50004276,1,2
50004278,2,4
50004280,0,0
50004282,1,0
50004285,1,0
50004296,0,1
50004298,1,0
50004299,3,8
50004302,0,5
50004303,0,0
50004304,1,0
50004307,0,2
50004308,2,1
50004309,1,0
50004311,0,0
50004312,0,2
50004313,3,3
50004317,1,0
50004318,0,0
50004319,2,3
50004322,1,4
50004327,1,0
50004328,0,1
50004330,4,3
50004333,1,3
50004334,1,0
50004337,2,6
50004339,3,3
50004343,1,0
50004346,2,3
50004347,1,0
50004348,2,2
50004349,1,2
50004350,1,1
50004351,4,3
50004352,0,1
50004368,1,7
50004374,2,3
50004377,3,6
50004379,2,3
50004389,1,2
50004392,0,0
50004396,1,0
50004403,1,1
50004408,2,7
50004411,2,8
50004412,4,6
50004415,1,1
50004431,6,7
50004433,2,5
50004436,2,1
50004437,2,2
50004442,3,9
50004444,1,2
50004448,2,3
50004449,2,1
50004456,2,3
50004464,0,1
50004469,1,1
50004472,1,0
50004473,1,1
50004480,1,0
50004482,1,1
50004483,1,5
50004484,2,3
50004486,1,0
50004488,2,1
50004490,0,0
50004496,2,5
50004498,3,2
50004501,4,4
50004503,1,4
50004505,2,8
50004512,1,2
50004516,1,2
50004520,1,2
50004551,1,0
50004552,1,3
50004556,0,6
50004559,2,2
50004560,1,6
50004563,4,4
50004565,3,10
50004569,0,0
50004570,1,1
50004575,2,5
50004578,2,7
50004579,0,0
50004585,1,3
50004587,1,2
50004589,1,3
50004596,1,0
50004597,1,4
50004599,1,3
50004608,0,5
50004613,0,2
50004615,1,2
50004619,1,5
50004620,1,4
50004621,1,0
50004623,1,1
50004629,2,3
50004633,1,6
50004651,2,5
50004654,1,0
50004655,1,1
50004668,1,0
50004669,4,5
50004673,4,10
50004674,3,8
50004680,2,3
50004681,1,0
50004682,3,3
50004684,1,2
50004698,1,1
50004699,5,6
50004704,1,0
50004706,1,4
50004708,1,3
50004709,2,1
50004710,1,2
50004713,2,5
50004721,0,0
50004725,0,0
50004726,4,4
50004737,3,4
50004740,2,1
50004769,1,2
50004771,2,3
50004773,1,8
50004776,3,4
50004777,0,1
50004782,1,3
50004783,4,9
50004788,1,1
50004792,0,0
50004793,1,1
50004795,3,6
50004803,2,2
50004805,1,3
50004809,0,2
50004812,0,1
50004815,2,4
50004817,1,0
50004825,2,3
50004830,3,5
50004836,2,2
50004837,4,4
50004838,3,4
50004839,4,3
50004846,2,8
50004849,1,2
50004852,2,7
50004854,1,0
50004859,1,4
50004861,1,6
50004862,3,3
50004863,1,4
50004868,1,0
50004870,2,3
50004871,1,0
50004877,1,1
50004883,1,2
50004900,2,6
50004901,3,5
50004905,1,5
50004906,1,2
50004910,1,1
50004923,1,3
50004928,1,2
50004931,1,4
50004932,2,2
50004933,2,8
50004934,1,6
50004936,1,0
50004943,1,2
50004944,1,6
50004960,4,5
50004964,0,1
50004969,1,7
50004978,1,3
50004991,1,2
50004999,5,5
50005000,1,3
