,crit_violations,non_crit_violations,earliest_inspection,latest_inspection,second_latest_inspection,zipcode,boro,cuisine,address,num_inspections,crit_violations_recent_inspect,non_crit_violations_recent_inspect,crit_violations_train,non_crit_violations_train,num_inspections_train,average_crit_v_train,average_non_crit_v_train,time_since_last_inspection,time_since_first_inspection,crit_v_2plus,address2,latitude,longitude
50038306,2.0,1.0,2015-08-03,2016-08-31,2015-08-03,11233,BROOKLYN,Chicken,194 ROCKAWAY AVE,2,1,1,1.0,0.0,1,1.0,0.0,394,394,0,"194 ROCKAWAY AVE, NY",40.67660455,-73.9111184982
50038325,1.0,1.0,2015-10-07,2016-11-02,2015-10-07,11415,QUEENS,Bakery,8150 LEFFERTS BLVD,2,1,1,0.0,0.0,1,0.0,0.0,392,392,0,"8150 LEFFERTS BLVD, NY",40.668726,-73.8214429
50038340,12.0,10.0,2015-07-22,2017-04-05,2017-03-01,11206,BROOKLYN,Chinese,794 BROADWAY,7,2,1,10.0,9.0,6,1.66666666667,1.5,35,623,1,"794 BROADWAY, NY",40.69970185,-73.9405805814
50038346,9.0,6.0,2015-08-06,2017-03-13,2016-01-28,11211,BROOKLYN,Chicken,802 GRAND ST,5,4,1,5.0,5.0,4,1.25,1.25,410,585,1,"802 GRAND ST, NY",40.7117171,-73.9412423234
50038347,10.0,6.0,2015-11-02,2016-11-15,2016-05-10,10474,BRONX,Spanish,1176 GARRISON AVE,6,1,1,9.0,5.0,5,1.8,1.0,189,379,0,"1176 GARRISON AVE, NY",40.8205149839,-73.8879031935
50038353,29.0,25.0,2015-07-08,2017-04-03,2017-02-21,11005,QUEENS,Continental,27248 GRAND CENTRAL PKWY,9,2,2,27.0,23.0,8,3.375,2.875,41,635,1,"27248 GRAND CENTRAL PKWY, NY",40.7360126,-73.743174
50038360,5.0,2.0,2015-10-15,2016-07-27,2015-11-07,11372,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3317 JUNCTION BLVD,3,1,1,4.0,1.0,2,2.0,0.5,263,286,0,"3317 JUNCTION BLVD, NY",40.7564685918,-73.8733576939
50038366,6.0,7.0,2015-07-10,2016-08-02,2016-01-27,10459,BRONX,Chinese,941A WESTCHESTER AVE,6,1,1,5.0,6.0,5,1.0,1.2,188,389,0,"941A WESTCHESTER AVE, NY",41.204968,-73.5733609
50038370,4.0,5.0,2015-09-16,2017-01-19,2016-08-18,11223,BROOKLYN,Middle Eastern,2086 CONEY ISLAND AVE,4,2,2,2.0,3.0,3,0.666666666667,1.0,154,491,1,"2086 CONEY ISLAND AVE, NY",40.6063021,-73.9621379
50038374,4.0,6.0,2015-09-16,2017-01-24,2016-08-09,11101,QUEENS,Thai,4906 VERNON BLVD,5,1,1,3.0,5.0,4,0.75,1.25,168,496,0,"4906 VERNON BLVD, NY",40.769526,-73.9352269
50038379,4.0,8.0,2015-10-07,2016-12-29,2016-06-21,11101,QUEENS,Indian,4512 23RD ST,5,2,1,2.0,7.0,4,0.5,1.75,191,449,1,"4512 23RD ST, NY",40.660228,-73.9945879
50038382,4.0,1.0,2015-09-24,2016-05-23,2015-10-13,11234,BROOKLYN,Armenian,2185 SCHENECTADY AVE,3,2,1,2.0,0.0,2,1.0,0.0,223,242,1,"2185 SCHENECTADY AVE, NY",40.6184501,-73.9295938
50038383,12.0,5.0,2015-12-22,2017-03-30,2017-03-02,11233,BROOKLYN,Caribbean,233 RALPH AVE,6,3,2,9.0,3.0,5,1.8,0.6,28,464,1,"233 RALPH AVE, NY",40.6815839,-73.9222195533
50038401,5.0,3.0,2015-09-23,2016-04-04,2015-11-02,11236,BROOKLYN,Chinese,7902 FLATLANDS AVE,3,1,1,4.0,2.0,2,2.0,1.0,154,194,0,"7902 FLATLANDS AVE, NY",40.6349868,-73.9135771
50038407,1.0,5.0,2015-08-12,2016-09-06,2015-08-12,11418,QUEENS,Afghan,11023 JAMAICA AVE,2,1,1,0.0,4.0,1,0.0,4.0,391,391,0,"11023 JAMAICA AVE, NY",40.723242,-73.7280407
50038410,10.0,7.0,2015-10-13,2017-01-25,2016-12-30,10002,MANHATTAN,Café/Coffee/Tea,85 DELANCEY ST,6,1,1,9.0,6.0,5,1.8,1.2,26,470,0,"85 DELANCEY ST, NY",40.7187477,-73.989644
50038411,11.0,5.0,2016-01-06,2017-04-08,2017-03-23,10029,MANHATTAN,Spanish,172 E 106TH ST,4,1,2,10.0,3.0,3,3.33333333333,1.0,16,458,0,"172 E 106TH ST, NY",40.79162175,-73.9454129802
50038412,14.0,3.0,2015-09-09,2016-12-01,2016-10-27,11220,BROOKLYN,Chinese,6319 8TH AVE,6,2,1,12.0,2.0,5,2.4,0.4,35,449,1,"6319 8TH AVE, NY",40.742839,-74.0002749
50038413,8.0,3.0,2015-10-01,2016-06-06,2015-11-09,11375,QUEENS,Bakery,10028 QUEENS BLVD,4,1,1,7.0,2.0,3,2.33333333333,0.666666666667,210,249,0,"10028 QUEENS BLVD, NY",40.711536,-73.8240838
50038414,2.0,3.0,2016-01-06,2017-02-15,2017-02-01,11101,QUEENS,Café/Coffee/Tea,4277 HUNTER ST,3,1,1,1.0,2.0,2,0.5,1.0,14,406,0,"4277 HUNTER ST, NY",42.640065,-73.7688929
50038438,8.0,3.0,2015-10-26,2017-03-15,2016-08-25,10022,MANHATTAN,Mediterranean,829 3RD AVE,5,2,1,6.0,2.0,4,1.5,0.5,202,506,1,"829 3RD AVE, NY",40.756095,-73.9702158025
50038460,1.0,2.0,2015-10-26,2016-12-29,2015-10-26,10006,MANHATTAN,American,90 WASHINGTON ST,2,1,1,0.0,1.0,1,0.0,1.0,430,430,0,"90 WASHINGTON ST, NY",40.70804825,-74.01487845
50038465,1.0,3.0,2015-10-02,2016-10-27,2015-10-02,10003,MANHATTAN,Mexican,60 3RD AVE,2,1,1,0.0,2.0,1,0.0,2.0,391,391,0,"60 3RD AVE, NY",40.73122205,-73.9890418055
50038475,9.0,8.0,2016-01-15,2016-09-09,2016-08-19,10463,BRONX,Seafood,146 W 231ST ST,4,3,1,6.0,7.0,3,2.0,2.33333333333,21,238,1,"146 W 231ST ST, NY",40.8780732,-73.902787
50038477,10.0,6.0,2015-07-23,2017-02-17,2017-01-11,11377,QUEENS,Chinese,6205 ROOSEVELT AVE,6,1,1,9.0,5.0,5,1.8,1.0,37,575,0,"6205 ROOSEVELT AVE, NY",40.762461,-73.5150429
50038478,3.0,4.0,2015-09-17,2016-06-02,2015-10-07,11218,BROOKLYN,French,1233 PROSPECT AVE,3,1,2,2.0,2.0,2,1.0,1.0,239,259,0,"1233 PROSPECT AVE, NY",40.6530821,-73.9759345186
50038480,8.0,6.0,2015-07-08,2017-03-31,2017-03-01,10003,MANHATTAN,"Juice, Smoothies, Fruit Salads",60 E 8TH ST,5,1,1,7.0,5.0,4,1.75,1.25,30,632,0,"60 E 8TH ST, NY",40.7306591,-73.9928349
50038483,2.0,4.0,2015-08-04,2016-08-19,2015-08-04,11373,QUEENS,Sandwiches,7422 BROADWAY,2,1,2,1.0,2.0,1,1.0,2.0,381,381,0,"7422 BROADWAY, NY",40.7935938,-73.9727055
50038495,2.0,1.0,2015-09-17,2016-09-23,2015-09-17,10038,MANHATTAN,Donuts,80 JOHN ST,2,2,1,0.0,0.0,1,0.0,0.0,372,372,1,"80 JOHN ST, NY",40.7082727,-74.0067605
50038498,10.0,8.0,2015-11-05,2016-11-03,2016-10-11,10009,MANHATTAN,"Bottled beverages, including water, sodas, juices, etc.",140 1ST AVE,5,1,2,9.0,6.0,4,2.25,1.5,23,364,0,"140 1ST AVE, NY",40.72780225,-73.9848155077
50038501,8.0,6.0,2016-02-22,2016-11-17,2016-10-01,11419,QUEENS,Indian,9504 VAN WYCK EXPY,4,1,2,7.0,4.0,3,2.33333333333,1.33333333333,47,269,0,"9504 VAN WYCK EXPY, NY",40.68718,-73.8080149
50038505,8.0,4.0,2015-10-27,2016-05-25,2015-11-12,10456,BRONX,African,1333 WEBSTER AVE,3,1,2,7.0,2.0,2,3.5,1.0,195,211,0,"1333 WEBSTER AVE, NY",40.8348258,-73.9084995984
50038509,2.0,4.0,2015-10-21,2016-11-04,2015-10-21,11201,BROOKLYN,American,253 LIVINGSTON ST,2,1,2,1.0,2.0,1,1.0,2.0,380,380,0,"253 LIVINGSTON ST, NY",42.7841520797,-73.6510324519
50038520,3.0,3.0,2015-12-14,2016-07-14,2016-01-28,11211,BROOKLYN,Mexican,454 GRAHAM AVE,3,1,2,2.0,1.0,2,1.0,0.5,168,213,0,"454 GRAHAM AVE, NY",40.7186653,-73.9449053
50038523,1.0,1.0,2015-12-03,2016-12-28,2015-12-03,11211,BROOKLYN,"Ice Cream, Gelato, Yogurt, Ices",288 GRAND ST,2,1,1,0.0,0.0,1,0.0,0.0,391,391,0,"288 GRAND ST, NY",40.7177988,-73.9922988
50038524,2.0,2.0,2015-11-05,2016-11-10,2015-11-05,11221,BROOKLYN,Vegetarian,93 RALPH AVE,2,1,1,1.0,1.0,1,1.0,1.0,371,371,0,"93 RALPH AVE, NY",40.68687345,-73.9232679097
50038532,6.0,3.0,2015-09-18,2016-06-02,2015-10-01,11377,QUEENS,Chinese,4757 47TH ST,3,1,1,5.0,2.0,2,2.5,1.0,245,258,0,"4757 47TH ST, NY",40.628926,-73.9789919
50038538,1.0,2.0,2015-09-14,2016-09-23,2015-09-14,10032,MANHATTAN,American,651 W 169TH ST,2,1,1,0.0,1.0,1,0.0,1.0,375,375,0,"651 W 169TH ST, NY",40.8427978,-73.9417129
50038540,5.0,2.0,2015-09-16,2016-06-30,2015-10-21,11432,QUEENS,American,NKA JFK INTERNATIONAL AIRPORT,3,1,1,4.0,1.0,2,2.0,0.5,253,288,0,"NKA JFK INTERNATIONAL AIRPORT, NY",,
50038543,2.0,4.0,2016-01-08,2017-03-15,2016-01-08,10169,MANHATTAN,Mexican,230 PARK AVE,2,1,2,1.0,2.0,1,1.0,2.0,432,432,0,"230 PARK AVE, NY",40.7543934,-73.976102501
50038545,9.0,4.0,2015-09-15,2016-08-24,2016-07-25,11368,QUEENS,Mexican,4010 JUNCTION BLVD,4,5,1,4.0,3.0,3,1.33333333333,1.0,30,344,1,"4010 JUNCTION BLVD, NY",40.7485521429,-73.8691663571
50038549,5.0,3.0,2016-02-24,2016-12-12,2016-04-05,10065,MANHATTAN,Asian,408 E 64TH ST,3,1,1,4.0,2.0,2,2.0,1.0,251,292,0,"408 E 64TH ST, NY",40.7622896,-73.9591176517
50038560,3.0,1.0,2015-09-29,2016-10-17,2015-09-29,10025,MANHATTAN,American,940 COLUMBUS AVE,2,1,1,2.0,0.0,1,2.0,0.0,384,384,0,"940 COLUMBUS AVE, NY",40.7994707,-73.9629303
50038562,1.0,3.0,2015-10-29,2016-05-24,2015-11-10,10028,MANHATTAN,American,1566 2ND AVE,3,1,2,0.0,1.0,2,0.0,0.5,196,208,0,"1566 2ND AVE, NY",40.77477615,-73.9536787
50038565,3.0,1.0,2015-10-05,2016-10-25,2015-10-05,11249,BROOKLYN,Delicatessen,190 N 14TH ST,2,2,1,1.0,0.0,1,1.0,0.0,386,386,1,"190 N 14TH ST, NY",40.72282025,-73.9557851458
50038569,1.0,2.0,2015-11-23,2016-12-06,2015-11-23,10012,MANHATTAN,"Juice, Smoothies, Fruit Salads",123 W 3RD ST,2,1,1,0.0,1.0,1,0.0,1.0,379,379,0,"123 W 3RD ST, NY",40.73073695,-74.0003948892
50038576,2.0,4.0,2015-10-02,2016-10-07,2015-10-02,10038,MANHATTAN,American,50 FULTON ST,2,1,1,1.0,3.0,1,1.0,3.0,371,371,0,"50 FULTON ST, NY",40.7081416,-74.0047740587
50038614,10.0,2.0,2015-12-17,2016-08-22,2016-07-15,10001,MANHATTAN,American,252 W 29TH ST,4,1,1,9.0,1.0,3,3.0,0.333333333333,38,249,0,"252 W 29TH ST, NY",40.7490521,-73.9957491
50038626,1.0,1.0,2015-11-24,2016-11-28,2015-11-24,10012,MANHATTAN,"Ice Cream, Gelato, Yogurt, Ices",101 MACDOUGAL ST,2,1,1,0.0,0.0,1,0.0,0.0,370,370,0,"101 MACDOUGAL ST, NY",40.67970725,-73.9179273276
50038628,6.0,5.0,2015-09-18,2016-09-01,2016-07-22,11212,BROOKLYN,Caribbean,1139 CLARKSON AVE,4,1,1,5.0,4.0,3,1.66666666667,1.33333333333,41,349,0,"1139 CLARKSON AVE, NY",40.66093445,-73.9208233087
50038638,15.0,5.0,2015-07-21,2017-03-09,2016-06-12,11216,BROOKLYN,French,710 NOSTRAND AVE,5,5,1,10.0,4.0,4,2.5,1.0,270,597,1,"710 NOSTRAND AVE, NY",40.6744277,-73.9502152
50038658,1.0,3.0,2015-09-23,2016-06-07,2015-10-23,10119,MANHATTAN,Italian,1 PENN PLZ,3,1,1,0.0,2.0,2,0.0,1.0,228,258,0,"1 PENN PLZ, NY",40.8935366,-73.8196641
50038669,17.0,9.0,2015-10-01,2017-01-10,2016-12-06,10016,MANHATTAN,Chinese,493 2ND AVE,8,1,2,16.0,7.0,7,2.28571428571,1.0,35,467,0,"493 2ND AVE, NY",40.74097075,-73.9789954711
50038675,4.0,3.0,2015-10-01,2016-06-01,2015-10-26,11226,BROOKLYN,Chinese,1500 NOSTRAND AVE,3,2,1,2.0,2.0,2,1.0,1.0,219,244,1,"1500 NOSTRAND AVE, NY",40.6496634,-73.9496701217
50038685,11.0,5.0,2016-06-24,2017-03-07,2016-08-04,10025,MANHATTAN,American,998 COLUMBUS AVE,3,5,2,6.0,3.0,2,3.0,1.5,215,256,1,"998 COLUMBUS AVE, NY",40.8015956,-73.9613714
50038689,2.0,1.0,2016-01-08,2017-03-06,2016-01-08,10169,MANHATTAN,Middle Eastern,230 PARK AVE,2,1,1,1.0,0.0,1,1.0,0.0,423,423,0,"230 PARK AVE, NY",40.7543934,-73.976102501
50038691,2.0,3.0,2015-08-05,2016-08-18,2015-08-05,10018,MANHATTAN,American,223 W 40TH ST,2,1,2,1.0,1.0,1,1.0,1.0,379,379,0,"223 W 40TH ST, NY",40.7551246735,-73.988553449
50038711,3.0,5.0,2015-12-15,2016-07-12,2016-01-11,10462,BRONX,Café/Coffee/Tea,703 LYDIG AVE,3,1,2,2.0,3.0,2,1.0,1.5,183,210,0,"703 LYDIG AVE, NY",40.8545717778,-73.867462
50038716,2.0,3.0,2015-07-28,2016-08-12,2015-07-28,10017,MANHATTAN,Sandwiches,834 2ND AVE,2,1,1,1.0,2.0,1,1.0,2.0,381,381,0,"834 2ND AVE, NY",40.7513538,-73.9708397
50038733,20.0,12.0,2015-09-15,2017-01-12,2016-12-10,11230,BROOKLYN,American,1211 MCDONALD AVE,7,2,3,18.0,9.0,6,3.0,1.5,33,485,1,"1211 MCDONALD AVE, NY",40.6238128,-73.975565053
50038734,3.0,2.0,2015-09-29,2016-07-01,2015-10-20,11430,QUEENS,Café/Coffee/Tea,75 JFK AIRPORT,3,1,1,2.0,1.0,2,1.0,0.5,255,276,0,"75 JFK AIRPORT, NY",,
50038736,4.0,2.0,2015-10-19,2016-11-17,2016-10-25,11432,QUEENS,Mexican,9014 161ST ST,3,1,1,3.0,1.0,2,1.5,0.5,23,395,0,"9014 161ST ST, NY",40.676165,-73.7799769
50038737,3.0,2.0,2015-08-31,2016-03-17,2015-09-16,10455,BRONX,Pizza,392 E 149TH ST,3,1,1,2.0,1.0,2,1.0,0.5,183,199,0,"392 E 149TH ST, NY",40.8161162609,-73.9181292174
50038753,2.0,2.0,2015-09-23,2016-11-07,2015-09-23,11217,BROOKLYN,Italian,450 DEAN ST,2,1,1,1.0,1.0,1,1.0,1.0,411,411,0,"450 DEAN ST, NY",40.68180585,-73.9762094934
50038775,4.0,3.0,2015-10-21,2017-01-31,2016-11-01,10009,MANHATTAN,Vegetarian,130 E 7TH ST,3,2,1,2.0,2.0,2,1.0,1.0,91,468,1,"130 E 7TH ST, NY",40.7261454,-73.9840219
50038781,1.0,3.0,2015-10-06,2016-10-28,2015-10-06,10036,MANHATTAN,American,1 INTREPID SQ,2,1,2,0.0,1.0,1,0.0,1.0,388,388,0,"1 INTREPID SQ, NY",,
50038785,3.0,1.0,2015-09-26,2017-01-30,2015-09-26,11421,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9610 JAMAICA AVE,2,2,1,1.0,0.0,1,1.0,0.0,492,492,1,"9610 JAMAICA AVE, NY",40.723242,-73.7280407
50038792,4.0,4.0,2015-09-23,2016-03-08,2015-10-07,11238,BROOKLYN,American,986 ATLANTIC AVE,3,1,3,3.0,1.0,2,1.5,0.5,153,167,0,"986 ATLANTIC AVE, NY",40.680236,-73.9613241
50038802,10.0,7.0,2015-09-24,2016-11-23,2016-10-31,11374,QUEENS,Café/Coffee/Tea,9414 63RD DR,6,1,1,9.0,6.0,5,1.8,1.2,23,426,0,"9414 63RD DR, NY",40.7300705,-73.8624048
50038805,19.0,9.0,2015-09-21,2017-02-01,2016-09-12,11207,BROOKLYN,American,941 PENNSYLVANIA AVE,10,1,1,18.0,8.0,9,2.0,0.888888888889,142,499,0,"941 PENNSYLVANIA AVE, NY",40.6552656,-73.8876449
50038811,7.0,6.0,2015-08-26,2017-03-01,2016-06-08,11237,BROOKLYN,Bakery,238 KNICKERBOCKER AVE,5,1,1,6.0,5.0,4,1.5,1.25,266,553,0,"238 KNICKERBOCKER AVE, NY",40.7027914,-73.9255816
50038814,8.0,6.0,2015-09-23,2017-01-18,2016-12-21,11220,BROOKLYN,Chinese,5506 8TH AVE,6,1,2,7.0,4.0,5,1.4,0.8,28,483,0,"5506 8TH AVE, NY",40.6382562,-74.0069889206
50038816,12.0,5.0,2016-02-01,2016-09-23,2016-09-01,11354,QUEENS,Chinese,14254 ROOSEVELT AVE,4,3,1,9.0,4.0,3,3.0,1.33333333333,22,235,1,"14254 ROOSEVELT AVE, NY",40.762461,-73.5150429
50038817,2.0,1.0,2015-09-22,2016-10-29,2015-09-22,11215,BROOKLYN,"Ice Cream, Gelato, Yogurt, Ices",319 7TH AVE,2,1,1,1.0,0.0,1,1.0,0.0,403,403,0,"319 7TH AVE, NY",40.7472659,-73.9931222
50038837,4.0,4.0,2015-09-21,2016-11-23,2016-10-03,11212,BROOKLYN,Caribbean,371 E 98TH ST,3,1,2,3.0,2.0,2,1.5,1.0,51,429,0,"371 E 98TH ST, NY",40.6591724,-73.9162198
50038846,2.0,2.0,2016-06-24,2016-09-29,2016-06-24,10036,MANHATTAN,American,711 7TH AVE,2,1,2,1.0,0.0,1,1.0,0.0,97,97,0,"711 7TH AVE, NY",40.7595109,-73.9841919
50038853,7.0,7.0,2016-01-06,2016-12-13,2016-10-14,11237,BROOKLYN,American,53 WILSON AVE,4,1,1,6.0,6.0,3,2.0,2.0,60,342,0,"53 WILSON AVE, NY",40.7026257,-73.9286698386
50038855,2.0,4.0,2015-09-30,2016-11-22,2016-10-11,10003,MANHATTAN,Sandwiches/Salads/Mixed Buffet,58 E 8TH ST,3,1,2,1.0,2.0,2,0.5,1.0,42,419,0,"58 E 8TH ST, NY",40.730933,-73.993444
50038856,3.0,2.0,2015-10-26,2016-11-10,2015-10-26,11374,QUEENS,Chinese,9021 63RD DR,2,1,2,2.0,0.0,1,2.0,0.0,381,381,0,"9021 63RD DR, NY",40.7300705,-73.8624048
50038858,4.0,3.0,2016-02-03,2017-03-23,2016-02-03,10302,STATEN ISLAND,American,1310 FOREST AVE,2,2,3,2.0,0.0,1,2.0,0.0,414,414,1,"1310 FOREST AVE, NY",40.62606965,-74.1336431719
50038859,11.0,3.0,2015-12-21,2016-10-12,2016-08-25,10001,MANHATTAN,Japanese,249 9TH AVE,4,2,3,9.0,0.0,3,3.0,0.0,48,296,1,"249 9TH AVE, NY",40.8784775918,-73.328496551
50038864,10.0,6.0,2015-10-29,2017-03-07,2016-08-05,10025,MANHATTAN,Chinese,721 COLUMBUS AVE,5,2,3,8.0,3.0,4,2.0,0.75,214,495,1,"721 COLUMBUS AVE, NY",40.7921936,-73.9676914
50038865,8.0,6.0,2015-07-29,2017-03-09,2016-08-24,11237,BROOKLYN,Mexican,276 KNICKERBOCKER AVE,6,1,2,7.0,4.0,5,1.4,0.8,197,589,0,"276 KNICKERBOCKER AVE, NY",40.70199105,-73.9243935215
50038867,5.0,2.0,2015-11-14,2016-12-12,2016-11-22,11211,BROOKLYN,Café/Coffee/Tea,325 MANHATTAN AVE,3,1,1,4.0,1.0,2,2.0,0.5,20,394,0,"325 MANHATTAN AVE, NY",40.7151707,-73.9463331
50038871,3.0,3.0,2015-08-28,2016-09-06,2015-08-28,11372,QUEENS,American,7502 37TH AVE,2,2,3,1.0,0.0,1,1.0,0.0,375,375,1,"7502 37TH AVE, NY",40.7569906,-73.9347189
50038877,4.0,2.0,2015-09-26,2016-05-31,2015-10-15,11432,QUEENS,Chinese,17233A HILLSIDE AVE,3,2,2,2.0,0.0,2,1.0,0.0,229,248,1,"17233A HILLSIDE AVE, NY",40.7374599,-73.707734
50038882,12.0,9.0,2015-10-15,2017-01-04,2016-12-06,11209,BROOKLYN,American,9510 4TH AVE,8,1,1,11.0,8.0,7,1.57142857143,1.14285714286,29,447,0,"9510 4TH AVE, NY",40.61584325,-74.0315513039
50038884,2.0,1.0,2015-08-11,2016-08-31,2015-08-11,11226,BROOKLYN,Chinese,1398 NOSTRAND AVE,2,1,1,1.0,0.0,1,1.0,0.0,386,386,0,"1398 NOSTRAND AVE, NY",40.6523464,-73.9498923
50038886,6.0,5.0,2016-04-05,2016-11-28,2016-04-19,10012,MANHATTAN,Japanese,216 THOMPSON ST,3,2,1,4.0,4.0,2,2.0,2.0,223,237,1,"216 THOMPSON ST, NY",40.72887555,-73.9989838508
50038892,2.0,1.0,2015-12-22,2017-03-25,2015-12-22,11238,BROOKLYN,American,772 DEAN ST,2,2,1,0.0,0.0,1,0.0,0.0,459,459,1,"772 DEAN ST, NY",,
50038896,17.0,5.0,2015-10-01,2017-03-28,2016-11-23,11106,QUEENS,Bangladeshi,2914 36TH AVE,7,3,1,14.0,4.0,6,2.33333333333,0.666666666667,125,544,1,"2914 36TH AVE, NY",40.760202,-73.9374889
50038898,7.0,6.0,2015-07-16,2016-11-16,2016-04-11,11377,QUEENS,Chinese,6913 WOODSIDE AVE,5,1,1,6.0,5.0,4,1.5,1.25,219,489,0,"6913 WOODSIDE AVE, NY",40.7936972,-73.0370002
50038901,10.0,4.0,2015-10-27,2016-10-14,2016-09-16,10018,MANHATTAN,French,PQ BRYANT PARK KIOSK2,5,1,1,9.0,3.0,4,2.25,0.75,28,353,0,"PQ BRYANT PARK KIOSK2, NY",,
50038904,2.0,2.0,2015-07-23,2016-08-08,2015-07-23,10466,BRONX,Pizza,1840 NEREID AVE,2,1,1,1.0,1.0,1,1.0,1.0,382,382,0,"1840 NEREID AVE, NY",40.8984532432,-73.8492963243
50038906,4.0,2.0,2015-11-10,2016-05-18,2015-11-24,10023,MANHATTAN,French,NKA CENTRAL PARK,3,1,1,3.0,1.0,2,1.5,0.5,176,190,0,"NKA CENTRAL PARK, NY",,
50038907,14.0,6.0,2015-10-21,2017-03-30,2017-03-06,10033,MANHATTAN,Mexican,711 W 181ST ST,6,3,2,11.0,4.0,5,2.2,0.8,24,526,1,"711 W 181ST ST, NY",40.8505177,-73.9364275
50038914,7.0,4.0,2016-01-12,2017-03-24,2017-03-12,10030,MANHATTAN,American,2361 7TH AVE,4,5,1,2.0,3.0,3,0.666666666667,1.0,12,437,1,"2361 7TH AVE, NY",40.7516588,-73.990134
50038921,2.0,4.0,2015-09-14,2016-11-05,2015-09-14,11355,QUEENS,Chinese,4235 MAIN ST,2,1,2,1.0,2.0,1,1.0,2.0,418,418,0,"4235 MAIN ST, NY",,
50038936,18.0,10.0,2015-10-01,2017-04-11,2017-04-07,10310,STATEN ISLAND,American,714 CASTLETON AVE,7,2,1,16.0,9.0,6,2.66666666667,1.5,4,558,1,"714 CASTLETON AVE, NY",40.6346066,-74.1062233
50038939,4.0,2.0,2015-09-02,2017-01-18,2016-10-08,10461,BRONX,"Juice, Smoothies, Fruit Salads",1890 EASTCHESTER RD,3,1,2,3.0,0.0,2,1.5,0.0,102,504,0,"1890 EASTCHESTER RD, NY",40.8515855211,-73.8439469014
50038951,8.0,5.0,2015-11-05,2016-08-31,2016-08-16,10312,STATEN ISLAND,Italian,3800 RICHMOND AVE,4,1,1,7.0,4.0,3,2.33333333333,1.33333333333,15,300,0,"3800 RICHMOND AVE, NY",40.5707687,-74.1699286
50038958,5.0,1.0,2016-06-10,2016-08-31,2016-06-10,10014,MANHATTAN,Armenian,17 BARROW ST,2,2,1,3.0,0.0,1,3.0,0.0,82,82,1,"17 BARROW ST, NY",40.73254485,-74.0026270332
50038961,5.0,4.0,2015-10-08,2016-10-27,2016-10-19,11374,QUEENS,Russian,6216 WOODHAVEN BLVD,3,1,2,4.0,2.0,2,2.0,1.0,8,385,0,"6216 WOODHAVEN BLVD, NY",40.7314886,-73.8713423
50038965,6.0,1.0,2016-06-10,2017-01-17,2016-06-10,10014,MANHATTAN,American,615 1/2 HUDSON ST,2,2,1,4.0,0.0,1,4.0,0.0,221,221,1,"615 1/2 HUDSON ST, NY",40.73789695,-74.0059235975
50038967,9.0,4.0,2015-09-09,2017-02-14,2016-08-23,10029,MANHATTAN,Pizza,2119 1ST AVE,5,1,1,8.0,3.0,4,2.0,0.75,175,524,0,"2119 1ST AVE, NY",40.7915277,-73.9388975
50038979,6.0,3.0,2015-09-22,2016-10-25,2016-09-28,11217,BROOKLYN,Italian,59 5TH AVE,3,1,1,5.0,2.0,2,2.5,1.0,27,399,0,"59 5TH AVE, NY",40.7350305,-73.9939670435
50038983,2.0,3.0,2016-01-13,2017-02-17,2016-01-13,11101,QUEENS,Greek,1007 50TH AVE,2,2,2,0.0,1.0,1,0.0,1.0,401,401,1,"1007 50TH AVE, NY",40.7420665,-73.950965
50038990,4.0,1.0,2015-09-23,2016-06-06,2015-10-21,11220,BROOKLYN,Café/Coffee/Tea,773 51ST ST,3,1,1,3.0,0.0,2,1.5,0.0,229,257,0,"773 51ST ST, NY",40.64093315,-74.0044989597
50039007,4.0,7.0,2016-01-05,2017-03-27,2017-03-03,10012,MANHATTAN,American,540 LAGUARDIA PL,3,3,3,1.0,4.0,2,0.5,2.0,24,447,1,"540 LAGUARDIA PL, NY",40.72884375,-73.9985034966
50039009,3.0,5.0,2015-09-15,2016-06-07,2015-10-20,11430,QUEENS,Italian,NKA JFK INTL AIRPORT,3,3,1,0.0,4.0,2,0.0,2.0,231,266,1,"NKA JFK INTL AIRPORT, NY",,
50039027,7.0,2.0,2016-05-15,2017-03-15,2017-02-23,11355,QUEENS,"Juice, Smoothies, Fruit Salads",14301 45TH AVE,4,2,1,5.0,1.0,3,1.66666666667,0.333333333333,20,304,1,"14301 45TH AVE, NY",40.7487813,-73.9532728
50039035,4.0,2.0,2015-09-22,2016-05-25,2015-10-16,11215,BROOKLYN,Café/Coffee/Tea,427 7TH AVE,3,2,1,2.0,1.0,2,1.0,0.5,222,246,1,"427 7TH AVE, NY",40.75045545,-73.9906801573
50039041,4.0,4.0,2015-09-22,2017-01-05,2016-12-12,10462,BRONX,Chicken,2174 WHITE PLAINS RD,4,1,1,3.0,3.0,3,1.0,1.0,24,471,0,"2174 WHITE PLAINS RD, NY",40.85572235,-73.8673059
50039052,5.0,2.0,2015-11-20,2017-01-12,2016-12-02,10017,MANHATTAN,Bagels/Pretzels,800 2ND AVE,3,2,2,3.0,0.0,2,1.5,0.0,41,419,1,"800 2ND AVE, NY",40.7498999,-73.9719151
50039058,1.0,1.0,2015-11-04,2016-11-09,2015-11-04,11372,QUEENS,Spanish,7004 ROOSEVELT AVE,2,1,1,0.0,0.0,1,0.0,0.0,371,371,0,"7004 ROOSEVELT AVE, NY",40.762461,-73.5150429
