,crit_violations,non_crit_violations,earliest_inspection,latest_inspection,second_latest_inspection,zipcode,boro,cuisine,address,num_inspections,crit_violations_recent_inspect,non_crit_violations_recent_inspect,crit_violations_train,non_crit_violations_train,num_inspections_train,average_crit_v_train,average_non_crit_v_train,time_since_last_inspection,time_since_first_inspection,crit_v_2plus,address2,latitude,longitude
50018035,4.0,3.0,2015-01-07,2017-03-29,2016-01-14,11354,QUEENS,Café/Coffee/Tea,3805 MAIN ST,3,1,1,3.0,2.0,2,1.5,1.0,440,812,0,"3805 MAIN ST, NY",43.1086491,-79.0540834
50018036,16.0,8.0,2015-02-18,2016-12-14,2016-10-17,11221,BROOKLYN,Café/Coffee/Tea,201 CENTRAL AVE,8,1,1,15.0,7.0,7,2.14285714286,1.0,58,665,0,"201 CENTRAL AVE, NY",40.7518234,-73.3329495948
50018037,22.0,22.0,2014-12-23,2016-10-12,2016-08-15,10013,MANHATTAN,Chinese,70 MOTT ST,10,3,2,19.0,20.0,9,2.11111111111,2.22222222222,58,659,1,"70 MOTT ST, NY",40.7162058,-73.9978655713
50018042,11.0,4.0,2015-03-06,2016-10-06,2016-09-14,11249,BROOKLYN,American,98A S 4TH ST,6,1,1,10.0,3.0,5,2.0,0.6,22,580,0,"98A S 4TH ST, NY",40.7122316667,-73.9640893333
50018043,7.0,2.0,2015-03-11,2016-10-12,2016-04-30,11226,BROOKLYN,Tex-Mex,1621 CHURCH AVE,4,2,1,5.0,1.0,3,1.66666666667,0.333333333333,165,581,1,"1621 CHURCH AVE, NY",40.6491024,-73.9642733
50018049,15.0,7.0,2015-04-01,2016-10-06,2016-09-13,11226,BROOKLYN,Creole,1728 NOSTRAND AVE,5,2,2,13.0,5.0,4,3.25,1.25,23,554,1,"1728 NOSTRAND AVE, NY",,
50018060,10.0,8.0,2015-05-05,2016-12-01,2016-10-21,11238,BROOKLYN,Asian,372 LAFAYETTE AVE,5,1,2,9.0,6.0,4,2.25,1.5,41,576,0,"372 LAFAYETTE AVE, NY",40.68862735,-73.9604905488
50018061,7.0,5.0,2015-02-18,2016-03-10,2015-09-25,11203,BROOKLYN,Caribbean,1250 UTICA AVE,5,1,1,6.0,4.0,4,1.5,1.0,167,386,0,"1250 UTICA AVE, NY",40.6419837,-73.929536
50018062,11.0,8.0,2016-01-05,2017-03-08,2016-09-16,11201,BROOKLYN,American,76 MONTAGUE ST,5,3,3,8.0,5.0,4,2.0,1.25,173,428,1,"76 MONTAGUE ST, NY",40.6952161,-73.9963709
50018064,16.0,8.0,2015-02-04,2017-01-17,2016-12-29,11432,QUEENS,Chinese,8771 PARSONS BLVD,8,3,1,13.0,7.0,7,1.85714285714,1.0,19,713,1,"8771 PARSONS BLVD, NY",40.705761,-73.8016569
50018075,2.0,1.0,2015-04-16,2016-05-18,2015-04-16,10307,STATEN ISLAND,"Juice, Smoothies, Fruit Salads",303C PAGE AVE,2,1,1,1.0,0.0,1,1.0,0.0,398,398,0,"303C PAGE AVE, NY",40.5183258,-74.2345718
50018078,14.0,9.0,2015-01-09,2017-03-20,2016-07-06,10305,STATEN ISLAND,Filipino,556 TOMPKINS AVE,7,3,1,11.0,8.0,6,1.83333333333,1.33333333333,257,801,1,"556 TOMPKINS AVE, NY",40.61239355,-74.0714976321
50018079,12.0,10.0,2015-01-09,2016-11-04,2016-05-09,10036,MANHATTAN,American,635 W 42ND ST,6,1,1,11.0,9.0,5,2.2,1.8,179,665,0,"635 W 42ND ST, NY",40.7613106122,-73.9992501429
50018081,3.0,1.0,2015-02-24,2016-05-10,2015-02-24,10027,MANHATTAN,American,79 W 125TH ST,2,2,1,1.0,0.0,1,1.0,0.0,441,441,1,"79 W 125TH ST, NY",40.8069603333,-73.9433303333
50018085,15.0,7.0,2015-03-25,2016-12-16,2016-11-02,10025,MANHATTAN,American,2580 BROADWAY,8,2,1,13.0,6.0,7,1.85714285714,0.857142857143,44,632,1,"2580 BROADWAY, NY",,
50018087,19.0,11.0,2015-01-13,2017-01-18,2016-12-09,11215,BROOKLYN,Indian,396 5TH AVE,9,1,1,18.0,10.0,8,2.25,1.25,40,736,0,"396 5TH AVE, NY",40.6707302,-73.9852811
50018090,3.0,1.0,2015-02-18,2017-04-04,2016-02-20,11109,QUEENS,American,4720 CENTER BLVD,3,1,1,2.0,0.0,2,1.0,0.0,409,776,0,"4720 CENTER BLVD, NY",40.7427193,-73.9599089
50018095,14.0,9.0,2015-02-19,2017-03-29,2016-08-03,11368,QUEENS,Hamburgers,3712 JUNCTION BLVD,9,1,1,13.0,8.0,8,1.625,1.0,238,769,0,"3712 JUNCTION BLVD, NY",40.7359926,-73.8654988
50018098,13.0,5.0,2015-01-12,2016-07-25,2016-06-10,10016,MANHATTAN,Chinese,43 E 34TH ST,6,2,1,11.0,4.0,5,2.2,0.8,45,560,1,"43 E 34TH ST, NY",40.7476953,-73.982392
50018100,3.0,1.0,2015-02-03,2016-04-12,2015-02-03,10019,MANHATTAN,Italian,889 9TH AVE,2,2,1,1.0,0.0,1,1.0,0.0,434,434,1,"889 9TH AVE, NY",40.7684275,-73.9855658
50018104,3.0,4.0,2015-02-04,2016-06-30,2016-03-16,10119,MANHATTAN,American,1 PENN PLZ,3,2,2,1.0,2.0,2,0.5,1.0,106,512,1,"1 PENN PLZ, NY",40.8935366,-73.8196641
50018105,8.0,2.0,2015-02-12,2017-03-21,2016-07-21,10036,MANHATTAN,American,410 W 43RD ST,4,3,1,5.0,1.0,3,1.66666666667,0.333333333333,243,768,1,"410 W 43RD ST, NY",40.7594431,-73.9932018
50018106,15.0,10.0,2014-12-26,2016-11-28,2016-10-25,10012,MANHATTAN,Bakery,135 SULLIVAN ST,8,1,3,14.0,7.0,7,2.0,1.0,34,703,0,"135 SULLIVAN ST, NY",,
50018111,13.0,10.0,2015-04-07,2017-01-11,2016-06-07,11225,BROOKLYN,Pizza,867 NOSTRAND AVE,7,1,1,12.0,9.0,6,2.0,1.5,218,645,0,"867 NOSTRAND AVE, NY",40.6670413,-73.95046135
50018113,6.0,4.0,2015-04-07,2016-07-13,2016-04-21,11201,BROOKLYN,American,140 ATLANTIC AVE,3,1,2,5.0,2.0,2,2.5,1.0,83,463,0,"140 ATLANTIC AVE, NY",40.69024765,-73.9952025
50018116,1.0,5.0,2015-01-28,2016-03-08,2015-01-28,10467,BRONX,Pizza,3572 WHITE PLAINS RD,2,1,3,0.0,2.0,1,0.0,2.0,405,405,0,"3572 WHITE PLAINS RD, NY",40.8789136,-73.8651671
50018117,4.0,5.0,2015-04-14,2016-10-14,2015-10-05,10005,MANHATTAN,Pizza,40 WALL ST,4,1,1,3.0,4.0,3,1.0,1.33333333333,375,549,0,"40 WALL ST, NY",40.70702185,-74.0096668227
50018118,11.0,9.0,2015-01-20,2017-02-08,2016-12-27,11206,BROOKLYN,Mexican,9 JEFFERSON ST,8,1,2,10.0,7.0,7,1.42857142857,1.0,43,750,0,"9 JEFFERSON ST, NY",,
50018121,15.0,6.0,2015-02-19,2016-09-16,2016-08-04,10460,BRONX,Caribbean,1773 SOUTHERN BLVD,5,4,1,11.0,5.0,4,2.75,1.25,43,575,1,"1773 SOUTHERN BLVD, NY",,
50018136,4.0,3.0,2015-01-07,2017-02-08,2016-01-13,10040,MANHATTAN,Chinese,200 DYCKMAN ST,3,1,1,3.0,2.0,2,1.5,1.0,392,763,0,"200 DYCKMAN ST, NY",,
50018139,2.0,4.0,2015-02-05,2016-01-08,2015-03-06,10012,MANHATTAN,American,115 MACDOUGAL ST,3,1,1,1.0,3.0,2,0.5,1.5,308,337,0,"115 MACDOUGAL ST, NY",,
50018140,5.0,4.0,2015-03-17,2017-01-23,2016-11-28,10012,MANHATTAN,Italian,206 SULLIVAN ST,5,2,1,3.0,3.0,4,0.75,0.75,56,678,1,"206 SULLIVAN ST, NY",,
50018143,4.0,6.0,2015-03-25,2017-01-10,2016-05-12,10022,MANHATTAN,American,986 2ND AVE,4,1,2,3.0,4.0,3,1.0,1.33333333333,243,657,0,"986 2ND AVE, NY",40.75615905,-73.9672312
50018144,7.0,4.0,2015-02-12,2016-03-08,2015-10-01,11208,BROOKLYN,Chinese,2686 PITKIN AVE,5,1,1,6.0,3.0,4,1.5,0.75,159,390,0,"2686 PITKIN AVE, NY",40.6750677,-73.872884
50018146,3.0,2.0,2015-01-28,2017-03-02,2016-02-12,10016,MANHATTAN,Café/Coffee/Tea,20 E 40TH ST,3,1,1,2.0,1.0,2,1.0,0.5,384,764,0,"20 E 40TH ST, NY",40.7515679,-73.9805909
50018147,7.0,8.0,2015-02-26,2017-03-03,2016-07-14,10014,MANHATTAN,American,10 DOWNING ST,5,1,2,6.0,6.0,4,1.5,1.5,232,736,0,"10 DOWNING ST, NY",40.7295177,-74.0029089
50018149,13.0,5.0,2015-01-26,2016-09-01,2016-03-09,11419,QUEENS,Indian,11601 101ST AVE,7,1,1,12.0,4.0,6,2.0,0.666666666667,176,584,0,"11601 101ST AVE, NY",40.6959483,-73.804982
50018155,11.0,5.0,2014-12-23,2017-02-22,2016-08-26,10459,BRONX,Chinese,839 PROSPECT AVE,6,1,1,10.0,4.0,5,2.0,0.8,180,792,0,"839 PROSPECT AVE, NY",40.8199036,-73.9017386
50018160,8.0,4.0,2015-02-03,2017-01-27,2016-10-21,10023,MANHATTAN,Café/Coffee/Tea,187 COLUMBUS AVE,5,1,1,7.0,3.0,4,1.75,0.75,98,724,0,"187 COLUMBUS AVE, NY",40.9207466735,-72.6814088571
50018164,4.0,4.0,2015-01-26,2017-02-21,2016-01-12,11201,BROOKLYN,American,111 COURT ST,3,2,2,2.0,2.0,2,1.0,1.0,406,757,1,"111 COURT ST, NY",40.69059225,-73.9916007769
50018165,11.0,3.0,2015-02-11,2016-12-20,2016-06-20,10312,STATEN ISLAND,Asian,3279 RICHMOND AVE,4,1,1,10.0,2.0,3,3.33333333333,0.666666666667,183,678,0,"3279 RICHMOND AVE, NY",40.5707687,-74.1699286
50018166,5.0,7.0,2015-02-12,2017-01-19,2016-11-07,11357,QUEENS,Greek,1903 UTOPIA PKWY,5,2,4,3.0,3.0,4,0.75,0.75,73,707,1,"1903 UTOPIA PKWY, NY",40.7747009,-73.7929459
50018171,8.0,8.0,2015-03-11,2016-05-31,2015-10-26,11234,BROOKLYN,Bagels/Pretzels,6220 AVENUE U,5,1,1,7.0,7.0,4,1.75,1.75,218,447,0,"6220 AVENUE U, NY",40.6156571,-73.9131821
50018174,2.0,2.0,2015-04-09,2016-05-10,2015-04-09,10012,MANHATTAN,Bakery,45 SPRING ST,2,1,1,1.0,1.0,1,1.0,1.0,397,397,0,"45 SPRING ST, NY",40.7220017,-73.9961151
50018185,15.0,9.0,2015-03-13,2017-02-24,2017-02-06,10036,MANHATTAN,American,765 8TH AVE,8,3,2,12.0,7.0,7,1.71428571429,1.0,18,714,1,"765 8TH AVE, NY",40.7603755,-73.9879114706
50018186,10.0,9.0,2015-01-26,2016-08-18,2016-02-16,11201,BROOKLYN,American,20 COLUMBIA PL,7,1,1,9.0,8.0,6,1.5,1.33333333333,184,570,0,"20 COLUMBIA PL, NY",40.6931705,-73.9987560428
50018194,2.0,3.0,2015-04-10,2016-04-11,2015-04-10,11423,QUEENS,Caribbean,19715 JAMAICA AVE,2,1,3,1.0,0.0,1,1.0,0.0,367,367,0,"19715 JAMAICA AVE, NY",40.723242,-73.7280407
50018198,14.0,10.0,2015-01-28,2016-08-03,2016-02-05,11413,QUEENS,Chinese,22608 MERRICK BLVD,7,1,2,13.0,8.0,6,2.16666666667,1.33333333333,180,553,0,"22608 MERRICK BLVD, NY",40.6968264,-73.7837497
50018201,10.0,4.0,2014-12-22,2017-03-10,2017-02-10,10016,MANHATTAN,Japanese,251 E 35TH ST,4,3,2,7.0,2.0,3,2.33333333333,0.666666666667,28,809,1,"251 E 35TH ST, NY",40.74568545,-73.9756488661
50018202,26.0,15.0,2014-12-23,2016-10-25,2016-09-29,11220,BROOKLYN,Chinese,5816 8TH AVE,10,1,2,25.0,13.0,9,2.77777777778,1.44444444444,26,672,0,"5816 8TH AVE, NY",40.63642315,-74.0089490087
50018204,17.0,10.0,2015-01-06,2017-02-10,2016-10-06,10128,MANHATTAN,Chinese,1777 1ST AVE,8,1,2,16.0,8.0,7,2.28571428571,1.14285714286,127,766,0,"1777 1ST AVE, NY",40.78062885,-73.9469492434
50018211,1.0,1.0,2015-03-17,2016-04-01,2015-03-17,10018,MANHATTAN,Bakery,247 W 38TH ST,2,1,1,0.0,0.0,1,0.0,0.0,381,381,0,"247 W 38TH ST, NY",40.75443655,-73.99038375
50018213,5.0,4.0,2015-05-28,2016-03-08,2015-06-18,11103,QUEENS,American,3619 24TH AVE,3,1,1,4.0,3.0,2,2.0,1.5,264,285,0,"3619 24TH AVE, NY",40.6123373,-73.9757776
50018216,19.0,6.0,2015-02-11,2017-02-06,2017-01-09,10035,MANHATTAN,Thai,166 E 118TH ST,8,2,1,17.0,5.0,7,2.42857142857,0.714285714286,28,726,1,"166 E 118TH ST, NY",40.7994782,-73.9398345
50018219,6.0,8.0,2015-03-03,2017-03-22,2016-03-16,10024,MANHATTAN,Japanese,462 AMSTERDAM AVE,5,3,2,3.0,6.0,4,0.75,1.5,371,750,1,"462 AMSTERDAM AVE, NY",40.7853848,-73.9770674
50018221,11.0,2.0,2015-03-02,2016-09-16,2016-08-17,11368,QUEENS,Mexican,4020 JUNCTION BLVD,5,2,1,9.0,1.0,4,2.25,0.25,30,564,1,"4020 JUNCTION BLVD, NY",40.7484892857,-73.8691217143
50018224,3.0,5.0,2015-02-02,2017-03-23,2016-02-04,11217,BROOKLYN,Spanish,138 5TH AVE,3,2,2,1.0,3.0,2,0.5,1.5,413,780,1,"138 5TH AVE, NY",40.7390777,-73.9918789571
50018226,4.0,5.0,2015-03-04,2017-03-09,2016-02-27,11372,QUEENS,Italian,7316 NORTHERN BLVD,3,2,2,2.0,3.0,2,1.0,1.5,376,736,1,"7316 NORTHERN BLVD, NY",42.7458637,-73.7254921
50018227,3.0,2.0,2015-01-29,2016-04-27,2015-01-29,10314,STATEN ISLAND,Café/Coffee/Tea,1700 RICHMOND AVE,2,2,1,1.0,1.0,1,1.0,1.0,454,454,1,"1700 RICHMOND AVE, NY",40.6068394,-74.1628085797
50018236,7.0,3.0,2015-01-28,2016-11-03,2016-03-10,10463,BRONX,Chinese,3650 BAILEY AVE,4,2,1,5.0,2.0,3,1.66666666667,0.666666666667,238,645,1,"3650 BAILEY AVE, NY",40.8837949,-73.8979777
50018237,7.0,3.0,2014-12-31,2016-12-14,2016-11-04,11201,BROOKLYN,Pizza,547 FULTON ST,5,1,1,6.0,2.0,4,1.5,0.5,40,714,0,"547 FULTON ST, NY",40.6897414,-73.9827215
50018238,20.0,6.0,2015-02-24,2017-01-19,2016-12-16,10304,STATEN ISLAND,Sandwiches,95 WATER ST,8,1,1,19.0,5.0,7,2.71428571429,0.714285714286,34,695,0,"95 WATER ST, NY",40.62719985,-74.0772556568
50018243,5.0,8.0,2015-02-24,2016-11-07,2016-10-13,10028,MANHATTAN,Jewish/Kosher,1269 LEXINGTON AVE,5,1,1,4.0,7.0,4,1.0,1.75,25,622,0,"1269 LEXINGTON AVE, NY",40.77905675,-73.9557815
50018245,4.0,4.0,2015-04-01,2016-03-07,2015-04-15,10019,MANHATTAN,Other,343 W 49TH ST,3,1,2,3.0,2.0,2,1.5,1.0,327,341,0,"343 W 49TH ST, NY",40.7622544286,-73.9877454286
50018249,6.0,2.0,2015-01-29,2016-10-31,2016-09-23,10019,MANHATTAN,Café/Coffee/Tea,524 W 59TH ST,5,1,1,5.0,1.0,4,1.25,0.25,38,641,0,"524 W 59TH ST, NY",40.7709269,-73.9899406
50018252,20.0,9.0,2015-01-26,2017-03-27,2016-05-27,11372,QUEENS,American,7807 37TH AVE,8,2,1,18.0,8.0,7,2.57142857143,1.14285714286,304,791,1,"7807 37TH AVE, NY",40.7569906,-73.9347189
50018258,18.0,7.0,2015-02-27,2017-04-04,2017-02-17,11103,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3703 31ST AVE,9,1,2,17.0,5.0,8,2.125,0.625,46,767,0,"3703 31ST AVE, NY",40.765097,-73.9250609
50018261,6.0,2.0,2015-03-18,2016-04-28,2015-04-30,10040,MANHATTAN,American,4740 BROADWAY,3,2,2,4.0,0.0,2,2.0,0.0,364,407,1,"4740 BROADWAY, NY",40.8650244,-73.9278661
50018264,2.0,3.0,2015-04-01,2016-04-13,2015-04-01,10472,BRONX,Spanish,1735 E 172ND ST,2,1,1,1.0,2.0,1,1.0,2.0,378,378,0,"1735 E 172ND ST, NY",40.8325936667,-73.8697451111
50018269,9.0,7.0,2015-01-23,2017-02-17,2016-08-23,10003,MANHATTAN,Hamburgers,225 1ST AVE,7,1,1,8.0,6.0,6,1.33333333333,1.0,178,756,0,"225 1ST AVE, NY",40.730985,-73.9830636
50018271,26.0,13.0,2015-01-29,2017-04-07,2017-03-03,10016,MANHATTAN,American,462 1ST AVE,9,3,3,23.0,10.0,8,2.875,1.25,35,799,1,"462 1ST AVE, NY",40.7392456,-73.9753418855
50018278,16.0,6.0,2015-02-18,2016-03-31,2015-11-06,11210,BROOKLYN,Chinese,2925 AVENUE J,7,1,1,15.0,5.0,6,2.5,0.833333333333,146,407,0,"2925 AVENUE J, NY",40.6268814,-73.9470749
50018283,6.0,7.0,2015-04-16,2016-12-21,2016-06-30,10306,STATEN ISLAND,Spanish,1727 RICHMOND RD,4,1,2,5.0,5.0,3,1.66666666667,1.66666666667,174,615,0,"1727 RICHMOND RD, NY",40.5869493043,-74.1042026522
50018286,4.0,4.0,2015-02-17,2016-10-07,2015-09-10,10013,MANHATTAN,Soups & Sandwiches,75 VARICK ST,4,1,1,3.0,3.0,3,1.0,1.0,393,598,0,"75 VARICK ST, NY",40.7232851,-74.0063971
50018288,13.0,8.0,2015-05-27,2017-02-16,2017-02-02,10003,MANHATTAN,Japanese,41 E 11TH ST,6,1,2,12.0,6.0,5,2.4,1.2,14,631,0,"41 E 11TH ST, NY",40.7331115,-73.9930958
50018295,26.0,11.0,2015-02-02,2017-02-17,2017-01-30,11101,QUEENS,American,2802 42ND ROAD,10,2,2,24.0,9.0,9,2.66666666667,1.0,18,746,1,"2802 42ND ROAD, NY",40.750241,-73.9420719
50018300,15.0,8.0,2015-02-19,2016-08-23,2016-08-03,10001,MANHATTAN,American,116 W 32ND ST,8,2,1,13.0,7.0,7,1.85714285714,1.0,20,551,1,"116 W 32ND ST, NY",40.7488129,-73.9896979
50018303,2.0,2.0,2015-02-20,2016-03-15,2015-02-20,10025,MANHATTAN,Donuts,206 W 104TH ST,2,1,1,1.0,1.0,1,1.0,1.0,389,389,0,"206 W 104TH ST, NY",40.7991855,-73.9670356
50018312,2.0,1.0,2015-02-19,2016-02-23,2015-02-19,10456,BRONX,"Juice, Smoothies, Fruit Salads",3524 3RD AVE,2,1,1,1.0,0.0,1,1.0,0.0,369,369,0,"3524 3RD AVE, NY",40.8312299,-73.9055948
50018314,18.0,7.0,2014-12-30,2017-01-31,2016-11-21,10031,MANHATTAN,Chinese,757 SAINT NICHOLAS AVE,8,2,1,16.0,6.0,7,2.28571428571,0.857142857143,71,763,1,"757 SAINT NICHOLAS AVE, NY",40.8261274,-73.943486
50018316,5.0,1.0,2015-06-03,2017-02-22,2016-02-18,11430,QUEENS,American,NKA JFK INTERNATIONAL AIRPORT,4,1,1,4.0,0.0,3,1.33333333333,0.0,370,630,0,"NKA JFK INTERNATIONAL AIRPORT, NY",,
50018318,5.0,4.0,2015-01-05,2016-09-21,2015-09-02,11427,QUEENS,Hamburgers,8814 SPRINGFIELD BLVD,4,1,1,4.0,3.0,3,1.33333333333,1.0,385,625,0,"8814 SPRINGFIELD BLVD, NY",40.705583,-73.7397109
50018319,3.0,5.0,2015-02-06,2016-08-12,2016-03-02,10011,MANHATTAN,Hamburgers,541 6TH AVE,4,1,2,2.0,3.0,3,0.666666666667,1.0,163,553,0,"541 6TH AVE, NY",40.73790695,-73.9968489472
50018322,10.0,8.0,2015-02-12,2017-02-14,2017-01-24,11355,QUEENS,Pizza,14714 45TH AVE,8,1,1,9.0,7.0,7,1.28571428571,1.0,21,733,0,"14714 45TH AVE, NY",40.7487813,-73.9532728
50018324,8.0,7.0,2015-01-16,2016-11-03,2016-09-26,10016,MANHATTAN,American,90 PARK AVE,5,1,1,7.0,6.0,4,1.75,1.5,38,657,0,"90 PARK AVE, NY",40.7507393,-73.9794359279
50018327,1.0,2.0,2015-02-19,2016-02-17,2015-02-19,11205,BROOKLYN,American,579 MYRTLE AVE,2,1,1,0.0,1.0,1,0.0,1.0,363,363,0,"579 MYRTLE AVE, NY",40.6941356,-73.9609722
50018338,2.0,2.0,2015-02-05,2017-02-06,2016-02-01,11208,BROOKLYN,Donuts,439 CRESCENT ST,3,1,1,1.0,1.0,2,0.5,0.5,371,732,0,"439 CRESCENT ST, NY",40.67799845,-73.87040185
50018339,8.0,5.0,2015-04-01,2016-10-04,2016-09-21,11366,QUEENS,Mediterranean,17908 UNION TPKE,6,1,1,7.0,4.0,5,1.4,0.8,13,552,0,"17908 UNION TPKE, NY",40.7403865,-73.7310602
50018344,10.0,3.0,2015-04-03,2016-07-13,2015-11-13,10458,BRONX,Spanish,667 E 187TH ST,5,1,1,9.0,2.0,4,2.25,0.5,243,467,0,"667 E 187TH ST, NY",40.8547064,-73.88555
50018348,10.0,5.0,2015-02-09,2017-02-23,2016-12-12,10026,MANHATTAN,Chinese,1902 A C POWELL BLVD,5,2,1,8.0,4.0,4,2.0,1.0,73,745,1,"1902 A C POWELL BLVD, NY",,
50018354,18.0,8.0,2015-01-22,2016-11-15,2016-10-26,11223,BROOKLYN,Chinese,253 AVENUE X,8,3,2,15.0,6.0,7,2.14285714286,0.857142857143,20,663,1,"253 AVENUE X, NY",40.5903393,-73.9734729357
50018356,12.0,6.0,2015-01-20,2016-09-16,2015-08-20,11101,QUEENS,Bagels/Pretzels,5106 VERNON BLVD,5,2,1,10.0,5.0,4,2.5,1.25,393,605,1,"5106 VERNON BLVD, NY",40.769526,-73.9352269
50018367,3.0,2.0,2015-02-04,2017-03-24,2016-02-11,11222,BROOKLYN,"Ice Cream, Gelato, Yogurt, Ices",620 MANHATTAN AVE,3,1,1,2.0,1.0,2,1.0,0.5,407,779,0,"620 MANHATTAN AVE, NY",40.72361045,-73.9504320917
50018380,1.0,1.0,2015-01-21,2016-04-06,2015-01-21,10017,MANHATTAN,Café/Coffee/Tea,800 2ND AVE,2,1,1,0.0,0.0,1,0.0,0.0,441,441,0,"800 2ND AVE, NY",40.7498999,-73.9719151
50018381,6.0,3.0,2015-10-16,2016-10-12,2016-03-11,11231,BROOKLYN,American,121 COLUMBIA ST,3,1,3,5.0,0.0,2,2.5,0.0,215,362,0,"121 COLUMBIA ST, NY",40.6874805,-74.0012872182
50018382,8.0,8.0,2015-02-19,2017-02-06,2016-12-30,11206,BROOKLYN,Delicatessen,459 BUSHWICK AVE,5,1,2,7.0,6.0,4,1.75,1.5,38,718,0,"459 BUSHWICK AVE, NY",40.7017272,-73.9366392358
50018385,6.0,3.0,2015-04-01,2016-12-14,2016-06-21,10012,MANHATTAN,American,116 MACDOUGAL ST,4,2,1,4.0,2.0,3,1.33333333333,0.666666666667,176,623,1,"116 MACDOUGAL ST, NY",40.7297176,-74.0005982
50018386,2.0,3.0,2015-01-28,2016-03-10,2015-01-28,10468,BRONX,Chinese,2647 JEROME AVE,2,1,2,1.0,1.0,1,1.0,1.0,407,407,0,"2647 JEROME AVE, NY",40.5887001319,-73.9470479583
50018387,6.0,4.0,2015-03-25,2016-10-31,2016-04-20,10011,MANHATTAN,Café/Coffee/Tea,155 7TH AVE,4,1,1,5.0,3.0,3,1.66666666667,1.0,194,586,0,"155 7TH AVE, NY",40.7418384,-73.9970622
50018388,6.0,4.0,2015-02-12,2016-08-02,2016-03-07,11385,QUEENS,Pizza,8001 MYRTLE AVE,4,1,2,5.0,2.0,3,1.66666666667,0.666666666667,148,537,0,"8001 MYRTLE AVE, NY",41.578047,-74.1594759
50018393,1.0,3.0,2015-02-10,2017-04-10,2016-02-17,10010,MANHATTAN,Tex-Mex,295 PARK AVE S,3,1,1,0.0,2.0,2,0.0,1.0,418,790,0,"295 PARK AVE S, NY",40.7398781,-73.9863668
50018394,29.0,14.0,2015-02-12,2017-03-10,2017-03-07,11218,BROOKLYN,Middle Eastern,683 CONEY ISLAND AVE,15,2,1,27.0,13.0,14,1.92857142857,0.928571428571,3,757,1,"683 CONEY ISLAND AVE, NY",40.6408173,-73.9689623399
50018399,2.0,1.0,2015-03-26,2016-04-01,2015-03-26,10009,MANHATTAN,Bakery,130 1ST AVE,2,1,1,1.0,0.0,1,1.0,0.0,372,372,0,"130 1ST AVE, NY",40.72734865,-73.98518965
50018405,6.0,5.0,2015-01-20,2016-08-12,2015-07-28,11417,QUEENS,Sandwiches,10502 ROCKAWAY BLVD,4,2,1,4.0,4.0,3,1.33333333333,1.33333333333,381,570,1,"10502 ROCKAWAY BLVD, NY",40.6743686,-73.8014597
50018409,6.0,4.0,2015-03-25,2017-03-03,2016-08-05,11201,BROOKLYN,American,231 COURT ST,4,2,1,4.0,3.0,3,1.33333333333,1.0,210,709,1,"231 COURT ST, NY",40.68606335,-73.9938738071
50018415,36.0,16.0,2015-01-02,2017-02-21,2017-01-30,10017,MANHATTAN,American,14 E 44TH ST,10,3,1,33.0,15.0,9,3.66666666667,1.66666666667,22,781,1,"14 E 44TH ST, NY",40.75418095,-73.9790858895
50018421,8.0,7.0,2015-04-29,2016-10-12,2016-01-15,11206,BROOKLYN,Bakery,110 MOORE ST,5,2,2,6.0,5.0,4,1.5,1.25,271,532,1,"110 MOORE ST, NY",41.9298274007,-73.9830712083
50018425,2.0,1.0,2015-02-20,2016-03-14,2015-02-20,10014,MANHATTAN,Bakery,37 8TH AVE,2,2,1,0.0,0.0,1,0.0,0.0,388,388,1,"37 8TH AVE, NY",40.7383353,-74.0040928
50018426,7.0,11.0,2015-01-20,2017-04-10,2016-09-15,10013,MANHATTAN,Mediterranean,130 FRANKLIN ST,6,1,3,6.0,8.0,5,1.2,1.6,207,811,0,"130 FRANKLIN ST, NY",40.7191997,-74.006616
50018428,9.0,2.0,2015-03-27,2016-03-10,2015-09-17,11214,BROOKLYN,Chinese,8510 20TH AVE,5,1,2,8.0,0.0,4,2.0,0.0,175,349,0,"8510 20TH AVE, NY",40.60514165,-73.9980953048
50018434,11.0,3.0,2015-09-17,2016-10-26,2016-09-12,11237,BROOKLYN,American,19 WYCKOFF AVE,4,1,1,10.0,2.0,3,3.33333333333,0.666666666667,44,405,0,"19 WYCKOFF AVE, NY",40.7068281,-73.92280105
50018436,9.0,7.0,2015-02-03,2017-03-21,2017-02-09,11230,BROOKLYN,Jewish/Kosher,1061 OCEAN PKWY,5,3,2,6.0,5.0,4,1.5,1.25,40,777,1,"1061 OCEAN PKWY, NY",40.62271695,-73.9695062985
50018440,6.0,7.0,2015-03-06,2016-11-16,2016-10-17,11231,BROOKLYN,American,189 COLUMBIA ST,5,3,2,3.0,5.0,4,0.75,1.25,30,621,1,"189 COLUMBIA ST, NY",40.68551105,-74.0021582177
50018441,8.0,4.0,2015-03-18,2016-10-31,2015-11-21,11417,QUEENS,Mexican,13311 CROSSBAY BLVD,4,1,2,7.0,2.0,3,2.33333333333,0.666666666667,345,593,0,"13311 CROSSBAY BLVD, NY",40.6797667,-73.8445909
50018443,9.0,6.0,2015-03-27,2016-11-17,2016-05-29,10032,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",130 AUDUBON AVE,6,2,1,7.0,5.0,5,1.4,1.0,172,601,1,"130 AUDUBON AVE, NY",40.8427565,-73.9368939
