,crit_violations,non_crit_violations,earliest_inspection,latest_inspection,second_latest_inspection,zipcode,boro,cuisine,address,num_inspections,crit_violations_recent_inspect,non_crit_violations_recent_inspect,crit_violations_train,non_crit_violations_train,num_inspections_train,average_crit_v_train,average_non_crit_v_train,time_since_last_inspection,time_since_first_inspection,crit_v_2plus,address2,latitude,longitude
41405535,23.0,13.0,2014-06-24,2016-09-13,2016-03-24,10036,MANHATTAN,Pizza,625 9 AVENUE,9,2,1,21.0,12.0,8,2.625,1.5,173,812,1,"625 9 AVENUE, NY",40.589235,-73.963224
41405616,12.0,7.0,2014-07-23,2016-09-29,2016-09-07,11211,BROOKLYN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",347 BROADWAY,7,1,1,11.0,6.0,6,1.83333333333,1.0,22,799,0,"347 BROADWAY, NY",40.7079034,-73.95583045
41405628,13.0,11.0,2015-01-15,2017-03-20,2016-08-11,11211,BROOKLYN,Brazilian,715 LORIMER STREET,9,1,2,12.0,9.0,8,1.5,1.125,221,795,0,"715 LORIMER STREET, NY",40.718402,-73.9502101
41405662,13.0,13.0,2014-05-28,2017-03-18,2016-02-22,11215,BROOKLYN,American,215 PROSPECT PARK WEST,8,1,1,12.0,12.0,7,1.71428571429,1.71428571429,390,1025,0,"215 PROSPECT PARK WEST, NY",40.66019905,-73.9802259546
41405997,6.0,5.0,2014-03-19,2017-02-27,2016-02-05,11237,BROOKLYN,Chinese,197 KNICKERBOCKER AVENUE,4,1,1,5.0,4.0,3,1.66666666667,1.33333333333,388,1076,0,"197 KNICKERBOCKER AVENUE, NY",40.703694,-73.92656245
41406223,10.0,4.0,2014-03-11,2017-01-24,2015-11-10,11205,BROOKLYN,Middle Eastern,407 MYRTLE AVENUE,8,2,2,8.0,2.0,7,1.14285714286,0.285714285714,441,1050,1,"407 MYRTLE AVENUE, NY",40.6932789,-73.969517463
41406224,9.0,6.0,2013-04-05,2016-03-17,2015-09-08,10018,MANHATTAN,Sandwiches,485 7 AVENUE,9,1,2,8.0,4.0,8,1.0,0.5,191,1077,0,"485 7 AVENUE, NY",40.588731,-73.967826
41406255,14.0,10.0,2014-06-07,2016-12-16,2016-11-15,10031,MANHATTAN,Tex-Mex,3645 BROADWAY,8,2,3,12.0,7.0,7,1.71428571429,1.0,31,923,1,"3645 BROADWAY, NY",40.7935938,-73.9727055
41406303,20.0,11.0,2014-02-06,2017-01-13,2016-11-10,11215,BROOKLYN,American,210 PROSPECT PARK WEST,9,2,1,18.0,10.0,8,2.25,1.25,64,1072,1,"210 PROSPECT PARK WEST, NY",40.6605777,-73.980411
41406311,9.0,6.0,2014-06-06,2016-09-15,2016-07-13,11385,QUEENS,Café/Coffee/Tea,6630 FRESH POND ROAD,7,1,2,8.0,4.0,6,1.33333333333,0.666666666667,64,832,0,"6630 FRESH POND ROAD, NY",40.712697,-73.9005959
41406318,15.0,7.0,2014-06-04,2016-12-08,2016-06-20,10461,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",20 WESTCHESTER SQUARE,8,1,2,14.0,5.0,7,2.0,0.714285714286,171,918,0,"20 WESTCHESTER SQUARE, NY",40.840505,-73.8433039
41406341,5.0,11.0,2014-06-11,2017-03-28,2017-02-23,11209,BROOKLYN,Armenian,7417 3 AVENUE,6,1,3,4.0,8.0,5,0.8,1.6,33,1021,0,"7417 3 AVENUE, NY",40.600409,-74.1449409
41406564,30.0,23.0,2014-05-01,2017-03-22,2016-09-20,10012,MANHATTAN,Italian,19 KENMARE STREET,11,2,1,28.0,22.0,10,2.8,2.2,183,1056,1,"19 KENMARE STREET, NY",40.7207158,-73.994785
41406820,13.0,11.0,2013-12-17,2016-11-01,2016-03-17,10467,BRONX,Chinese,649 ALLERTON AVENUE,9,2,1,11.0,10.0,8,1.375,1.25,229,1050,1,"649 ALLERTON AVENUE, NY",40.8655492,-73.8689737
41406893,4.0,8.0,2014-07-23,2017-02-21,2016-01-27,11222,BROOKLYN,Italian,946 MANHATTAN AVENUE,5,1,3,3.0,5.0,4,0.75,1.25,391,944,0,"946 MANHATTAN AVENUE, NY",40.7315159,-73.9543199
41406895,36.0,24.0,2014-06-04,2016-10-03,2016-09-16,10013,MANHATTAN,Chinese,220 CANAL STREET,14,2,1,34.0,23.0,13,2.61538461538,1.76923076923,17,852,1,"220 CANAL STREET, NY",40.7172105,-73.9993753
41406985,8.0,8.0,2014-05-06,2017-03-01,2017-02-02,11375,QUEENS,American,10605 METROPOLITAN AVENUE,6,1,2,7.0,6.0,5,1.4,1.2,27,1030,0,"10605 METROPOLITAN AVENUE, NY",40.71276,-73.9022429
41407168,14.0,6.0,2014-08-19,2017-01-14,2016-10-19,11211,BROOKLYN,Asian,631 GRAND STREET,7,1,2,13.0,4.0,6,2.16666666667,0.666666666667,87,879,0,"631 GRAND STREET, NY",40.7115523,-73.9468856526
41407362,17.0,13.0,2015-03-19,2017-03-15,2016-07-12,10009,MANHATTAN,Asian,78 EAST    1 STREET,7,3,2,14.0,11.0,6,2.33333333333,1.83333333333,246,727,1,"78 EAST    1 STREET, NY",40.6918840712,-73.6913864623
41407474,8.0,5.0,2014-07-30,2017-03-13,2016-02-11,10469,BRONX,Pizza/Italian,1115 ASTOR AVENUE,5,1,1,7.0,4.0,4,1.75,1.0,396,957,0,"1115 ASTOR AVENUE, NY",40.8598286364,-73.8550391818
41407650,7.0,4.0,2014-11-07,2017-04-10,2017-02-14,10007,MANHATTAN,American,77 WARREN STREET,4,1,2,6.0,2.0,3,2.0,0.666666666667,55,885,0,"77 WARREN STREET, NY",40.7150889,-74.0103444
41407696,6.0,9.0,2013-05-30,2016-04-13,2014-12-17,11217,BROOKLYN,American,622 DEGRAW STREET,5,1,2,5.0,7.0,4,1.25,1.75,483,1049,0,"622 DEGRAW STREET, NY",40.6790108,-73.9836022
41407714,6.0,7.0,2014-05-30,2017-04-05,2016-09-20,10003,MANHATTAN,Mexican,304 EAST    6 STREET,5,2,1,4.0,6.0,4,1.0,1.5,197,1041,1,"304 EAST    6 STREET, NY",40.850264,-73.1345659
41407999,23.0,12.0,2014-03-14,2016-10-31,2016-09-22,10035,MANHATTAN,Bakery,1875 LEXINGTON AVENUE,11,1,1,22.0,11.0,10,2.2,1.1,39,962,0,"1875 LEXINGTON AVENUE, NY",40.7991198,-73.9410836
41408013,32.0,19.0,2014-07-15,2017-04-07,2017-04-04,11233,BROOKLYN,Caribbean,1928 FULTON STREET,14,1,1,31.0,18.0,13,2.38461538462,1.38461538462,3,997,0,"1928 FULTON STREET, NY",40.678641,-73.9220175682
41408121,4.0,2.0,2013-07-02,2016-04-29,2014-06-18,11213,BROOKLYN,Chinese,424 UTICA AVENUE,3,1,2,3.0,0.0,2,1.5,0.0,681,1032,0,"424 UTICA AVENUE, NY",40.6640081,-73.9318727077
41408131,8.0,8.0,2013-08-05,2016-04-11,2015-04-08,11214,BROOKLYN,Polish,1866 86 STREET,5,1,1,7.0,7.0,4,1.75,1.75,369,980,0,"1866 86 STREET, NY",40.5910686,-73.9758352
41408277,15.0,8.0,2014-10-14,2017-03-21,2017-02-23,10016,MANHATTAN,Japanese,437 3 AVENUE,8,2,1,13.0,7.0,7,1.85714285714,1.0,26,889,1,"437 3 AVENUE, NY",40.588526,-73.969678
41408378,9.0,4.0,2014-11-10,2016-12-27,2015-12-01,10002,MANHATTAN,Pizza/Italian,105 CLINTON STREET,6,1,1,8.0,3.0,5,1.6,0.6,392,778,0,"105 CLINTON STREET, NY",40.71822075,-73.9857762541
41408437,18.0,11.0,2013-07-24,2016-07-07,2015-10-17,11385,QUEENS,Chinese,6417 FRESH POND ROAD,10,1,1,17.0,10.0,9,1.88888888889,1.11111111111,264,1079,0,"6417 FRESH POND ROAD, NY",40.712697,-73.9005959
41408464,10.0,6.0,2013-05-21,2016-04-18,2015-05-27,11217,BROOKLYN,American,757 FULTON STREET,6,1,3,9.0,3.0,5,1.8,0.6,327,1063,0,"757 FULTON STREET, NY",40.6863623,-73.9742347
41408521,4.0,11.0,2014-06-05,2016-10-06,2015-10-06,10036,MANHATTAN,Donuts,693 9 AVENUE,5,1,2,3.0,9.0,4,0.75,2.25,366,854,0,"693 9 AVENUE, NY",40.5892974865,-73.962668973
41408734,2.0,2.0,2014-05-30,2016-05-21,2015-05-01,11215,BROOKLYN,American,255 3 AVENUE,3,1,1,1.0,1.0,2,0.5,0.5,386,722,0,"255 3 AVENUE, NY",40.5879766409,-73.9731556961
41408773,1.0,3.0,2013-12-17,2016-03-28,2015-03-30,11423,QUEENS,Donuts,19603 GRAND CENTRAL PARKWAY,3,1,1,0.0,2.0,2,0.0,1.0,364,832,0,"19603 GRAND CENTRAL PARKWAY, NY",40.7372533,-73.7410205
41409000,3.0,3.0,2014-09-20,2016-10-18,2015-10-15,10473,BRONX,Chinese,552 COMMONWEALTH AVENUE,3,1,2,2.0,1.0,2,1.0,0.5,369,759,0,"552 COMMONWEALTH AVENUE, NY",40.8165427,-73.8645641
41409219,11.0,6.0,2013-04-04,2016-02-23,2015-02-03,10027,MANHATTAN,Soul Food,373 LENOX AVENUE,7,1,1,10.0,5.0,6,1.66666666667,0.833333333333,385,1055,0,"373 LENOX AVENUE, NY",40.7062760937,-73.5969687812
41409366,6.0,7.0,2014-05-20,2016-11-28,2016-10-28,10004,MANHATTAN,Jewish/Kosher,11 BROADWAY,6,2,3,4.0,4.0,5,0.8,0.8,31,923,1,"11 BROADWAY, NY",40.759015,-73.9187468
41409441,33.0,9.0,2014-05-07,2017-02-07,2017-01-24,10013,MANHATTAN,Bakery,143 MOTT STREET,9,2,3,31.0,6.0,8,3.875,0.75,14,1007,1,"143 MOTT STREET, NY",40.71874175,-73.9967598177
41409985,10.0,9.0,2013-08-14,2016-03-23,2015-03-02,11221,BROOKLYN,Pizza,374 CENTRAL AVENUE,8,1,1,9.0,8.0,7,1.28571428571,1.14285714286,387,952,0,"374 CENTRAL AVENUE, NY",40.6941537,-73.9184735
41410016,3.0,6.0,2013-05-21,2016-04-27,2015-03-26,10306,STATEN ISLAND,"Ice Cream, Gelato, Yogurt, Ices",2361 HYLAN BOULEVARD,4,1,1,2.0,5.0,3,0.666666666667,1.66666666667,398,1072,0,"2361 HYLAN BOULEVARD, NY",40.5736245,-74.1071818158
41410057,6.0,7.0,2014-01-08,2016-08-12,2016-02-02,11432,QUEENS,American,15335 HILLSIDE AVENUE,5,1,1,5.0,6.0,4,1.25,1.5,192,947,0,"15335 HILLSIDE AVENUE, NY",40.7374599,-73.707734
41410058,10.0,4.0,2013-10-31,2016-08-09,2015-08-15,11222,BROOKLYN,Italian,222 FRANKLIN STREET,6,1,1,9.0,3.0,5,1.8,0.6,360,1013,0,"222 FRANKLIN STREET, NY",40.7331844,-73.9579903
41410066,13.0,4.0,2014-05-29,2017-02-10,2017-01-23,10040,MANHATTAN,American,4463 BROADWAY,7,1,1,12.0,3.0,6,2.0,0.5,18,988,0,"4463 BROADWAY, NY",40.85719,-73.9326054
41410071,18.0,13.0,2013-07-16,2016-04-25,2015-05-15,11204,BROOKLYN,Bakery,6822 BAY PARKWAY,10,2,1,16.0,12.0,9,1.77777777778,1.33333333333,346,1014,1,"6822 BAY PARKWAY, NY",40.611795,-73.9839249096
41410205,4.0,5.0,2014-01-28,2016-02-19,2015-01-09,10013,MANHATTAN,Italian,377 GREENWICH STREET,3,1,2,3.0,3.0,2,1.5,1.5,406,752,0,"377 GREENWICH STREET, NY",40.7198779,-74.0100189
41410209,9.0,4.0,2013-06-18,2016-03-08,2014-12-23,10003,MANHATTAN,French,299 BOWERY,5,2,3,7.0,1.0,4,1.75,0.25,441,994,1,"299 BOWERY, NY",40.72451775,-73.99257915
41410290,17.0,10.0,2014-08-15,2017-02-10,2016-12-08,10038,MANHATTAN,American,32 CLIFF STREET,8,1,2,16.0,8.0,7,2.28571428571,1.14285714286,64,910,0,"32 CLIFF STREET, NY",40.70814575,-74.0049515478
41410326,8.0,4.0,2014-08-12,2017-04-03,2016-09-20,10468,BRONX,Chinese,4 BEDFORD PARK BOULEVARD,5,2,2,6.0,2.0,4,1.5,0.5,195,965,1,"4 BEDFORD PARK BOULEVARD, NY",40.8729679,-73.8891492
41410655,10.0,5.0,2014-04-03,2016-10-24,2016-09-28,11377,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6310 BROADWAY,6,1,2,9.0,3.0,5,1.8,0.6,26,935,0,"6310 BROADWAY, NY",40.7935938,-73.9727055
41410925,11.0,15.0,2013-06-12,2016-02-16,2015-02-04,11423,QUEENS,American,20420 HILLSIDE AVENUE,8,1,2,10.0,13.0,7,1.42857142857,1.85714285714,377,979,0,"20420 HILLSIDE AVENUE, NY",40.7374599,-73.707734
41411047,4.0,5.0,2014-02-26,2016-05-12,2015-03-26,10154,MANHATTAN,French,590 LEXINGTON AVENUE,4,1,2,3.0,3.0,3,1.0,1.0,413,806,0,"590 LEXINGTON AVENUE, NY",40.7197471111,-73.3367798485
41411052,12.0,10.0,2014-08-29,2017-02-15,2016-06-13,11249,BROOKLYN,Mexican,178 KENT AVENUE,7,1,2,11.0,8.0,6,1.83333333333,1.33333333333,247,901,0,"178 KENT AVENUE, NY",40.7188464,-73.9635536
41411291,4.0,9.0,2014-06-06,2017-03-24,2016-10-01,11211,BROOKLYN,Middle Eastern,349 BROADWAY,6,1,1,3.0,8.0,5,0.6,1.6,174,1022,0,"349 BROADWAY, NY",40.7170296,-74.0040786
41411423,6.0,4.0,2014-03-12,2016-10-14,2015-10-07,11211,BROOKLYN,Pizza,33 HAVEMEYER STREET,5,1,2,5.0,2.0,4,1.25,0.5,373,947,0,"33 HAVEMEYER STREET, NY",40.71557665,-73.9534279202
41411542,6.0,5.0,2014-06-03,2017-01-18,2015-12-10,10303,STATEN ISLAND,"Ice Cream, Gelato, Yogurt, Ices",1776 FOREST AVENUE,5,1,1,5.0,4.0,4,1.25,1.0,405,960,0,"1776 FOREST AVENUE, NY",40.62460345,-74.1480874545
41411808,6.0,3.0,2014-04-23,2017-03-30,2016-02-22,11233,BROOKLYN,Barbecue,872 HANCOCK STREET,5,2,1,4.0,2.0,4,1.0,0.5,402,1072,1,"872 HANCOCK STREET, NY",40.6857958,-73.9207385
41411827,4.0,6.0,2013-08-06,2016-07-27,2015-07-23,10003,MANHATTAN,Sandwiches,857 BROADWAY,4,1,1,3.0,5.0,3,1.0,1.66666666667,370,1086,0,"857 BROADWAY, NY",40.7372903,-73.9904559
41411833,4.0,4.0,2013-08-02,2016-03-15,2015-07-16,10016,MANHATTAN,Sandwiches,2 PARK AVENUE,5,1,1,3.0,3.0,4,0.75,0.75,243,956,0,"2 PARK AVENUE, NY",40.74635635,-73.9825764221
41411901,26.0,10.0,2014-02-07,2016-08-02,2016-07-07,10022,MANHATTAN,Turkish,982 2 AVENUE,13,2,1,24.0,9.0,12,2.0,0.75,26,907,1,"982 2 AVENUE, NY",40.5893443893,-73.9607482282
41412063,11.0,9.0,2014-04-17,2017-01-27,2016-10-25,11215,BROOKLYN,American,568 5 AVENUE,6,2,2,9.0,7.0,5,1.8,1.4,94,1016,1,"568 5 AVENUE, NY",40.5888741053,-73.9650129474
41412075,11.0,9.0,2013-11-06,2016-08-30,2016-07-29,10075,MANHATTAN,American,1150 LEXINGTON AVENUE,7,1,1,10.0,8.0,6,1.66666666667,1.33333333333,32,1028,0,"1150 LEXINGTON AVENUE, NY",40.7752944,-73.9587754
41412192,10.0,7.0,2014-01-28,2016-12-06,2016-06-06,11364,QUEENS,Chinese,22142 HORACE HARDING EXPRESSWAY,7,2,2,8.0,5.0,6,1.33333333333,0.833333333333,183,1043,1,"22142 HORACE HARDING EXPRESSWAY, NY",40.7436594,-73.8353112
41412446,7.0,4.0,2014-06-06,2016-09-20,2015-11-20,10011,MANHATTAN,American,116 10 AVENUE,5,2,2,5.0,2.0,4,1.25,0.5,305,837,1,"116 10 AVENUE, NY",40.5879213481,-73.9736756022
41412502,8.0,8.0,2013-12-30,2016-09-07,2015-08-28,11215,BROOKLYN,American,383 7 AVENUE,7,1,1,7.0,7.0,6,1.16666666667,1.16666666667,376,982,0,"383 7 AVENUE, NY",40.588274898,-73.9719517755
41412577,12.0,9.0,2014-02-13,2016-12-07,2016-06-14,10312,STATEN ISLAND,Japanese,262 ARDEN AVENUE,8,1,1,11.0,8.0,7,1.57142857143,1.14285714286,176,1028,0,"262 ARDEN AVENUE, NY",40.5522786607,-74.1907586607
41412585,2.0,5.0,2013-06-04,2016-04-27,2015-05-11,11211,BROOKLYN,"Ice Cream, Gelato, Yogurt, Ices",341 GRAHAM AVENUE,4,1,1,1.0,4.0,3,0.333333333333,1.33333333333,352,1058,0,"341 GRAHAM AVENUE, NY",40.6096836289,-74.1700299691
41412595,21.0,9.0,2013-10-18,2016-09-28,2016-09-01,10032,MANHATTAN,Chinese,1053 ST NICHOLAS AVENUE,9,3,1,18.0,8.0,8,2.25,1.0,27,1076,1,"1053 ST NICHOLAS AVENUE, NY",40.8367248,-73.9403035
41412907,12.0,6.0,2014-05-31,2017-02-01,2017-01-04,10464,BRONX,Seafood,691 BRIDGE STREET,6,1,1,11.0,5.0,5,2.2,1.0,28,977,0,"691 BRIDGE STREET, NY",40.8568504,-73.7914528109
41412916,4.0,6.0,2013-05-01,2016-04-15,2015-02-13,10020,MANHATTAN,"Ice Cream, Gelato, Yogurt, Ices",30 ROCKEFELLER CENTER,6,1,1,3.0,5.0,5,0.6,1.0,427,1080,0,"30 ROCKEFELLER CENTER, NY",40.7591232,-73.9795558884
41413135,10.0,8.0,2013-07-16,2016-04-26,2015-02-13,10003,MANHATTAN,Japanese,306 EAST    6 STREET,5,2,2,8.0,6.0,4,2.0,1.5,438,1015,1,"306 EAST    6 STREET, NY",40.850264,-73.1345659
41413153,17.0,12.0,2014-04-01,2016-11-02,2016-03-22,11372,QUEENS,Mexican,9213 ROOSEVELT AVENUE,11,1,2,16.0,10.0,10,1.6,1.0,225,946,0,"9213 ROOSEVELT AVENUE, NY",40.762461,-73.5150429
41413288,29.0,18.0,2014-09-17,2017-01-31,2016-08-22,11101,QUEENS,Chinese,2604 JACKSON AVENUE,12,1,1,28.0,17.0,11,2.54545454545,1.54545454545,162,867,0,"2604 JACKSON AVENUE, NY",40.689748,-73.3938299
41413315,20.0,13.0,2014-05-08,2016-12-20,2016-11-09,10462,BRONX,American,2369 WESTCHESTER AVENUE,10,2,1,18.0,12.0,9,2.0,1.33333333333,41,957,1,"2369 WESTCHESTER AVENUE, NY",40.8367953,-73.8469474
41413320,9.0,6.0,2014-10-15,2017-01-20,2015-12-16,10306,STATEN ISLAND,Pizza/Italian,2155 HYLAN BOULEVARD,6,1,2,8.0,4.0,5,1.6,0.8,401,828,0,"2155 HYLAN BOULEVARD, NY",40.577906,-74.10264422
41413877,4.0,5.0,2013-06-05,2016-05-21,2015-05-27,10307,STATEN ISLAND,American,243 BEDELL AVENUE,4,1,1,3.0,4.0,3,1.0,1.33333333333,360,1081,0,"243 BEDELL AVENUE, NY",40.5077942,-74.2330468013
41413944,7.0,9.0,2013-08-22,2016-06-08,2015-08-05,10455,BRONX,Chinese,721 WESTCHESTER AVENUE,5,1,2,6.0,7.0,4,1.5,1.75,308,1021,0,"721 WESTCHESTER AVENUE, NY",40.8175428,-73.9063297
41414060,31.0,18.0,2014-07-11,2017-04-11,2017-03-15,10029,MANHATTAN,Mexican,1643 LEXINGTON AVENUE,9,2,2,29.0,16.0,8,3.625,2.0,27,1005,1,"1643 LEXINGTON AVENUE, NY",40.79065885,-73.9470716039
41414123,8.0,7.0,2013-07-08,2016-04-02,2015-04-02,10463,BRONX,Italian,3738 RIVERDALE AVENUE,5,1,2,7.0,5.0,4,1.75,1.25,366,999,0,"3738 RIVERDALE AVENUE, NY",40.8873744306,-73.9070885025
41414276,3.0,5.0,2013-07-26,2016-05-02,2015-06-29,11372,QUEENS,Sandwiches,7919 NORTHERN BOULEVARD,4,1,1,2.0,4.0,3,0.666666666667,1.33333333333,308,1011,0,"7919 NORTHERN BOULEVARD, NY",42.7458637,-73.7254921
41414279,5.0,5.0,2014-03-05,2017-01-30,2016-04-07,10016,MANHATTAN,Salads,600 3 AVENUE,5,1,1,4.0,4.0,4,1.0,1.0,298,1062,0,"600 3 AVENUE, NY",40.588977,-73.964089
41414497,8.0,3.0,2014-06-07,2016-06-23,2016-06-04,11224,BROOKLYN,American,1001 BOARDWALK,4,2,1,6.0,2.0,3,2.0,0.666666666667,19,747,1,"1001 BOARDWALK, NY",40.573409,-73.978299
41414572,2.0,7.0,2014-02-12,2016-03-29,2015-02-02,10033,MANHATTAN,Mexican,591 FORT WASHINGTON AVENUE,3,1,2,1.0,5.0,2,0.5,2.5,421,776,0,"591 FORT WASHINGTON AVENUE, NY",40.8549112449,-73.9370611837
41414673,20.0,9.0,2014-03-15,2016-07-25,2015-10-05,10014,MANHATTAN,Vietnamese/Cambodian/Malaysia,120 CHRISTOPHER STREET,10,2,1,18.0,8.0,9,2.0,0.888888888889,294,863,1,"120 CHRISTOPHER STREET, NY",40.7330843,-74.0055807
41414700,10.0,15.0,2014-01-06,2016-11-01,2016-05-10,10007,MANHATTAN,Middle Eastern,165 CHURCH STREET,7,1,1,9.0,14.0,6,1.5,2.33333333333,175,1030,0,"165 CHURCH STREET, NY",40.7151118,-74.0075845
41415145,24.0,8.0,2014-04-15,2017-03-30,2016-08-01,11205,BROOKLYN,American,569 MYRTLE AVENUE,13,2,2,22.0,6.0,12,1.83333333333,0.5,241,1080,1,"569 MYRTLE AVENUE, NY",40.7075722653,-73.2849968571
41415201,15.0,10.0,2013-03-01,2016-02-17,2014-12-02,11697,QUEENS,American,202-20 ROCKAWAY POINT BOULEVARD,7,1,2,14.0,8.0,6,2.33333333333,1.33333333333,442,1083,0,"202-20 ROCKAWAY POINT BOULEVARD, NY",40.564021,-73.8955409
41415498,6.0,5.0,2014-04-09,2017-01-13,2016-06-23,11215,BROOKLYN,American,687 6 AVENUE,5,1,1,5.0,4.0,4,1.25,1.0,204,1010,0,"687 6 AVENUE, NY",40.589291973,-73.9627179459
41415808,28.0,16.0,2013-09-24,2016-08-04,2015-12-23,11204,BROOKLYN,Japanese,6804 BAY PARKWAY,12,1,1,27.0,15.0,11,2.45454545455,1.36363636364,225,1045,0,"6804 BAY PARKWAY, NY",40.61213185,-73.9835610636
41415845,31.0,19.0,2013-10-24,2016-06-23,2016-01-20,10462,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1207 CASTLE HILL AVENUE,13,1,1,30.0,18.0,12,2.5,1.5,155,973,0,"1207 CASTLE HILL AVENUE, NY",40.8320847,-73.851277
41415856,17.0,4.0,2014-02-07,2016-02-01,2015-08-25,10470,BRONX,Pizza,4235 KATONAH AVENUE,9,1,2,16.0,2.0,8,2.0,0.25,160,724,0,"4235 KATONAH AVENUE, NY",40.89677875,-73.8673450164
41415961,7.0,4.0,2014-02-04,2017-01-23,2015-11-09,11354,QUEENS,Korean,3702 MAIN STREET,5,1,1,6.0,3.0,4,1.5,0.75,441,1084,0,"3702 MAIN STREET, NY",43.1086491,-79.0540834
41416119,13.0,9.0,2014-07-18,2017-03-16,2016-09-23,11105,QUEENS,American,3304 DITMARS BOULEVARD,8,1,1,12.0,8.0,7,1.71428571429,1.14285714286,174,972,0,"3304 DITMARS BOULEVARD, NY",40.7751382,-73.9095821
41416298,10.0,11.0,2013-03-28,2016-03-21,2015-03-05,11238,BROOKLYN,American,782 WASHINGTON AVENUE,7,1,2,9.0,9.0,6,1.5,1.5,382,1089,0,"782 WASHINGTON AVENUE, NY",40.6744717,-73.9632784
41416480,14.0,6.0,2013-06-18,2016-06-14,2015-03-19,11230,BROOKLYN,Jewish/Kosher,129 ELMWOOD AVENUE,6,2,1,12.0,5.0,5,2.4,1.0,453,1092,1,"129 ELMWOOD AVENUE, NY",40.544586,-74.1560111507
41416592,2.0,6.0,2013-06-28,2016-05-26,2015-05-27,10307,STATEN ISLAND,Pizza,540 PAGE AVENUE,4,1,2,1.0,4.0,3,0.333333333333,1.33333333333,365,1063,0,"540 PAGE AVENUE, NY",40.5112934286,-74.2314115714
41416621,4.0,6.0,2013-05-11,2016-04-19,2015-05-06,11362,QUEENS,Hamburgers,25455 HORACE HARDING EXPRESSWAY,4,1,2,3.0,4.0,3,1.0,1.33333333333,349,1074,0,"25455 HORACE HARDING EXPRESSWAY, NY",40.7436594,-73.8353112
41416625,6.0,9.0,2013-12-12,2016-09-28,2015-12-09,10009,MANHATTAN,Eastern European,76 AVENUE B,6,1,1,5.0,8.0,5,1.0,1.6,294,1021,0,"76 AVENUE B, NY",40.7240225,-73.982109
41416726,7.0,7.0,2014-05-20,2017-02-16,2017-01-24,11436,QUEENS,American,14122 ROCKAWAY BOULEVARD,6,2,2,5.0,5.0,5,1.0,1.0,23,1003,1,"14122 ROCKAWAY BOULEVARD, NY",40.6743686,-73.8014597
41416889,12.0,8.0,2013-08-14,2016-03-03,2015-02-17,10468,BRONX,Chinese,47 EAST KINGSBRIDGE ROAD,8,1,1,11.0,7.0,7,1.57142857143,1.0,380,932,0,"47 EAST KINGSBRIDGE ROAD, NY",40.86702915,-73.8960974
41416921,9.0,7.0,2014-04-14,2017-01-05,2016-12-09,11103,QUEENS,Mediterranean,2411 STEINWAY STREET,6,1,1,8.0,6.0,5,1.6,1.2,27,997,0,"2411 STEINWAY STREET, NY",40.7605248,-73.9177498
41416946,3.0,3.0,2014-02-18,2016-03-08,2015-02-03,10027,MANHATTAN,Chinese,2238 7 AVENUE,3,2,2,1.0,1.0,2,0.5,0.5,399,749,1,"2238 7 AVENUE, NY",40.5908122041,-73.9473767959
41417297,13.0,7.0,2013-11-12,2016-10-05,2016-08-10,10038,MANHATTAN,Seafood,259 FRONT STREET,8,2,2,11.0,5.0,7,1.57142857143,0.714285714286,56,1058,1,"259 FRONT STREET, NY",40.7082323,-74.0005338
41417339,15.0,12.0,2014-03-24,2017-03-01,2016-12-12,10016,MANHATTAN,Thai,435 PARK AVENUE SOUTH,10,1,1,14.0,11.0,9,1.55555555556,1.22222222222,79,1073,0,"435 PARK AVENUE SOUTH, NY",40.7442205,-73.9831121167
41417417,16.0,11.0,2013-04-12,2016-03-01,2015-09-15,11423,QUEENS,Mexican,19625 JAMAICA AVENUE,10,2,1,14.0,10.0,9,1.55555555556,1.11111111111,168,1054,1,"19625 JAMAICA AVENUE, NY",40.723242,-73.7280407
41417760,19.0,5.0,2013-11-25,2016-05-26,2015-10-15,10128,MANHATTAN,Thai,1711 2 AVENUE,9,1,1,18.0,4.0,8,2.25,0.5,224,913,0,"1711 2 AVENUE, NY",40.5903993469,-73.9526473878
41417849,13.0,11.0,2013-12-31,2016-09-06,2016-03-23,11105,QUEENS,Greek,2909 23 AVENUE,8,1,1,12.0,10.0,7,1.71428571429,1.42857142857,167,980,0,"2909 23 AVENUE, NY",40.5915150714,-73.9409917041
41417854,2.0,3.0,2014-08-04,2016-08-11,2015-07-24,11235,BROOKLYN,Donuts,2801 KNAPP STREET,3,1,1,1.0,2.0,2,0.5,1.0,384,738,0,"2801 KNAPP STREET, NY",40.5862059,-73.9309473
41417857,7.0,7.0,2014-11-20,2016-12-12,2015-11-10,10314,STATEN ISLAND,Sandwiches,1650 RICHMOND AVENUE,6,1,1,6.0,6.0,5,1.2,1.2,398,753,0,"1650 RICHMOND AVENUE, NY",40.60837275,-74.1634674433
41417889,13.0,11.0,2013-08-28,2016-04-19,2015-04-09,11217,BROOKLYN,Chinese,66 6 AVENUE,8,1,1,12.0,10.0,7,1.71428571429,1.42857142857,376,965,0,"66 6 AVENUE, NY",40.5879014586,-73.9738626188
