,crit_violations,non_crit_violations,earliest_inspection,latest_inspection,second_latest_inspection,zipcode,boro,cuisine,address,num_inspections,crit_violations_recent_inspect,non_crit_violations_recent_inspect,crit_violations_train,non_crit_violations_train,num_inspections_train,average_crit_v_train,average_non_crit_v_train,time_since_last_inspection,time_since_first_inspection,crit_v_2plus,address2,latitude,longitude
41701697,5.0,8.0,2014-01-16,2016-09-02,2016-03-03,11211,BROOKLYN,Japanese,545 LORIMER STREET,4,1,1,4.0,7.0,3,1.33333333333,2.33333333333,183,960,0,"545 LORIMER STREET, NY",40.7132009,-73.9493587
41701789,15.0,13.0,2013-10-15,2016-09-28,2016-09-09,10032,MANHATTAN,Pizza,3876 BROADWAY,11,1,2,14.0,11.0,10,1.4,1.1,19,1079,0,"3876 BROADWAY, NY",40.8368382,-73.9425305
41701881,4.0,2.0,2014-01-16,2016-04-25,2015-02-07,11235,BROOKLYN,Russian,615 BRIGHTON BEACH AVENUE,3,1,1,3.0,1.0,2,1.5,0.5,443,830,0,"615 BRIGHTON BEACH AVENUE, NY",40.5778908,-73.9609712
41701897,8.0,12.0,2014-10-10,2017-03-10,2016-06-18,11375,QUEENS,Continental,10617 METROPOLITAN AVENUE,6,1,2,7.0,10.0,5,1.4,2.0,265,882,0,"10617 METROPOLITAN AVENUE, NY",40.71276,-73.9022429
41701903,28.0,15.0,2014-03-15,2016-12-08,2016-06-21,11358,QUEENS,Korean,16013 NORTHERN BOULEVARD,12,1,2,27.0,13.0,11,2.45454545455,1.18181818182,170,999,0,"16013 NORTHERN BOULEVARD, NY",42.7458637,-73.7254921
41701986,19.0,13.0,2013-10-23,2016-09-30,2015-08-24,11205,BROOKLYN,Spanish,505 DEKALB AVENUE,11,2,2,17.0,11.0,10,1.7,1.1,403,1073,1,"505 DEKALB AVENUE, NY",40.69092355,-73.9567964
41702078,24.0,10.0,2014-03-06,2017-02-07,2017-01-24,11205,BROOKLYN,Japanese,354 MYRTLE AVENUE,12,1,1,23.0,9.0,11,2.09090909091,0.818181818182,14,1069,0,"354 MYRTLE AVENUE, NY",40.7035614408,-73.2850313488
41702100,14.0,12.0,2014-03-04,2016-10-20,2016-05-19,11105,QUEENS,Australian,3512 DITMARS BOULEVARD,8,1,2,13.0,10.0,7,1.85714285714,1.42857142857,154,961,0,"3512 DITMARS BOULEVARD, NY",40.7824664,-73.9196721
41702114,4.0,5.0,2014-02-15,2016-07-23,2016-04-27,11211,BROOKLYN,Barbecue,359 BEDFORD AVENUE,4,1,2,3.0,3.0,3,1.0,1.0,87,889,0,"359 BEDFORD AVENUE, NY",40.5774349,-74.0989688222
41702121,14.0,13.0,2014-03-25,2017-03-13,2016-08-24,10022,MANHATTAN,Italian,1078 1 AVENUE,7,2,2,12.0,11.0,6,2.0,1.83333333333,201,1084,1,"1078 1 AVENUE, NY",40.5894486939,-73.9597981837
41702145,30.0,10.0,2014-05-27,2017-04-06,2017-02-15,11105,QUEENS,Greek,3129 DITMARS BOULEVARD,12,1,1,29.0,9.0,11,2.63636363636,0.818181818182,50,1045,0,"3129 DITMARS BOULEVARD, NY",40.7824664,-73.9196721
41702179,8.0,8.0,2014-04-30,2016-11-16,2016-10-04,11208,BROOKLYN,Spanish,3386 ATLANTIC AVENUE,6,1,1,7.0,7.0,5,1.4,1.4,43,931,0,"3386 ATLANTIC AVENUE, NY",40.68153235,-73.8712806523
41702358,11.0,5.0,2014-05-31,2016-10-26,2015-09-29,10025,MANHATTAN,Armenian,995 AMSTERDAM AVENUE,6,1,1,10.0,4.0,5,2.0,0.8,393,879,0,"995 AMSTERDAM AVENUE, NY",40.802198,-73.9642062
41702359,8.0,6.0,2014-07-17,2017-01-10,2015-12-03,11237,BROOKLYN,Pizza/Italian,443 KNICKERBOCKER AVENUE,5,2,1,6.0,5.0,4,1.5,1.25,404,908,1,"443 KNICKERBOCKER AVENUE, NY",40.69928685,-73.9187405857
41702431,22.0,19.0,2013-07-23,2016-07-19,2016-02-08,10018,MANHATTAN,Indian,1013 AVENUE OF THE AMERICAS,12,1,1,21.0,18.0,11,1.90909090909,1.63636363636,162,1092,0,"1013 AVENUE OF THE AMERICAS, NY",40.75220225,-73.9863555193
41702488,29.0,15.0,2014-05-28,2017-04-11,2017-02-02,11355,QUEENS,Chinese,4323 MAIN STREET,10,3,1,26.0,14.0,9,2.88888888889,1.55555555556,68,1049,1,"4323 MAIN STREET, NY",43.1086491,-79.0540834
41702496,6.0,7.0,2014-04-30,2017-01-25,2017-01-17,11234,BROOKLYN,American,5100 KINGS PLAZA,6,1,2,5.0,5.0,5,1.0,1.0,8,1001,0,"5100 KINGS PLAZA, NY",40.604492,-73.9748939
41702516,13.0,12.0,2014-01-15,2016-11-01,2016-09-28,11226,BROOKLYN,Pizza,1066 FLATBUSH AVENUE,10,2,1,11.0,11.0,9,1.22222222222,1.22222222222,34,1021,1,"1066 FLATBUSH AVENUE, NY",40.6447012,-73.9582634254
41702518,4.0,2.0,2014-10-16,2016-10-01,2015-09-28,11364,QUEENS,Donuts,7910 SPRINGFIELD BOULEVARD,3,2,1,2.0,1.0,2,1.0,0.5,369,716,1,"7910 SPRINGFIELD BOULEVARD, NY",40.705583,-73.7397109
41702543,13.0,10.0,2014-03-08,2016-08-30,2016-08-09,11434,QUEENS,African,15341 ROCKAWAY BOULEVARD,6,2,1,11.0,9.0,5,2.2,1.8,21,906,1,"15341 ROCKAWAY BOULEVARD, NY",40.6743686,-73.8014597
41702558,12.0,7.0,2014-09-15,2016-10-12,2016-03-02,10467,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3236 BAINBRIDGE AVENUE,6,1,2,11.0,5.0,5,2.2,1.0,224,758,0,"3236 BAINBRIDGE AVENUE, NY",40.8767075,-73.879533
41702568,18.0,18.0,2013-09-19,2016-08-08,2016-07-14,11373,QUEENS,Mexican,9310 CORONA AVENUE,13,1,2,17.0,16.0,12,1.41666666667,1.33333333333,25,1054,0,"9310 CORONA AVENUE, NY",40.56337,-74.1388039
41702574,7.0,4.0,2014-02-21,2016-07-27,2015-07-31,10017,MANHATTAN,American,420 LEXINGTON AVENUE,5,2,2,5.0,2.0,4,1.25,0.5,362,887,1,"420 LEXINGTON AVENUE, NY",40.7526846,-73.9753729
41702602,9.0,6.0,2015-02-10,2017-03-09,2016-01-13,11373,QUEENS,Tex-Mex,9015 QUEENS BOULEVARD,6,2,2,7.0,4.0,5,1.4,0.8,421,758,1,"9015 QUEENS BOULEVARD, NY",40.711536,-73.8240838
41702607,4.0,9.0,2014-03-03,2016-07-13,2016-01-27,11375,QUEENS,Mexican,7030 AUSTIN STREET,5,1,2,3.0,7.0,4,0.75,1.75,168,863,0,"7030 AUSTIN STREET, NY",40.720164,-73.8447889
41702610,16.0,7.0,2013-07-13,2016-02-09,2015-09-04,11106,QUEENS,Barbecue,2527 BROADWAY,9,1,1,15.0,6.0,8,1.875,0.75,158,941,0,"2527 BROADWAY, NY",40.7937625,-73.9728287
41702625,5.0,8.0,2014-04-15,2016-11-01,2015-10-20,11375,QUEENS,American,11204 QUEENS BOULEVARD,5,1,2,4.0,6.0,4,1.0,1.5,378,931,0,"11204 QUEENS BOULEVARD, NY",40.711536,-73.8240838
41702637,10.0,7.0,2013-05-06,2016-04-15,2015-02-25,10128,MANHATTAN,American,1762 FIRST AVENUE,7,1,1,9.0,6.0,6,1.5,1.0,415,1075,0,"1762 FIRST AVENUE, NY",42.8021386,-73.952846
41702645,3.0,4.0,2014-08-04,2016-10-17,2015-09-17,11232,BROOKLYN,Café/Coffee/Tea,719 4 AVENUE,3,1,2,2.0,2.0,2,1.0,1.0,396,805,0,"719 4 AVENUE, NY",40.6006278,-74.1427665
41702676,11.0,6.0,2013-10-08,2016-06-17,2016-03-15,10002,MANHATTAN,American,188 SUFFOLK STREET,7,1,1,10.0,5.0,6,1.66666666667,0.833333333333,94,983,0,"188 SUFFOLK STREET, NY",40.7214729,-73.9847037
41702681,20.0,11.0,2014-03-15,2016-09-12,2016-03-17,11372,QUEENS,Mexican,9010 ROOSEVELT AVENUE,11,1,3,19.0,8.0,10,1.9,0.8,179,912,0,"9010 ROOSEVELT AVENUE, NY",40.762461,-73.5150429
41702703,7.0,3.0,2014-04-07,2017-03-03,2015-12-10,10036,MANHATTAN,Sandwiches/Salads/Mixed Buffet,653 9 AVENUE,5,1,1,6.0,2.0,4,1.5,0.5,449,1061,0,"653 9 AVENUE, NY",40.5892607297,-73.9629954595
41702705,18.0,10.0,2014-07-07,2017-02-01,2016-12-28,10301,STATEN ISLAND,Pizza,1 RICHMOND TERRACE,10,2,2,16.0,8.0,9,1.77777777778,0.888888888889,35,940,1,"1 RICHMOND TERRACE, NY",40.6431072,-74.075465967
41702710,23.0,9.0,2014-07-24,2017-03-21,2016-09-28,10007,MANHATTAN,Indian,45 MURRAY STREET,9,4,1,19.0,8.0,8,2.375,1.0,174,971,1,"45 MURRAY STREET, NY",40.7141976,-74.009173715
41702711,9.0,8.0,2014-04-01,2017-02-14,2016-01-12,11201,BROOKLYN,Mexican,140 COURT STREET,7,1,1,8.0,7.0,6,1.33333333333,1.16666666667,399,1050,0,"140 COURT STREET, NY",40.6892138,-73.9927629
41702724,26.0,10.0,2014-11-26,2017-03-20,2016-09-12,11237,BROOKLYN,French,221 KNICKERBOCKER AVENUE,10,3,2,23.0,8.0,9,2.55555555556,0.888888888889,189,845,1,"221 KNICKERBOCKER AVENUE, NY",40.7032124,-73.9258661
41702775,14.0,6.0,2013-03-08,2015-11-06,2015-07-31,10314,STATEN ISLAND,Armenian,3575 VICTORY BOULEVARD,10,1,1,13.0,5.0,9,1.44444444444,0.555555555556,98,973,0,"3575 VICTORY BOULEVARD, NY",40.6013304,-74.1764483
41702914,21.0,14.0,2014-03-31,2017-01-31,2016-12-05,10466,BRONX,Caribbean,3815 DYRE AVE,10,2,2,19.0,12.0,9,2.11111111111,1.33333333333,57,1037,1,"3815 DYRE AVE, NY",40.8888291,-73.8314983
41702919,7.0,6.0,2014-01-15,2016-08-05,2015-07-22,11375,QUEENS,Japanese,68-60 AUSTIN STREET,5,1,2,6.0,4.0,4,1.5,1.0,380,933,0,"68-60 AUSTIN STREET, NY",40.7219496,-73.8504909637
41703202,11.0,10.0,2014-02-18,2017-01-23,2016-07-05,11354,QUEENS,Chinese,3626 UNION STREET,8,2,1,9.0,9.0,7,1.28571428571,1.28571428571,202,1070,1,"3626 UNION STREET, NY",42.8116183,-73.923092
41703285,9.0,8.0,2014-02-19,2017-02-08,2016-01-06,11216,BROOKLYN,Chinese,270A TOMPKINS AVENUE,7,1,1,8.0,7.0,6,1.33333333333,1.16666666667,399,1085,0,"270A TOMPKINS AVENUE, NY",40.9789140994,-73.8694152154
41703307,20.0,14.0,2013-05-08,2016-02-19,2015-01-07,11221,BROOKLYN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1271 MYRTLE AVE,10,1,1,19.0,13.0,9,2.11111111111,1.44444444444,408,1017,0,"1271 MYRTLE AVE, NY",40.6979137,-73.9279076
41703453,2.0,4.0,2014-05-16,2016-05-16,2015-04-29,10029,MANHATTAN,Mexican,1884 THIRD AVENUE,3,1,1,1.0,3.0,2,0.5,1.5,383,731,0,"1884 THIRD AVENUE, NY",42.8002283,-73.9523151
41703490,15.0,12.0,2014-06-09,2017-03-07,2016-08-22,10018,MANHATTAN,Pizza/Italian,570 8 AVENUE,11,1,1,14.0,11.0,10,1.4,1.1,197,1002,0,"570 8 AVENUE, NY",40.5888786316,-73.9649726842
41703517,6.0,10.0,2014-04-15,2017-02-03,2017-01-10,10455,BRONX,Pizza,601 WESTCHESTER AVENUE,6,2,2,4.0,8.0,5,0.8,1.6,24,1025,1,"601 WESTCHESTER AVENUE, NY",41.204968,-73.5733609
41703549,11.0,6.0,2015-03-14,2017-03-28,2016-02-22,11373,QUEENS,Chicken,8930 QUEENS BOULEVARD,6,1,1,10.0,5.0,5,2.0,1.0,400,745,0,"8930 QUEENS BOULEVARD, NY",40.711536,-73.8240838
41703627,9.0,11.0,2014-02-13,2016-11-17,2016-10-11,10463,BRONX,Spanish,5625 BROADWAY,9,1,2,8.0,9.0,8,1.0,1.125,37,1008,0,"5625 BROADWAY, NY",40.8799239,-73.9043106
41703671,5.0,3.0,2014-03-05,2016-03-23,2015-03-11,10456,BRONX,Pizza,3706 3 AVENUE,3,1,2,4.0,1.0,2,2.0,0.5,378,749,0,"3706 3 AVENUE, NY",40.600409,-74.1449409
41703703,14.0,8.0,2014-04-03,2016-12-27,2016-06-14,10469,BRONX,Chinese,1075 ALLERTON AVENUE,8,1,1,13.0,7.0,7,1.85714285714,1.0,196,999,0,"1075 ALLERTON AVENUE, NY",40.8656087,-73.8566343
41703744,10.0,8.0,2014-08-20,2017-02-28,2016-05-05,11367,QUEENS,Jewish/Kosher,6926 MAIN STREET,6,5,3,5.0,5.0,5,1.0,1.0,299,923,1,"6926 MAIN STREET, NY",43.1086491,-79.0540834
41703749,18.0,11.0,2014-04-09,2017-04-05,2016-02-23,11215,BROOKLYN,Café/Coffee/Tea,341 7 AVENUE,7,6,1,12.0,10.0,6,2.0,1.66666666667,407,1092,1,"341 7 AVENUE, NY",40.5882457551,-73.9722110612
41703753,13.0,8.0,2014-09-05,2017-04-11,2017-02-27,10029,MANHATTAN,Chicken,1867 LEXINGTON AVENUE,7,1,2,12.0,6.0,6,2.0,1.0,43,949,0,"1867 LEXINGTON AVENUE, NY",40.7730129,-73.9603163
41703786,8.0,5.0,2014-03-14,2017-03-10,2016-01-20,10010,MANHATTAN,American,60 MADISON AVENUE,6,1,1,7.0,4.0,5,1.4,0.8,415,1092,0,"60 MADISON AVENUE, NY",40.7431832,-73.9865469
41703808,9.0,5.0,2014-11-20,2017-04-08,2016-01-16,11238,BROOKLYN,Italian,860 FULTON STREET,6,3,1,6.0,4.0,5,1.2,0.8,448,870,1,"860 FULTON STREET, NY",40.6833145,-73.9666897
41703865,15.0,11.0,2014-02-27,2016-03-10,2015-09-17,11103,QUEENS,Indian,4404 BROADWAY,7,1,1,14.0,10.0,6,2.33333333333,1.66666666667,175,742,0,"4404 BROADWAY, NY",40.7935938,-73.9727055
41703888,10.0,9.0,2013-11-21,2016-10-31,2015-11-06,10035,MANHATTAN,Chinese,1884 PARK AVENUE,7,2,1,8.0,8.0,6,1.33333333333,1.33333333333,360,1075,1,"1884 PARK AVENUE, NY",40.80731065,-73.9378343217
41703928,18.0,12.0,2013-07-16,2016-03-16,2015-08-04,10002,MANHATTAN,French,1 DELANCEY STREET,8,2,1,16.0,11.0,7,2.28571428571,1.57142857143,225,974,1,"1 DELANCEY STREET, NY",40.7179974,-73.9853915
41703965,13.0,7.0,2014-04-18,2016-05-06,2015-05-26,10038,MANHATTAN,Japanese,12 JOHN STREET,7,1,1,12.0,6.0,6,2.0,1.0,346,749,0,"12 JOHN STREET, NY",40.7098105,-74.0090754295
41704021,17.0,11.0,2013-10-31,2016-08-08,2016-06-29,11238,BROOKLYN,Indian,738 FRANKLIN AVENUE,10,2,3,15.0,8.0,9,1.66666666667,0.888888888889,40,1012,1,"738 FRANKLIN AVENUE, NY",40.67321,-73.9572048
41704055,11.0,10.0,2013-09-25,2016-08-01,2015-07-22,10472,BRONX,Pizza,1788 WESTCHESTER AVENUE,8,1,1,10.0,9.0,7,1.42857142857,1.28571428571,376,1041,0,"1788 WESTCHESTER AVENUE, NY",40.8315682,-73.8668472
41704109,2.0,8.0,2015-02-25,2017-03-27,2016-06-27,10014,MANHATTAN,"Ice Cream, Gelato, Yogurt, Ices",61 GROVE STREET,4,1,2,1.0,6.0,3,0.333333333333,2.0,273,761,0,"61 GROVE STREET, NY",40.6923297,-73.9220088465
41704110,5.0,11.0,2013-02-05,2016-01-26,2015-08-28,10453,BRONX,Bakery,2031 GRAND CONCOURSE,10,1,1,4.0,10.0,9,0.444444444444,1.11111111111,151,1085,0,"2031 GRAND CONCOURSE, NY",40.870162,-73.8909814
41704189,32.0,14.0,2014-03-12,2017-02-10,2016-12-27,10075,MANHATTAN,Pizza/Italian,1477 YORK AVENUE,13,1,3,31.0,11.0,12,2.58333333333,0.916666666667,45,1066,0,"1477 YORK AVENUE, NY",40.7708807,-73.9510303
41704194,22.0,12.0,2015-01-07,2017-03-17,2016-09-13,10019,MANHATTAN,American,935 8 AVENUE,11,3,1,19.0,11.0,10,1.9,1.1,185,800,1,"935 8 AVENUE, NY",40.5894649273,-73.9611602
41704198,8.0,7.0,2013-05-31,2015-10-17,2015-05-08,10013,MANHATTAN,American,389 BROOME STREET,6,1,3,7.0,4.0,5,1.4,0.8,162,869,0,"389 BROOME STREET, NY",40.7203416,-73.9971223363
41704239,37.0,22.0,2014-03-11,2016-09-16,2016-08-18,11219,BROOKLYN,Chinese,4413 NEW UTRECHT AVE,12,3,1,34.0,21.0,11,3.09090909091,1.90909090909,29,920,1,"4413 NEW UTRECHT AVE, NY",40.64018745,-73.9940430732
41704249,16.0,4.0,2013-09-30,2016-07-26,2015-08-18,10029,MANHATTAN,Pizza,1398 MADISON AVENUE,8,1,2,15.0,2.0,7,2.14285714286,0.285714285714,343,1030,0,"1398 MADISON AVENUE, NY",40.7878314,-73.9538997
41704278,20.0,13.0,2014-02-27,2017-02-03,2016-08-03,11104,QUEENS,American,4311 QUEENS BOULEVARD,10,2,1,18.0,12.0,9,2.0,1.33333333333,184,1072,1,"4311 QUEENS BOULEVARD, NY",40.711536,-73.8240838
41704282,14.0,8.0,2014-01-14,2016-12-14,2016-09-30,10012,MANHATTAN,Japanese,87 MACDOUGAL STREET,7,2,1,12.0,7.0,6,2.0,1.16666666667,75,1065,1,"87 MACDOUGAL STREET, NY",40.6796207,-73.9186259632
41704296,19.0,14.0,2014-03-15,2016-12-22,2016-05-31,10003,MANHATTAN,Barbecue,103 2 AVENUE,10,1,1,18.0,13.0,9,2.0,1.44444444444,205,1013,0,"103 2 AVENUE, NY",40.600834,-74.1458979
41704299,6.0,7.0,2013-10-26,2016-10-22,2015-10-06,11104,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4626 GREENPOINT AVENUE,6,1,3,5.0,4.0,5,1.0,0.8,382,1092,0,"4626 GREENPOINT AVENUE, NY",40.73036,-73.9525069
41704348,18.0,12.0,2013-06-18,2016-03-23,2015-03-09,10003,MANHATTAN,Vegetarian,127 SECOND AVENUE,10,2,1,16.0,11.0,9,1.77777777778,1.22222222222,380,1009,1,"127 SECOND AVENUE, NY",42.6355059288,-73.7404581971
41704391,14.0,13.0,2014-03-24,2017-01-11,2016-12-02,10013,MANHATTAN,Chinese,61 MOTT STREET,10,1,1,13.0,12.0,9,1.44444444444,1.33333333333,40,1024,0,"61 MOTT STREET, NY",40.7160576,-73.9985369725
41704437,7.0,4.0,2014-08-20,2017-02-27,2016-02-01,11233,BROOKLYN,Soul Food,349 LEWIS AVENUE,5,1,2,6.0,2.0,4,1.5,0.5,392,922,0,"349 LEWIS AVENUE, NY",40.6836156,-73.9350409
41704440,32.0,15.0,2014-06-02,2017-04-05,2016-09-13,11372,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8622 ROOSEVELT AVENUE,13,5,1,27.0,14.0,12,2.25,1.16666666667,204,1038,1,"8622 ROOSEVELT AVENUE, NY",40.762461,-73.5150429
41704465,24.0,13.0,2013-07-25,2016-06-23,2015-12-29,11368,QUEENS,Chinese,10870 ROOSEVELT AVENUE,13,2,1,22.0,12.0,12,1.83333333333,1.0,177,1064,1,"10870 ROOSEVELT AVENUE, NY",40.762461,-73.5150429
41704556,8.0,5.0,2013-01-24,2016-01-15,2015-02-24,10019,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",688 10 AVENUE,5,1,1,7.0,4.0,4,1.75,1.0,325,1086,0,"688 10 AVENUE, NY",40.5891305556,-73.9626728889
41704563,9.0,10.0,2014-04-03,2016-09-21,2015-08-26,11221,BROOKLYN,Spanish,214 CENTRAL AVENUE,8,1,1,8.0,9.0,7,1.14285714286,1.28571428571,392,902,0,"214 CENTRAL AVENUE, NY",40.6979123,-73.9250933
41705503,4.0,5.0,2014-06-04,2017-04-04,2016-02-03,10016,MANHATTAN,American,530 2 AVENUE,5,1,1,3.0,4.0,4,0.75,1.0,426,1035,0,"530 2 AVENUE, NY",40.5887044892,-73.9665847594
41705559,19.0,9.0,2014-01-27,2016-12-20,2016-11-28,10013,MANHATTAN,"Ice Cream, Gelato, Yogurt, Ices",203 GRAND STREET,10,2,1,17.0,8.0,9,1.88888888889,0.888888888889,22,1058,1,"203 GRAND STREET, NY",40.7189785,-73.9966202
41705598,3.0,4.0,2014-12-01,2017-02-13,2016-02-05,10467,BRONX,Spanish,3127 HULL AVENUE,3,2,1,1.0,3.0,2,0.5,1.5,374,805,1,"3127 HULL AVENUE, NY",40.87285685,-73.8778076056
41705626,13.0,10.0,2014-06-10,2016-06-30,2016-01-08,10017,MANHATTAN,Delicatessen,370 LEXINGTON AVENUE,9,1,1,12.0,9.0,8,1.5,1.125,174,751,0,"370 LEXINGTON AVENUE, NY",40.75073405,-73.9769317633
41705740,10.0,13.0,2013-12-05,2016-10-06,2016-04-28,10308,STATEN ISLAND,Japanese,4215 HYLAN BLVD,8,1,1,9.0,12.0,7,1.28571428571,1.71428571429,161,1036,0,"4215 HYLAN BLVD, NY",40.53751245,-74.1507925972
41705745,11.0,10.0,2014-03-21,2016-10-28,2016-09-23,10017,MANHATTAN,American,757 3 AVENUE,6,2,1,9.0,9.0,5,1.8,1.8,35,952,1,"757 3 AVENUE, NY",40.600409,-74.1449409
41705878,3.0,3.0,2014-09-24,2016-12-08,2015-09-28,10036,MANHATTAN,American,1166 AVENUE OF THE AMERICAS,3,1,2,2.0,1.0,2,1.0,0.5,437,806,0,"1166 AVENUE OF THE AMERICAS, NY",40.75687785,-73.9820035
41706054,2.0,3.0,2014-04-21,2016-04-01,2015-04-03,10001,MANHATTAN,Café/Coffee/Tea,100 WEST   33 STREET,3,1,2,1.0,1.0,2,0.5,0.5,364,711,0,"100 WEST   33 STREET, NY",40.753547,-73.9987458
41706074,15.0,10.0,2014-03-07,2016-12-20,2016-11-28,10038,MANHATTAN,Chinese,29 CATHERINE STREET,9,2,2,13.0,8.0,8,1.625,1.0,22,1019,1,"29 CATHERINE STREET, NY",40.7125662,-73.9969609
41706076,9.0,6.0,2014-03-11,2016-11-25,2016-06-17,11210,BROOKLYN,Pizza,1482 FLATBUSH AVENUE,7,1,2,8.0,4.0,6,1.33333333333,0.666666666667,161,990,0,"1482 FLATBUSH AVENUE, NY",40.63460655,-73.9499281479
41706078,9.0,6.0,2014-05-03,2016-05-13,2015-05-01,10022,MANHATTAN,American,599 LEXINGTON AVENUE,6,1,1,8.0,5.0,5,1.6,1.0,378,741,0,"599 LEXINGTON AVENUE, NY",40.7578529,-73.9707241156
41706115,16.0,4.0,2014-05-30,2017-02-13,2017-01-17,10016,MANHATTAN,Continental,237 MADISON AVENUE,9,2,1,14.0,3.0,8,1.75,0.375,27,990,1,"237 MADISON AVENUE, NY",40.7497903,-73.9810862548
41706122,14.0,9.0,2014-09-24,2017-04-11,2016-02-25,10452,BRONX,Chinese,1150 OGDEN AVENUE,8,2,2,12.0,7.0,7,1.71428571429,1.0,411,930,1,"1150 OGDEN AVENUE, NY",40.8365175,-73.927088051
41706383,7.0,11.0,2014-06-04,2016-06-23,2015-12-29,11201,BROOKLYN,Pizza,90 LIVINGSTON STREET,6,1,2,6.0,9.0,5,1.2,1.8,177,750,0,"90 LIVINGSTON STREET, NY",40.69114085,-73.9906684704
41706482,6.0,7.0,2014-04-30,2017-01-18,2015-12-14,11234,BROOKLYN,Chinese,3510 AVENUE S,5,1,1,5.0,6.0,4,1.25,1.5,401,994,0,"3510 AVENUE S, NY",40.60931055,-73.93166765
41706596,16.0,8.0,2014-03-10,2016-11-18,2015-10-20,10022,MANHATTAN,American,575 LEXINGTON AVENUE,9,2,1,14.0,7.0,8,1.75,0.875,395,984,1,"575 LEXINGTON AVENUE, NY",40.757321,-73.9715894
41706664,11.0,6.0,2014-03-24,2016-12-05,2016-10-17,10002,MANHATTAN,Middle Eastern,200 CLINTON STREET,6,2,1,9.0,5.0,5,1.8,1.0,49,987,1,"200 CLINTON STREET, NY",40.7140975,-73.9870615
41706711,27.0,16.0,2013-09-05,2016-07-29,2015-09-30,10301,STATEN ISLAND,Delicatessen,19 HYATT ST,11,1,1,26.0,15.0,10,2.6,1.5,303,1058,0,"19 HYATT ST, NY",40.6420508,-74.0771707
41706735,17.0,16.0,2014-02-03,2016-10-04,2016-09-15,11220,BROOKLYN,Mexican,4604 3 AVENUE,11,2,1,15.0,15.0,10,1.5,1.5,19,974,1,"4604 3 AVENUE, NY",40.600409,-74.1449409
41707126,17.0,12.0,2014-11-18,2017-01-18,2016-12-19,11358,QUEENS,Korean,16028 NORTHERN BOULEVARD,11,2,1,15.0,11.0,10,1.5,1.1,30,792,1,"16028 NORTHERN BOULEVARD, NY",42.7458637,-73.7254921
41707137,19.0,11.0,2014-01-16,2016-09-01,2016-08-17,10025,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",924 AMSTERDAM AVENUE,9,2,2,17.0,9.0,8,2.125,1.125,15,959,1,"924 AMSTERDAM AVENUE, NY",40.8000632,-73.9662388
41707148,2.0,3.0,2014-03-26,2016-03-28,2015-03-11,10457,BRONX,Chicken,2273 CROTONA AVENUE,3,1,1,1.0,2.0,2,0.5,1.0,383,733,0,"2273 CROTONA AVENUE, NY",40.8516801,-73.8850142
41707226,3.0,7.0,2014-05-16,2016-10-12,2015-09-14,10475,BRONX,American,2100 BARTOW AVE,5,1,1,2.0,6.0,4,0.5,1.5,394,880,0,"2100 BARTOW AVE, NY",40.8683589,-73.8246848
41707393,8.0,3.0,2013-04-02,2016-02-29,2015-01-21,10018,MANHATTAN,American,420 5 AVENUE,5,1,1,7.0,2.0,4,1.75,0.5,404,1063,0,"420 5 AVENUE, NY",40.5882775455,-73.9704099091
41707407,16.0,7.0,2014-03-12,2016-07-13,2015-12-23,11385,QUEENS,Mediterranean,7108 MYRTLE AVENUE,9,2,1,14.0,6.0,8,1.75,0.75,203,854,1,"7108 MYRTLE AVENUE, NY",40.7018448,-73.87961815
41708729,23.0,17.0,2014-04-18,2016-10-19,2016-09-22,11215,BROOKLYN,American,606 5 AVENUE,10,3,3,20.0,14.0,9,2.22222222222,1.55555555556,27,915,1,"606 5 AVENUE, NY",40.588992,-73.9639455
41708740,2.0,5.0,2014-04-04,2016-03-31,2015-03-11,10011,MANHATTAN,Café/Coffee/Tea,56 7 AVENUE,3,1,1,1.0,4.0,2,0.5,2.0,386,727,0,"56 7 AVENUE, NY",40.5878974807,-73.9739000221
41708751,6.0,7.0,2014-01-23,2017-01-21,2016-11-09,11105,QUEENS,American,1933 37 STREET,8,1,1,5.0,6.0,7,0.714285714286,0.857142857143,73,1094,0,"1933 37 STREET, NY",41.1289020908,-72.358505075
41708764,14.0,7.0,2014-05-30,2016-10-01,2016-05-28,11211,BROOKLYN,Irish,482504 DRIGGS AVENUE,6,3,3,11.0,4.0,5,2.2,0.8,126,855,1,"482504 DRIGGS AVENUE, NY",40.7107184,-73.9618211
41708903,9.0,8.0,2014-05-21,2017-02-10,2017-01-03,11231,BROOKLYN,Italian,383 VAN BRUNT ST,6,2,3,7.0,5.0,5,1.4,1.0,38,996,1,"383 VAN BRUNT ST, NY",40.6761083,-74.0141706
41708930,7.0,3.0,2014-09-30,2017-03-16,2016-03-03,11373,QUEENS,Sandwiches/Salads/Mixed Buffet,8651 BROADWAY,5,2,1,5.0,2.0,4,1.25,0.5,378,898,1,"8651 BROADWAY, NY",40.7935938,-73.9727055
