,crit_violations,non_crit_violations,earliest_inspection,latest_inspection,second_latest_inspection,zipcode,boro,cuisine,address,num_inspections,crit_violations_recent_inspect,non_crit_violations_recent_inspect,crit_violations_train,non_crit_violations_train,num_inspections_train,average_crit_v_train,average_non_crit_v_train,time_since_last_inspection,time_since_first_inspection,crit_v_2plus
41553771,14.0,7.0,2014-09-03,2017-02-13,2016-01-04,11355,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",14604 45 AVENUE,8,2,1,12.0,6.0,7,1.7142857142857142,0.8571428571428571,406,894,1
41553930,18.0,15.0,2014-01-06,2016-11-10,2016-09-28,10013,MANHATTAN,American,155 VARICK STREET,9,1,2,17.0,13.0,8,2.125,1.625,43,1039,0
41553986,17.0,9.0,2014-02-07,2017-01-09,2017-01-03,10021,MANHATTAN,American,1415 2 AVENUE,10,1,1,16.0,8.0,9,1.7777777777777777,0.8888888888888888,6,1067,0
41553994,5.0,6.0,2014-02-08,2016-09-19,2015-08-13,11385,QUEENS,Vegetarian,6419 FRESH POND ROAD,5,1,1,4.0,5.0,4,1.0,1.25,403,954,0
41553996,12.0,3.0,2014-05-21,2017-01-20,2016-12-15,11237,BROOKLYN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",189 IRVING AVENUE,6,2,2,10.0,1.0,5,2.0,0.2,36,975,1
41553998,4.0,1.0,2014-10-10,2016-11-14,2015-10-13,10028,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1219 LEXINGTON AVENUE,3,1,1,3.0,0.0,2,1.5,0.0,398,766,0
41554118,2.0,3.0,2014-02-10,2016-03-17,2015-01-21,10032,MANHATTAN,Pizza/Italian,3924 BROADWAY,3,1,2,1.0,1.0,2,0.5,0.5,421,766,0
41554120,12.0,8.0,2014-04-02,2017-02-10,2017-01-31,11101,QUEENS,Italian,2428 JACKSON AVENUE,6,2,1,10.0,7.0,5,2.0,1.4,10,1045,1
41554263,3.0,4.0,2014-04-16,2016-03-30,2015-04-06,11423,QUEENS,Chicken,19702 HILLSIDE AVENUE,3,1,1,2.0,3.0,2,1.0,1.5,359,714,0
41554280,2.0,3.0,2014-03-18,2016-03-29,2015-03-24,10454,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",613 EAST  138 STREET,3,1,2,1.0,1.0,2,0.5,0.5,371,742,0
41554295,3.0,11.0,2013-09-23,2016-09-12,2015-08-22,11416,QUEENS,Chinese,10408 ATLANTIC AVENUE,6,1,1,2.0,10.0,5,0.4,2.0,387,1085,0
41554341,15.0,6.0,2014-03-19,2016-12-08,2016-11-09,11216,BROOKLYN,Japanese,604 NOSTRAND AVENUE,9,1,1,14.0,5.0,8,1.75,0.625,29,995,0
41554424,9.0,9.0,2014-01-11,2016-08-19,2015-08-05,11385,QUEENS,Mexican,5519 MYRTLE AVENUE,8,1,1,8.0,8.0,7,1.1428571428571428,1.1428571428571428,380,951,0
41554490,17.0,11.0,2013-07-24,2016-06-03,2015-09-10,10458,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2701 DECATUR AVENUE,12,1,1,16.0,10.0,11,1.4545454545454546,0.9090909090909091,267,1045,0
41554491,33.0,17.0,2014-04-08,2017-02-21,2017-02-07,11218,BROOKLYN,Turkish,580 CONEY ISLAND AVE,14,1,1,32.0,16.0,13,2.4615384615384617,1.2307692307692308,14,1050,0
41554584,19.0,11.0,2014-03-13,2016-10-12,2016-07-26,11234,BROOKLYN,Mexican,2368 FLATBUSH AVENUE,10,3,1,16.0,10.0,9,1.7777777777777777,1.1111111111111112,78,944,1
41554645,8.0,6.0,2014-09-08,2017-02-03,2016-01-20,11229,BROOKLYN,Sandwiches,1620 KINGS HIGHWAY,5,1,2,7.0,4.0,4,1.75,1.0,380,879,0
41554670,2.0,5.0,2014-12-26,2017-01-25,2015-12-28,10004,MANHATTAN,American,1 NEW YORK PLAZA,3,1,2,1.0,3.0,2,0.5,1.5,394,761,0
41554801,7.0,11.0,2013-04-23,2016-04-07,2015-04-08,11372,QUEENS,American,3562 76 STREET,7,1,2,6.0,9.0,6,1.0,1.5,365,1080,0
41554812,19.0,13.0,2014-02-27,2016-09-29,2016-03-01,11237,BROOKLYN,Mexican,1481 MYRTLE AVENUE,11,2,1,17.0,12.0,10,1.7,1.2,212,945,1
41554855,14.0,16.0,2014-03-27,2017-03-24,2016-02-01,11230,BROOKLYN,Middle Eastern,1017 FOSTER AVENUE,10,3,1,11.0,15.0,9,1.2222222222222223,1.6666666666666667,417,1093,1
41554863,2.0,2.0,2014-02-28,2016-03-09,2015-03-10,10030,MANHATTAN,Chinese,2419 ADAM CLAYTON POWELL JR BOULEVARD,3,1,1,1.0,1.0,2,0.5,0.5,365,740,0
41554963,14.0,9.0,2014-07-31,2017-03-28,2016-02-23,11215,BROOKLYN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",376 5 AVENUE,7,2,1,12.0,8.0,6,2.0,1.3333333333333333,399,971,1
41555214,11.0,7.0,2014-03-18,2017-03-08,2016-01-29,10014,MANHATTAN,American,239 WEST    4 STREET,5,3,1,8.0,6.0,4,2.0,1.5,404,1086,1
41555297,7.0,3.0,2013-12-06,2016-06-11,2014-09-19,10309,STATEN ISLAND,American,45 PAGE AVENUE,4,1,1,6.0,2.0,3,2.0,0.6666666666666666,631,918,0
41555424,16.0,10.0,2014-03-18,2016-10-12,2016-03-30,11232,BROOKLYN,American,4106 2 AVENUE,8,1,1,15.0,9.0,7,2.142857142857143,1.2857142857142858,196,939,0
41555573,8.0,10.0,2014-11-12,2017-03-03,2016-08-13,11235,BROOKLYN,Chinese,2306 VOORHIES AVENUE,6,1,1,7.0,9.0,5,1.4,1.8,202,842,0
41555577,15.0,11.0,2013-09-06,2016-07-22,2016-04-01,11211,BROOKLYN,American,145 BORINQUEN PLACE,8,2,1,13.0,10.0,7,1.8571428571428572,1.4285714285714286,112,1050,1
41555596,3.0,2.0,2014-06-06,2016-05-13,2015-05-11,10112,MANHATTAN,American,30 ROCKEFELLER PLAZA,3,1,1,2.0,1.0,2,1.0,0.5,368,707,0
41555602,14.0,6.0,2013-07-02,2016-05-02,2015-05-22,10454,BRONX,American,305 LOCUST AVENUE,7,1,1,13.0,5.0,6,2.1666666666666665,0.8333333333333334,346,1035,0
41555612,27.0,17.0,2014-06-12,2017-02-16,2016-08-02,11225,BROOKLYN,Jewish/Kosher,395 KINGSTON AVENUE,12,2,1,25.0,16.0,11,2.272727272727273,1.4545454545454546,198,980,1
41555644,12.0,17.0,2014-05-28,2017-02-07,2016-12-13,10017,MANHATTAN,Japanese,213 EAST   45 STREET,8,1,1,11.0,16.0,7,1.5714285714285714,2.2857142857142856,56,986,0
41555651,10.0,4.0,2013-08-29,2016-03-31,2015-04-02,10462,BRONX,Chinese,1520 METROPOLITAN AVENUE,5,2,1,8.0,3.0,4,2.0,0.75,364,945,1
41555664,11.0,8.0,2014-02-25,2017-02-08,2017-01-23,11223,BROOKLYN,Jewish/Kosher,1809 EAST    7 STREET,8,1,1,10.0,7.0,7,1.4285714285714286,1.0,16,1079,0
41555685,13.0,10.0,2014-05-15,2017-03-21,2017-02-22,11201,BROOKLYN,American,127 ATLANTIC AVENUE,8,2,2,11.0,8.0,7,1.5714285714285714,1.1428571428571428,27,1041,1
41555711,7.0,6.0,2014-05-23,2016-05-18,2015-02-25,10306,STATEN ISLAND,Chinese,8 NEW DORP LANE,4,1,1,6.0,5.0,3,2.0,1.6666666666666667,448,726,0
41555821,4.0,1.0,2014-05-12,2016-05-19,2015-05-07,10308,STATEN ISLAND,"Bottled beverages, including water, sodas, juices, etc.",24 GIFFORDS LANE,3,1,1,3.0,0.0,2,1.5,0.0,378,738,0
41555860,4.0,5.0,2013-04-15,2016-03-10,2015-03-13,11106,QUEENS,Donuts,3401 BROADWAY,4,1,1,3.0,4.0,3,1.0,1.3333333333333333,363,1060,0
41555956,4.0,9.0,2014-04-29,2016-12-27,2015-11-27,11219,BROOKLYN,Jewish/Kosher,4305 12 AVENUE,5,1,2,3.0,7.0,4,0.75,1.75,396,973,0
41555969,10.0,9.0,2014-03-27,2016-10-24,2016-09-28,11354,QUEENS,American,4024 COLLEGE POINT BOULEVARD,6,2,2,8.0,7.0,5,1.6,1.4,26,942,1
41555982,22.0,11.0,2014-08-12,2016-09-22,2016-02-29,10009,MANHATTAN,Mexican,194 AVENUE A,9,1,1,21.0,10.0,8,2.625,1.25,206,772,0
41555983,22.0,16.0,2014-03-13,2017-02-17,2017-01-25,11235,BROOKLYN,Sandwiches/Salads/Mixed Buffet,2601 OCEAN PARKWAY,14,3,2,19.0,14.0,13,1.4615384615384615,1.0769230769230769,23,1072,1
41556098,14.0,7.0,2013-10-02,2016-09-20,2016-02-16,11238,BROOKLYN,Thai,661 WASHINGTON AVENUE,8,2,1,12.0,6.0,7,1.7142857142857142,0.8571428571428571,217,1084,1
41556113,7.0,2.0,2014-10-01,2016-12-22,2016-11-18,11231,BROOKLYN,Thai,462 COURT STREET,4,2,1,5.0,1.0,3,1.6666666666666667,0.3333333333333333,34,813,1
41556136,19.0,9.0,2014-03-21,2017-01-26,2017-01-04,10472,BRONX,American,1621 WESTCHESTER AVENUE,9,2,1,17.0,8.0,8,2.125,1.0,22,1042,1
41556192,11.0,8.0,2013-05-20,2016-05-18,2015-05-11,10001,MANHATTAN,"Juice, Smoothies, Fruit Salads",316 5 AVENUE,7,2,1,9.0,7.0,6,1.5,1.1666666666666667,373,1094,1
41556209,5.0,7.0,2014-05-10,2017-03-20,2016-02-13,11357,QUEENS,Chinese,1702 UTOPIA PARKWAY,5,1,2,4.0,5.0,4,1.0,1.25,401,1045,0
41556342,42.0,15.0,2014-06-03,2017-04-11,2016-08-04,11220,BROOKLYN,Bakery,5922 8 AVENUE,13,10,3,32.0,12.0,12,2.6666666666666665,1.0,250,1043,1
41556469,4.0,5.0,2013-10-02,2016-04-16,2015-04-14,11102,QUEENS,American,2519 24 AVENUE,5,1,1,3.0,4.0,4,0.75,1.0,368,927,0
41556473,11.0,6.0,2013-12-04,2016-03-30,2015-03-30,11423,QUEENS,Chinese,20402 HILLSIDE AVENUE,6,1,1,10.0,5.0,5,2.0,1.0,366,847,0
41556530,6.0,4.0,2014-05-30,2016-07-15,2016-04-06,11206,BROOKLYN,American,228 MANHATTAN AVENUE,5,2,1,4.0,3.0,4,1.0,0.75,100,777,1
41556592,15.0,14.0,2014-02-20,2016-09-21,2016-04-14,10065,MANHATTAN,Jewish/Kosher,500 EAST   62 STREET,7,2,1,13.0,13.0,6,2.1666666666666665,2.1666666666666665,160,944,1
41556769,6.0,2.0,2013-10-23,2016-04-12,2015-05-06,10019,MANHATTAN,Japanese,6 COLUMBUS CIRCLE,5,1,1,5.0,1.0,4,1.25,0.25,342,902,0
41556790,3.0,5.0,2013-05-13,2016-04-25,2015-04-21,10025,MANHATTAN,American,2847 BROADFWAY,4,2,1,1.0,4.0,3,0.3333333333333333,1.3333333333333333,370,1078,1
41556791,10.0,7.0,2014-04-21,2016-06-14,2015-10-28,10027,MANHATTAN,American,550 WEST  120 STREET,6,1,2,9.0,5.0,5,1.8,1.0,230,785,0
41556807,6.0,3.0,2013-10-03,2016-09-30,2016-09-17,11377,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6217 NORTHERN BOULEVARD,6,1,1,5.0,2.0,5,1.0,0.4,13,1093,0
41556815,10.0,4.0,2014-04-24,2017-03-29,2016-05-10,11040,QUEENS,Chinese,26519 UNION TURNPIKE,6,1,1,9.0,3.0,5,1.8,0.6,323,1070,0
41556827,14.0,4.0,2014-11-18,2016-11-25,2015-11-12,11375,QUEENS,American,7020 AUSTIN STREET,6,1,2,13.0,2.0,5,2.6,0.4,379,738,0
41556875,11.0,3.0,2014-02-27,2017-01-05,2016-11-03,10452,BRONX,Spanish,1354 EDWARD L GRANT HIGHWAY,6,2,1,9.0,2.0,5,1.8,0.4,63,1043,1
41556940,2.0,5.0,2013-07-11,2016-05-31,2015-06-20,11231,BROOKLYN,"Ice Cream, Gelato, Yogurt, Ices",233 SMITH STREET,4,1,2,1.0,3.0,3,0.3333333333333333,1.0,346,1055,0
41557136,9.0,10.0,2014-03-06,2016-11-07,2015-10-26,11223,BROOKLYN,Jewish/Kosher,512 AVENUE U,8,1,2,8.0,8.0,7,1.1428571428571428,1.1428571428571428,378,977,0
41557354,19.0,20.0,2013-11-13,2016-09-23,2016-02-24,11211,BROOKLYN,Chinese,622 GRAND STREET,11,1,2,18.0,18.0,10,1.8,1.8,212,1045,0
41557355,6.0,4.0,2014-06-11,2016-10-17,2016-05-18,10460,BRONX,Chinese,459 MORRIS PARK AVENUE,5,2,1,4.0,3.0,4,1.0,0.75,152,859,1
41557377,19.0,9.0,2014-06-02,2017-03-16,2017-02-16,10021,MANHATTAN,English,401 EAST   76 STREET,9,1,1,18.0,8.0,8,2.25,1.0,28,1018,0
41557498,2.0,3.0,2014-02-26,2016-04-06,2015-04-02,10013,MANHATTAN,American,54 WATTS STREET,3,1,1,1.0,2.0,2,0.5,1.0,370,770,0
41557551,11.0,6.0,2014-05-20,2016-10-26,2016-09-27,11432,QUEENS,Chinese,17525 JAMAICA AVENUE,6,2,1,9.0,5.0,5,1.8,1.0,29,890,1
41557581,17.0,8.0,2014-01-07,2016-12-14,2016-03-25,10012,MANHATTAN,Caribbean,132 WEST HOUSTON STREET,9,1,2,16.0,6.0,8,2.0,0.75,264,1072,0
41557600,12.0,12.0,2013-09-06,2016-07-22,2015-11-05,10075,MANHATTAN,Greek,1113 LEXINGTON AVENUE,8,2,1,10.0,11.0,7,1.4285714285714286,1.5714285714285714,260,1050,1
41557607,8.0,9.0,2014-04-03,2017-03-11,2016-02-26,11385,QUEENS,American,7128 COOPER AVENUE,6,2,1,6.0,8.0,5,1.2,1.6,379,1073,1
41557623,20.0,5.0,2013-12-12,2016-10-11,2016-08-18,11361,QUEENS,Pizza,4740 BELL BOULEVARD,9,1,1,19.0,4.0,8,2.375,0.5,54,1034,0
41557641,4.0,3.0,2014-10-09,2016-10-20,2015-10-14,10458,BRONX,Chinese,371 EAST FORDHAM ROAD,3,1,1,3.0,2.0,2,1.5,1.0,372,742,0
41557716,17.0,7.0,2014-05-12,2017-03-15,2016-09-12,10024,MANHATTAN,Chinese/Japanese,510 AMSTERDAM AVENUE,7,3,2,14.0,5.0,6,2.3333333333333335,0.8333333333333334,184,1038,1
41557786,5.0,6.0,2014-04-28,2016-10-04,2015-10-07,10306,STATEN ISLAND,Donuts,1781 RICHMOND ROAD,5,1,2,4.0,4.0,4,1.0,1.0,363,890,0
41557798,13.0,6.0,2014-02-25,2017-02-01,2017-01-18,11249,BROOKLYN,Mexican,58 NORTH    3 STREET,11,1,1,12.0,5.0,10,1.2,0.5,14,1072,0
41557884,10.0,9.0,2014-02-24,2016-09-01,2015-08-06,10024,MANHATTAN,Jewish/Kosher,251 WEST   85 STREET,8,2,1,8.0,8.0,7,1.1428571428571428,1.1428571428571428,392,920,1
41557895,20.0,10.0,2014-05-01,2016-11-28,2016-10-26,10010,MANHATTAN,Pizza,656 6 AVENUE,7,4,2,16.0,8.0,6,2.6666666666666665,1.3333333333333333,33,942,1
41557906,3.0,8.0,2014-03-19,2017-02-06,2015-12-29,11249,BROOKLYN,Seafood,298 BEDFORD AVENUE,5,1,3,2.0,5.0,4,0.5,1.25,405,1055,0
41558242,4.0,3.0,2014-08-18,2016-11-03,2016-09-15,10029,MANHATTAN,"Juice, Smoothies, Fruit Salads",167 EAST  106 STREET,4,1,2,3.0,1.0,3,1.0,0.3333333333333333,49,808,0
41558287,11.0,9.0,2013-03-20,2016-03-08,2015-09-28,11201,BROOKLYN,Chinese,54 WILLOUGHBY STREET,8,1,2,10.0,7.0,7,1.4285714285714286,1.0,162,1084,0
41558375,7.0,5.0,2015-02-05,2017-04-04,2016-08-17,10017,MANHATTAN,American,425 LEXINGTON AVENUE,6,1,1,6.0,4.0,5,1.2,0.8,230,789,0
41558494,5.0,4.0,2014-11-17,2017-01-30,2016-12-28,10460,BRONX,Chinese,985 EAST  174 STREET,4,2,2,3.0,2.0,3,1.0,0.6666666666666666,33,805,1
41558513,13.0,13.0,2014-05-15,2017-04-03,2016-06-22,11230,BROOKLYN,Jewish/Kosher,1359 CONEY ISLAND AVENUE,8,1,1,12.0,12.0,7,1.7142857142857142,1.7142857142857142,285,1054,0
41558704,15.0,9.0,2014-05-19,2016-09-07,2016-02-02,11356,QUEENS,Chinese,1824 COLLEGE POINT BOULEARD,9,1,1,14.0,8.0,8,1.75,1.0,218,842,0
41558716,13.0,11.0,2015-01-16,2017-03-29,2016-12-16,11225,BROOKLYN,Caribbean,1114 NOSTRAND AVENUE,8,1,1,12.0,10.0,7,1.7142857142857142,1.4285714285714286,103,803,0
41558768,7.0,5.0,2014-03-12,2017-03-07,2016-01-13,11238,BROOKLYN,Bakery,702 WASHINGTON AVENUE,7,1,1,6.0,4.0,6,1.0,0.6666666666666666,419,1091,0
41558805,3.0,4.0,2013-04-25,2016-04-08,2015-04-23,11211,BROOKLYN,American,132 HAVEMEYER STREET,4,2,1,1.0,3.0,3,0.3333333333333333,1.0,351,1079,1
41558918,8.0,2.0,2013-12-16,2016-10-20,2016-04-01,10016,MANHATTAN,American,131 MADISON AVENUE,5,1,1,7.0,1.0,4,1.75,0.25,202,1039,0
41558982,17.0,11.0,2014-06-19,2017-03-29,2017-02-28,10462,BRONX,American,97579 MORRIS PARK AVENUE,9,1,1,16.0,10.0,8,2.0,1.25,29,1014,0
41558986,10.0,6.0,2014-10-22,2016-11-19,2016-06-20,11205,BROOKLYN,Korean,232 TAAFFE PLACE,6,1,2,9.0,4.0,5,1.8,0.8,152,759,0
41559071,7.0,8.0,2014-09-26,2016-11-02,2015-09-08,10461,BRONX,American,1400 PELHAM PARKWAY SOUTH,6,1,2,6.0,6.0,5,1.2,1.2,421,768,0
41559082,17.0,14.0,2014-05-30,2017-01-10,2016-11-22,11377,QUEENS,Italian,4406 60 STREET,9,1,2,16.0,12.0,8,2.0,1.5,49,956,0
41559183,6.0,3.0,2013-09-28,2016-05-24,2015-03-24,11375,QUEENS,Pizza,9601 69 AVENUE,5,1,1,5.0,2.0,4,1.25,0.5,427,969,0
41559193,15.0,8.0,2013-09-17,2016-08-10,2015-08-03,10007,MANHATTAN,Sandwiches,165 CHURCH STREET,7,2,1,13.0,7.0,6,2.1666666666666665,1.1666666666666667,373,1058,1
41559236,14.0,9.0,2014-07-09,2016-11-21,2016-09-22,11372,QUEENS,Pizza/Italian,8113 NORTHERN BOULEVARD,7,1,1,13.0,8.0,6,2.1666666666666665,1.3333333333333333,60,866,0
41559330,6.0,6.0,2013-09-16,2016-09-10,2016-03-24,11691,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1037 BEACH   20 STREET,6,1,2,5.0,4.0,5,1.0,0.8,170,1090,0
41559345,4.0,6.0,2013-08-15,2016-08-04,2015-07-20,11210,BROOKLYN,"Juice, Smoothies, Fruit Salads",2912 GLENWOOD ROAD,4,1,1,3.0,5.0,3,1.0,1.6666666666666667,381,1085,0
41559365,19.0,9.0,2014-09-16,2017-03-15,2016-08-23,10456,BRONX,Caribbean,270 EAST  165 STREET,10,2,1,17.0,8.0,9,1.8888888888888888,0.8888888888888888,204,911,1
41559370,7.0,7.0,2013-05-03,2015-11-21,2015-05-16,11372,QUEENS,Asian,7126 ROOSEVELT AVENUE,6,1,1,6.0,6.0,5,1.2,1.2,189,932,0
41559375,13.0,8.0,2014-04-15,2016-09-27,2016-09-13,10459,BRONX,American,1076 EAST  165 STREET,7,2,1,11.0,7.0,6,1.8333333333333333,1.1666666666666667,14,896,1
41559459,21.0,8.0,2014-03-07,2017-01-06,2016-11-15,10031,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3395 BROADWAY,9,1,1,20.0,7.0,8,2.5,0.875,52,1036,0
41559772,7.0,8.0,2014-04-08,2016-12-28,2016-05-18,10468,BRONX,American,2463 CRESTON AVENUE,5,1,1,6.0,7.0,4,1.5,1.75,224,995,0
41559805,6.0,4.0,2014-03-20,2016-10-24,2015-08-17,11208,BROOKLYN,Donuts,640 SOUTH CONDUIT BOULEVARD,5,2,1,4.0,3.0,4,1.0,0.75,434,949,1
41559843,6.0,4.0,2013-11-14,2016-04-28,2015-06-03,11354,QUEENS,Donuts,14625 NORTHERN BOULEVARD,5,1,1,5.0,3.0,4,1.25,0.75,330,896,0
41559846,7.0,6.0,2014-10-09,2016-10-18,2016-04-06,11379,QUEENS,Café/Coffee/Tea,6122 FRESH POND ROAD,6,2,1,5.0,5.0,5,1.0,1.0,195,740,1
41559869,18.0,13.0,2013-05-07,2016-04-14,2015-04-13,11372,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8116 ROOSEVELT AVENUE,10,1,1,17.0,12.0,9,1.8888888888888888,1.3333333333333333,367,1073,0
41559999,14.0,10.0,2013-08-13,2016-05-20,2015-06-12,10007,MANHATTAN,American,17 MURRAY STREET,8,1,2,13.0,8.0,7,1.8571428571428572,1.1428571428571428,343,1011,0
41560032,4.0,2.0,2014-05-17,2016-05-10,2015-05-07,10305,STATEN ISLAND,Chinese,1250 HYLAN BOULEVARD,3,1,2,3.0,0.0,2,1.5,0.0,369,724,0
41560208,22.0,6.0,2014-04-11,2017-03-28,2017-03-07,10018,MANHATTAN,Thai,318 WEST   36 STREET,8,3,1,19.0,5.0,7,2.7142857142857144,0.7142857142857143,21,1082,1
41560421,3.0,4.0,2014-05-13,2016-05-12,2015-04-30,11693,QUEENS,American,1802 CROSSBAY BOULEVARD,3,1,1,2.0,3.0,2,1.0,1.5,378,730,0
41560435,9.0,11.0,2014-04-01,2017-03-28,2016-05-25,10305,STATEN ISLAND,Italian,6 GALESVILLE COURT,7,2,1,7.0,10.0,6,1.1666666666666667,1.6666666666666667,307,1092,1
41560572,11.0,9.0,2013-04-17,2016-03-28,2015-03-16,10002,MANHATTAN,Café/Coffee/Tea,182 ALLEN STREET,7,1,2,10.0,7.0,6,1.6666666666666667,1.1666666666666667,378,1076,0
41560644,18.0,8.0,2014-10-15,2017-01-04,2016-11-10,10305,STATEN ISLAND,Italian,1718 HYLAN BOULEVARD,9,1,1,17.0,7.0,8,2.125,0.875,55,812,0
41560744,15.0,7.0,2014-10-14,2016-11-15,2016-10-04,11432,QUEENS,Pizza/Italian,8340 PARSONS BOULEVARD,7,1,2,14.0,5.0,6,2.3333333333333335,0.8333333333333334,42,763,0
41560746,6.0,13.0,2013-04-25,2016-03-23,2015-03-12,11226,BROOKLYN,Caribbean,2810 AVENUE D,7,1,2,5.0,11.0,6,0.8333333333333334,1.8333333333333333,377,1063,0
41560794,6.0,8.0,2014-07-18,2016-12-30,2016-06-01,10457,BRONX,American,515 EAST TREMONT AVENUE,5,2,2,4.0,6.0,4,1.0,1.5,212,896,1
41560827,3.0,2.0,2014-05-24,2016-06-06,2015-04-17,10036,MANHATTAN,American,0 WEST 42 STREET,3,1,1,2.0,1.0,2,1.0,0.5,416,744,0
41560830,2.0,4.0,2013-10-26,2016-06-07,2014-11-22,10036,MANHATTAN,American,0 WEST 42 STREET,3,1,1,1.0,3.0,2,0.5,1.5,563,955,0
41560840,1.0,2.0,2014-06-11,2016-06-06,2015-05-18,10036,MANHATTAN,American,0 WEST 42 STREET,3,1,1,0.0,1.0,2,0.0,0.5,385,726,0
41560843,5.0,2.0,2014-05-02,2016-06-06,2015-04-15,10036,MANHATTAN,Hotdogs/Pretzels,0 WEST 42 STREET,5,1,1,4.0,1.0,4,1.0,0.25,418,766,0
41560849,5.0,4.0,2014-06-06,2016-06-07,2015-06-25,10036,MANHATTAN,American,0 WEST 42 STREET,4,3,2,2.0,2.0,3,0.6666666666666666,0.6666666666666666,348,732,1
41560911,32.0,12.0,2013-10-23,2016-10-07,2016-09-07,10036,MANHATTAN,Turkish,17 WEST   45 STREET,12,1,1,31.0,11.0,11,2.8181818181818183,1.0,30,1080,0
41561022,15.0,9.0,2014-09-10,2017-03-16,2016-02-18,11201,BROOKLYN,Pizza,51 WILLOUGHBY STREET,8,1,1,14.0,8.0,7,2.0,1.1428571428571428,392,918,0
41561025,2.0,1.0,2014-06-06,2016-06-07,2015-05-21,10036,MANHATTAN,American,0 WEST 42 STREET,3,1,1,1.0,0.0,2,0.5,0.0,383,732,0
41561032,7.0,9.0,2013-05-01,2016-04-21,2015-05-01,10455,BRONX,Pizza,3025 3 AVENUE,7,1,1,6.0,8.0,6,1.0,1.3333333333333333,356,1086,0
41561083,21.0,12.0,2014-06-14,2017-03-29,2017-03-03,11204,BROOKLYN,Bakery,6306 18 AVENUE,10,2,1,19.0,11.0,9,2.111111111111111,1.2222222222222223,26,1019,1
41561097,3.0,5.0,2013-10-23,2016-09-21,2015-09-25,10004,MANHATTAN,Sandwiches/Salads/Mixed Buffet,74 BROAD STREET,4,1,1,2.0,4.0,3,0.6666666666666666,1.3333333333333333,362,1064,0
41561100,19.0,12.0,2014-05-06,2017-01-03,2016-12-08,10007,MANHATTAN,Spanish,96 CHAMBERS STREET,10,2,2,17.0,10.0,9,1.8888888888888888,1.1111111111111112,26,973,1
41561140,11.0,8.0,2013-06-18,2016-04-23,2014-10-22,10024,MANHATTAN,Italian,513 COLUMBUS AVENUE,6,1,2,10.0,6.0,5,2.0,1.2,549,1040,0
41561153,4.0,2.0,2014-02-20,2017-02-16,2016-01-27,11226,BROOKLYN,Caribbean,828 ROGERS AVENUE,4,1,1,3.0,1.0,3,1.0,0.3333333333333333,386,1092,0
41561225,16.0,15.0,2013-10-21,2016-09-07,2015-08-20,11201,BROOKLYN,Chicken,110 DEKALB AVENUE,10,1,3,15.0,12.0,9,1.6666666666666667,1.3333333333333333,384,1052,0
41561233,4.0,5.0,2013-06-19,2016-04-11,2015-05-19,11215,BROOKLYN,Asian,448 9 STREET,4,1,2,3.0,3.0,3,1.0,1.0,328,1027,0
41561372,11.0,5.0,2014-03-27,2016-11-14,2016-10-11,10003,MANHATTAN,American,41 EAST   11 STREET,6,5,2,6.0,3.0,5,1.2,0.6,34,963,1
41561490,2.0,5.0,2015-01-21,2017-03-27,2016-02-12,10013,MANHATTAN,American,246 SPRING STREET,3,1,2,1.0,3.0,2,0.5,1.5,409,796,0
41561516,28.0,9.0,2014-06-03,2017-02-22,2017-02-08,10036,MANHATTAN,Asian,647 9 AVENUE,9,2,1,26.0,8.0,8,3.25,1.0,14,995,1
41561546,3.0,5.0,2015-02-12,2017-03-29,2016-02-23,11385,QUEENS,Bakery,905 SENECA AVENUE,3,1,2,2.0,3.0,2,1.0,1.5,400,776,0
41561572,5.0,3.0,2014-04-29,2016-09-22,2015-09-11,11374,QUEENS,American,6101 JUNCTION BOULEVARD,5,1,1,4.0,2.0,4,1.0,0.5,377,877,0
41561808,8.0,6.0,2014-05-08,2017-01-12,2016-12-19,10027,MANHATTAN,Middle Eastern,3151 BROADWAY,6,1,2,7.0,4.0,5,1.4,0.8,24,980,0
41561855,13.0,10.0,2015-02-05,2017-01-23,2016-12-19,10012,MANHATTAN,Italian,178 MULBERRY STREET,8,1,1,12.0,9.0,7,1.7142857142857142,1.2857142857142858,35,718,0
41561878,6.0,4.0,2013-05-24,2016-05-04,2015-01-06,10312,STATEN ISLAND,Sandwiches/Salads/Mixed Buffet,895 HUGUENOT AVENUE,5,1,1,5.0,3.0,4,1.25,0.75,484,1076,0
41561924,11.0,3.0,2015-01-28,2017-04-04,2016-03-03,11354,QUEENS,Bakery,3901 MAIN STREET,6,4,1,7.0,2.0,5,1.4,0.4,397,797,1
