,crit_violations,non_crit_violations,earliest_inspection,latest_inspection,second_latest_inspection,zipcode,boro,cuisine,address,num_inspections,crit_violations_recent_inspect,non_crit_violations_recent_inspect,crit_violations_train,non_crit_violations_train,num_inspections_train,average_crit_v_train,average_non_crit_v_train,time_since_last_inspection,time_since_first_inspection,crit_v_2plus,address2,latitude,longitude
41249550,11.0,11.0,2013-06-03,2016-05-24,2015-09-01,10022,MANHATTAN,American,109 EAST 50 STREET,7,1,2,10.0,9.0,6,1.66666666667,1.5,266,1086,0,"109 EAST 50 STREET, NY",,
41249648,5.0,5.0,2015-02-10,2017-03-29,2016-03-01,10022,MANHATTAN,Japanese,239 EAST   53 STREET,3,2,2,3.0,3.0,2,1.5,1.5,393,778,1,"239 EAST   53 STREET, NY",,
41250454,24.0,15.0,2014-01-31,2016-11-09,2016-10-04,10028,MANHATTAN,American,220 EAST   81 STREET,12,2,1,22.0,14.0,11,2.0,1.27272727273,36,1013,1,"220 EAST   81 STREET, NY",,
41250710,22.0,10.0,2014-07-24,2017-02-10,2016-10-25,10011,MANHATTAN,American,431 WEST   16 STREET,9,2,1,20.0,9.0,8,2.5,1.125,108,932,1,"431 WEST   16 STREET, NY",,
41250834,10.0,7.0,2014-11-22,2016-12-03,2016-09-07,11357,QUEENS,Italian,1427 150 STREET,5,1,2,9.0,5.0,4,2.25,1.25,87,742,0,"1427 150 STREET, NY",,
41251040,17.0,9.0,2014-05-17,2017-02-21,2015-12-09,10003,MANHATTAN,American,86 EAST    4 STREET,8,3,2,14.0,7.0,7,2.0,1.0,440,1011,1,"86 EAST    4 STREET, NY",40.762107,-72.9395529
41251140,11.0,5.0,2013-12-30,2016-11-09,2016-10-04,10036,MANHATTAN,Italian,254 WEST   47 STREET,6,1,1,10.0,4.0,5,2.0,0.8,36,1045,0,"254 WEST   47 STREET, NY",,
41251712,8.0,8.0,2014-05-17,2016-11-19,2016-01-28,11419,QUEENS,Caribbean,10409 123 STREET,8,1,1,7.0,7.0,7,1.0,1.0,296,917,0,"10409 123 STREET, NY",,
41252528,17.0,16.0,2013-10-29,2016-09-26,2016-04-09,11432,QUEENS,Seafood,8901 165 STREET,11,1,2,16.0,14.0,10,1.6,1.4,170,1063,0,"8901 165 STREET, NY",,
41252771,8.0,4.0,2014-05-16,2017-02-21,2015-10-23,10019,MANHATTAN,American,401 WEST   52 STREET,5,3,2,5.0,2.0,4,1.25,0.5,487,1012,1,"401 WEST   52 STREET, NY",,
41253239,5.0,2.0,2015-01-22,2017-02-06,2016-01-21,11209,BROOKLYN,Middle Eastern,509 74 STREET,3,1,2,4.0,0.0,2,2.0,0.0,382,746,0,"509 74 STREET, NY",,
41253406,10.0,9.0,2014-04-17,2017-03-15,2016-08-01,11358,QUEENS,Indian,16020 46 AVENUE,8,1,1,9.0,8.0,7,1.28571428571,1.14285714286,226,1063,0,"16020 46 AVENUE, NY",,
41253818,6.0,5.0,2014-11-22,2017-02-06,2017-01-11,10036,MANHATTAN,American,7 TIMES SQUARE TOWER,4,1,1,5.0,4.0,3,1.66666666667,1.33333333333,26,807,0,"7 TIMES SQUARE TOWER, NY",,
41254923,2.0,6.0,2014-10-20,2016-12-13,2015-11-04,10001,MANHATTAN,Mediterranean,11 WEST   31 STREET,3,1,1,1.0,5.0,2,0.5,2.5,405,785,0,"11 WEST   31 STREET, NY",,
41255453,10.0,5.0,2014-06-04,2016-09-21,2016-07-30,10009,MANHATTAN,American,197 EAST    3 STREET,6,3,2,7.0,3.0,5,1.4,0.6,53,840,1,"197 EAST    3 STREET, NY",,
41256007,15.0,7.0,2014-03-12,2016-05-27,2015-10-29,10011,MANHATTAN,American,11 WEST    8 STREET,9,2,2,13.0,5.0,8,1.625,0.625,211,807,1,"11 WEST    8 STREET, NY",,
41256155,15.0,8.0,2013-11-18,2016-11-15,2016-05-02,10011,MANHATTAN,Mexican,358 WEST   23 STREET,8,1,2,14.0,6.0,7,2.0,0.857142857143,197,1093,0,"358 WEST   23 STREET, NY",,
41256254,14.0,11.0,2014-06-05,2017-02-27,2017-01-31,11416,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7806 101 AVENUE,9,1,1,13.0,10.0,8,1.625,1.25,27,998,0,"7806 101 AVENUE, NY",,
41256288,7.0,5.0,2015-04-28,2017-02-23,2016-05-26,11430,QUEENS,Hamburgers,14 JFK AIRPORT PORT AUTHORITY BLDG,4,3,1,4.0,4.0,3,1.33333333333,1.33333333333,273,667,1,"14 JFK AIRPORT PORT AUTHORITY BLDG, NY",,
41257592,16.0,9.0,2013-11-21,2016-08-31,2016-08-10,10469,BRONX,Caribbean,1455 EAST  222 STREET,9,2,1,14.0,8.0,8,1.75,1.0,21,1014,1,"1455 EAST  222 STREET, NY",,
41257727,7.0,7.0,2015-01-14,2017-01-09,2016-12-08,10302,STATEN ISLAND,Pizza,1267 FOREST AVENUE,5,3,2,4.0,5.0,4,1.0,1.25,32,726,1,"1267 FOREST AVENUE, NY",40.6266314,-74.1314691
41258669,8.0,6.0,2014-05-14,2017-02-03,2015-12-14,10003,MANHATTAN,Italian,4 EAST    3 STREET,6,1,1,7.0,5.0,5,1.4,1.0,417,996,0,"4 EAST    3 STREET, NY",,
41259452,7.0,3.0,2013-10-02,2016-04-22,2015-03-09,10302,STATEN ISLAND,Pizza/Italian,1351 FOREST AVENUE,5,1,1,6.0,2.0,4,1.5,0.5,410,933,0,"1351 FOREST AVENUE, NY",40.6259385,-74.1347143
41259517,17.0,6.0,2014-01-29,2017-01-12,2016-12-08,10017,MANHATTAN,Japanese,7 EAST 48 STREET,9,2,3,15.0,3.0,8,1.875,0.375,35,1079,1,"7 EAST 48 STREET, NY",,
41260838,9.0,4.0,2014-06-03,2017-02-03,2016-12-12,10019,MANHATTAN,Delicatessen,105 WEST 55 STREET,6,2,2,7.0,2.0,5,1.4,0.4,53,976,1,"105 WEST 55 STREET, NY",,
41262792,11.0,9.0,2014-10-06,2016-11-09,2016-10-03,10032,MANHATTAN,Chicken,601 WEST  172 STREET,7,1,1,10.0,8.0,6,1.66666666667,1.33333333333,37,765,0,"601 WEST  172 STREET, NY",,
41262804,17.0,7.0,2015-02-04,2017-03-03,2016-08-26,10452,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",53 EAST  167 STREET,9,1,3,16.0,4.0,8,2.0,0.5,189,758,0,"53 EAST  167 STREET, NY",,
41262846,10.0,7.0,2014-02-06,2016-10-24,2016-09-19,10467,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",347 EAST  204 STREET,6,3,3,7.0,4.0,5,1.4,0.8,35,991,1,"347 EAST  204 STREET, NY",,
41263122,6.0,2.0,2014-06-11,2017-01-19,2015-12-11,10036,MANHATTAN,Café/Coffee/Tea,20 WEST   44 STREET,5,1,1,5.0,1.0,4,1.25,0.25,405,953,0,"20 WEST   44 STREET, NY",,
41263568,8.0,13.0,2014-05-14,2017-01-10,2016-12-15,11360,QUEENS,American,21297 26 AVENUE,9,1,1,7.0,12.0,8,0.875,1.5,26,972,0,"21297 26 AVENUE, NY",,
41263738,18.0,16.0,2014-01-09,2016-11-01,2016-10-03,10468,BRONX,Mexican,2620 JEROME AVENUE,8,3,3,15.0,13.0,7,2.14285714286,1.85714285714,29,1027,1,"2620 JEROME AVENUE, NY",40.588598735,-73.9468316637
41264071,16.0,14.0,2014-02-25,2017-02-16,2016-12-20,10009,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",210 EAST    3 STREET,9,1,1,15.0,13.0,8,1.875,1.625,58,1087,0,"210 EAST    3 STREET, NY",,
41264485,5.0,5.0,2013-07-10,2016-04-21,2015-06-03,11204,BROOKLYN,Donuts,6309 18 AVENUE,4,2,1,3.0,4.0,3,1.0,1.33333333333,323,1016,1,"6309 18 AVENUE, NY",,
41265421,4.0,9.0,2014-06-14,2016-07-05,2016-06-01,11360,QUEENS,American,21714 24 AVENUE,4,1,2,3.0,7.0,3,1.0,2.33333333333,34,752,0,"21714 24 AVENUE, NY",,
41265462,12.0,4.0,2014-02-21,2016-04-13,2015-03-23,10036,MANHATTAN,French,120 WEST   44 STREET,6,2,1,10.0,3.0,5,2.0,0.6,387,782,1,"120 WEST   44 STREET, NY",,
41265511,2.0,4.0,2014-11-06,2017-01-12,2015-10-19,10027,MANHATTAN,Seafood,511 WEST  125 STREET,3,1,2,1.0,2.0,2,0.5,1.0,451,798,0,"511 WEST  125 STREET, NY",,
41265902,7.0,5.0,2015-04-29,2016-10-19,2016-06-07,10471,BRONX,American,0 VAM CORTLANDT PARK SOUTH,4,1,2,6.0,3.0,3,2.0,1.0,134,539,0,"0 VAM CORTLANDT PARK SOUTH, NY",,
41266356,1.0,3.0,2014-01-29,2016-04-20,2015-02-13,11222,BROOKLYN,American,43 FRANKLIN STREET,3,1,1,0.0,2.0,2,0.0,1.0,432,812,0,"43 FRANKLIN STREET, NY",40.7267521,-73.9574758477
41267359,42.0,26.0,2014-03-27,2017-03-20,2017-03-16,10001,MANHATTAN,Korean,35 WEST   35 STREET,14,6,1,36.0,25.0,13,2.76923076923,1.92307692308,4,1089,1,"35 WEST   35 STREET, NY",,
41267394,17.0,20.0,2013-12-12,2016-10-25,2016-09-07,11220,BROOKLYN,Chinese,5721 8 AVENUE,9,1,2,16.0,18.0,8,2.0,2.25,48,1048,0,"5721 8 AVENUE, NY",,
41267566,13.0,5.0,2014-03-24,2016-09-07,2016-08-23,10013,MANHATTAN,American,71 NORTH MOORE STREET,8,1,1,12.0,4.0,7,1.71428571429,0.571428571429,15,898,0,"71 NORTH MOORE STREET, NY",40.7201805,-74.0099069
41267664,2.0,2.0,2013-05-06,2016-04-28,2015-04-28,10019,MANHATTAN,American,405 WEST   55 STREET,4,1,1,1.0,1.0,3,0.333333333333,0.333333333333,366,1088,0,"405 WEST   55 STREET, NY",,
41267879,2.0,3.0,2013-08-16,2016-05-25,2014-08-28,10069,MANHATTAN,American,PIER I WEST 70 STREET,3,1,1,1.0,2.0,2,0.5,1.0,636,1013,0,"PIER I WEST 70 STREET, NY",,
41267952,18.0,7.0,2014-02-18,2017-02-03,2016-12-06,11220,BROOKLYN,Chinese,5324 8 AVENUE,9,1,1,17.0,6.0,8,2.125,0.75,59,1081,0,"5324 8 AVENUE, NY",,
41268000,5.0,2.0,2015-02-21,2017-03-11,2015-11-07,11249,BROOKLYN,American,200 NORTH   14 STREET,4,1,1,4.0,1.0,3,1.33333333333,0.333333333333,490,749,0,"200 NORTH   14 STREET, NY",,
41268327,3.0,4.0,2014-07-31,2016-09-02,2015-07-10,10035,MANHATTAN,American,12 EAST  125 STREET,3,1,1,2.0,3.0,2,1.0,1.5,420,764,0,"12 EAST  125 STREET, NY",,
41269387,13.0,16.0,2014-04-02,2017-02-24,2016-09-08,10018,MANHATTAN,Donuts,265 WEST   37 STREET,10,1,2,12.0,14.0,9,1.33333333333,1.55555555556,169,1059,0,"265 WEST   37 STREET, NY",,
41269559,16.0,7.0,2013-11-19,2016-08-30,2016-03-29,10003,MANHATTAN,Indian,224 EAST   10 STREET,8,1,1,15.0,6.0,7,2.14285714286,0.857142857143,154,1015,0,"224 EAST   10 STREET, NY",,
41269706,14.0,11.0,2013-12-07,2016-09-15,2016-02-08,11377,QUEENS,Mexican,4755 46 STREET,8,1,1,13.0,10.0,7,1.85714285714,1.42857142857,220,1013,0,"4755 46 STREET, NY",,
41269723,3.0,5.0,2013-10-07,2016-09-26,2015-09-16,10001,MANHATTAN,Café/Coffee/Tea,151 WEST   34 STREET,4,1,1,2.0,4.0,3,0.666666666667,1.33333333333,376,1085,0,"151 WEST   34 STREET, NY",,
41269792,3.0,1.0,2015-01-15,2017-02-06,2016-01-25,11432,QUEENS,Bagels/Pretzels,8902 165 STREET,3,1,1,2.0,0.0,2,1.0,0.0,378,753,0,"8902 165 STREET, NY",,
41269825,14.0,11.0,2014-06-03,2017-03-11,2017-02-16,10011,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",401 WEST   24 STREET,8,1,2,13.0,9.0,7,1.85714285714,1.28571428571,23,1012,0,"401 WEST   24 STREET, NY",,
41270498,1.0,5.0,2013-12-27,2016-04-13,2015-01-02,10039,MANHATTAN,Café/Coffee/Tea,301 WEST  145 STREET,3,1,1,0.0,4.0,2,0.0,2.0,467,838,0,"301 WEST  145 STREET, NY",,
41270891,10.0,4.0,2014-05-07,2017-01-09,2016-12-06,10019,MANHATTAN,American,71 WEST   55 STREET,6,1,2,9.0,2.0,5,1.8,0.4,34,978,0,"71 WEST   55 STREET, NY",,
41271039,17.0,10.0,2014-05-13,2017-03-02,2016-02-10,11694,QUEENS,American,222 BEACH 116 STREET,10,2,1,15.0,9.0,9,1.66666666667,1.0,386,1024,1,"222 BEACH 116 STREET, NY",,
41271202,6.0,5.0,2014-02-10,2016-07-19,2015-07-01,11372,QUEENS,Café/Coffee/Tea,3557 77 STREET,5,1,3,5.0,2.0,4,1.25,0.5,384,890,0,"3557 77 STREET, NY",,
41271342,10.0,11.0,2014-03-05,2016-03-11,2015-03-09,11106,QUEENS,American,3001 35 AVENUE,6,1,2,9.0,9.0,5,1.8,1.8,368,737,0,"3001 35 AVENUE, NY",,
41271359,21.0,8.0,2013-10-07,2016-08-17,2016-07-11,11220,BROOKLYN,Pizza/Italian,4901 8 AVENUE,9,1,1,20.0,7.0,8,2.5,0.875,37,1045,0,"4901 8 AVENUE, NY",,
41271436,19.0,12.0,2014-02-03,2016-10-07,2015-04-03,10017,MANHATTAN,Japanese,131 EAST 45 STREET,7,1,1,18.0,11.0,6,3.0,1.83333333333,553,977,0,"131 EAST 45 STREET, NY",,
41271454,23.0,12.0,2014-04-23,2016-11-14,2016-09-26,10017,MANHATTAN,Japanese,11 EAST 47 STREET,10,1,1,22.0,11.0,9,2.44444444444,1.22222222222,49,936,0,"11 EAST 47 STREET, NY",,
41271483,9.0,5.0,2014-04-02,2016-04-06,2015-01-13,10019,MANHATTAN,Japanese,4345 WEST 55 STREET,4,2,1,7.0,4.0,3,2.33333333333,1.33333333333,449,735,1,"4345 WEST 55 STREET, NY",,
41271988,16.0,8.0,2014-03-05,2016-08-12,2016-02-29,11101,QUEENS,Spanish,4120 34 AVENUE,8,2,1,14.0,7.0,7,2.0,1.0,165,891,1,"4120 34 AVENUE, NY",,
41272820,12.0,9.0,2014-05-01,2017-03-30,2016-09-14,10028,MANHATTAN,Sandwiches,1661 1 AVENUE,8,2,1,10.0,8.0,7,1.42857142857,1.14285714286,197,1064,1,"1661 1 AVENUE, NY",,
41272855,13.0,8.0,2014-07-25,2016-08-09,2016-03-17,10014,MANHATTAN,American,181 WEST   10 STREET,6,3,1,10.0,7.0,5,2.0,1.4,145,746,1,"181 WEST   10 STREET, NY",,
41272891,25.0,14.0,2014-03-03,2017-01-20,2016-12-20,10018,MANHATTAN,Indian,49 WEST   39 STREET,12,1,1,24.0,13.0,11,2.18181818182,1.18181818182,31,1054,0,"49 WEST   39 STREET, NY",,
41273068,28.0,14.0,2014-02-12,2016-11-09,2016-10-04,10036,MANHATTAN,Salads,18 WEST   45 STREET,12,3,2,25.0,12.0,11,2.27272727273,1.09090909091,36,1001,1,"18 WEST   45 STREET, NY",,
41273383,13.0,10.0,2014-05-24,2017-03-08,2016-08-24,11214,BROOKLYN,Pizza/Italian,8509 20 AVENUE,11,1,1,12.0,9.0,10,1.2,0.9,196,1019,0,"8509 20 AVENUE, NY",,
41273696,4.0,4.0,2014-03-17,2017-02-16,2016-02-24,10011,MANHATTAN,American,109 WEST   14 STREET,4,1,2,3.0,2.0,3,1.0,0.666666666667,358,1067,0,"109 WEST   14 STREET, NY",,
41275275,15.0,8.0,2013-11-26,2016-09-28,2015-09-09,10003,MANHATTAN,American,29 EAST    3 STREET,9,1,1,14.0,7.0,8,1.75,0.875,385,1037,0,"29 EAST    3 STREET, NY",,
41276395,9.0,9.0,2014-02-13,2017-02-08,2016-06-13,10463,BRONX,Pizza,232 WEST  231 STREET,9,1,2,8.0,7.0,8,1.0,0.875,240,1091,0,"232 WEST  231 STREET, NY",,
41276492,9.0,6.0,2014-01-29,2016-07-13,2015-07-07,11377,QUEENS,Café/Coffee/Tea,3908 64 STREET,5,2,1,7.0,5.0,4,1.75,1.25,372,896,1,"3908 64 STREET, NY",,
41276535,3.0,2.0,2014-11-21,2016-12-19,2015-12-03,10001,MANHATTAN,American,22 WEST   34 STREET,3,1,1,2.0,1.0,2,1.0,0.5,382,759,0,"22 WEST   34 STREET, NY",,
41276672,3.0,7.0,2014-11-20,2017-01-31,2016-01-07,10018,MANHATTAN,Australian,20 WEST 38 STREET,3,1,2,2.0,5.0,2,1.0,2.5,390,803,0,"20 WEST 38 STREET, NY",,
41277461,19.0,14.0,2014-09-16,2017-04-07,2017-02-27,10456,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",211 EAST  167 STREET,9,2,1,17.0,13.0,8,2.125,1.625,39,934,1,"211 EAST  167 STREET, NY",,
41277859,3.0,2.0,2013-06-12,2016-04-27,2015-04-22,11422,QUEENS,Café/Coffee/Tea,58 JFK INTL AIRPORT,4,1,1,2.0,1.0,3,0.666666666667,0.333333333333,371,1050,0,"58 JFK INTL AIRPORT, NY",,
41278212,4.0,6.0,2013-10-30,2016-04-19,2015-04-23,10019,MANHATTAN,Russian,150 WEST   57 STREET,5,1,2,3.0,4.0,4,0.75,1.0,362,902,0,"150 WEST   57 STREET, NY",,
41278735,8.0,5.0,2015-02-24,2017-03-08,2016-12-20,10003,MANHATTAN,Tapas,345 EAST   12 STREET,5,1,1,7.0,4.0,4,1.75,1.0,78,743,0,"345 EAST   12 STREET, NY",,
41278931,6.0,3.0,2014-03-13,2016-06-29,2015-11-19,11229,BROOKLYN,Japanese,2106 EAST   19 STREET,6,1,1,5.0,2.0,5,1.0,0.4,223,839,0,"2106 EAST   19 STREET, NY",,
41279460,8.0,13.0,2013-05-28,2016-05-04,2015-06-16,10128,MANHATTAN,Jewish/Kosher,50 EAST   87 STREET,7,1,1,7.0,12.0,6,1.16666666667,2.0,323,1072,0,"50 EAST   87 STREET, NY",,
41279509,13.0,4.0,2014-03-04,2017-02-23,2016-01-08,10011,MANHATTAN,American,121 WEST   10 STREET,6,2,1,11.0,3.0,5,2.2,0.6,412,1087,1,"121 WEST   10 STREET, NY",,
41279788,10.0,7.0,2014-05-30,2016-07-11,2016-01-22,10022,MANHATTAN,Café/Coffee/Tea,230 EAST 51 STREET,6,1,2,9.0,5.0,5,1.8,1.0,171,773,0,"230 EAST 51 STREET, NY",,
41280104,23.0,6.0,2014-04-03,2017-03-28,2016-01-07,10458,BRONX,Chinese,694 EAST  187 STREET,10,4,1,19.0,5.0,9,2.11111111111,0.555555555556,446,1090,1,"694 EAST  187 STREET, NY",,
41280267,7.0,7.0,2013-10-21,2016-10-11,2016-09-06,10003,MANHATTAN,Café/Coffee/Tea,136 EAST   13 STREET,8,1,2,6.0,5.0,7,0.857142857143,0.714285714286,35,1086,0,"136 EAST   13 STREET, NY",,
41280792,37.0,15.0,2013-11-23,2016-09-21,2016-08-17,10019,MANHATTAN,American,25 WEST   51 STREET,13,4,1,33.0,14.0,12,2.75,1.16666666667,35,1033,1,"25 WEST   51 STREET, NY",,
41283112,18.0,14.0,2013-09-05,2016-06-02,2015-11-12,11377,QUEENS,Spanish,4761 47 STREET,10,1,1,17.0,13.0,9,1.88888888889,1.44444444444,203,1001,0,"4761 47 STREET, NY",,
41283156,10.0,8.0,2014-05-09,2017-01-17,2016-05-25,10025,MANHATTAN,Spanish,201 WEST   95 STREET,5,3,2,7.0,6.0,4,1.75,1.5,237,984,1,"201 WEST   95 STREET, NY",,
41284555,19.0,13.0,2013-10-24,2016-10-20,2015-10-13,11211,BROOKLYN,American,577 UNION AVENUE,10,1,2,18.0,11.0,9,2.0,1.22222222222,373,1092,0,"577 UNION AVENUE, NY",40.7176948,-73.952457879
41284638,3.0,3.0,2014-12-26,2017-04-06,2016-01-29,10035,MANHATTAN,Hamburgers,145 EAST  125 STREET,3,1,1,2.0,2.0,2,1.0,1.0,433,832,0,"145 EAST  125 STREET, NY",,
41285514,7.0,7.0,2014-01-16,2016-12-27,2015-12-03,10023,MANHATTAN,Bakery,176 WEST   72 STREET,6,1,2,6.0,5.0,5,1.2,1.0,390,1076,0,"176 WEST   72 STREET, NY",,
41286241,9.0,12.0,2014-01-08,2017-01-03,2016-06-24,11211,BROOKLYN,Café/Coffee/Tea,116 HAVEMEYER STREET,8,1,1,8.0,11.0,7,1.14285714286,1.57142857143,193,1091,0,"116 HAVEMEYER STREET, NY",40.7126734,-73.957008
41286260,22.0,7.0,2013-11-21,2016-05-31,2015-11-17,11238,BROOKLYN,Middle Eastern,594 VANDERBILT AVENUE,11,1,1,21.0,6.0,10,2.1,0.6,196,922,0,"594 VANDERBILT AVENUE, NY",40.67871945,-73.9687673537
41286440,7.0,3.0,2014-06-12,2017-02-02,2016-11-28,11211,BROOKLYN,German,113 NORTH 3 STREET,6,1,1,6.0,2.0,5,1.2,0.4,66,966,0,"113 NORTH 3 STREET, NY",,
41286452,10.0,4.0,2014-02-18,2016-12-21,2016-11-10,10002,MANHATTAN,Eastern European,79 ORCHARD STREET,6,1,1,9.0,3.0,5,1.8,0.6,41,1037,0,"79 ORCHARD STREET, NY",40.7177782,-73.9905278
41286996,14.0,11.0,2014-01-29,2017-01-04,2016-11-07,11436,QUEENS,American,14402 135 AVENUE,8,2,2,12.0,9.0,7,1.71428571429,1.28571428571,58,1071,1,"14402 135 AVENUE, NY",,
41287253,7.0,4.0,2014-02-14,2016-08-22,2016-02-22,10011,MANHATTAN,American,241 WEST   14 STREET,5,1,1,6.0,3.0,4,1.5,0.75,182,920,0,"241 WEST   14 STREET, NY",,
41287495,7.0,11.0,2014-05-09,2017-02-16,2016-01-28,11226,BROOKLYN,Caribbean,1640 NOSTRAND AVENUE,6,1,3,6.0,8.0,5,1.2,1.6,385,1014,0,"1640 NOSTRAND AVENUE, NY",40.6459902,-73.9493011299
41288500,14.0,8.0,2014-04-25,2016-09-21,2016-07-21,10019,MANHATTAN,Italian,501 WEST 51 STREET,8,1,1,13.0,7.0,7,1.85714285714,1.0,62,880,0,"501 WEST 51 STREET, NY",,
41288582,11.0,13.0,2014-02-26,2017-02-21,2016-01-07,10455,BRONX,Mexican,653 MELROSE AVENUE,9,2,1,9.0,12.0,8,1.125,1.5,411,1091,1,"653 MELROSE AVENUE, NY",40.81858,-73.9167465
41288739,6.0,6.0,2014-05-30,2016-06-15,2015-05-13,10019,MANHATTAN,American,610 WEST   56 STREET,5,1,1,5.0,5.0,4,1.25,1.25,399,747,0,"610 WEST   56 STREET, NY",,
41288962,3.0,2.0,2014-03-03,2016-03-14,2015-02-09,10040,MANHATTAN,Pizza,1611 ST NICHOLAS AVENUE,3,1,1,2.0,1.0,2,1.0,0.5,399,742,0,"1611 ST NICHOLAS AVENUE, NY",40.8554181,-73.9295675
41289258,9.0,8.0,2013-05-17,2016-05-02,2015-02-23,10036,MANHATTAN,Mexican,608 9 AVENUE,6,2,1,7.0,7.0,5,1.4,1.4,434,1081,1,"608 9 AVENUE, NY",40.588997,-73.9638976667
41289273,19.0,6.0,2014-02-03,2016-10-27,2016-09-29,10024,MANHATTAN,American,2393 BROADWAY,12,2,1,17.0,5.0,11,1.54545454545,0.454545454545,28,997,1,"2393 BROADWAY, NY",40.7894998,-73.9758679
41289305,3.0,6.0,2013-12-26,2016-11-03,2015-01-29,11219,BROOKLYN,Bagels/Pretzels,4305 14 AVENUE,3,1,2,2.0,4.0,2,1.0,2.0,644,1043,0,"4305 14 AVENUE, NY",40.586712,-73.9853309
41289382,51.0,29.0,2014-06-09,2017-03-07,2017-02-11,11354,QUEENS,Chinese,13628 39 AVENUE,14,5,2,46.0,27.0,13,3.53846153846,2.07692307692,24,1002,1,"13628 39 AVENUE, NY",,
41289885,32.0,10.0,2013-11-25,2016-10-05,2016-09-15,10029,MANHATTAN,Chinese,163 EAST  116 STREET,9,2,1,30.0,9.0,8,3.75,1.125,20,1045,1,"163 EAST  116 STREET, NY",,
41290186,6.0,11.0,2013-12-26,2016-10-25,2016-06-17,11375,QUEENS,Donuts,6366 108 STREET,7,1,1,5.0,10.0,6,0.833333333333,1.66666666667,130,1034,0,"6366 108 STREET, NY",,
41290437,21.0,10.0,2013-06-04,2016-05-25,2015-11-04,10451,BRONX,Mexican,605 COURTLANDT AVENUE,12,1,2,20.0,8.0,11,1.81818181818,0.727272727273,203,1086,0,"605 COURTLANDT AVENUE, NY",,
41290515,24.0,9.0,2014-06-07,2016-10-27,2016-09-27,11237,BROOKLYN,Spanish,296 KNICKERBOCKER AVENUE,9,2,3,22.0,6.0,8,2.75,0.75,30,873,1,"296 KNICKERBOCKER AVENUE, NY",40.70165545,-73.9237664502
41290548,3.0,5.0,2013-10-30,2016-04-04,2015-04-13,10010,MANHATTAN,Café/Coffee/Tea,14 WEST 23 STREET,5,2,2,1.0,3.0,4,0.25,0.75,357,887,1,"14 WEST 23 STREET, NY",,
41290590,4.0,3.0,2014-12-02,2016-12-19,2015-11-20,10001,MANHATTAN,Café/Coffee/Tea,151 WEST   34 STREET,3,2,1,2.0,2.0,2,1.0,1.0,395,748,1,"151 WEST   34 STREET, NY",,
41291373,6.0,7.0,2014-06-21,2016-12-10,2015-11-23,11215,BROOKLYN,American,676 5 AVENUE,5,1,1,5.0,6.0,4,1.25,1.5,383,903,0,"676 5 AVENUE, NY",40.5891192222,-73.9627735556
41291603,13.0,8.0,2014-05-27,2016-10-12,2016-09-16,11361,QUEENS,American,21416 41 AVENUE,8,1,1,12.0,7.0,7,1.71428571429,1.0,26,869,0,"21416 41 AVENUE, NY",,
41291758,13.0,12.0,2013-09-11,2016-05-26,2016-01-26,10452,BRONX,Sandwiches,55 EAST  167 STREET,10,1,2,12.0,10.0,9,1.33333333333,1.11111111111,121,988,0,"55 EAST  167 STREET, NY",,
41291910,2.0,7.0,2013-09-24,2016-07-20,2015-12-15,10019,MANHATTAN,Hamburgers,43 WEST   55 STREET,5,1,1,1.0,6.0,4,0.25,1.5,218,1030,0,"43 WEST   55 STREET, NY",,
41292268,27.0,18.0,2014-07-10,2017-04-04,2016-09-29,11220,BROOKLYN,"Juice, Smoothies, Fruit Salads",4823 8 AVENUE,14,3,3,24.0,15.0,13,1.84615384615,1.15384615385,187,999,1,"4823 8 AVENUE, NY",,
41293446,16.0,8.0,2013-12-11,2016-11-02,2016-03-01,10003,MANHATTAN,Italian,39 EAST   19 STREET,8,2,1,14.0,7.0,7,2.0,1.0,246,1057,1,"39 EAST   19 STREET, NY",,
41293480,7.0,4.0,2014-05-22,2016-12-13,2016-05-04,11368,QUEENS,Pizza,5123 108 STREET,5,2,1,5.0,3.0,4,1.25,0.75,223,936,1,"5123 108 STREET, NY",,
41293502,9.0,15.0,2013-11-07,2016-07-13,2016-01-12,11373,QUEENS,Chinese,8306 GRAND AVENUE,8,1,3,8.0,12.0,7,1.14285714286,1.71428571429,183,979,0,"8306 GRAND AVENUE, NY",40.761786,-73.5178619
41293514,9.0,7.0,2014-02-19,2016-10-18,2015-08-13,11423,QUEENS,American,9359 183 STREET,5,1,2,8.0,5.0,4,2.0,1.25,432,972,0,"9359 183 STREET, NY",,
41294017,16.0,19.0,2014-05-06,2017-02-23,2016-12-13,10028,MANHATTAN,American,1596 1598 2ND  AVENUE,10,1,2,15.0,17.0,9,1.66666666667,1.88888888889,72,1024,0,"1596 1598 2ND  AVENUE, NY",40.775723,-73.953188
41294647,15.0,8.0,2013-05-20,2016-02-09,2015-06-16,10016,MANHATTAN,Peruvian,210 EAST   34 STREET,8,1,1,14.0,7.0,7,2.0,1.0,238,995,0,"210 EAST   34 STREET, NY",,
