3-day humidity,3-day temp
48,42.33333333
48.33333333,36.33333333
57,74.66666667
69.33333333,35
53.33333333,38.66666667
53.66666667,78.66666667
63,46.66666667
71,44.66666667
55.33333333,60.66666667
40.66666667,63.66666667
66.33333333,75.33333333
52,37.66666667
74,41
75,84.33333333
39.33333333,41.33333333
62,53.66666667
60.66666667,46.66666667
48.33333333,49
68.66666667,36.33333333
69,50.33333333
57,65
60.33333333,35
48.33333333,28.66666667
71,44.66666667
88.66666667,43.66666667
50.33333333,56
54,38.66666667
58,74.33333333
69,75.33333333
45,55
64,53.33333333
54,38.66666667
53,37
54.66666667,62
59.66666667,82.66666667
69.5,62.33333333
55.33333333,43
64,53.33333333
68.66666667,77.33333333
72,70.33333333
67.66666667,56.66666667
69.33333333,70
90.66666667,53.33333333
42.33333333,39
57.33333333,40.33333333
75.33333333,66.66666667
61.66666667,57.33333333
53.33333333,60.66666667
59.66666667,47
62.33333333,45.33333333
47.66666667,45
59,47
61.66666667,79.66666667
71,44
77.66666667,34.33333333
76.33333333,38
89.66666667,41
59,46.66666667
55,80.66666667
58.66666667,45.33333333
61.66666667,44
64,53.33333333
73.66666667,64
71,44
49.66666667,55.66666667
50,50.66666667
81,48
50.66666667,48
47.33333333,50.33333333
65.33333333,47.66666667
74,41
53.66666667,43
76.66666667,76.66666667
56,28.66666667
65.66666667,45.66666667
64,53.33333333
57.33333333,85
79,47
59.66666667,45
,62.33333333
66.66666667,45.66666667
48.33333333,49
79.33333333,41.33333333
50,45
51.66666667,39.33333333
56,73
84.33333333,76.33333333
59.66666667,44.33333333
55.66666667,64
74.66666667,74.66666667
54,56.66666667
54,38
62,53.66666667
43.66666667,60.33333333
57.33333333,40.33333333
84.33333333,52.66666667
34.33333333,62.33333333
66.66666667,37
70,64.66666667
45,55
60.66666667,45
56.66666667,48.33333333
53.66666667,47.33333333
82,63.66666667
71,44
57.33333333,85
71,42.66666667
73.66666667,69.33333333
81.33333333,62.66666667
53,47
54,36.66666667
35,40.33333333
49,55.66666667
66.66666667,53
60.66666667,34.33333333
62,83
40.66666667,63.66666667
58.33333333,46
77.66666667,52.66666667
55.33333333,78.33333333
57.33333333,27.33333333
67.66666667,46.66666667
69.66666667,65.66666667
89.66666667,41
40,49
53.66666667,51.66666667
55.33333333,52
53,46
63,42.33333333
61.33333333,39
66,86.66666667
70.33333333,82.33333333
54,38.66666667
68.33333333,53
55,49.33333333
53.66666667,79.33333333
61.66666667,69.66666667
69,40.33333333
67.33333333,29.66666667
53.66666667,51.66666667
70.66666667,37.66666667
52,73
59.33333333,43.33333333
47.33333333,52
47,36.66666667
66.66666667,46.66666667
65.33333333,63.33333333
59.66666667,51
,61.33333333
77,42
79,47
66,72
62,53.66666667
56.33333333,40.66666667
53.33333333,53.66666667
41.33333333,25.33333333
71,43
70.33333333,76.66666667
53.66666667,47.33333333
57,21
70,35.66666667
55,80.66666667
65.66666667,47.33333333
50,40.33333333
67.33333333,29.66666667
73.33333333,42.66666667
45,46.33333333
48.33333333,51.33333333
35,40.33333333
51.66666667,50
66.33333333,73.66666667
80,49.33333333
64.33333333,83.66666667
45,46.33333333
53.33333333,52
78.66666667,55
62.33333333,39
53.66666667,85.33333333
82,69
60.66666667,46.66666667
63,33.33333333
55.33333333,57.33333333
65.66666667,73.66666667
28.66666667,61.33333333
52.66666667,36.33333333
68,63
59.66666667,53
53.33333333,44.66666667
47,36.66666667
65,33.66666667
66.66666667,34.66666667
58.33333333,49
52.66666667,77
61.66666667,82.66666667
52.33333333,82.66666667
43.33333333,50
63.33333333,36
80,42.33333333
75.33333333,63.33333333
68.66666667,58.33333333
66.66666667,37
46.66666667,60.33333333
48.33333333,36.33333333
52,53
62.33333333,45
65.33333333,26.33333333
55.66666667,51.66666667
54,67
36.66666667,46.33333333
72,74
43,54.33333333
67.33333333,46.66666667
79.33333333,43.66666667
58.66666667,49.33333333
56.33333333,75.66666667
84.66666667,77.33333333
47,36.66666667
54.66666667,49
57,44.66666667
66.66666667,46.66666667
61.66666667,44.66666667
71,44
70.66666667,67
77.33333333,42
45,46.33333333
82,61.66666667
,61.66666667
55.33333333,39.33333333
59.66666667,44.33333333
60.33333333,77.33333333
53,37
54,49.33333333
69,63.66666667
54.33333333,36.33333333
88.66666667,43.66666667
61,36.33333333
35,43.66666667
68,80
84.33333333,52.66666667
71.66666667,67.33333333
39.33333333,44.66666667
43.66666667,60.33333333
62.33333333,74.66666667
55.33333333,43
59.33333333,68
57,37.33333333
69.66666667,50.33333333
61.66666667,78.33333333
54.66666667,76
58.33333333,79
53,52.33333333
55,49.33333333
53,46
48,64.33333333
60.33333333,48.66666667
81.33333333,62.66666667
34,63.33333333
80.33333333,66.33333333
66,76.66666667
67.33333333,46.66666667
64.33333333,83.33333333
64,53.33333333
67.33333333,57.33333333
48,56.33333333
66.66666667,45.66666667
75.33333333,49.33333333
70.33333333,39.33333333
73.66666667,52
53,52.33333333
,63.33333333
69.66666667,84.33333333
67,52
55.33333333,57.33333333
44.33333333,37.66666667
62,84
48,41.66666667
48,41.66666667
61.33333333,56
65.66666667,54
54.66666667,49
46.66666667,71.33333333
52.33333333,53.33333333
60.33333333,75.66666667
53,53.33333333
76.66666667,44.66666667
70.33333333,42.66666667
53.66666667,47.33333333
49.33333333,76.33333333
48.33333333,36.33333333
59,44
88,53
51,58.66666667
65.33333333,76
43.33333333,50
57,29.33333333
68.33333333,52.33333333
53,62
62.33333333,74.66666667
73,66
73.66666667,64
53.33333333,65.33333333
62,78.33333333
60.33333333,35.66666667
81.66666667,51.66666667
76.66666667,76.66666667
66,79.66666667
51,78.33333333
44.66666667,37
53.66666667,76
51.66666667,65
75,55
55.33333333,57.33333333
72,70.33333333
63,33.33333333
57,38.33333333
73.66666667,42.66666667
58.33333333,43
59.33333333,36
49.33333333,76.33333333
56,50.33333333
76.33333333,46
51,59
73.33333333,73.66666667
74.66666667,35.66666667
57,53.66666667
55.66666667,49.33333333
56.66666667,30
55.66666667,52
67.66666667,46.66666667
80.33333333,66.33333333
42,51.66666667
68,79
55.33333333,57.33333333
47.66666667,65.66666667
58.66666667,47.33333333
50.33333333,82.66666667
77.33333333,74.33333333
64,53.33333333
71.66666667,46
87.66666667,44.66666667
63.66666667,40.33333333
75,43.66666667
64.33333333,53.33333333
77.33333333,51
46.33333333,69.33333333
68.33333333,55
57.33333333,37.66666667
72.66666667,43.33333333
61,81
61.66666667,66
59.66666667,47
77.66666667,46.33333333
70.33333333,76.66666667
69.66666667,44.66666667
58.33333333,42.33333333
43.66666667,51
54.33333333,75.33333333
86,52.66666667
68.66666667,53.66666667
42,49
50.66666667,52
71.33333333,33
,59
62,74.33333333
55.33333333,52
69.66666667,44
59.33333333,73.66666667
59.33333333,57
66,54.33333333
61.66666667,42.33333333
72.33333333,43.66666667
57.66666667,56.66666667
80.66666667,52
79.33333333,41.33333333
69.66666667,65.66666667
54,49.33333333
56.66666667,30
70.33333333,64.33333333
53,47
73.66666667,69.33333333
60,52.33333333
66,35.33333333
75,70.33333333
54.33333333,82
65.66666667,47.33333333
56.33333333,46.33333333
73.66666667,45
48.66666667,40
58.66666667,40.66666667
53.33333333,44.66666667
66,79.66666667
49,63
56.66666667,27
62,57.33333333
45.33333333,28.33333333
47.66666667,53.66666667
68.33333333,50.33333333
68,82.33333333
57,32.33333333
66,76.66666667
66,86.66666667
69.66666667,36
61.33333333,78.33333333
55,56
84.33333333,62.33333333
48.33333333,40
67,62.66666667
42.33333333,39
41.33333333,25.33333333
39.66666667,62
50.33333333,59.33333333
76.33333333,46
49.66666667,55.66666667
68,82.33333333
48,56.33333333
61.33333333,60.33333333
61.33333333,39
64,53.33333333
,59
85,50
65.66666667,43
64.33333333,75.66666667
47,36.66666667
53.33333333,37.66666667
65.66666667,76.66666667
60,74
66,86.66666667
64,78.66666667
50,40.33333333
32.66666667,28.66666667
63.33333333,55
43.66666667,52
67,64.66666667
69.33333333,48
60.33333333,77.33333333
67,28.66666667
36.66666667,43
56.66666667,58
61.66666667,53.66666667
62.66666667,83
74.66666667,43
61.66666667,74.66666667
45.33333333,49.66666667
42,51.66666667
34.33333333,63.66666667
64.66666667,84.33333333
48,47.33333333
65.33333333,78.33333333
59.33333333,43
57,73.66666667
58,47
34.33333333,63.66666667
58.33333333,43
68,78
74.33333333,75
57.33333333,27.33333333
40,47.33333333
64.66666667,40.66666667
65.66666667,73.66666667
70,35.66666667
46.33333333,48.66666667
64,56
51.33333333,50.66666667
61,55
49.33333333,41.66666667
81,74
47.66666667,65.66666667
51.33333333,51.66666667
45,46.33333333
66.33333333,75.33333333
68.33333333,50.33333333
59.33333333,57
69,69
45,46.33333333
35.66666667,30.33333333
87,42
64,50.33333333
53.66666667,41.33333333
53,46
46.33333333,48.66666667
79.66666667,76
53.66666667,41.33333333
66.33333333,48.66666667
68.66666667,77.33333333
84.33333333,76.33333333
76.33333333,38
68.66666667,81
68,47
71.33333333,33
65.66666667,45.66666667
74,41
59.33333333,40.66666667
61,60.66666667
43.33333333,50
,61.33333333
79.33333333,60.66666667
88,53
51,58.66666667
46,37.66666667
43.66666667,60.33333333
55,56
64.66666667,40.66666667
58.66666667,46.33333333
58,49.66666667
61,82.66666667
72.33333333,78.33333333
65,71.66666667
69.66666667,44
56.66666667,71.33333333
62,78.33333333
69,84.66666667
50,40.33333333
78.66666667,45.66666667
54,49.33333333
53.33333333,52
66,86.66666667
,59
58.33333333,46
72.66666667,43.33333333
59.66666667,44.33333333
58.66666667,49.33333333
64,65.33333333
79,47
54.33333333,78.66666667
52,63.33333333
82.66666667,50
55.33333333,36.66666667
58.66666667,37
40,45
64,53.33333333
51,34.33333333
57,61.33333333
80,66.33333333
61.33333333,39
64.66666667,40
57.33333333,72.66666667
72.66666667,43.33333333
43.66666667,62.66666667
39.33333333,62.66666667
69.66666667,44
66.66666667,34.66666667
60.66666667,87
78.66666667,45.66666667
56.33333333,56
61.33333333,56
46.33333333,48.66666667
44.33333333,59
77.33333333,51
54.33333333,66
57.33333333,37.66666667
60.66666667,64.33333333
77,42
46,70.33333333
61.66666667,53.33333333
34.33333333,60.66666667
40,34
72.33333333,78.33333333
54.66666667,46
58.33333333,58.66666667
51.33333333,50.66666667
55.33333333,60.66666667
63.33333333,84.66666667
62,56
76.33333333,38
59.66666667,45
48.33333333,51.33333333
71.66666667,77.33333333
69,50.33333333
65.33333333,81
57.33333333,40.33333333
48.66666667,61.66666667
55,49.33333333
66,38
58,78.33333333
66.66666667,44.33333333
62,83
66,76.66666667
67.33333333,29.66666667
58.33333333,25.66666667
88.66666667,43.66666667
59.66666667,53
44.33333333,37.66666667
47,36.66666667
55.66666667,52
61.66666667,69.66666667
,60.66666667
75,84.33333333
57.33333333,55.33333333
56.33333333,79.33333333
55.33333333,52
57,38.33333333
64.33333333,82.33333333
85,52
63,83.33333333
55,50
52,47.66666667
83.66666667,41.33333333
50.33333333,48.33333333
55.66666667,37
61.66666667,44.66666667
71.33333333,51
63,42.33333333
57.66666667,35.66666667
58.33333333,49
68.66666667,37
63.33333333,36.66666667
69.33333333,70
,61.33333333
58,53.66666667
51.66666667,65
62,39.66666667
49.66666667,33.5
56.33333333,56
66.33333333,63
74,41
65.33333333,81
57.33333333,81.33333333
60,46
58.33333333,25.66666667
60.33333333,79.66666667
73,74.66666667
36.66666667,44.66666667
71.33333333,33
54.33333333,78.66666667
48,56.33333333
57,51.66666667
35,40.33333333
60.66666667,64.33333333
63.66666667,74.33333333
66.66666667,34.66666667
69,40.33333333
42,49
62,74.33333333
47.66666667,48.33333333
54.66666667,60
60.33333333,48.66666667
65.66666667,73.66666667
62,53.33333333
69.5,62.33333333
44.33333333,59
53.66666667,43
45,46.33333333
55,56
71.66666667,44.66666667
52.33333333,57.66666667
59.66666667,79.33333333
56,41.33333333
73,66
36,39
48,46
66,74
70,65
36.66666667,43
75,84.33333333
44,31
74.66666667,38.33333333
48,46
45,46.33333333
81.66666667,50
81.66666667,46.66666667
49.66666667,53.66666667
58,47
58,63.33333333
71.33333333,79
55,67.33333333
69,40.33333333
60.33333333,49.66666667
79.33333333,43.66666667
66.33333333,57.66666667
79.33333333,43.66666667
89.66666667,41
70.33333333,42.66666667
67,40
54,33
58.66666667,41.66666667
67,40
51.33333333,50.66666667
58,74.33333333
55.33333333,57.33333333
63.33333333,61
59.33333333,43
80.66666667,41.33333333
67.33333333,49.33333333
67.33333333,29.66666667
42.66666667,50
77.66666667,34.33333333
49.33333333,76.33333333
56.66666667,58.33333333
48.33333333,49
53,47
60.66666667,36
67,83.33333333
58.33333333,82.66666667
72.66666667,46
72.66666667,70.33333333
69.33333333,81.66666667
50.33333333,56
81.33333333,
56.66666667,40.33333333
64.66666667,44
50.66666667,48
70.66666667,37.66666667
,61.66666667
66.66666667,47.33333333
34.33333333,63.66666667
62,74.33333333
58,60
68.66666667,45.33333333
66.33333333,37.66666667
64,50.33333333
73,35.66666667
72.33333333,70
57,61.33333333
87,42
58.66666667,76.33333333
48.33333333,49
70,35.66666667
63,36.33333333
53.33333333,38.66666667
,61.66666667
54,38
40,49
53,46
69,40.33333333
67,55.66666667
63,47.33333333
67.66666667,56.33333333
43.66666667,62.66666667
54.33333333,33
54,49.33333333
71.66666667,77.33333333
34,60.66666667
68,81.33333333
68.33333333,53
58.66666667,46.33333333
63,49
74.33333333,75
77.33333333,65.66666667
56.66666667,40.33333333
60.66666667,46.66666667
55,80.66666667
63.33333333,84.66666667
77.66666667,56.66666667
43,36.66666667
60.33333333,66
71,74
87.33333333,44.5
,59
54,67
52,73
54,38
69.33333333,39
48.33333333,36.33333333
67.66666667,81.33333333
72.33333333,50.66666667
77.66666667,52.66666667
64,56
65.66666667,38.66666667
86.33333333,52
41,64.33333333
43.66666667,60.33333333
79.66666667,78
84.33333333,76.33333333
81.33333333,
40,47.33333333
66.33333333,52
59.66666667,47
55,56
50.66666667,48
68,72.33333333
48.33333333,51.33333333
59.66666667,53
75.66666667,42.33333333
,60.66666667
66.66666667,47.33333333
39.33333333,41.33333333
68.66666667,37
70.33333333,50
77.66666667,56.66666667
57.66666667,52.66666667
65.33333333,26.33333333
85,41
56,50.33333333
39.33333333,44.66666667
54.33333333,86
72.66666667,76.66666667
81,48
51.66666667,51.33333333
61.66666667,57.33333333
63.33333333,36.66666667
55,80.66666667
36.66666667,43
72.33333333,50.66666667
59.66666667,54.66666667
70,77.66666667
85,43.66666667
68.33333333,76.66666667
80,49.33333333
70.33333333,82.33333333
65.33333333,71.66666667
88.66666667,52
50,21.66666667
59.66666667,45
79,64
87.66666667,44.66666667
56,50.33333333
53.66666667,71
84.33333333,67.66666667
65,38
43,31
79,60.33333333
76,51
72.33333333,53.66666667
77.66666667,46.33333333
,63.33333333
49,63
67.66666667,38
88,53
66,35.33333333
88.66666667,43.66666667
49.66666667,55.66666667
58,74.33333333
66,74
72.66666667,46
64,53.33333333
57,51.66666667
46,37.66666667
48.33333333,49
53,52.66666667
86.33333333,52
67.33333333,57.33333333
69.66666667,44
69,52.33333333
69,71.66666667
64.33333333,53.33333333
63,36.33333333
71,73.66666667
61.33333333,39
38.33333333,56.33333333
85,52
76.33333333,77.33333333
50,71
72,61.66666667
59.66666667,53
82,52.33333333
63,83.33333333
53.66666667,43
45,46.33333333
66.66666667,46.66666667
45.66666667,78.33333333
51.33333333,59
53.66666667,71
53.66666667,76
89.66666667,41
89.66666667,41
64,47.66666667
49,55.66666667
53.33333333,38.66666667
54.66666667,32
57.66666667,76
73.33333333,39
36.66666667,43
70.33333333,51
52.33333333,51.66666667
69,84.66666667
84.33333333,62.33333333
57.66666667,56.66666667
65.66666667,43.66666667
54.66666667,75.66666667
57.33333333,85
68.66666667,45.33333333
66.66666667,44
77.66666667,46.33333333
53,35
61.66666667,57.33333333
55,52.66666667
63.66666667,76.66666667
79,47
68.33333333,53
84.33333333,52.33333333
53.66666667,41.33333333
89.66666667,41
55.66666667,52
58,47
73.33333333,70
56.66666667,41.33333333
68.66666667,45.33333333
54,60.66666667
64,56
73.33333333,70
46.33333333,48.66666667
85,43.66666667
,59
50.66666667,46.66666667
65.66666667,43
56,50.33333333
40,49
55.66666667,52
59.33333333,77.33333333
51,59
58.33333333,46
67,28.66666667
60,74
53.66666667,47.33333333
80.33333333,52.66666667
75.66666667,78.66666667
80.33333333,40.33333333
61,39.33333333
64.66666667,84.33333333
73.66666667,64
51,41
49,63
72.33333333,50.66666667
70.33333333,50
50,47.66666667
61.66666667,53.33333333
60.33333333,48.66666667
71.66666667,77.33333333
48.33333333,49
72.33333333,43.66666667
54.66666667,32
64.66666667,76
56.33333333,40.66666667
58.33333333,56
66.33333333,52
76.66666667,63.66666667
89,51.33333333
57.33333333,30.66666667
54,56.66666667
53,47
51.33333333,51.66666667
80.33333333,66.33333333
76.33333333,38
61.66666667,66
58.33333333,79
69.33333333,81.66666667
76.66666667,76.66666667
58.66666667,46.33333333
62.33333333,43.33333333
54.33333333,82
52,53
88.66666667,52
62.33333333,36.66666667
,61.66666667
55.66666667,52
36,39
54,33
57,58
63.33333333,75.66666667
59.33333333,77.33333333
62.66666667,83
69.66666667,79
58,83
59.33333333,62.66666667
59,52.33333333
58.33333333,54
61.66666667,37.33333333
64,49
54.33333333,33
73.66666667,52
56,58.66666667
89.66666667,41
57,73.66666667
72.33333333,78.33333333
53.66666667,47.33333333
54.33333333,62.66666667
50,47.66666667
56.33333333,46.33333333
53,47
66.33333333,73.66666667
78,72.33333333
88.66666667,43.66666667
65.66666667,62.66666667
34.33333333,60.66666667
79.33333333,72
55.66666667,76.66666667
58.33333333,60.33333333
56.66666667,48.33333333
76.33333333,38
68.66666667,45.33333333
69,82
50,45
59,64.33333333
58.66666667,47.33333333
62.66666667,83
86,52.66666667
48.33333333,49
63.66666667,42
70,64.66666667
39.33333333,41.33333333
48,46
53,26.33333333
73,66.66666667
76,51
66,45.33333333
,60.66666667
65.66666667,55.33333333
59.66666667,36.33333333
48,56.33333333
71,74
65.66666667,43.66666667
58.33333333,46
43.66666667,62.66666667
64,53.33333333
53.33333333,44.66666667
65,74
73,35.66666667
59.33333333,71.66666667
69.66666667,36
71,36.66666667
50.66666667,48
60,85.33333333
70,65
47.33333333,52
52.66666667,51.66666667
59.66666667,52
56.33333333,75.66666667
36,39
,61.66666667
64.33333333,82.33333333
28.66666667,61.33333333
34,63.33333333
50.33333333,33.66666667
72.33333333,65
43.66666667,62.66666667
54,60.66666667
58,77.66666667
59,46.66666667
60,75.66666667
79.66666667,76
45,46.33333333
68,36.66666667
51,49.66666667
53,78
49.33333333,76.33333333
52.33333333,68.33333333
60.33333333,56
64.33333333,46.66666667
66.33333333,63
67.33333333,46.66666667
53.33333333,65.33333333
71.33333333,33
59.66666667,40
40.66666667,63.66666667
55.66666667,52
61.66666667,69.66666667
69,63.66666667
58,78.33333333
73,50.33333333
58,63.33333333
72.66666667,70.33333333
70.33333333,28
88.66666667,43.66666667
61.66666667,46.66666667
60.66666667,74.66666667
51,58.66666667
79.33333333,41.33333333
63,26.66666667
48,41.66666667
71,49
56.33333333,75.66666667
67.33333333,29.66666667
64.33333333,82.33333333
51.66666667,78.66666667
68,82.33333333
59.33333333,68
75.33333333,49.33333333
71.33333333,33
76.33333333,77.33333333
,61.66666667
63.33333333,55
60.66666667,56.33333333
52,53
61.66666667,49
65,75.33333333
74,73.33333333
61,36.33333333
82.33333333,76.66666667
65,38
67,79
48.33333333,49
55.66666667,51.66666667
38.33333333,63.66666667
53,47
80.33333333,66.33333333
60.66666667,87
47.66666667,53.66666667
69,84.66666667
67.66666667,51.33333333
48,54
61.66666667,37.33333333
53.33333333,52
53.66666667,51.66666667
75.66666667,72.33333333
80.66666667,52
66.66666667,61
75.33333333,66.66666667
62.33333333,82
28.66666667,61.33333333
63,83.33333333
58.33333333,46
81.33333333,
64.33333333,53.33333333
53,46
62.66666667,49.33333333
59.33333333,36
68.66666667,51.33333333
,60.66666667
47.33333333,44
55.66666667,53.33333333
63,78
56,50.33333333
57,29.33333333
44.33333333,36
73.66666667,69.33333333
38.33333333,56.33333333
57.66666667,58.33333333
82,52
68.66666667,37
53.66666667,23
48.33333333,72
56,45.33333333
72,74
58.33333333,25.66666667
77.66666667,52.66666667
49,36
76.66666667,63.66666667
47,36.66666667
52.33333333,51.66666667
56.66666667,27
79.33333333,77
73,43.66666667
49.66666667,56.66666667
71,78
59,52.33333333
53.66666667,73
58.33333333,42.33333333
65.66666667,41.66666667
67.66666667,56.33333333
59.33333333,25.33333333
64.33333333,46.66666667
57.33333333,37.66666667
67,28.66666667
49,63.33333333
68,72.66666667
42.66666667,50
56,47
75,43.66666667
47,36.66666667
44.33333333,36
71,36.66666667
42,51.66666667
62,78.33333333
66,79.66666667
72.66666667,55
56.66666667,38.33333333
53,47
48.33333333,36.33333333
50.33333333,33
50,21.66666667
73.33333333,70
60,39.66666667
71,81
75.33333333,66.66666667
76.33333333,77.33333333
56.33333333,56
46,50.33333333
54,40
53.33333333,53.66666667
68.33333333,76.66666667
50,47.66666667
69,40.33333333
57.33333333,74.66666667
57.33333333,27.33333333
51.66666667,50
61,81
58.33333333,80.66666667
67.66666667,63.66666667
63,33.33333333
65.66666667,55.33333333
57.66666667,52.66666667
40.66666667,60.66666667
59.33333333,41.33333333
64,47.66666667
74.66666667,44
56,50.33333333
58.33333333,82.66666667
72.66666667,43.33333333
62.66666667,62.66666667
62,68.33333333
49.66666667,48.66666667
68,81.66666667
61,39.33333333
69.66666667,44
82,63.66666667
43.66666667,62.66666667
57.33333333,56
74.33333333,45.33333333
64,46.66666667
50,71
43,34
59.66666667,40.66666667
66.66666667,61
58,63.33333333
71.33333333,75.66666667
65.33333333,26.33333333
48.66666667,72
43.66666667,40.33333333
50,40.33333333
39.33333333,56.66666667
55.66666667,53.33333333
58,47.66666667
53,52.66666667
82.66666667,50
59.66666667,56.33333333
27.66666667,63.33333333
57.33333333,40.66666667
71.33333333,51
67,67
49.66666667,33.33333333
78.66666667,55
69.33333333,39
61.66666667,44
48,42.33333333
61.66666667,49
66.33333333,63
63,37.33333333
46.66666667,60.33333333
49.66666667,33.5
35,40.33333333
58,74.33333333
58.33333333,73
61,60.66666667
53.66666667,76
69,40.33333333
69,50.33333333
57.66666667,35.66666667
70,65
71,49
48,47.33333333
71.33333333,51
45,29.66666667
49.66666667,55.66666667
58.33333333,43
76.66666667,44.66666667
62,57.33333333
58,78
53,26.33333333
53.33333333,38.66666667
63,42.33333333
48.33333333,36.33333333
54,60.66666667
42.66666667,50
66.66666667,35.66666667
55.33333333,43
56.66666667,58.33333333
83.33333333,53
64.33333333,82.33333333
46,37.33333333
56,28.66666667
67.33333333,46.66666667
48.33333333,40.33333333
,62.33333333
38.66666667,63
75,55
59,83.33333333
70.33333333,68.33333333
74,44
61.66666667,66
55,50
56,46
66,35.33333333
47.66666667,38
59.66666667,53
51,35
71.33333333,51
59.66666667,44.33333333
52.33333333,53.66666667
70,35.66666667
62.33333333,50.33333333
58,53.66666667
46,50.33333333
82,53
59.33333333,57
66.66666667,58.33333333
41,55
53,52.66666667
69,50.33333333
72.33333333,43.66666667
38.33333333,56.33333333
53.33333333,37.66666667
78,72.33333333
65.66666667,55.33333333
75.33333333,66.66666667
61.66666667,46.66666667
67.33333333,29.66666667
74.66666667,43
59,46.66666667
70.66666667,81.33333333
66.66666667,46.66666667
63,78
48,56.33333333
63,36.33333333
,63.33333333
53,47
53.33333333,60.66666667
61.66666667,37.33333333
57,38.33333333
67.66666667,81.33333333
77.66666667,52.66666667
54,60.66666667
55,49.33333333
64.33333333,53.33333333
48.33333333,36.33333333
60.33333333,35
58.33333333,73
80.66666667,74.66666667
70.33333333,28
80.33333333,66.33333333
72.33333333,50.66666667
51.33333333,50.66666667
65,55
88.66666667,43.66666667
90.66666667,53.33333333
63.33333333,34.66666667
60.66666667,34.33333333
54,33
39.33333333,62.66666667
77,42
39.66666667,62
54.33333333,34.33333333
43.33333333,50
60,57.66666667
68,46.66666667
54,30.66666667
80.66666667,41.33333333
62,74.33333333
55.66666667,52
57,58
69.33333333,70
47.66666667,38
51,73.66666667
71,44.66666667
58.33333333,58.66666667
48.33333333,40.33333333
73.33333333,39
43.66666667,69.66666667
76.33333333,38
51.33333333,50.66666667
63,49
87.66666667,44.66666667
59.33333333,75.66666667
60,75.66666667
51,73.66666667
34.33333333,62.33333333
59,81
48.33333333,33.33333333
61,39.33333333
56.33333333,63.66666667
34,60.66666667
74.66666667,43
34,60.66666667
74.66666667,43
50.33333333,40.66666667
61.66666667,49
65,72
55.66666667,24.66666667
61,39.33333333
59.66666667,52
54,57.33333333
47,53.66666667
51.33333333,51.66666667
75.66666667,40
64.66666667,44
61.66666667,35
54.33333333,78.66666667
70,64.66666667
59.33333333,89
44.33333333,59
58.33333333,73
55.66666667,52
49,57
51.66666667,36
77.66666667,46.33333333
80.33333333,41.33333333
64,47.66666667
68,72.33333333
49.33333333,41.66666667
87,42
45,59
71,44
65,47.33333333
78.66666667,45.66666667
49.66666667,81
53,46
74,73.33333333
63.33333333,30
59.66666667,52
53.33333333,59.33333333
36.66666667,43
60.66666667,87
65,73.66666667
60.66666667,64.33333333
45,29.66666667
61.33333333,55.33333333
71.66666667,44.66666667
55.66666667,68
58.33333333,37
65.66666667,71.66666667
40,45
78.66666667,45.66666667
48,47.33333333
54,56.66666667
66.66666667,45.66666667
51.33333333,50.66666667
69,71.66666667
60.33333333,44.66666667
80,43
57,82
57.66666667,81.66666667
63.33333333,75
87,45
58.33333333,58.66666667
53,52.66666667
62,83
45.33333333,41.66666667
56,45.33333333
74,64.33333333
76.33333333,77.33333333
84.33333333,76.33333333
54.33333333,75.33333333
72.66666667,66
72,76.33333333
62,38.66666667
64.33333333,46.66666667
72.66666667,43.33333333
81.66666667,46.66666667
52,51.66666667
71.33333333,51
54,57.33333333
28.66666667,61.33333333
39.33333333,44.66666667
75.33333333,36
54,38
53,72
81.66666667,46.66666667
60.66666667,28.33333333
69.66666667,65.66666667
69.5,62.33333333
52.33333333,57.66666667
65,50.66666667
70.33333333,82.33333333
64.66666667,37
67,34.33333333
86.33333333,44.66666667
69.66666667,58.66666667
59.33333333,68
52.33333333,82.66666667
70,80.33333333
51,58.66666667
58.66666667,73.33333333
48.33333333,28.66666667
42.33333333,39
61.33333333,39
61.33333333,81
77.66666667,56.66666667
85,43.66666667
59.66666667,45
66.66666667,52.33333333
35,41
54.66666667,49
71,73.33333333
48,35.66666667
49.33333333,49.33333333
55.66666667,52
62,68.33333333
45,49.66666667
62,83
54.33333333,75.33333333
42.33333333,39
62.66666667,48.66666667
,62.33333333
50.66666667,48
70,64.66666667
86,52.66666667
60.66666667,36
66.33333333,48.66666667
48,26.33333333
57,65
63.33333333,61
68.33333333,65.33333333
59.66666667,69.33333333
60.33333333,48.66666667
62,45.33333333
77.66666667,56.66666667
68.33333333,52.33333333
63,47.33333333
62.66666667,83
58.66666667,45.33333333
70,65
84.33333333,52.33333333
86,52.66666667
58,53.66666667
56,50.33333333
58,74.33333333
59,46.66666667
82.66666667,50
67,28.66666667
63.33333333,61
44.66666667,38
52.66666667,60
56,47.33333333
65.66666667,47.33333333
65,53.33333333
79.33333333,72
53.66666667,42.33333333
77.66666667,52.66666667
61,39.33333333
60,57.66666667
55,50
53.66666667,71
68.66666667,37
72.66666667,66
76.33333333,38
53.33333333,53.66666667
65.33333333,76.33333333
68,82.33333333
60.66666667,46.66666667
76.33333333,76.33333333
48.66666667,53.66666667
,61.66666667
52,37.66666667
39.33333333,44
47.66666667,45
53,52.66666667
68,58.66666667
73,74.66666667
76.33333333,38
85,50
46.66666667,51.33333333
71.33333333,33
62,74.33333333
53,52.66666667
40.33333333,27.66666667
43.66666667,51
44.33333333,41
57.33333333,85
78,73
80.33333333,40.33333333
74,44
