3-day humidity,3-day temp
58,74.33333333
56,46
56.66666667,34.66666667
81.33333333,
52,63.33333333
46.33333333,40.33333333
54,38.66666667
65.33333333,81
74,41
73,66
70.33333333,85
63,47.33333333
63.33333333,55
81.66666667,46.66666667
73.33333333,56
60.33333333,45
56.33333333,63.66666667
52.33333333,54
58.33333333,42.33333333
70.33333333,82.33333333
45,55
56.66666667,41.33333333
63,47.33333333
73,50.33333333
64,50.33333333
58.33333333,42.33333333
75.33333333,49.33333333
60.33333333,44.66666667
72.66666667,43.33333333
56.66666667,58
47,36.66666667
62,74.33333333
43.66666667,51
65.33333333,42
68,72.33333333
40.33333333,27.66666667
56.66666667,59.33333333
57,65
71.66666667,49.33333333
49.33333333,49
68.66666667,77.33333333
59.33333333,44.66666667
53.33333333,44.66666667
52.66666667,36.33333333
58.33333333,80.66666667
62.33333333,50.33333333
54.66666667,76
56.33333333,53.33333333
48.66666667,35
75.33333333,49.33333333
41,31.33333333
55,70.66666667
54,36.66666667
62.33333333,45
41,55
77.66666667,56.66666667
57.33333333,30.66666667
,60.66666667
56,45.33333333
35,43.66666667
55,50
71.66666667,77.33333333
58.33333333,80.66666667
70.66666667,46.33333333
72.33333333,50.66666667
60,73.33333333
53.33333333,44.66666667
66.66666667,34.66666667
70.33333333,39.33333333
51.33333333,56.33333333
61,39.33333333
46.66666667,48.66666667
66.33333333,63
56.66666667,59.33333333
63.66666667,38
71.66666667,77.33333333
66.66666667,37
58,34.33333333
58.33333333,42.33333333
58.66666667,46.33333333
57,44.66666667
53.33333333,59.33333333
49,63.33333333
85.33333333,64.33333333
53.33333333,59.33333333
57,51.66666667
67.33333333,79.33333333
40,47.33333333
56.66666667,34.66666667
67.33333333,76
62,83
45.66666667,51
71.66666667,73.33333333
77.66666667,52.66666667
45.33333333,41.66666667
54.33333333,78.66666667
53,52.66666667
53,37
60.66666667,46.66666667
72.33333333,50.66666667
73.66666667,41.33333333
58,47
50,40.33333333
57,85.66666667
48,47.33333333
80.66666667,49
65,61.66666667
51,58.66666667
60.33333333,48.66666667
36,39
48.66666667,40
71.66666667,33
59.66666667,54.66666667
48,46
56,53
52.33333333,51.66666667
56.33333333,56.33333333
69.5,62.33333333
53.33333333,44.66666667
66,45.33333333
63.66666667,61.33333333
55,45.66666667
80.66666667,49
50.66666667,52
54.66666667,32
39.33333333,41.33333333
53,78
85.33333333,64.33333333
81.66666667,51.66666667
39.33333333,56.66666667
64.66666667,37
71.33333333,76
71.33333333,33
40,45
50.66666667,48
59.66666667,52
73.33333333,81.33333333
54,38.66666667
56,53
66.5,62.66666667
43.66666667,52.33333333
53.33333333,37.66666667
75,71.66666667
42.33333333,60.66666667
59.33333333,68
62,68.33333333
67.33333333,83
63.33333333,36
63.66666667,74.33333333
76.66666667,76.66666667
44.33333333,59
74.66666667,74.66666667
55.33333333,81
,62.33333333
80,66.33333333
59.66666667,45
56.33333333,40.66666667
54.33333333,36.33333333
58.33333333,80.66666667
44.66666667,45.66666667
53.66666667,23
56.66666667,48.33333333
58,53.66666667
58.33333333,46
48.33333333,36.33333333
56,28.66666667
53.66666667,51.66666667
62.33333333,50.33333333
76.33333333,66
46.66666667,51.33333333
42.33333333,60.66666667
48.66666667,55.66666667
59.66666667,54.66666667
38.33333333,56.33333333
56,46
55.66666667,68
62,38.66666667
68,35.33333333
75.66666667,72.33333333
68.66666667,37
67.33333333,49
67,62.66666667
54.33333333,73.33333333
75.66666667,42.33333333
55.66666667,52
62.33333333,74.66666667
58.33333333,46
71.33333333,76
80.66666667,52
75.33333333,49.33333333
62,53.33333333
80,43
51.66666667,55.33333333
38.33333333,56.33333333
60,39.33333333
80.66666667,49
,63.33333333
46,62.66666667
53.33333333,59.33333333
50.33333333,61.66666667
63,58
57,44
60.33333333,48.66666667
53.66666667,51.66666667
68.66666667,45.33333333
41,32.33333333
75.33333333,78
49.66666667,55.66666667
68.33333333,53
68.66666667,37
50.33333333,48.33333333
66,79.66666667
64.66666667,44
66,79.66666667
61,81
49.66666667,53.66666667
61,81
65.66666667,43
87,42
85.33333333,43.66666667
48,46
73.66666667,42.66666667
57.66666667,76
65.66666667,37
63.66666667,40.33333333
49.66666667,35
63,36.33333333
69.66666667,47.33333333
58.66666667,41.66666667
87.66666667,50
83.33333333,53
71.33333333,33
41,55
61.66666667,53.33333333
48,40.66666667
79,47
80.33333333,40.33333333
67.33333333,46.66666667
81.33333333,
67,55.66666667
51,36.33333333
87.66666667,44.66666667
76,51
64.33333333,82.33333333
65,47.33333333
59.66666667,47
77.66666667,52.33333333
42.66666667,50
72,70.33333333
71.66666667,46
72.66666667,62
51,73.66666667
39.33333333,56.66666667
68.66666667,86
55,50
51.66666667,55.33333333
60,85.33333333
65.33333333,26.33333333
54,38
71.33333333,81
61.33333333,48.66666667
53.33333333,59.33333333
68.33333333,52.33333333
50,47.66666667
57,61.33333333
59,52.33333333
49,63
48,47.33333333
50,47.66666667
60.66666667,47
69.66666667,36.66666667
78.66666667,45.66666667
53.33333333,59.33333333
60,39.66666667
66.33333333,83
71.33333333,76
55,39.33333333
64.33333333,75.66666667
60.66666667,79.66666667
49,49.66666667
73.33333333,70
50,40.33333333
72,74
46.66666667,51.33333333
59.66666667,69.33333333
61.33333333,77.33333333
65,47.33333333
81.66666667,51.66666667
66,54.33333333
60.33333333,53.33333333
57,58
55,51.33333333
57,85.66666667
42.66666667,40.33333333
38.33333333,56.33333333
51.33333333,50.66666667
72.33333333,73.33333333
77.33333333,74.33333333
71.66666667,33
62.33333333,39
55,66.66666667
,59
53,43.66666667
61.66666667,49
50.33333333,33
56,46
57,38.33333333
39.33333333,41.33333333
49.33333333,49
59.66666667,69.33333333
49.66666667,81
53.66666667,83
69,69
70,80.33333333
74,68
72.66666667,43.33333333
51.66666667,78.66666667
45.66666667,78.33333333
71.66666667,67.33333333
70.33333333,39.33333333
43.66666667,68
43.66666667,52
66.66666667,37
71,44
53.33333333,60.66666667
71.33333333,76
62,38.66666667
55.66666667,76.33333333
39,61
55.66666667,68
70.33333333,82.33333333
64,47.66666667
54.33333333,62.66666667
81.33333333,71.66666667
68.33333333,53
40,45
62,74.33333333
82,63.66666667
46,37.33333333
43,54.33333333
69.33333333,70
54,67
82.66666667,50
40,49
62,72.33333333
58.33333333,60.33333333
53.66666667,41.33333333
61.66666667,57.33333333
59.33333333,68
50.33333333,82.66666667
56.66666667,58.33333333
35,43.66666667
51.66666667,78.66666667
40,34
71.66666667,49.33333333
60.66666667,87
56.66666667,58.33333333
69.33333333,70
50,42.33333333
56.66666667,36.33333333
53,78.66666667
80.33333333,56.33333333
46.66666667,51.33333333
76.66666667,63.66666667
75.33333333,49.33333333
46,62.66666667
61.66666667,69.66666667
53,53.33333333
60.33333333,44.66666667
84.33333333,52.33333333
53.33333333,38.66666667
,59
40,49
59.66666667,45
54.33333333,35.66666667
63.33333333,36.66666667
70.33333333,85
55.33333333,81
54.33333333,36.33333333
57.33333333,27.33333333
53.33333333,59.33333333
53,47
44.33333333,59
48.33333333,40.33333333
35,40.33333333
40,45
59.33333333,36
69.33333333,70
55,66.66666667
72.33333333,53.66666667
39.33333333,62.66666667
55,34
58,47
62,72.33333333
42.33333333,39
66.5,62.66666667
58.66666667,47.33333333
38.33333333,56.33333333
53.66666667,85.33333333
61.33333333,81
84.33333333,52.33333333
67,62.66666667
71,73.66666667
55.66666667,76.66666667
66,37
70.33333333,85
71,73.33333333
80.33333333,40.33333333
49.33333333,77.33333333
53.33333333,41.66666667
63.66666667,61.33333333
78.33333333,40.66666667
51,46.33333333
68.66666667,37
72.66666667,43.33333333
60,57.66666667
59.66666667,45
68.33333333,53
65.33333333,81
51,73.66666667
56.33333333,63.66666667
62,49.33333333
63.33333333,36
53,78
54,39.33333333
48.33333333,28.66666667
58.66666667,41.66666667
37.66666667,61.66666667
51.66666667,65
56.66666667,30
88.33333333,43
74.33333333,82.33333333
77.33333333,51
67.33333333,52.66666667
53.66666667,42.33333333
77,42
58,34.33333333
74,68
45,46.33333333
54,56.66666667
,61.66666667
53.66666667,47.33333333
51.33333333,51.66666667
68,76
57,74.66666667
58,83
78,72.33333333
70,65
61.66666667,57.33333333
52,73.66666667
39.33333333,62.66666667
76.66666667,76.66666667
56,47.33333333
62,86.66666667
61.66666667,43
70,35.66666667
,59
53.33333333,41.33333333
63.33333333,36.66666667
48.66666667,51
72.66666667,43.33333333
43.33333333,50
75.66666667,72.33333333
47.66666667,49
60.66666667,64.33333333
62.66666667,62.66666667
44.66666667,38
64,46.66666667
65,71.66666667
59,46.66666667
54,33
59.66666667,54.66666667
67.66666667,47
53,52.66666667
52.66666667,60
75.66666667,42.33333333
73.33333333,39
53.33333333,41.66666667
67,54.33333333
64.33333333,74.66666667
56.33333333,53.33333333
55.33333333,57.33333333
67.33333333,45.66666667
82.33333333,70.66666667
51.33333333,49.66666667
71,43
54,57.33333333
48,46
80.33333333,40.33333333
57.33333333,27.33333333
43.66666667,40.33333333
52,51.66666667
81.66666667,46.66666667
63,33.33333333
42.33333333,39
56.66666667,58.33333333
59.66666667,52
55,34
38.33333333,56.33333333
71.33333333,76
,61.66666667
61.33333333,81
62.33333333,81.66666667
47.66666667,65.66666667
44,37
47.33333333,52
57.33333333,72.66666667
69.66666667,44
67,44
46,37.66666667
51.66666667,45.66666667
53.66666667,47.33333333
69.66666667,44
53.66666667,23
46,37.66666667
57.33333333,27.33333333
68.33333333,53
51,54.66666667
59.33333333,36
67.33333333,51.33333333
32.66666667,28.66666667
53,78
50.33333333,48.33333333
53.33333333,81.66666667
56.33333333,79.33333333
59.66666667,53
38.33333333,56.33333333
61.33333333,51
37.66666667,61.66666667
61.66666667,79.66666667
88.33333333,43
53.66666667,85.33333333
55.66666667,24.66666667
48.66666667,40
62,53.33333333
53.66666667,51.66666667
69.66666667,44
68.66666667,58.33333333
62,54
64,53.33333333
64,53.33333333
44.33333333,36
65.66666667,37
42.66666667,24.66666667
55,45.66666667
58.66666667,33
55,45.66666667
42,51.66666667
53,37.33333333
50.33333333,59.33333333
65.66666667,54
57.33333333,27.33333333
46.33333333,40.33333333
71,42.66666667
55.66666667,44
65,53.66666667
56.66666667,27
38.33333333,56.33333333
51.33333333,50.66666667
65.33333333,71.66666667
65.33333333,81
47.66666667,48.33333333
52.66666667,40.33333333
66,35.33333333
63,78
55,56
69.66666667,44
47.33333333,65.66666667
53,53.33333333
56,50.33333333
53,46
64.33333333,46.66666667
53,53.33333333
45,55
58.33333333,25.66666667
64.33333333,46.66666667
60.66666667,34.33333333
53.33333333,55.33333333
58.33333333,60.33333333
68.66666667,37
74,41
83.66666667,41.33333333
41,55
63.66666667,61.33333333
71,44
57,85.66666667
53,52.66666667
69.66666667,70
48.66666667,61.66666667
68.66666667,58.33333333
65.33333333,47.66666667
49.66666667,55.66666667
53,48.66666667
56,53
71,43
50.33333333,48.33333333
61.66666667,53.33333333
66,58.33333333
52,63.33333333
59.66666667,26.33333333
62.33333333,49.33333333
83.33333333,53
53,46.33333333
35,43.66666667
49.66666667,55.66666667
59.33333333,71.66666667
63.33333333,55
57.33333333,37.66666667
39.33333333,44
54.66666667,46
59.66666667,79.33333333
55.66666667,52
46,38.66666667
52,49.66666667
53.66666667,23
48,42.33333333
82,52
67.33333333,46.66666667
40,49
64.66666667,37
59,52
55.66666667,46.33333333
65.33333333,64.66666667
80.66666667,52
65.33333333,64.66666667
68.33333333,56
48,46
63.33333333,75.66666667
80.66666667,52
59.66666667,69.33333333
45,55
69.33333333,35
51,44.33333333
69.33333333,35
60,39.66666667
69.33333333,35
67.33333333,62.33333333
74,64.33333333
82.33333333,76.66666667
68.66666667,36.33333333
42.66666667,40.33333333
64,53.33333333
63,33.33333333
57.33333333,27.33333333
88.33333333,43
43,31
50.33333333,48.33333333
55,40
56.33333333,40.66666667
59.66666667,53
69.66666667,36
32.66666667,28.66666667
43.66666667,51
52,49.66666667
73,66.66666667
59.66666667,52
71.33333333,57.33333333
87,42
71,73.33333333
63,33.33333333
65.33333333,71.66666667
89,45.33333333
47.33333333,34.66666667
59,81
53.66666667,51.66666667
59.33333333,52
43.33333333,50
64,54
66,54.33333333
62.66666667,62.66666667
66,45.33333333
71,74
69,84.66666667
85,52
50.33333333,39
41,31.33333333
53.33333333,52
56.33333333,40.66666667
72.33333333,50.66666667
65.66666667,37
62.66666667,62.66666667
69.66666667,65.66666667
66.66666667,46.66666667
49.33333333,77.33333333
68.33333333,50.33333333
72.33333333,65
45.66666667,78.33333333
64.33333333,82.33333333
61.66666667,77.66666667
53.33333333,38.66666667
42,51.66666667
67,40
,61.66666667
38.33333333,56.33333333
,61.66666667
53,47
68.33333333,55
52.33333333,57.66666667
48.33333333,40.33333333
68.33333333,65.33333333
56,46
51.66666667,45.66666667
48.33333333,33.33333333
40.66666667,63.66666667
46.66666667,60.33333333
77,42
53.66666667,23
69.66666667,44
69.66666667,79
64.66666667,84.33333333
,64
88,53
53.33333333,65.33333333
60.66666667,46.66666667
52.66666667,49.66666667
63.33333333,36
61.33333333,55.33333333
68.33333333,33.66666667
54.33333333,75
59.33333333,43
64,57.66666667
39,61
52,37.66666667
50.33333333,63
51,58.66666667
35,43.66666667
66.66666667,44.33333333
67,55.66666667
28.66666667,61.33333333
62,57.33333333
68.66666667,81
45.66666667,78.33333333
60.33333333,44.66666667
55.33333333,74.33333333
74,41
55.33333333,57.33333333
54,67
79.33333333,72
64.66666667,75.33333333
44.33333333,37.66666667
66,76.66666667
28.66666667,61.33333333
,63.33333333
58.33333333,58.66666667
81.66666667,46.66666667
43.66666667,62.66666667
46.33333333,69.66666667
62,54
55.33333333,52
51.33333333,50.66666667
72.66666667,66
50,50.66666667
68.33333333,76.66666667
43.66666667,52
59.66666667,69.33333333
73,50.33333333
49.33333333,77.66666667
57,38.33333333
52.66666667,60
39.33333333,37.66666667
54,62.66666667
68.33333333,50.33333333
64,56
63,58
63,33.33333333
68.33333333,65.33333333
66.33333333,61
46,50.33333333
69.33333333,70
67.66666667,46.66666667
58,63.33333333
65.66666667,54
63,58
82.66666667,50
56.33333333,79.33333333
,64
59.66666667,45
37.66666667,61.66666667
72.33333333,70
68.33333333,55
56.66666667,36.33333333
85,50
55.66666667,49.33333333
80.33333333,40.33333333
53.66666667,73
64.66666667,44
60.33333333,53.33333333
81,74
70,74.66666667
53.33333333,81.66666667
75.66666667,78.66666667
60,39.66666667
36.66666667,44.66666667
74,68
58.66666667,49.33333333
63.66666667,83.33333333
69,57
47.33333333,34.66666667
56,28.66666667
64,53.33333333
55.66666667,68
57.33333333,27.33333333
60.66666667,36
59.66666667,54.66666667
51.66666667,51.33333333
63,47.33333333
75,70.33333333
45,55
61.33333333,56
63.33333333,34.66666667
62.33333333,39
54.33333333,66
55.33333333,57.33333333
88.33333333,41
55,81
81.66666667,50
47.66666667,45
74.33333333,49.33333333
69.66666667,44
68.66666667,45.33333333
70.33333333,55.33333333
53.33333333,44.66666667
63.33333333,36
67.66666667,46.66666667
58,63
61.66666667,66
61.66666667,44
55.66666667,37
40,49
69,69
34,63.33333333
81,48
65.66666667,43
49.33333333,76.33333333
67.66666667,47
57.33333333,37.66666667
45,55
73.33333333,42.66666667
67.66666667,46.66666667
52,63.33333333
66.66666667,37
53.66666667,51.66666667
51,34.33333333
60.66666667,64.33333333
71,44.66666667
38.33333333,56.33333333
79.33333333,46.66666667
56.66666667,34.66666667
52.33333333,51.66666667
67.33333333,83
68,58.66666667
53,26.33333333
64.66666667,73.66666667
55,39.33333333
80,42.33333333
32.66666667,28.66666667
65.66666667,43.66666667
60,39.66666667
63.33333333,34.66666667
53.66666667,47.33333333
80.33333333,40.33333333
46.33333333,71.66666667
,59
,59
42,56.33333333
53.33333333,38.66666667
51,54.66666667
69.66666667,79
57.66666667,35.66666667
69,38.66666667
66.33333333,32
67.33333333,46.66666667
62,68.33333333
67.66666667,64
51,49.33333333
39.33333333,56.66666667
87.66666667,44.66666667
50,45
58.33333333,60.33333333
54.33333333,36.33333333
61.66666667,53.33333333
60.33333333,56
54,38.66666667
59.66666667,53
41,31.33333333
49.33333333,49.33333333
57.33333333,55.33333333
64.66666667,76
43.66666667,52
58.33333333,76
53,51
41,31.33333333
49.33333333,49
56.66666667,30
42,49
68,76.66666667
76,51
63,58
48.33333333,36.33333333
58.33333333,60.33333333
63,33.33333333
72.33333333,50.66666667
65,67.33333333
54,56.66666667
49.66666667,55.66666667
42,56.33333333
59.66666667,52
89.66666667,41
61.66666667,35
70.66666667,67
74,44
61.66666667,53.66666667
47.66666667,38
64,78.66666667
46,37.66666667
73.33333333,39
58,83
57,44.66666667
40,49
65.33333333,76
47,36.66666667
43.66666667,52.33333333
53.66666667,51.66666667
62.66666667,43
59.33333333,57
35,43.66666667
81.66666667,51.66666667
49.33333333,63
54.66666667,75.66666667
68.66666667,77.33333333
47,36.66666667
61.66666667,44.66666667
56,46
65,47.33333333
61.66666667,53.33333333
60.66666667,64.33333333
46,62.66666667
60,39.66666667
69.66666667,43.66666667
34.33333333,63.66666667
78,74.66666667
47.66666667,65.66666667
84.33333333,52.33333333
51,34.33333333
62,45.33333333
58,60
58.33333333,80.66666667
28.66666667,61.33333333
58.33333333,54
81.66666667,51.66666667
56,50.33333333
66,51
63,71
56,50.33333333
87.33333333,44.5
63.33333333,45.33333333
35,40.33333333
44.33333333,59
51.33333333,50.66666667
57,65
73.66666667,41.33333333
57,21
27.66666667,63.33333333
56,50.33333333
42.66666667,24.66666667
57,73.66666667
54.33333333,35.66666667
38.33333333,63.66666667
