,search_info,google_name,rating
40369716,"ferdinando's restaurant 151 UNION STREET, NY",ferdinando's focacceria,4.6
40369724,"mcdonald's 10615 71 AVENUE, NY",mcdonald's,3.2
40369759,"nectar coffee shop 1022 MADISON AVENUE, NY",nectar coffee shop,2.9
40369775,"the cupping room 359 WEST BROADWAY, NY",cupping room cafe,4
40369810,"pete's tavern 129 EAST   18 STREET, NY",pete's tavern,3.9
40369849,"gino's pizzeria 6132 SPRINGFIELD BOULEVARD, NY",gino's pizzeria,4.6
40369869,"jim brady's restaurant 75 MAIDEN LANE, NY",jim brady's,4.1
40369878,"villa mosconi restaurant 69 MACDOUGAL STREET, NY",villa mosconi,4.3
40369895,"p & k's grill 170 WEST  231 STREET, NY",p & k's grille,4.4
40369928,"reme restaurant 4021 BROADWAY, NY",reme,4.5
40369940,"the new amity restaurant 1134 MADISON AVENUE, NY",new amity,2
40369954,"volare restaurant 147 WEST FOURTH STREET, NY",volare,4.7
40369958,"sparks steak house 210 EAST   46 STREET, NY",sparks steak house,4.2
40369983,"the dart inn 8318 PARSONS BOULEVARD, NY",dart inn,4.1
40370015,"bamonte's restaurant 32 WITHERS ST, NY",bamonte's,4.3
40370150,"john mulligan's fireside pub 4272 KATONAH AVENUE, NY",john mulligan's fireside pub,3.5
40370167,"burger king 22210 NORTHERN BOULEVARD, NY",burger king,3.8
40370168,"ear inn 326 SPRING STREET, NY",ear inn,4.4
40370238,"burger king 6815 NORTHERN BOULEVARD, NY",burger king,3.7
40370342,"greenpoint tavern 188 BEDFORD AVENUE, NY",rosemary's greenpoint tavern,4.1
40370356,"mcdonald's 3267 RICHMOND AVENUE, NY",mcdonald's,3.4
40370436,"rossini's 108 EAST   38 STREET, NY",rossini's,4.4
40370463,"three guy's restaurant 960 MADISON AVENUE, NY",three guys,3.3
40370497,"vivolo 138140 EAST   74 STREET, NY",vivolo,4
40370507,"the players club 16 GRAMERCY PARK SOUTH, NY",the players,4.9
40370519,"divers cove 2901 FRANCIS LEWIS BOULEVARD, NY",celtic cove,3.4
40370638,"tjk cafe & restaurant 24904 HORACE HARDING BOULEVARD, NY",tjk cafe,4.5
40370759,"cafe espanol 172 BLEECKER STREET, NY",cafe español,4.1
40370766,"smith & wollensky 201 EAST 49th STREET, NY",wollensky's grill,4
40370781,"mcdonald's 16011 WILLETS POINT BOULEVARD, NY",mcdonald's,3.4
40370856,"olive tree cafe & comedy cellar 117 MAC DOUGAL STREET, NY",olive tree cafe & bar,4.4
40370910,"perkins restaurant & bakery 1745 FOREST AVENUE, NY",perkins restaurant & bakery,4.2
40370916,"burger king 25810 HILLSIDE AVENUE, NY",burger king,3.3
40370917,"burger king 9006 CHURCH AVENUE, NY",burger king,3.1
40370939,"manducatis 1327 JACKSON AVENUE, NY",manducatis,4.3
40370994,"mama lucia 1701 FOSTER AVENUE, NY",mamma lucia's,4.1
40371281,"coliseum bar restaurant 312 WEST   58 STREET, NY",coliseum,3.6
40371454,"west bank cafe 407 WEST   42 STREET, NY",west bank cafe,4.1
40371614,"la baraka restaurant 25509 NORTHERN BOULEVARD, NY",la baraka,4.7
40371684,"dairy luncheonette 4801 16 AVENUE, NY",lieberman luncheonette,3.7
40371718,"zafi's luncheonette 500 GRAND STREET, NY",zafis luncheonette,3.9
40371727,"la palina restaurant 159 AVENUE O, NY",la palina,4.3
40371771,"schaffer's tavern 2055 VICTORY BOULEVARD, NY",schaffer's tavern,4.6
40371805,"ty's 114 CHRISTOPHER STREET, NY",ty's bar nyc,4.2
40371807,"aunt bella's rest of little neck 4619 MARATHON PARKWAY, NY",aunt bella's italian restaurant,4.6
40371906,"mariner inn 3501 AVENUE S, NY",mariners inn,3.5
40371988,"north shore diner 19652 NORTHERN BLVD, NY",north shore diner,4
40372112,"green house cafe 7717 THIRD AVENUE, NY",greenhouse cafe,3.7
40372196,"mcdonald's 3660 EAST TREMONT AVENUE, NY",mcdonald's,3.3
40372262,"la ripaille restaurant 605 HUDSON STREET, NY",la ripaille,4.4
40372357,"marina cafe 154 MANSION AVE, NY",marina cafe,3.9
40372417,"don filippo restaurant 1133 LEXINGTON AVENUE, NY",don filippo,4.4
40372422,"burger king 9283 QUEENS BOULEVARD, NY",burger king,3.9
40372426,"dazies restaurant 3941 QUEENS BOULEVARD, NY",dazies,4
40372445,"omonia cafe 3220 BROADWAY, NY",omonia cafe,3.9
40372466,"murals on 54/randolphs's 65 WEST   54 STREET, NY",murals on 54,3.6
40372485,"veterans of foreign wars post #107 canteen 2414 GERRITSEN AVENUE, NY",SEARCH FAILURE,
40372596,"tropical house baking co. 267 SCHENECTADY AVENUE, NY",tropical house baking co,4.9
40372618,"burger king 15405 ROCKAWAY BOULEVARD, NY",burger king,3.2
40372631,"yankee jz pizza 1599 WESTCHESTER AVENUE, NY",yankee j-z pizza inc,4.5
40372694,"clinton restaurant 917 CLINTONVILLE STREET, NY",the clinton restaurant,4.5
40372944,"the greek corner 322 7 AVENUE, NY",greek corner,4.2
40372971,"racquet & tennis club 370 PARK AVENUE, NY",the racquet club of philadelphia,4.5
40373113,"astro restaurant 101 WEST   55 STREET, NY",astro,3.7
40373118,"golden dove diner 3281 RICHMOND AVENUE, NY",dove diner,3.9
40373160,"korner pizzeria 226 CHURCH AVENUE, NY",korner pizza,4.3
40373272,"henry's end 44 HENRY STREET, NY",henry's end,4.2
40373318,"souen restaurant 210 6 AVENUE, NY",souen soho,3.8
40373462,"villa berulia 107 EAST   34 STREET, NY",villa berulia,4.3
40373500,"victor's cafe 236 WEST   52 STREET, NY",victor's café,4.2
40373597,"petes pizzeria & restaurant 7522 3 AVENUE, NY",pete's pizzeria & restaurant,4.2
40373656,"keens steakhouse 72 WEST 36th STREET, NY",keens steakhouse,4.5
40373669,"bar 515 515 3 AVENUE, NY",bar 515,4
40373794,"ready penny inn 3707 73 STREET, NY",ready penny inn,3.9
40373888,"il mulino 86 WEST    3 STREET, NY",il mulino,4.4
40373889,"felidia restaurant 243 EAST   58 STREET, NY",felidia,4.2
40373909,"mcdonald's 5804 CLARENDON ROAD, NY",mcdonald's,3.5
40373912,"the malt house 206 THOMPSON STREET, NY",the malt house,4.1
40373937,"shun lee 37 WEST   65 STREET, NY",shun lee west,3.8
40373938,"ihop 5655 BROADWAY, NY",ihop,4.1
40374088,"pongsri thai restaurant 244 WEST   48 STREET, NY",pongsri,4
40374131,"primavera pizza & pasta 1005 2 AVENUE, NY",primavera pizza,4.5
40374136,"tony's pier restaurant 1 CITY ISLAND AVE, NY",tony's pier restaurant,4.3
40374192,"elio's 1621 SECOND AVENUE, NY",elio's,4.3
40374277,"molly wee pub 402 8 AVENUE, NY",molly wee,4
40374395,"el caribe 5945 STRICKLAND AVE, NY",el caribe country club caterers,4.3
40374415,"omen japanese cuisine 113 THOMPSON STREET, NY",omen a zen,4.2
40374460,"mcdonald's 7269 KISSENA BOULEVARD, NY",mcdonald's,3.1
40374507,"mcdonald's 82 COURT STREET, NY",mcdonald's,2.5
40374711,"rosie o'grady restaurant 800 7 AVENUE, NY",rosie o'grady's,3.7
40374814,"europa bar 9402 SUTPHIN BOULEVARD, NY",europa bar,5
40374834,"casa bella 127 MULBERRY STREET, NY",casa bella,3.7
40374974,"chez napolean 365 WEST   50 STREET, NY",chez napoléon,4
40375108,"turkey's nest tavern 94 BEDFORD AVENUE, NY",turkey's nest,3.9
40375286,"la villa de pizza & restaurant 8207 153 AVENUE, NY",pizza la villa,4
40375369,"ozone pizzeria 9615 LIBERTY AVENUE, NY",ozone pizzeria,4.5
40375376,"agra restaurant 807 LEXINGTON AVENUE, NY",agra,3.8
40375521,"lindy's 825 7 AVENUE, NY",lindy's,2.2
40375616,"arturo's 1617 YORK AVENUE, NY",arturo's,4.4
40375634,"paris blues 2021 7 AVENUE, NY",paris blues,4.2
40375699,"gene's resturant 73 WEST   11 STREET, NY",gene's,4.5
40375819,"maria ristorante 3073 EMMONS AVENUE, NY",maria's restaurant brooklyn,3.6
40375839,"cozy soup & burger 739 BROADWAY, NY",the famous cozy soup 'n' burger,3.8
40375899,"neron's pizza 21532 HILLSIDE AVENUE, NY",neron's pizza restaurant,4.5
40375929,"villa fiorita 7720 18 AVENUE, NY",villa fiorita restaurant,4.9
40375972,"vegas diner 1619 86 STREET, NY",vegas diner,3.7
40376029,"moms luncheonette 10102 103 AVENUE, NY",SEARCH FAILURE,
40376039,"tevere 84 155 EAST   84 STREET, NY",tevere,3.7
40376077,"fontana famous pizza & gyro 20002 NORTHERN BOULEVARD, NY",fontana,4.3
40376142,"lusardi's restaurant 1494 SECOND AVENUE, NY",lusardi's,4.5
40376204,"portofino 10932 ASCAN AVENUE, NY",portofino,3.9
40376290,"king's arms restaurant 500 FOREST AVENUE, NY",kings arms restaurant,3.6
40376352,"blue note jazz 131 WEST    3 STREET, NY",blue note,4.1
40376493,"the water club 500 EAST   30 STREET, NY",the water club,4.2
40376495,"marco polo ristorante 345 COURT STREET, NY",marco polo,4.1
40376496,"manhattan monster 80 GROVE STREET, NY",the monster,4.1
40376515,"american museum of natural history food court nan, NY",american museum of natural history,4.5
40376583,"war memorial ice skating rink 0 MEMORIAL ICE SKATING, NY",ww ii ice skating rink,3.4
40376635,"tripoli restaurant/swallow cafe 156 ATLANTIC AVENUE, NY",swallow cafe,4.5
40376718,"pj bernstein deli & restaurant 1215 THIRD AVENUE, NY",pj bernstein,3
40376735,"pj carney's 906 7 AVENUE, NY",p.j. carney’s pub,4.3
40376944,"tomoe sushi 172 THOMPSON STREET, NY",tomoe sushi,4.3
40377124,"jp's waterside restaurant 703 MINNIEFORD AVE, NY",jp's,4.2
40377243,"john & joe pizzeria & restaurant 749 LYDIG AVENUE, NY",john & joe's pizzeria,4.3
40377262,"sunset pizzeria 645 ROSSVILLE AVENUE, NY",sunset pizzeria,4.3
40377294,"mcdonald's 7002 COOPER AVENUE, NY",mcdonald's,3.8
40377299,"utopia restaurant 267 AMSTERDAM AVENUE, NY",utopia,3.6
40377325,"jackson hole 521 THIRD AVENUE, NY",jackson hole burgers,4.1
40377385,"napoli pizza 16402 69 AVENUE, NY",napoli,4.1
40377506,"vesuvio restaurant & pizza 7303 3 AVENUE, NY",vesuvio,4.2
40377560,"western bakery 22813 MERRICK BOULEVARD, NY",western bakery restaurant & caterers,4.2
40377630,"johns cafe & resturant 823 SECOND AVENUE, NY",john's cafe & pizza,4.2
40377789,"cafe luxembourg 200 WEST   70 STREET, NY",cafe luxembourg,4.1
40378035,"dunkin' donuts, baskin robbins 15367 HORACE HARDING EXPRESSWAY, NY",dunkin' donuts,4
40378136,"broadway restaurant 2664 BROADWAY, NY",broadway restaurant,4.5
40378190,"narita japanese restaurant 10708 70 ROAD, NY",narita,4.2
40378212,"cuchifrito 168 EAST  116 STREET, NY",cuchifritos,4.3
40378328,"red rose 315 SMITH STREET, NY",red rose restaurant,4.4
40378347,"tony's pizza 1014 LONGWOOD AVENUE, NY",tony pizza shop,4
40378534,"port o' calls 9310 WOODHAVEN BOULEVARD, NY",port o' call,3.1
40378571,"il cantinori restauraunt 32 EAST   10 STREET, NY",il cantinori,4.4
40378579,"andrews coffee shop 463 7 AVENUE, NY",andrews coffee shop,4.1
40378585,"mike's pub 7919 JAMAICA AVENUE, NY",mike's pub,4
40378719,"the clubhouse 6121 FRESH POND ROAD, NY",club house sports bar,3
40378729,"kang suh korean restaurant 1250 BROADWAY, NY",kang suh,3.6
40378774,"fame diner 6967 GRAND AVENUE, NY",fame diner,3.8
40378796,"knights of baron dekalb 3000 EMMONS AVENUE, NY",knights of baron de kalb inc,5
40378822,"union hall 502 HENDERSON AVE, NY",west cork union hall,3.8
40378827,"kosher hut of brooklyn 709 KINGS HIGHWAY, NY",kosher hut of brooklyn,4
40378874,"terra blues 149 BLEEKER STREET, NY",terra blues,4.6
40378970,"caesar's palace 493 AMSTERDAM AVENUE, NY",caesar's palace pizza,3.9
40379026,"flamingo 8512 ROOSEVELT AVENUE, NY",flamingo,3.1
40379149,"monte's 97 MACDOUGAL STREET, NY",monte's trattoria,4.3
40379304,"gotham bar & grill 12 EAST   12 STREET, NY",gotham bar and grill,4.5
40379355,"mcaleer's pub 425 AMSTERDAM AVENUE, NY",mcaleer's pub,3.9
40379566,"london lennies 6388 WOODHAVEN BOULEVARD, NY",london lennies,4.1
40379573,"dunkin' donuts 4090 BOSTON POST ROAD, NY",dunkin' donuts,4.2
40379580,"cooper town diner 339 1 AVENUE, NY",cooper town diner,3.6
40379620,"delmonico's kitchen 207 WEST   36 STREET, NY",delmonico's kitchen,4
40379628,"hasaki restaurant 210 EAST 9 TH STREET, NY",hasaki,4.3
40379662,"mezzaluna 1295 THIRD AVENUE, NY",mezzaluna,3.9
40379746,"restuarant nippon 155 EAST   52 STREET, NY",nippon,4
40379890,"o'hara's 120 CEDAR STREET, NY",o'hara's restaurant and pub,4.4
40379894,"aqueduct north 4277 KATONAH AVE, NY",aqueduct north,5
40379897,"mcdonald's 1560 BROADWAY, NY",mcdonald's,3.3
40379920,"e.a.t. cafe 1064 MADISON AVENUE, NY",e.a.t.,3.3
40379994,"yankee clipper 0 LAGUARDIA AIRPORT BLDG, NY",yankee clipper deli & restaurant,3.8
40380044,"rex manor 1100 60 STREET, NY",rex manor catering hall,3.8
40380164,"cuchifritos 158 E. 188 TH ST, NY",188 bakery cuchifrito's,4
40380182,"club 101 101 PARK AVENUE, NY",club 101,4.7
40380253,"riverdale diner 3657 KINGSBRIDGE AVENUE, NY",riverdale diner,3.7
40380422,"carlos pizza 7402 METROPOLITAN AVENUE, NY",carlos pizza,4.6
40380432,"the bitter end 147 BLEECKER STREET, NY",the bitter end,4.2
40380457,"arriba arriba 762 9 AVENUE, NY",arriba arriba,4.2
40380464,"geido restaurant 331 FLATBUSH AVENUE, NY",geido,4.5
40380517,"barney greengrass 541 AMSTERDAM AVENUE, NY",barney greengrass,4.1
40380518,"petrossian restauraunt 182 WEST 58 TH STREET, NY",petrossian,4.2
40380520,"annam braham restaurant 8443 164 STREET, NY",annam brahma,4.4
40380559,"supernova-novotel hotel 226 WEST 52 ND STREET, NY",supernova - novotel hotel times square,4.4
40380592,"montero bar & grill 73 ATLANTIC AVENUE, NY",montero,4.2
40380628,"pisa pizzeria 6568 MYRTLE AVENUE, NY",pisa pizzeria,4.5
40380648,"porto bello restaurant 208 THOMPSON STREET, NY",porto bello,4.1
40380657,"pete's clam stop 1320 SURF AVENUE, NY",SEARCH FAILURE,
40380660,"burrito loco 166 WEST    4 STREET, NY",burrito loco,4
40380826,"fit cafeteria (building a ) (8th ave) 227 WEST   27 STREET, NY",fashion institute of technology,4.4
40380996,"smiling pizza 323 7 AVENUE, NY",smiling pizzeria,3.9
40381083,"riverhead gentlemen's club 4508 VERNON BOULEVARD, NY",riverhead gentleman's club,5
40381210,"symposium greek restaurant 544 WEST  113 STREET, NY",symposium,4.1
40381344,"nina's restaurant pizzeria 635 MEEKER AVE, NY",nina's restaurant & pizzeria,4.1
40381420,"village yokocho 6 STUYVESANT STREET, NY",village yokocho,4.2
40381551,"clark's restaurant 80 CLARK STREET, NY",clark's,4.3
40381595,"pietros 232 EAST   43 STREET, NY",pietros,4.2
40381720,"miss lily's 7a 109 AVENUE A, NY",miss lily's 7a cafe,4.4
40381752,"noho star restaurant 330 LAFAYETTE STREET, NY",noho star,3.9
40381797,"rosa mexicano 1063 FIRST AVENUE, NY",rosa mexicano,4.2
40381811,"duffy's 650 FOREST AVENUE, NY",duffy's,4.6
40382052,"latourette golf course 1001 RICHMOND HILL ROAD, NY",la tourette golf course,4.1
40382057,"dyker beach golf (grill room) 1020 86th Street, NY",dyker beach golf course,4.1
40382246,"my father's place 1861 CROPSEY AVENUE, NY",my fathers place,4
40382302,"santa fe grill & bar 62 7 AVENUE, NY",santa fe bar & grill,3.7
40382367,"sidewalk bar & restaurant 94 AVENUE A, NY",sidewalk,3.7
40382395,"coogan's 4015 BROADWAY, NY",coogans,3.9
40382421,"mcdonald's 968 4 AVENUE, NY",mcdonald's,2.8
40382455,"caffe vivaldi 32 JONES STREET, NY",caffè vivaldi,4.2
40382652,"tommy's pizza 4033 EAST TREMONT AVENUE, NY",tommy's pizza,4.4
40382679,"regency hotel 540 PARK AVENUE, NY",loews regency new york,4.3
40382802,"parnell's pub 350 EAST   53 STREET, NY",parnell's,4
40382876,"la fe restaurant 941 4 AVENUE, NY",la fe restaurant,4.6
40382877,"ocean dragon restaurant 877 10 AVENUE, NY",ocean dragon,3.4
40382900,"mom's fried chicken 253 EAST  167 STREET, NY",mom's fried chicken,3
40383003,"cobblestone pub 11718 QUEENS BOULEVARD, NY",cobblestones pub,4.1
40383009,"cha cha's backyard garden bar & cafe 113 MULBERRY STREET, NY",cha cha's in bocca al lupo,2.7
40383033,"o'sullivan's pub 8902 3 AVENUE, NY",o'sullivan's bar & grill,4.4
40383044,"pizza wagon 8606 5 AVENUE, NY",pizza wagon,4.1
40383067,"russian turkish baths 268 EAST   10 STREET, NY",russian & turkish baths,4.1
40383090,"tortilla flats 767 WASHINGTON STREET, NY",tortilla flats,3.9
40383147,"il toscano ristorante 4205 235 STREET, NY",il toscano,4.6
40383262,"sistina restaurant 1555 2 AVENUE, NY",SEARCH FAILURE,
40383281,"gaby's pizza 20423 HILLSIDE AVENUE, NY",gaby's pizza,4.4
40383284,"verdi restaurant 14958 CROSS ISLAND PARKWAY, NY",verdi's of whitestone,3.9
40383354,"the cornelia street cafe 29 CORNELIA STREET, NY",the cornelia street cafe,4.1
40383464,"le bernardin 155 W 51ST ST, NY",le bernardin,4.6
40383496,"the grotto 69 NEW STREET, NY",the grotto,4.2
40383506,"tony's pizzeria 1412 ST JOHNS PLACE, NY",tony's pizza,4.3
40383511,"brandy's piano bar 235 EAST   84 STREET, NY",brandy's piano bar,4
40383609,"real madrid restaurant 2073 FOREST AVENUE, NY",real madrid restaurant,4.1
40383737,"canlon's restaurant 1825 NORTH RAILROAD AVENUE, NY",canlon's,4.5
40383763,"cousin john's cafe and bakery 70 7 AVENUE, NY",cousin john's cafe & bakery,4.3
40383819,"short stop restaurant 5977 BROADWAY, NY",short stop coffee shop,4.3
40383825,"russian samovar 256 WEST   52 STREET, NY",russian samovar,4
40383931,"flash dancers 1674 BROADWAY, NY",flashdancers nyc,3.4
40383945,"pizza d'oro 3115 VICTORY BOULEVARD, NY",pizza d'oro,4.1
40384036,"mcdonald's 819 PENNSYLVANIA AVENUE, NY",mcdonald's,3.7
40384115,"phil & sons restaurant & pizzeria 5729 MAIN STREET, NY",phil's bbq,4.5
40384188,"la mela restaurant 167 MULBERRY STREET, NY",la mela,4
40384222,"pj morans 3 EAST   48 STREET, NY",pj moran's,3.9
40384323,"omega coffee shop 20007 32 AVENUE, NY",omega coffee shop,4.4
40384340,"friend of a farmer 77 IRVING PLACE, NY",friend of a farmer,4
40384441,"sancho's restaurant 7410 3 AVENUE, NY",sancho's,4.4
40384458,"dream pizza 3767 JUNCTION BOULEVARD, NY",dream pizza,4.8
40384507,"irene's place 623 MANHATTAN AVENUE, NY",irene's pub,4.3
40384525,"kanes deli diner 4415 COLLEGE POINT BOULEVARD, NY",kanes diner,4
40384528,"veselka restaurant 144 SECOND AVENUE, NY",veselka,4.3
40384575,"white castle 900 PENNSYLVANIA AVENUE, NY",white castle,4
40384662,"j & r pizza 1916 KINGS HIGHWAY, NY",j & r pizzeria,3.9
40384671,"chez josephine 414 WEST   42 STREET, NY",chez josephine,4.3
40384757,"mishima restaurant 164 LEXINGTON AVENUE, NY",mishima,4.3
40384820,"dunkin' donuts, baskin robbins 25420 HILLSIDE AVENUE, NY",dunkin' donuts,3.1
40384920,"victory sweet shop 2169 STEINWAY STREET, NY",victory sweet shop ltd/victory garden cafe,4.4
40385057,"cappuccino cafe 7721 3 AVENUE, NY",cappuccino cafe,4.4
40385157,"pangea restaurant 178 2 AVENUE, NY",pangea,3.9
40385161,"automatic slims 733 WASHINGTON STREET, NY",automatic slims,3.7
40385461,"cloister cafe 238 EAST    9 STREET, NY",cloister cafe,3.8
40385515,"jimbo's hamburger place 991 FIRST AVENUE, NY",jimbo's hamburger place,4.3
40385555,"200 fifth avenue restaurant & sports bar 200 5 AVENUE, NY",200 fifth restaurant and sports bar,4
40385575,"va bene 1589 SECOND AVENUE, NY",va bene,3.4
40385580,"lattanzi 361 WEST   46 STREET, NY",lattanzi,3.9
40385584,"pizza garden 17101 NORTHERN BOULEVARD, NY",pizza garden,4.1
40385587,"island 1305 MADISON AVENUE, NY",island,4.2
40385606,"sushiden 19 EAST   49 STREET, NY",sushiden,4.1
40385680,"eastwood manor 3371 EASTCHESTER ROAD, NY",eastwood manor caterers,4.4
40385693,"salumeria beillese/ biricchino rest 378 8 AVENUE, NY",salumeria biellese delicatessen,4.3
40385767,"academy restauraunt 69 LAFAYETTE AVENUE, NY",academy restaurant,3.4
40385774,"park plaza restaurant 220 CADMAN PLAZA WEST, NY",park plaza,3.9
40385852,"sam's place 132 EAST   39 STREET, NY",sam's place,4.4
40385873,"ray's pizza 829-831 7 AVENUE, NY",famous original ray's pizza,3
40385885,"hunter's steak & ale house 9404 FOURTH AVENUE, NY",hunter's steak & ale house,3.9
40385955,"ljubo's pizzeria 15 WESTCHESTER SQUARE, NY",ljubo's pizza,4.4
40385974,"dakota diner 921 RICHMOND AVENUE, NY",new dakota diner,3.5
40386001,"primola restaurant 1226 SECOND AVENUE, NY",primola,4.1
40386058,"arirang hibachi steak house 23 NELSON AVENUE, NY",arirang hibachi steakhouse,3.6
40386067,"country donuts 4357 AMBOY ROAD, NY",country donuts amboy,4.4
40386147,"jacks ale house 3946 SKILLMAN AVENUE, NY",jack's fire dept.,4.2
40386278,"venice pizza 1539 UNIONPORT ROAD, NY",venice pizzeria,4.3
40386303,"pizza plus 359 SEVENTH AVENUE, NY",pizza plus,4.1
40386340,"niles restaurant 371 7 AVENUE, NY",niles new york city,3.9
40386425,"tasty's 5802 MYRTLE AVENUE, NY",tasty's diner,3.8
40386428,"oakland cafeteria/queensborough community college 22205 56 AVENUE, NY",SEARCH FAILURE,
40386429,"q.b.comm.college-main kitchen/tiger bites section 22205 56 AVENUE, NY",SEARCH FAILURE,
40386481,"china grill 51 WEST   52 STREET, NY",china grill,4.1
40386508,"new york university - law school 110 WEST THIRD STREET, NY",SEARCH FAILURE,
40386528,"erin's isle 15403 CROSS ISLAND PARKWAY, NY",erin's isle,4.8
40386554,"tina's restaurant 1002 FLUSHING AVENUE, NY",tina's place,4.3
40386556,"westside restaurant 2020 BROADWAY, NY",westside,3.5
40386569,"sal and carmine pizza 2671 BROADWAY, NY",sal and carmine pizza,4.2
40386570,"cubbyhole 281 WEST   12 STREET, NY",cubbyhole,4
40386612,"white castle 21317 NORTHERN BOULEVARD, NY",white castle,3.9
40386616,"rocco's pizzeria 7818 5 AVENUE, NY",rocco's pizzeria,4.2
40386619,"periyali 35 WEST   20 STREET, NY",periyali,4.3
40386646,"club metropolitan 146 WEST   57 STREET, NY",club metropolitan tower inc,4.5
40386672,"frank's soup bowl 3580 BRONXWOOD AVENUE, NY",frank's soup bowl inc,3.9
40386675,"copper kettle 5024 SKILLMAN AVENUE, NY",copper kettle,4.2
40386722,"sanremo pizza 5601 MYRTLE AVENUE, NY",san remo,4
40386747,"arno ristorante 141 WEST   38 STREET, NY",arno,4.1
40386793,"science cafe (queensborough  community college) 22205 56 AVENUE, NY",qcc,4
40386837,"white castle 3101 ATLANTIC AVENUE, NY",white castle,3.9
40386927,"el azteca mexican restaurant 783 9 AVENUE, NY",el azteca,4.1
40386970,"t & g whitney's 244 EAST   53 STREET, NY",t.g. whitney's,3.9
40386976,"lupe's east l.a. kitchen 110 AVENUE OF THE AMERICAS, NY",lupe's east l.a. kitchen,4.2
40386999,"due 1396 THIRD AVENUE, NY",due,3.9
40387027,"la casa del pollo restaurant 8707 ROOSEVELT AVENUE, NY",la casa del pollo,3.8
40387086,"pellegrino's 138 MULBERRY STREET, NY",pellegrino's,4.2
40387143,"white castle 1677 BRUCKNER BOULEVARD, NY",white castle,4.2
40387162,"da umberto restaurant 107 WEST   17 STREET, NY",da umberto,4.4
40387237,"live bait bar & restaurant 14 EAST   23 STREET, NY",live bait,3.8
40387243,"jimmy max restaurant 280 WATCHOGUE ROAD, NY",jimmy max,4.3
40387277,"peculiar pub 145 BLEECKER STREET, NY",peculier pub,4.2
40387339,"uno pizzeria and grill 432 COLUMBUS AVENUE, NY",uno chicago grill,4
40387357,"cafe lalo 201 WEST   83 STREET, NY",cafe lalo,3.7
40387399,"arturo's pizza 5189A BROADWAY, NY",arturo's pizza,3.3
40387418,"tal bagels deli 975979 FIRST AVENUE, NY",tal bagels,3.9
40387528,"walnut bus stop 881 EAST  134 STREET, NY",walnut bus stop,4.3
40387549,"kelly's pub 13611 41 AVENUE, NY",kelly's pub,4.2
40387746,"rosebank tavern 1258 BAY STREET, NY",rosebank tavern,4.8
40387754,"trattoria della arte 900 7 AVENUE, NY",trattoria dell'arte,4.3
40387787,"areo restaurant 842484 20 -3RD AVENUE, NY",SEARCH FAILURE,
40387825,"green pavilion restaurant & sports lounge 4307 18 AVENUE, NY",green pavilion,3.8
40387861,"westway diner 614 9 AVENUE, NY",westway diner,4
40387876,"rocking horse cafe 182 8 AVENUE, NY",rocking horse cafe,4
40387890,"tre giovani pizza & pasta 548 LA GUARDIA PLACE, NY",tre giovani,4.3
40387907,"galicia restaurant 4083 BROADWAY, NY",galicia,4.3
40387986,"lenox hill grill/pizza 1105 LEXINGTON AVENUE, NY",lenox hill grill,3.5
40387990,"t.g.i. friday's 47 BROADWAY, NY",tgi fridays,2.2
40388016,"wendy's 2140 WESTCHESTER AVENUE, NY",wendy's,3.5
40388091,"masawa 1239 AMSTERDAM AVENUE, NY",massawa,3.9
40388194,"sob's 200 VARICK STREET, NY",sound of brazil,3.9
40388214,"scaletta ristorante 50 WEST   77 STREET, NY",scaletta,4.2
40388218,"walker's restaurant 16 NORTH MOORE STREET, NY",walker's,4.2
40388225,"holland bar 532 9 AVENUE, NY",holland bar,4.3
40388235,"lucky pizza 2714 BRIDGE PLAZA SOUTH, NY",lucky pizza,3.9
40388253,"the pizza place 1665 METROPOLITAN AVENUE, NY",pizza place,3.9
40388260,"amnon kosher pizza 4814 13 AVENUE, NY",amnon's kosher pizza,4.4
40388270,"t.g.i. friday's 604 5 AVENUE, NY",tgi fridays,2.4
40388281,"angelica kitchen 300 EAST   12 STREET, NY",angelica kitchen,3.9
40388321,"cowgirl hall of fame 519 HUDSON STREET, NY",cowgirl,3.8
40388386,"lee's villa chinese restaurant 152 LAWRENCE STREET, NY",lee's villa,4
40388419,"famous famiglia pizzeria 2859 BROADWAY, NY",famous famiglia pizza @ 111th,3.4
40388578,"dive bar 732 AMSTERDAM AVENUE, NY",dive bar,4
40388619,"bennys burritos 111113 GREENWICH AVENUE, NY",benny's burritos,4.2
40388639,"glendale pizza 6827 MYRTLE AVENUE, NY",glendale pizza & restaurant,4
40388640,"the cornell center of new york 6 EAST   44 STREET, NY",the cornell club new york,4.5
40388668,"queen bee's tavern 3023 CHURCH AVENUE, NY",queen bee's tavern,2
40388672,"nectar of 82nd street 1090 MADISON AVENUE, NY",nectar,3.4
40388784,"2a 25 AVENUE A, NY",2a,4.1
40388787,"sette mezzo 969 LEXINGTON AVENUE, NY",sette mezzo,4.1
40388808,"teresa's resturant 80 MONTAGUE STREET, NY",teresa's,3.8
40388818,"yama japanese restaurant' 122 EAST   17 STREET, NY",yama,4.1
40388823,"chadwick's 8822 3 AVENUE, NY",chadwick's,4.6
40388828,"dallas bbq 132 SECOND AVENUE, NY",dallas bbq,3.6
40388863,"la rivista restaurant 313 WEST   46 STREET, NY",rivista,4
40388901,"el castillo de jagua rest 113 RIVINGTON STREET, NY",el castillo de jagua,4
