,3-day humidity,3-day temp
157,65.0,53.3333333333
158,60.3333333333,53.3333333333
159,58.0,47.0
160,68.0,58.6666666667
161,68.0,58.6666666667
162,58.0,47.0
163,65.0,53.3333333333
164,67.0,54.3333333333
165,54.0,49.3333333333
166,67.0,54.3333333333
167,79.3333333333,41.3333333333
168,79.3333333333,41.3333333333
169,54.0,49.3333333333
170,67.0,54.3333333333
171,64.3333333333,46.6666666667
172,53.3333333333,52.0
173,54.0,49.3333333333
174,64.3333333333,46.6666666667
175,68.0,58.6666666667
176,79.3333333333,41.3333333333
177,79.3333333333,41.3333333333
178,54.0,49.3333333333
179,54.0,49.3333333333
180,65.0,53.3333333333
181,67.0,54.3333333333
182,68.0,58.6666666667
183,67.0,54.3333333333
184,79.3333333333,41.3333333333
185,54.0,49.3333333333
186,61.3333333333,60.3333333333
187,64.6666666667,55.3333333333
188,67.0,54.3333333333
189,60.3333333333,53.3333333333
190,60.3333333333,53.3333333333
191,61.3333333333,60.3333333333
192,61.3333333333,60.3333333333
193,79.3333333333,41.3333333333
194,67.0,54.3333333333
195,68.0,58.6666666667
196,64.6666666667,55.3333333333
197,54.0,49.3333333333
198,60.3333333333,53.3333333333
199,68.0,58.6666666667
200,54.0,49.3333333333
201,64.6666666667,55.3333333333
202,53.3333333333,52.0
203,61.3333333333,60.3333333333
204,65.0,53.3333333333
205,54.0,49.3333333333
206,61.3333333333,60.3333333333
207,65.0,53.3333333333
208,79.0,60.3333333333
209,65.0,53.3333333333
210,53.3333333333,52.0
211,64.3333333333,46.6666666667
212,60.3333333333,53.3333333333
213,65.0,53.3333333333
214,68.0,58.6666666667
215,64.3333333333,46.6666666667
216,79.3333333333,41.3333333333
217,53.3333333333,52.0
218,54.0,49.3333333333
219,65.0,53.3333333333
220,53.3333333333,52.0
221,79.3333333333,41.3333333333
222,67.0,54.3333333333
223,79.3333333333,41.3333333333
224,60.3333333333,53.3333333333
225,67.0,54.3333333333
226,61.3333333333,60.3333333333
227,64.6666666667,55.3333333333
228,67.0,54.3333333333
229,79.3333333333,41.3333333333
230,58.0,47.0
231,68.0,58.6666666667
232,79.3333333333,41.3333333333
233,68.0,58.6666666667
234,54.0,49.3333333333
235,60.3333333333,53.3333333333
236,65.0,53.3333333333
237,65.0,53.3333333333
238,54.0,49.3333333333
239,67.0,54.3333333333
240,79.3333333333,41.3333333333
241,79.3333333333,41.3333333333
242,79.3333333333,41.3333333333
243,60.3333333333,53.3333333333
244,58.0,47.0
245,64.6666666667,55.3333333333
246,68.0,58.6666666667
247,67.0,54.3333333333
248,65.0,53.3333333333
249,64.6666666667,55.3333333333
250,58.0,47.0
251,60.3333333333,53.3333333333
252,50.6666666667,48.0
253,64.6666666667,55.3333333333
254,79.0,60.3333333333
255,60.3333333333,53.3333333333
256,58.0,47.0
257,54.0,49.3333333333
258,68.0,58.6666666667
259,61.3333333333,60.3333333333
260,53.3333333333,52.0
261,54.0,49.3333333333
262,79.3333333333,41.3333333333
263,60.3333333333,53.3333333333
264,64.6666666667,55.3333333333
265,68.0,58.6666666667
266,79.3333333333,41.3333333333
267,67.0,54.3333333333
268,61.0,82.6666666667
269,53.3333333333,55.3333333333
270,65.6666666667,41.6666666667
271,59.6666666667,69.3333333333
272,43.0,71.3333333333
273,58.3333333333,42.3333333333
274,63.3333333333,34.6666666667
275,66.0,76.6666666667
276,51.0,73.6666666667
277,64.0,73.6666666667
278,43.0,31.0
279,82.6666666667,50.0
280,68.0,76.0
281,51.0,34.3333333333
282,58.0,74.3333333333
283,67.3333333333,83.0
284,69.6666666667,44.0
285,46.3333333333,40.3333333333
286,49.3333333333,49.0
287,48.3333333333,51.3333333333
288,71.3333333333,38.3333333333
289,60.0,35.3333333333
290,79.3333333333,41.3333333333
291,58.0,74.3333333333
292,68.0,58.6666666667
293,58.0,74.3333333333
294,45.0,55.0
295,56.0,50.3333333333
296,57.3333333333,27.3333333333
297,82.6666666667,50.0
298,35.0,40.3333333333
299,69.6666666667,44.0
300,42.3333333333,60.6666666667
301,56.0,50.3333333333
302,53.6666666667,85.3333333333
303,58.3333333333,80.6666666667
304,68.6666666667,74.3333333333
305,56.0,50.3333333333
306,62.0,54.0
307,68.0,58.6666666667
308,81.6666666667,46.6666666667
309,66.3333333333,63.0
310,42.0,49.0
311,53.6666666667,42.3333333333
312,67.6666666667,78.0
313,49.3333333333,49.0
314,44.0,37.0
315,69.0,63.6666666667
316,50.0,40.3333333333
317,50.6666666667,52.0
318,53.3333333333,53.6666666667
319,48.0,33.6666666667
320,48.0,46.0
321,58.0,47.0
322,56.6666666667,71.3333333333
323,42.3333333333,60.6666666667
324,54.3333333333,33.0
325,59.6666666667,56.3333333333
326,65.0,47.3333333333
327,56.6666666667,36.3333333333
328,68.6666666667,36.3333333333
329,79.3333333333,41.3333333333
330,79.3333333333,41.3333333333
331,65.6666666667,73.6666666667
332,55.0,80.6666666667
333,79.3333333333,41.3333333333
334,61.6666666667,74.6666666667
335,57.0,44.6666666667
336,35.0,40.3333333333
337,64.6666666667,37.0
338,59.6666666667,69.3333333333
339,64.6666666667,37.0
340,73.6666666667,51.6666666667
341,44.6666666667,38.3333333333
342,66.6666666667,34.6666666667
343,74.0,68.0
344,67.6666666667,78.0
345,72.3333333333,43.6666666667
346,68.6666666667,58.3333333333
347,73.3333333333,39.0
348,76.6666666667,63.6666666667
349,35.0,43.6666666667
350,51.3333333333,50.6666666667
351,34.3333333333,63.6666666667
352,74.0,64.3333333333
353,80.0,42.3333333333
354,53.0,46.0
355,57.0,65.0
356,56.6666666667,34.6666666667
357,81.6666666667,46.6666666667
358,68.3333333333,53.0
359,68.6666666667,36.3333333333
360,66.6666666667,58.3333333333
361,56.3333333333,63.6666666667
362,57.6666666667,76.0
363,57.0,21.0
364,58.3333333333,79.0
365,35.0,40.3333333333
366,72.3333333333,65.0
367,48.0,35.0
368,64.3333333333,46.6666666667
369,74.6666666667,74.6666666667
370,74.3333333333,82.3333333333
371,40.0,45.0
372,60.3333333333,75.6666666667
373,34.6666666667,49.6666666667
374,64.6666666667,55.3333333333
375,58.0,47.0
376,34.3333333333,63.6666666667
377,72.3333333333,71.6666666667
378,50.6666666667,52.0
379,59.6666666667,56.3333333333
380,51.3333333333,51.6666666667
381,56.3333333333,63.6666666667
382,71.0,49.3333333333
383,81.6666666667,46.6666666667
384,54.3333333333,35.6666666667
385,59.3333333333,36.0
386,63.3333333333,36.0
387,54.3333333333,78.6666666667
388,61.6666666667,79.6666666667
389,51.3333333333,51.6666666667
390,66.6666666667,46.6666666667
391,88.6666666667,43.6666666667
392,88.3333333333,43.0
393,42.0,49.0
394,65.0,47.3333333333
395,56.3333333333,56.0
396,63.3333333333,55.0
397,56.0,75.0
398,43.0,31.0
399,48.3333333333,51.3333333333
400,59.6666666667,69.3333333333
401,60.3333333333,75.6666666667
402,40.0,45.0
403,51.3333333333,50.6666666667
404,68.3333333333,53.0
405,63.3333333333,36.0
406,46.3333333333,48.6666666667
407,27.6666666667,63.3333333333
408,50.6666666667,36.0
409,59.6666666667,56.3333333333
410,77.3333333333,51.0
411,72.6666666667,64.3333333333
412,59.6666666667,69.3333333333
413,53.6666666667,42.3333333333
414,62.0,53.3333333333
415,58.3333333333,73.0
416,54.0,49.3333333333
417,46.3333333333,48.6666666667
418,55.0,80.6666666667
419,71.3333333333,38.3333333333
420,82.0,61.6666666667
421,57.0,21.0
422,59.0,81.0
423,63.6666666667,74.3333333333
424,68.3333333333,70.6666666667
425,53.3333333333,52.0
426,68.0,58.6666666667
427,47.3333333333,52.0
428,49.3333333333,49.0
429,66.0,76.6666666667
430,32.6666666667,28.6666666667
431,46.0,62.6666666667
432,59.6666666667,52.0
433,52.0,53.0
434,32.6666666667,28.6666666667
435,48.3333333333,51.3333333333
436,51.0,34.3333333333
437,62.0,74.3333333333
438,55.6666666667,74.0
439,69.0,63.6666666667
440,51.3333333333,51.6666666667
441,55.6666666667,24.6666666667
442,40.0,45.0
443,53.6666666667,76.0
444,44.6666666667,29.0
445,81.3333333333,70.0
446,57.0,44.6666666667
447,71.0,74.0
448,48.0,39.3333333333
449,32.6666666667,28.6666666667
450,53.0,43.6666666667
451,58.3333333333,73.0
452,74.0,41.0
453,76.6666666667,63.6666666667
454,45.6666666667,78.3333333333
455,80.3333333333,52.6666666667
456,89.6666666667,41.0
457,65.6666666667,54.0
458,64.6666666667,37.0
459,45.0,55.0
460,54.0,38.0
461,50.6666666667,48.0
462,62.3333333333,74.6666666667
463,67.0,62.6666666667
464,57.3333333333,27.3333333333
465,67.0,54.3333333333
466,57.0,65.0
467,61.6666666667,74.6666666667
468,56.6666666667,34.6666666667
469,42.0,49.0
470,62.6666666667,49.3333333333
471,82.0,61.6666666667
472,53.3333333333,55.3333333333
473,68.3333333333,53.0
474,65.6666666667,37.0
475,53.0,78.6666666667
476,65.3333333333,64.6666666667
477,44.3333333333,59.0
478,80.3333333333,40.3333333333
479,56.6666666667,34.6666666667
480,50.0,47.6666666667
481,71.0,81.0
482,43.6666666667,52.0
483,60.3333333333,53.3333333333
484,55.0,49.3333333333
485,82.6666666667,50.0
486,53.3333333333,38.6666666667
487,59.6666666667,69.3333333333
488,49.3333333333,49.0
489,50.6666666667,52.0
490,54.0,49.3333333333
491,59.3333333333,36.0
492,63.0,42.3333333333
493,54.3333333333,66.0
494,54.3333333333,35.6666666667
495,65.3333333333,71.6666666667
496,40.0,49.0
497,63.0,42.3333333333
498,65.3333333333,64.6666666667
499,65.3333333333,63.3333333333
500,79.3333333333,41.3333333333
501,85.0,41.0
502,46.3333333333,48.6666666667
503,50.6666666667,52.0
504,58.3333333333,73.0
505,82.6666666667,50.0
506,82.0,61.6666666667
507,56.3333333333,63.6666666667
508,81.6666666667,46.6666666667
509,79.3333333333,41.3333333333
510,64.6666666667,55.3333333333
511,74.0,64.3333333333
512,43.6666666667,68.0
513,51.3333333333,51.6666666667
514,48.0,46.0
515,63.0,42.3333333333
516,68.6666666667,58.3333333333
517,49.3333333333,63.0
518,57.0,21.0
519,66.3333333333,63.0
520,69.0,69.0
521,71.0,42.6666666667
522,43.6666666667,52.0
523,47.3333333333,34.6666666667
524,67.0,54.3333333333
525,88.3333333333,43.0
526,47.3333333333,34.6666666667
527,56.3333333333,79.3333333333
528,68.6666666667,51.3333333333
529,54.3333333333,33.0
530,44.0,37.0
531,60.3333333333,48.6666666667
532,59.6666666667,40.0
533,53.3333333333,59.3333333333
534,49.3333333333,63.0
535,68.0,76.0
536,54.3333333333,33.0
537,39.0,61.0
538,59.6666666667,52.0
539,69.0,69.0
540,60.0,39.6666666667
541,59.6666666667,69.3333333333
542,68.6666666667,51.3333333333
543,42.0,51.6666666667
544,53.3333333333,53.6666666667
545,68.3333333333,53.0
546,81.6666666667,51.6666666667
547,48.3333333333,36.3333333333
548,44.3333333333,59.0
549,78.0,74.6666666667
550,69.3333333333,35.0
551,67.0,54.3333333333
552,53.3333333333,55.3333333333
553,28.6666666667,61.3333333333
554,48.6666666667,38.0
555,67.0,54.3333333333
556,69.3333333333,35.0
557,56.0,50.3333333333
558,70.0,80.3333333333
559,28.6666666667,61.3333333333
560,66.3333333333,63.0
561,80.3333333333,52.6666666667
562,58.3333333333,42.3333333333
563,65.3333333333,63.3333333333
564,60.0,75.6666666667
565,62.3333333333,39.0
566,47.3333333333,29.6666666667
567,60.0,75.6666666667
568,57.0,32.3333333333
569,56.3333333333,63.6666666667
570,47.3333333333,52.0
571,35.0,40.3333333333
572,61.3333333333,60.3333333333
573,71.3333333333,38.3333333333
574,71.3333333333,38.3333333333
575,48.0,56.3333333333
576,71.0,49.3333333333
577,57.3333333333,27.3333333333
578,55.3333333333,57.3333333333
579,50.3333333333,33.0
580,48.0,46.0
581,61.6666666667,69.6666666667
582,65.0,53.3333333333
583,44.3333333333,59.0
584,57.0,44.6666666667
585,71.0,42.6666666667
586,63.0,48.6666666667
587,68.3333333333,65.3333333333
588,53.3333333333,52.0
589,68.0,72.3333333333
590,48.0,35.0
591,54.0,38.0
592,54.0,38.0
593,58.0,74.3333333333
594,56.6666666667,34.6666666667
595,62.6666666667,62.6666666667
596,65.6666666667,73.6666666667
597,56.3333333333,56.0
598,58.0,74.3333333333
599,35.0,40.3333333333
600,46.3333333333,48.6666666667
601,46.0,62.6666666667
602,59.3333333333,36.0
603,48.6666666667,40.0
604,67.0,62.6666666667
605,65.6666666667,37.0
606,57.0,74.6666666667
607,58.3333333333,54.0
608,76.6666666667,63.6666666667
609,63.3333333333,55.0
610,72.3333333333,43.6666666667
611,68.0,78.0
612,63.6666666667,38.0
613,44.3333333333,59.0
614,46.3333333333,69.6666666667
615,48.3333333333,38.0
616,48.6666666667,40.0
617,79.3333333333,60.6666666667
618,47.3333333333,34.6666666667
619,51.0,34.3333333333
620,60.6666666667,34.3333333333
621,47.3333333333,52.0
622,50.0,50.6666666667
623,63.6666666667,74.3333333333
624,59.6666666667,56.3333333333
625,69.0,84.6666666667
626,67.6666666667,78.0
627,82.0,61.6666666667
628,58.3333333333,42.3333333333
629,61.0,81.0
630,82.6666666667,50.0
631,56.0,50.3333333333
632,53.6666666667,42.3333333333
633,68.3333333333,53.0
634,63.6666666667,74.3333333333
635,84.3333333333,52.3333333333
636,49.0,63.3333333333
637,71.6666666667,46.0
638,56.6666666667,71.3333333333
639,44.0,37.0
640,57.0,74.6666666667
641,63.0,33.3333333333
642,85.0,41.0
643,56.6666666667,34.6666666667
644,71.0,74.0
645,63.3333333333,36.0
646,80.3333333333,40.3333333333
647,73.3333333333,39.0
648,55.6666666667,62.0
649,59.3333333333,43.0
650,63.0,42.3333333333
651,47.3333333333,52.0
652,79.3333333333,72.0
653,63.3333333333,75.6666666667
654,58.6666666667,46.3333333333
655,66.6666666667,46.6666666667
656,69.6666666667,44.0
657,67.0,62.6666666667
658,58.3333333333,25.6666666667
659,53.6666666667,85.3333333333
660,74.6666666667,74.6666666667
661,59.3333333333,43.0
662,80.3333333333,40.3333333333
663,82.6666666667,50.0
664,35.0,40.3333333333
665,60.3333333333,75.6666666667
666,48.6666666667,40.0
667,28.6666666667,61.3333333333
668,53.0,37.0
669,53.6666666667,85.3333333333
670,40.0,45.0
671,53.0,37.0
672,43.6666666667,52.3333333333
673,43.6666666667,52.3333333333
674,58.3333333333,80.6666666667
675,64.6666666667,37.0
676,51.3333333333,50.6666666667
677,48.0,46.0
678,53.6666666667,51.6666666667
679,51.3333333333,60.3333333333
680,58.3333333333,42.3333333333
681,66.6666666667,44.3333333333
682,68.0,78.0
683,55.6666666667,52.0
684,48.0,39.3333333333
685,79.3333333333,41.3333333333
686,49.0,35.6666666667
687,79.3333333333,72.0
688,53.3333333333,38.6666666667
689,60.3333333333,48.6666666667
690,70.0,80.3333333333
691,69.3333333333,35.0
692,89.6666666667,41.0
693,62.3333333333,39.0
694,73.3333333333,39.0
695,69.6666666667,44.0
696,42.0,49.0
697,48.0,56.3333333333
698,44.0,43.0
699,52.0,63.3333333333
700,54.3333333333,78.6666666667
701,72.6666666667,64.3333333333
702,66.6666666667,46.6666666667
703,66.6666666667,46.6666666667
704,61.3333333333,56.0
705,51.6666666667,65.0
706,28.6666666667,61.3333333333
707,61.3333333333,60.3333333333
708,45.0,55.0
709,68.6666666667,77.3333333333
710,56.3333333333,63.6666666667
711,52.6666666667,60.0
712,68.0,80.3333333333
713,71.0,81.0
714,88.3333333333,43.0
715,38.3333333333,63.6666666667
716,50.6666666667,52.0
717,40.6666666667,63.6666666667
718,73.3333333333,39.0
719,63.0,33.3333333333
720,53.3333333333,53.6666666667
721,82.6666666667,50.0
722,46.0,62.6666666667
723,54.3333333333,35.6666666667
724,53.0,46.0
725,66.0,45.3333333333
726,68.3333333333,65.3333333333
727,53.6666666667,71.0
728,34.3333333333,63.6666666667
729,68.3333333333,65.3333333333
730,55.0,49.3333333333
731,42.0,49.0
732,53.6666666667,76.0
733,63.3333333333,55.0
734,54.3333333333,66.0
735,55.6666666667,52.0
736,60.3333333333,48.6666666667
737,74.0,41.0
738,44.6666666667,29.0
739,66.0,45.3333333333
740,81.6666666667,46.6666666667
741,66.0,76.6666666667
742,81.6666666667,51.6666666667
743,59.3333333333,57.0
744,54.0,38.0
745,89.6666666667,41.0
746,27.6666666667,63.3333333333
747,51.6666666667,65.0
748,53.3333333333,55.3333333333
749,51.3333333333,60.3333333333
750,57.0,58.0
751,67.0,54.3333333333
752,59.0,81.0
753,57.0,44.6666666667
754,59.3333333333,43.0
755,39.0,61.0
756,65.3333333333,63.3333333333
757,28.6666666667,61.3333333333
758,79.3333333333,41.3333333333
759,28.6666666667,61.3333333333
760,54.3333333333,33.0
761,64.6666666667,37.0
762,63.0,33.3333333333
763,80.3333333333,40.3333333333
764,81.6666666667,76.3333333333
765,56.0,50.3333333333
766,65.3333333333,63.3333333333
767,46.3333333333,48.6666666667
768,74.0,68.0
769,68.0,58.6666666667
770,80.6666666667,52.0
771,81.6666666667,76.3333333333
772,50.0,50.6666666667
773,79.3333333333,60.6666666667
774,88.6666666667,43.6666666667
775,38.3333333333,56.3333333333
776,68.0,76.0
777,57.0,44.6666666667
778,61.6666666667,79.6666666667
779,53.0,53.3333333333
780,72.3333333333,43.6666666667
781,57.3333333333,27.3333333333
782,65.6666666667,37.0
783,61.6666666667,69.6666666667
784,39.0,61.0
785,59.6666666667,69.3333333333
786,49.0,49.6666666667
787,67.3333333333,83.0
788,77.3333333333,52.3333333333
789,65.3333333333,71.6666666667
790,73.3333333333,39.0
791,46.0,62.6666666667
792,67.3333333333,83.0
793,60.3333333333,53.3333333333
794,60.6666666667,79.6666666667
795,43.6666666667,52.0
796,47.0,36.6666666667
797,65.6666666667,53.0
798,50.6666666667,52.0
799,66.6666666667,58.3333333333
800,40.0,60.3333333333
801,59.6666666667,69.3333333333
802,59.3333333333,36.0
803,80.0,42.3333333333
804,55.0,80.6666666667
805,81.6666666667,51.6666666667
806,65.3333333333,63.3333333333
807,71.0,81.0
808,53.0,37.0
809,40.6666666667,63.6666666667
810,75.3333333333,49.3333333333
811,47.0,36.6666666667
812,71.0,49.3333333333
813,38.3333333333,63.6666666667
814,48.0,46.0
815,42.3333333333,60.6666666667
816,80.6666666667,52.0
817,59.6666666667,52.0
818,56.6666666667,36.3333333333
819,88.3333333333,43.0
820,35.0,40.3333333333
821,64.6666666667,37.0
822,53.3333333333,38.6666666667
823,68.6666666667,58.3333333333
824,77.3333333333,51.0
825,53.6666666667,42.3333333333
826,61.3333333333,56.0
827,56.3333333333,56.0
828,45.6666666667,78.3333333333
829,58.3333333333,25.6666666667
830,58.0,47.0
831,62.6666666667,49.3333333333
832,53.6666666667,27.6666666667
833,59.0,81.0
834,47.3333333333,44.0
835,68.3333333333,53.0
836,79.3333333333,72.0
837,42.0,51.6666666667
838,71.0,42.6666666667
839,48.3333333333,51.3333333333
840,47.0,36.6666666667
841,84.3333333333,52.3333333333
842,79.3333333333,72.0
843,68.6666666667,77.3333333333
844,44.3333333333,36.0
845,44.0,37.0
846,66.6666666667,46.6666666667
847,68.0,76.0
848,58.3333333333,54.0
849,60.3333333333,48.6666666667
850,72.3333333333,43.6666666667
851,47.3333333333,44.0
852,46.0,62.6666666667
853,61.0,76.3333333333
854,43.6666666667,52.3333333333
855,57.0,49.0
856,57.3333333333,27.3333333333
857,55.6666666667,24.6666666667
858,78.6666666667,45.6666666667
859,62.0,53.3333333333
860,50.3333333333,59.3333333333
861,64.3333333333,82.3333333333
862,89.6666666667,41.0
863,75.3333333333,49.3333333333
864,75.6666666667,72.3333333333
865,57.0,73.6666666667
866,71.6666666667,46.0
867,80.3333333333,40.3333333333
868,50.0,50.6666666667
869,71.0,81.0
870,53.6666666667,42.3333333333
871,78.0,74.6666666667
872,45.0,55.0
873,38.6666666667,35.3333333333
874,76.6666666667,63.6666666667
875,63.3333333333,55.0
876,66.6666666667,37.0
877,55.0,39.3333333333
878,59.6666666667,52.0
879,62.3333333333,45.0
880,40.6666666667,63.6666666667
881,56.0,75.0
882,66.3333333333,63.0
883,50.6666666667,52.0
884,42.6666666667,24.6666666667
885,28.6666666667,61.3333333333
886,69.0,69.0
887,43.6666666667,52.3333333333
888,59.3333333333,57.0
889,71.3333333333,38.3333333333
890,84.3333333333,52.3333333333
891,63.3333333333,75.6666666667
892,53.3333333333,59.3333333333
893,64.6666666667,37.0
894,56.3333333333,63.6666666667
895,56.3333333333,56.0
896,59.0,53.0
897,61.3333333333,56.0
898,80.6666666667,52.0
899,72.3333333333,43.6666666667
900,50.6666666667,52.0
901,46.3333333333,69.3333333333
902,50.0,50.6666666667
903,53.6666666667,42.3333333333
904,58.0,47.0
905,71.6666666667,46.0
906,68.6666666667,36.3333333333
907,51.3333333333,60.3333333333
908,57.0,65.0
909,43.0,31.0
910,57.0,73.6666666667
911,56.6666666667,34.6666666667
912,64.6666666667,37.0
913,47.3333333333,44.0
914,46.3333333333,69.3333333333
915,50.0,40.3333333333
916,65.3333333333,71.6666666667
917,64.6666666667,37.0
918,46.3333333333,48.6666666667
919,48.0,26.3333333333
920,28.6666666667,61.3333333333
921,68.0,76.0
922,59.3333333333,36.0
923,55.6666666667,74.0
924,45.0,37.3333333333
925,67.0,54.3333333333
926,50.0,40.3333333333
927,59.6666666667,52.0
928,52.0,53.0
929,56.0,50.3333333333
930,79.3333333333,72.0
931,51.3333333333,60.3333333333
932,54.3333333333,78.6666666667
933,47.3333333333,29.6666666667
934,53.0,46.0
935,65.6666666667,54.0
936,50.0,40.3333333333
937,61.3333333333,51.0
938,69.0,63.6666666667
939,48.3333333333,36.3333333333
940,53.3333333333,55.3333333333
941,82.6666666667,50.0
942,44.6666666667,38.3333333333
943,80.6666666667,52.0
944,68.0,72.3333333333
945,68.6666666667,58.3333333333
946,73.3333333333,39.0
947,65.0,75.3333333333
948,34.6666666667,49.6666666667
949,47.3333333333,34.6666666667
950,68.6666666667,58.3333333333
951,61.3333333333,51.0
952,69.0,63.6666666667
953,66.6666666667,46.6666666667
954,48.0,44.3333333333
955,65.0,53.3333333333
956,64.6666666667,37.0
957,64.6666666667,55.3333333333
958,48.0,46.0
959,50.6666666667,48.0
960,57.0,65.0
961,75.3333333333,49.3333333333
962,62.3333333333,39.0
963,58.0,47.0
964,58.0,74.3333333333
965,48.0,35.0
966,74.0,64.3333333333
967,75.3333333333,49.3333333333
968,48.6666666667,40.0
969,67.6666666667,78.0
970,69.6666666667,44.0
971,51.0,73.6666666667
972,63.0,78.6666666667
973,61.6666666667,53.3333333333
974,65.6666666667,41.6666666667
975,79.3333333333,60.6666666667
976,60.3333333333,53.3333333333
977,54.0,57.3333333333
978,53.0,53.3333333333
979,50.0,50.6666666667
980,51.0,73.6666666667
981,68.3333333333,53.0
982,46.3333333333,40.3333333333
983,44.3333333333,36.0
984,58.3333333333,80.6666666667
985,57.0,73.6666666667
986,81.6666666667,76.3333333333
987,71.0,42.6666666667
988,69.0,63.6666666667
989,58.3333333333,79.0
990,61.6666666667,79.6666666667
991,62.0,53.3333333333
992,63.6666666667,74.3333333333
993,63.3333333333,34.6666666667
994,57.0,65.0
995,79.3333333333,72.0
996,63.3333333333,36.0
997,47.3333333333,29.6666666667
998,43.6666666667,52.0
999,71.3333333333,54.3333333333
1000,63.6666666667,74.3333333333
1001,80.6666666667,52.0
1002,58.3333333333,42.3333333333
1003,48.0,39.3333333333
