,crit_violations,non_crit_violations,earliest_inspection,latest_inspection,second_latest_inspection,zipcode,boro,cuisine,address,num_inspections,crit_violations_recent_inspect,non_crit_violations_recent_inspect,crit_violations_train,non_crit_violations_train,num_inspections_train,average_crit_v_train,average_non_crit_v_train,time_since_last_inspection,time_since_first_inspection,crit_v_2plus,3-day temp,3-day humidity,crit_vs_sec_last_insp,prior_2p_crit_insps,rating,rating_null,rating_null_zip,food_poisoning_complaints,food_establishment_complaints,electric_complaints,safety_complaints,rodent_complaints,dirty_conditions_complaints,general_complaints,missed_collection_complaints,police_matter_complaints,liq_license,side_license,target,prediction,true_positive,true_negative,false_positive,false_negative,latitude,longitude
40368338,4.0,3.0,2014-02-28,2016-03-28,2015-02-11,10028,MANHATTAN,American,1583 2 AVENUE,3,1,1,3.0,2.0,2,1.5,1.0,411,759,0,49.33333333,62.66666667,2,1,4.2,0,0,4,2,0,1,15.0,25.0,0.0,6.0,6,True,False,0,1,False,False,True,False,40.5903159245,-73.9534112858
40368632,13.0,7.0,2014-05-14,2017-01-13,2016-12-20,11228,BROOKLYN,American,7504 13 AVENUE,7,1,2,12.0,5.0,6,2.0,0.833333333333,24,975,0,49.0,71.0,0,3,4.4,0,0,2,3,1,1,2.0,16.0,0.0,42.0,3,True,False,0,1,False,False,True,False,40.6202339,-74.0078177
40368752,5.0,5.0,2013-07-26,2016-05-26,2015-03-10,10012,MANHATTAN,French,180 PRINCE STREET,5,1,1,4.0,4.0,4,1.0,1.0,443,1035,0,73.0,53.66666667,1,1,4.4,0,0,9,22,24,10,58.0,50.0,25.0,28.0,10,True,False,0,0,False,True,False,False,40.7262443,-74.00205290000002
40369012,16.0,4.0,2014-04-17,2017-03-29,2016-08-24,11367,QUEENS,Pizza/Italian,7147 KISSENA BOULEVARD,9,3,1,13.0,3.0,8,1.625,0.375,217,1077,1,47.0,79.0,2,5,4.4,0,0,0,0,0,0,1.0,2.0,2.0,0.0,0,False,False,1,1,True,False,False,False,40.7348065,-73.8147704
40369016,15.0,11.0,2013-09-26,2016-09-15,2015-08-19,10065,MANHATTAN,Greek,673 MADISON AVENUE,10,2,1,13.0,10.0,9,1.44444444444,1.11111111111,393,1085,1,73.66666667,57.0,1,3,3.7,0,0,10,8,2,2,18.0,12.0,14.0,8.0,16,True,True,1,0,False,False,False,True,40.7647958,-73.97013220000002
40369087,18.0,3.0,2015-02-03,2017-03-30,2017-02-14,10463,BRONX,American,3533 JOHNSON AVENUE,7,3,1,15.0,2.0,6,2.5,0.333333333333,44,786,1,47.66666667,64.0,3,5,3.5,0,0,4,8,2,2,4.0,16.0,23.0,4.0,0,True,False,1,1,True,False,False,False,40.8863875,-73.90990790000002
40369418,16.0,10.0,2014-07-08,2017-02-03,2016-01-19,10012,MANHATTAN,Italian,119 MAC DOUGAL STREET,9,1,2,15.0,8.0,8,1.875,1.0,381,941,0,36.66666667,54.0,1,3,4.1,0,0,9,44,5,8,14.0,28.0,23.0,24.0,9,True,False,0,0,False,True,False,False,40.73241025,-73.99857625
40369619,8.0,10.0,2014-03-11,2016-10-17,2015-10-13,10007,MANHATTAN,American,126 CHAMBERS STREET,5,1,3,7.0,7.0,4,1.75,1.75,370,951,0,65.0,70.0,0,2,3.8,0,0,17,32,5,0,33.0,30.0,2.0,21.0,11,True,True,0,0,False,True,False,False,40.71517575,-74.0089340192
40369759,6.0,2.0,2013-07-29,2016-03-10,2015-03-04,10075,MANHATTAN,American,1022 MADISON AVENUE,5,1,1,5.0,1.0,4,1.25,0.25,372,955,0,63.0,49.33333333,1,1,2.9,0,0,3,1,3,0,2.0,11.0,3.0,11.0,8,True,True,0,0,False,True,False,False,40.7761112,-73.9624637
40369869,17.0,12.0,2013-07-29,2016-07-20,2015-11-30,10038,MANHATTAN,Irish,75 MAIDEN LANE,10,1,1,16.0,11.0,9,1.77777777778,1.22222222222,233,1087,0,81.0,55.0,1,3,4.1,0,0,22,57,0,8,27.0,36.0,3.0,17.0,18,True,False,0,1,False,False,True,False,40.70768620000001,-74.0076663
40369958,9.0,5.0,2013-04-01,2016-03-30,2015-03-11,10017,MANHATTAN,Steak,210 EAST   46 STREET,6,2,2,7.0,3.0,5,1.4,0.6,385,1094,1,48.66666667,46.33333333,2,3,4.2,0,0,14,54,6,4,13.0,24.0,13.0,10.0,2,True,False,1,1,True,False,False,False,40.75288320000001,-73.9720906
40370015,13.0,2.0,2014-01-18,2016-10-01,2015-09-30,11211,BROOKLYN,Italian,32 WITHERS ST,7,1,2,12.0,0.0,6,2.0,0.0,367,987,0,61.66666667,86.66666667,2,3,4.3,0,0,3,16,13,3,44.0,26.0,6.0,30.0,4,True,False,0,1,False,False,True,False,40.71648225,-73.9511997929
40370238,10.0,11.0,2014-03-12,2017-02-16,2016-01-28,11377,QUEENS,Hamburgers,6815 NORTHERN BOULEVARD,7,1,1,9.0,10.0,6,1.5,1.66666666667,385,1072,0,38.33333333,57.0,1,3,3.7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,0,0,False,True,False,False,42.74586370000001,-73.7254921
40370356,2.0,5.0,2014-04-22,2016-05-11,2015-04-27,10312,STATEN ISLAND,Hamburgers,3267 RICHMOND AVENUE,3,1,1,1.0,4.0,2,0.5,2.0,380,750,0,58.66666667,51.0,1,0,3.4,0,0,2,3,0,0,3.0,9.0,0.0,9.0,2,True,False,0,0,False,True,False,False,40.5595566,-74.16895129999997
40370766,13.0,10.0,2013-09-11,2016-04-22,2015-01-21,10017,MANHATTAN,American,201 EAST 49th STREET,8,2,1,11.0,9.0,7,1.57142857143,1.28571428571,457,954,1,63.66666667,38.33333333,1,3,4.0,0,0,16,45,21,5,23.0,19.0,17.0,10.0,4,True,True,1,1,True,False,False,False,40.7551334,-73.97082059999998
40370781,16.0,10.0,2014-05-06,2016-05-09,2015-06-22,11357,QUEENS,Hamburgers,16011 WILLETS POINT BOULEVARD,8,1,2,15.0,8.0,7,2.14285714286,1.14285714286,322,734,0,58.0,63.0,2,7,3.4,0,0,0,2,0,1,0.0,8.0,0.0,0.0,0,True,False,0,1,False,False,True,False,40.758261,-73.8419159
40370917,9.0,7.0,2014-05-30,2017-01-27,2016-12-19,11236,BROOKLYN,Hamburgers,9006 CHURCH AVENUE,6,3,2,6.0,5.0,5,1.2,1.0,39,973,1,44.66666667,61.33333333,3,1,3.1,0,0,2,12,15,1,21.0,28.0,23.0,8.0,1,True,False,1,1,True,False,False,False,40.65276205,-73.919509394
40371614,5.0,6.0,2015-02-25,2017-04-11,2017-02-16,11362,QUEENS,French,25509 NORTHERN BOULEVARD,5,1,1,4.0,5.0,4,1.0,1.25,54,776,0,62.66666667,43.66666667,1,0,4.7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,0,0,False,True,False,False,42.74586370000001,-73.7254921
40371727,14.0,13.0,2014-04-23,2017-04-05,2016-06-28,11204,BROOKLYN,Italian,159 AVENUE O,9,2,3,12.0,10.0,8,1.5,1.25,281,1078,1,53.0,68.33333333,1,4,4.3,0,0,2,2,7,4,27.0,15.0,20.0,13.0,3,True,False,1,0,False,False,False,True,40.61099545,-73.9788648456
40371906,3.0,1.0,2014-03-20,2016-03-30,2015-03-19,11234,BROOKLYN,American,3501 AVENUE S,3,2,1,1.0,0.0,2,0.5,0.0,377,741,1,49.66666667,52.0,0,0,3.5,0,0,0,0,0,0,2.0,20.0,0.0,12.0,2,True,False,1,0,False,False,False,True,40.60943560000001,-73.93207729999997
40371988,13.0,4.0,2013-10-01,2016-05-02,2015-06-04,11358,QUEENS,American,19652 NORTHERN BLVD,8,2,1,11.0,3.0,7,1.57142857143,0.428571428571,333,944,1,52.66666667,67.33333333,2,4,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,1,1,True,False,False,False,42.74586370000001,-73.7254921
40372196,7.0,7.0,2014-04-28,2016-05-18,2015-10-09,10465,BRONX,Hamburgers,3660 EAST TREMONT AVENUE,6,1,1,6.0,6.0,5,1.2,1.2,222,751,0,60.0,52.66666667,1,1,3.3,0,0,1,3,0,2,15.0,15.0,0.0,25.0,15,True,False,0,0,False,True,False,False,40.82758905,-73.82363830359999
40372466,26.0,14.0,2014-03-03,2016-10-26,2016-09-22,10019,MANHATTAN,American,65 WEST   54 STREET,9,1,1,25.0,13.0,8,3.125,1.625,34,968,0,49.33333333,54.0,6,5,3.6,0,0,14,25,1,2,21.0,42.0,12.0,12.0,22,True,False,0,1,False,False,True,False,40.7624022,-73.9782725
40373272,9.0,5.0,2013-11-15,2016-09-22,2015-07-24,11201,BROOKLYN,American,44 HENRY STREET,5,2,1,7.0,4.0,4,1.75,1.0,426,1042,1,78.33333333,61.66666667,1,1,4.2,0,0,12,40,17,9,49.0,28.0,22.0,5.0,14,False,False,1,0,False,False,False,True,40.7127154,-73.9957137514
40373462,6.0,6.0,2014-02-24,2016-09-26,2015-09-21,10016,MANHATTAN,Italian,107 EAST   34 STREET,5,1,2,5.0,4.0,4,1.25,1.0,371,945,0,63.66666667,56.33333333,1,1,4.3,0,0,17,41,23,5,35.0,24.0,28.0,24.0,3,True,False,0,0,False,True,False,False,40.7469315,-73.9805395
40373597,10.0,7.0,2014-04-23,2017-03-28,2017-03-01,11209,BROOKLYN,Pizza/Italian,7522 3 AVENUE,6,2,2,8.0,5.0,5,1.6,1.0,27,1070,1,44.66666667,87.66666667,2,4,4.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,1,1,True,False,False,False,40.600409,-74.14494090000002
40373912,4.0,5.0,2014-04-29,2017-04-05,2016-02-23,10012,MANHATTAN,American,206 THOMPSON STREET,4,1,2,3.0,3.0,3,1.0,1.0,407,1072,0,53.0,68.33333333,1,0,4.1,0,0,23,34,9,3,57.0,33.0,8.0,26.0,12,True,True,0,0,False,True,False,False,40.72860515,-73.9993187087
40373937,13.0,12.0,2014-09-24,2017-02-08,2017-01-11,10023,MANHATTAN,Chinese,37 WEST   65 STREET,7,1,2,12.0,10.0,6,2.0,1.66666666667,28,868,0,44.0,69.66666667,1,3,3.8,0,0,8,23,2,2,5.0,7.0,10.0,7.0,7,True,False,0,1,False,False,True,False,40.7728753,-73.9812519
40374131,16.0,7.0,2014-08-26,2017-03-23,2016-09-06,10022,MANHATTAN,Pizza/Italian,1005 2 AVENUE,8,3,2,13.0,5.0,7,1.85714285714,0.714285714286,198,940,1,40.33333333,35.0,1,2,4.5,0,0,1,8,7,0,6.0,20.0,3.0,6.0,2,True,False,1,1,True,False,False,False,40.5895550612,-73.9603441633
40374136,9.0,14.0,2013-11-06,2016-04-07,2015-04-13,10464,BRONX,Seafood,1 CITY ISLAND AVE,6,1,2,8.0,12.0,5,1.6,2.4,360,883,0,43.0,55.33333333,1,3,4.3,0,0,3,3,0,0,0.0,1.0,0.0,1.0,1,True,False,0,0,False,True,False,False,40.83746445,-73.7831212229
40374814,6.0,9.0,2014-02-13,2017-02-11,2015-11-05,11435,QUEENS,American,9402 SUTPHIN BOULEVARD,5,1,1,5.0,8.0,4,1.25,2.0,464,1094,0,32.0,64.0,1,1,5.0,0,0,5,4,9,2,4.0,18.0,6.0,7.0,2,False,False,0,0,False,True,False,False,40.7002445,-73.80755119999998
40375376,15.0,8.0,2014-06-18,2017-03-08,2016-11-14,10065,MANHATTAN,Indian,807 LEXINGTON AVENUE,7,3,2,12.0,6.0,6,2.0,1.0,114,994,1,46.0,53.0,3,3,3.8,0,0,11,18,4,5,25.0,27.0,9.0,23.0,17,True,True,1,1,True,False,False,False,40.7642336,-73.9665436
40375634,17.0,13.0,2014-04-14,2016-12-20,2016-10-19,10027,MANHATTAN,American,2021 7 AVENUE,7,3,2,14.0,11.0,6,2.33333333333,1.83333333333,62,981,1,33.0,54.33333333,3,5,4.2,0,0,3,1,5,3,16.0,12.0,2.0,8.0,4,True,False,1,1,True,False,False,False,40.5907489184,-73.94945969390001
40375699,4.0,7.0,2013-05-01,2016-04-05,2015-04-09,10011,MANHATTAN,Italian,73 WEST   11 STREET,4,1,1,3.0,6.0,3,1.0,2.0,362,1070,0,38.0,54.0,1,1,4.5,0,0,5,36,13,10,16.0,36.0,40.0,35.0,9,True,True,0,0,False,True,False,False,40.7353624,-73.9977538
40375819,21.0,17.0,2013-08-03,2016-06-09,2015-10-28,11235,BROOKLYN,Italian,3073 EMMONS AVENUE,12,1,1,20.0,16.0,11,1.81818181818,1.45454545455,225,1041,0,68.0,55.66666667,1,6,3.6,0,0,0,3,1,6,9.0,14.0,4.0,6.0,1,True,False,0,1,False,False,True,False,40.5842135,-73.9367041377
40376029,5.0,5.0,2013-03-22,2016-03-15,2015-03-09,11417,QUEENS,American,10102 103 AVENUE,4,2,1,3.0,4.0,3,1.0,1.33333333333,372,1089,1,51.0,65.33333333,1,0,3.9537037037037037,1,0,2,2,1,0,12.0,25.0,1.0,62.0,4,False,False,1,0,False,False,False,True,40.683319,-73.840374
40376077,13.0,11.0,2014-04-25,2016-10-24,2015-09-24,11361,QUEENS,Greek,20002 NORTHERN BOULEVARD,8,1,2,12.0,9.0,7,1.71428571429,1.28571428571,396,913,0,56.33333333,56.33333333,1,4,4.3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,0,0,False,True,False,False,42.74586370000001,-73.7254921
40376496,9.0,6.0,2014-06-05,2017-01-24,2015-12-15,10014,MANHATTAN,American,80 GROVE STREET,5,2,1,7.0,5.0,4,1.75,1.25,406,964,1,42.0,87.0,1,3,4.1,0,0,0,7,5,4,20.0,25.0,8.0,14.0,4,False,False,1,1,True,False,False,False,40.71043565,-73.89824645
40377124,26.0,18.0,2013-08-10,2016-06-08,2016-04-07,10464,BRONX,Seafood,703 MINNIEFORD AVE,9,2,2,24.0,16.0,8,3.0,2.0,62,1033,1,72.66666667,57.33333333,3,6,4.2,0,0,0,4,0,0,15.0,9.0,0.0,2.0,0,True,False,1,1,True,False,False,False,40.8569208,-73.7905705818
40377262,6.0,3.0,2014-05-29,2016-03-14,2014-12-29,10309,STATEN ISLAND,Pizza/Italian,645 ROSSVILLE AVENUE,4,1,1,5.0,2.0,3,1.66666666667,0.666666666667,441,655,0,49.33333333,60.66666667,2,2,4.3,0,0,2,4,0,0,1.0,3.0,0.0,10.0,0,True,False,0,1,False,False,True,False,40.5426469,-74.20791369999998
40378136,38.0,18.0,2013-11-01,2016-10-31,2016-10-04,10025,MANHATTAN,American,2664 BROADWAY,13,2,1,36.0,17.0,12,3.0,1.41666666667,27,1095,1,55.33333333,64.66666667,2,11,4.5,0,0,17,19,80,17,27.0,35.0,96.0,18.0,4,True,True,1,1,True,False,False,False,40.7979149,-73.9690848
40378347,23.0,10.0,2013-11-18,2016-09-19,2016-07-26,10459,BRONX,American,1014 LONGWOOD AVENUE,12,4,1,19.0,9.0,11,1.72727272727,0.8181818181820001,55,1036,1,75.0,74.33333333,2,6,4.0,0,0,0,5,14,13,27.0,11.0,18.0,8.0,2,True,False,1,1,True,False,False,False,40.81657970000001,-73.8969846
40378571,11.0,2.0,2013-06-28,2016-04-01,2015-05-19,10003,MANHATTAN,Italian,32 EAST   10 STREET,6,1,1,10.0,1.0,5,2.0,0.2,318,1008,0,57.33333333,61.66666667,2,5,4.4,0,0,14,21,3,3,11.0,33.0,7.0,21.0,20,True,False,0,1,False,False,True,False,40.7321769,-73.99320490000002
40378585,19.0,11.0,2014-02-27,2017-01-23,2016-12-31,11421,QUEENS,American,7919 JAMAICA AVENUE,9,1,1,18.0,10.0,8,2.25,1.25,23,1061,0,45.66666667,89.0,2,6,4.0,0,0,0,0,0,0,1.0,4.0,0.0,3.0,0,False,False,0,1,False,False,True,False,40.723242,-73.7280407
40379026,7.0,5.0,2014-03-12,2016-10-20,2016-04-16,11372,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8512 ROOSEVELT AVENUE,5,2,1,5.0,4.0,4,1.25,1.0,187,953,1,73.33333333,63.0,2,2,3.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,1,0,False,False,False,True,40.762461,-73.5150429
40379149,17.0,8.0,2013-12-12,2016-10-17,2016-08-17,10012,MANHATTAN,Italian,97 MACDOUGAL STREET,10,1,1,16.0,7.0,9,1.77777777778,0.777777777778,61,1040,0,65.0,70.0,2,6,4.3,0,0,6,4,44,26,20.0,32.0,30.0,40.0,1,True,False,0,1,False,False,True,False,40.67967845,-73.91818135449999
40379355,10.0,8.0,2014-02-07,2016-10-03,2015-09-22,10024,MANHATTAN,Irish,425 AMSTERDAM AVENUE,5,2,1,8.0,7.0,4,2.0,1.75,377,969,1,61.66666667,82.0,2,3,3.9,0,0,10,53,18,4,82.0,50.0,92.0,15.0,10,True,True,1,1,True,False,False,False,40.78393775,-73.97737972670002
40379890,16.0,10.0,2014-09-04,2017-01-20,2016-06-13,10006,MANHATTAN,American,120 CEDAR STREET,6,2,1,14.0,9.0,5,2.8,1.8,221,869,1,43.0,80.0,2,4,4.4,0,0,3,18,0,0,11.0,11.0,1.0,2.0,3,True,False,1,1,True,False,False,False,40.7095458,-74.01262750000002
40379894,2.0,4.0,2014-10-06,2016-11-16,2016-10-12,10470,BRONX,Irish,4277 KATONAH AVE,4,2,1,0.0,3.0,3,0.0,1.0,35,772,1,55.66666667,48.66666667,2,1,5.0,0,0,0,2,4,1,5.0,8.0,0.0,5.0,4,True,False,1,1,True,False,False,False,40.8977976,-73.86749247739999
40379897,15.0,15.0,2014-02-06,2017-01-12,2016-08-02,10036,MANHATTAN,Hamburgers,1560 BROADWAY,10,1,1,14.0,14.0,9,1.55555555556,1.55555555556,163,1071,0,46.0,71.66666667,1,4,3.3,0,0,9,24,39,17,76.0,70.0,39.0,24.0,12,True,True,0,1,False,False,True,False,40.7935938,-73.9727055
40379920,15.0,7.0,2014-03-17,2016-11-09,2016-10-04,10028,MANHATTAN,American,1064 MADISON AVENUE,9,1,1,14.0,6.0,8,1.75,0.75,36,968,0,51.66666667,53.66666667,4,3,3.3,0,0,2,1,0,0,4.0,8.0,3.0,8.0,6,True,True,0,1,False,False,True,False,40.777366,-73.96165374979999
40380559,15.0,9.0,2013-09-11,2016-05-26,2015-05-04,10019,MANHATTAN,American,226 WEST 52 ND STREET,8,2,1,13.0,8.0,7,1.85714285714,1.14285714286,388,988,1,73.66666667,51.0,1,5,4.4,0,0,28,33,30,8,11.0,35.0,40.0,9.0,11,True,False,1,0,False,False,False,True,40.7626833,-73.9837907
40380592,10.0,7.0,2014-01-24,2016-12-02,2016-06-02,11201,BROOKLYN,American,73 ATLANTIC AVENUE,8,1,1,9.0,6.0,7,1.28571428571,0.8571428571430001,183,1043,0,50.66666667,72.33333333,1,3,4.2,0,0,2,3,2,0,5.0,15.0,3.0,33.0,3,True,False,0,0,False,True,False,False,40.6914648,-73.9978843951
40381083,4.0,6.0,2014-06-07,2017-02-23,2016-08-05,11101,QUEENS,American,4508 VERNON BOULEVARD,5,1,1,3.0,5.0,4,0.75,1.25,202,992,0,48.66666667,60.33333333,0,1,5.0,0,0,0,0,0,0,10.0,4.0,1.0,1.0,1,False,False,0,0,False,True,False,False,40.769526,-73.9352269
40381344,19.0,6.0,2014-04-23,2017-04-04,2017-03-09,11222,BROOKLYN,Pizza/Italian,635 MEEKER AVE,12,4,1,15.0,5.0,11,1.36363636364,0.454545454545,26,1077,1,52.0,59.66666667,1,4,4.1,0,0,0,2,9,4,35.0,12.0,24.0,18.0,3,True,False,1,1,True,False,False,False,40.7222714,-73.94128549999998
40381752,13.0,11.0,2014-04-04,2017-02-24,2016-08-17,10012,MANHATTAN,American,330 LAFAYETTE STREET,8,1,2,12.0,9.0,7,1.71428571429,1.28571428571,191,1057,0,55.0,75.0,1,4,3.9,0,0,11,20,21,2,19.0,30.0,31.0,36.0,10,True,True,0,1,False,False,True,False,40.7251551,-73.99257790000001
40382421,3.0,4.0,2015-01-30,2017-04-06,2016-02-11,11232,BROOKLYN,American,968 4 AVENUE,3,2,1,1.0,3.0,2,0.5,1.5,420,797,1,50.0,82.66666667,0,0,2.8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,1,0,False,False,False,True,40.6006278,-74.14276650000002
40382679,8.0,5.0,2014-02-12,2016-08-31,2015-07-14,10065,MANHATTAN,American,540 PARK AVENUE,5,2,2,6.0,3.0,4,1.5,0.75,414,931,1,81.0,59.0,1,2,4.3,0,0,6,9,5,2,26.0,19.0,17.0,11.0,17,True,False,1,0,False,False,False,True,40.7644083,-73.96903959999999
40382802,15.0,4.0,2013-12-19,2016-08-01,2016-07-07,10022,MANHATTAN,Irish,350 EAST   53 STREET,9,4,1,11.0,3.0,8,1.375,0.375,25,956,1,76.33333333,81.66666667,1,3,4.0,0,0,4,22,19,5,47.0,33.0,90.0,8.0,5,True,True,1,1,True,False,False,False,40.755787700000006,-73.96517220000001
40383033,5.0,8.0,2014-05-08,2016-11-10,2015-10-23,11209,BROOKLYN,American,8902 3 AVENUE,5,1,2,4.0,6.0,4,1.0,1.5,384,917,0,54.66666667,59.66666667,0,1,4.4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,False,0,0,False,True,False,False,40.600409,-74.14494090000002
40383067,20.0,15.0,2014-03-13,2017-03-01,2017-01-17,10009,MANHATTAN,Russian,268 EAST   10 STREET,10,1,1,19.0,14.0,9,2.11111111111,1.55555555556,43,1084,0,52.0,67.66666667,1,7,4.1,0,0,15,29,58,25,102.0,52.0,140.0,36.0,8,True,False,0,1,False,False,True,False,40.7281862,-73.9835873
40383464,8.0,9.0,2013-08-27,2016-03-28,2015-04-27,10019,MANHATTAN,French,155 W 51ST ST,6,1,2,7.0,7.0,5,1.4,1.4,336,944,0,49.33333333,62.66666667,1,2,4.6,0,0,14,31,10,4,7.0,8.0,19.0,4.0,10,False,False,0,0,False,True,False,False,40.76128170000001,-73.9817676
