Serial#,County,Type,Class,Premises Name,Address,Address2,City,State,Zip,
1028057,NEW,OP,252,CLIFF STREET RESTAURANT CORP,32 CLIFF STREET,,NEW YORK,NY,10038,
1263717,NEW,CD,304,CLIFFTON HOLDINGS LLC,1178 BROADWAY SUITE 321,,NEW YORK,NY,10001,
1283079,NEW,TW,344,CLINTON CRAFT LLC,1 7 CLINTON ST,,NEW YORK,NY,10002,
1195798,NEW,AX,122,CLINTON DELI INC,207 CLINTON STREET,,NEW YORK,NY,10002,
1196696,NEW,ST,1,CLINTON DELI INC,207 CLINTON STREET,,NEW YORK,NY,10002,
1299077,NEW,AX,122,CLINTON FRUIT MARKET INC,681 9TH AVE,,NEW YORK,NY,10036,
1299078,NEW,ST,1,CLINTON FRUIT MARKET INC,681 9TH AVE,,NEW YORK,NY,10036,
1279745,NEW,AX,122,CLINTON GOURMET CORP,648 10TH AVE,,NEW YORK,NY,10036,
1279746,NEW,ST,1,CLINTON GOURMET CORP,648 10TH AVE,,NEW YORK,NY,10036,
1190046,NEW,ST,4,CLINTON GOURMET FOODS LLC,63 CLINTON STREET,,NEW YORK,NY,10002,
1188670,NEW,ST,3,CLINTON GOURMET FOODS LLC,63 CLINTON STREET,,NEW YORK,NY,10002,
1187933,NEW,ST,2,CLINTON GOURMET FOODS LLC,63 CLINTON STREET,,NEW YORK,NY,10002,
1183665,NEW,ST,1,CLINTON GOURMET FOODS LLC,63 CLINTON STREET,,NEW YORK,NY,10002,
1183664,NEW,OP,252,CLINTON GOURMET FOODS LLC,63 CLINTON STREET,,NEW YORK,NY,10002,
1283368,NEW,OP,252,CLINTON HALL HOLDINGS LLC,90 WASHINGTON ST,,NEW YORK,NY,10006,
1283369,NEW,ST,1,CLINTON HALL HOLDINGS LLC,90 WASHINGTON ST,,NEW YORK,NY,10006,
1175169,NEW,A,122,CLINTON MINI GROCERY INC,84 CLINTON STREET,,NEW YORK,NY,10002,
1028972,NEW,RW,341,CLINTON RESTAURANT CORP,293 EAST HOUSTON STREET,,NEW YORK,NY,10009,
1028726,NEW,RW,341,CLINTON RESTAURANT CORP,293 EAST HOUSTON STREET,,NEW YORK,NY,10002,
1112007,NEW,AX,122,CLINTON ST FARM INC,2 4 CLINTON STREET,,NEW YORK,NY,10009,
1112008,NEW,ST,1,CLINTON ST FARM INC,2 4 CLINTON STREET,,NEW YORK,NY,10009,
1173394,NEW,ST,2,CLINTON STREET PARTNERS INC,26 CLINTON ST,,NEW YORK,NY,10002,
1170474,NEW,OP,252,CLINTON STREET PARTNERS INC,26 CLINTON ST,,NEW YORK,NY,10002,
1170475,NEW,ST,1,CLINTON STREET PARTNERS INC,26 CLINTON ST,,NEW YORK,NY,10002,
1269933,NEW,RW,341,CLINTON STREET PIZZA INC,17 CLINTON ST,,NEW YORK,NY,10002,
1161856,NEW,AX,122,CLINTON SUPERMARKET &amp; MALL CORP,90 96 CLINTON STREET,,NEW YORK,NY,10002,
1236647,NEW,OP,252,CLL BROTHERS  INC,238 W 56TH STREET,,NEW YORK,NY,10019,
1300390,NEW,TW,344,CLO CONCESSIONS LLC,30 32 34 W 13TH ST ,,NEW YORK,NY,10011,
1300391,NEW,TW,903,CLO CONCESSIONS LLC,30 32 34 W 13TH ST ,,NEW YORK,NY,10011,
1194735,NEW,L,222,CLO WINESHOP NY LLC,60 COLUMBUS AVE #402B 4TH FL,,NEW YORK,NY,10023,
1028132,NEW,OP,252,CLOISTER CAFE IN FORT TRYON PK,1 MARGARET CORBIN DR,,NEW YORK,NY,10040,
1024379,NEW,OP,252,"CLOISTER EAST INC,THE",238 E 9TH STREET,,NEW YORK,NY,10003,
1277503,NEW,RW,341,CLOISTERS DELI INC ,7 HENSHAW ST,,NEW YORK ,NY,10034,
1246709,NEW,AX,122,CLOISTERS DELI INC,2 HENSHAW STREET,,NEW YORK,NY,10034,
1026894,NEW,OP,252,CLONBRONEY REST CORP,805 3RD AVENUE,,NEW YORK,NY,10022,
1192087,NEW,SL,548,CLONMEL RESTAURANT CORP,W 44TH ST BLDG 557 12TH AVE,,NEW YORK,NY,10036,
1201045,NEW,OP,252,CLONMEL RESTAURANT CORP,557 12TH AVE,,NEW YORK,NY,10036,
1266347,NEW,TW,344,CLOS WINE BAR LLC ,64 KENMARE ST,,NEW YORK,NY,10012,
1295890,NEW,AX,122,CLOUD 69 CONVENIENCE STORE INC,1317 2ND AVE,,NEW YORK,NY,10021,
2160805,NEW,VL,240,CLOUD NINE MARINE ENTERPRISES INC,NY SKYPORT MARINA E RIVER &amp; 23,,NEW YORK,NY,10010,
1109313,NEW,RW,341,CLOUDY NINE I INC,33 CARMINE STREET,,NEW YORK,NY,10014,
1109314,NEW,ST,1,CLOUDY NINE I INC,33 CARMINE STREET,,NEW YORK,NY,10014,
1283064,NEW,OP,252,CLOVE INDIAN RESTAURANT INC,1592 AMSTERDAM AVE,,NEW YORK,NY,10031,
1020752,NEW,AX,122,CLOVER DELICATESSEN INC,621 2ND AVENUE,,NEW YORK,NY,10016,
1288983,NEW,L,222,CLOVER LIQUORS LLC,222 E 34TH ST,,NEW YORK,NY,10016,
1174650,NEW,L,222,CLOVER LIQUORS LLC,250 E 34TH STREET,,NEW YORK,NY,10016,
1174651,NEW,ST,1,CLOVER LIQUORS LLC,250 E 34TH STREET,,NEW YORK,NY,10016,
1024601,NEW,OP,252,CLOWNEE RESTAURANT &amp; BAR INC,28 AVENUE B,,NEW YORK,NY,10009,
1024865,NEW,OP,252,CLUB 23 WEST CORP,208 W 23RD STREET,,NEW YORK,NY,10011,
1217771,NEW,ST,1,CLUB 38 CORP,220 E 53RD ST 2ND FL,,NEW YORK,NY,10022,
1217770,NEW,OP,252,CLUB 38 CORP,220 E 53RD ST 2ND FL,,NEW YORK,NY,10022,
1229226,NEW,ST,5,CLUB 38 CORP,220 E 53RD ST 2ND FL,,NEW YORK,NY,10022,
1224224,NEW,ST,3,CLUB 38 CORP,220 E 53RD ST 2ND FL,,NEW YORK,NY,10022,
1222992,NEW,ST,2,CLUB 38 CORP,220 E 53RD ST 2ND FL,,NEW YORK,NY,10022,
1225582,NEW,ST,4,CLUB 38 CORP,220 E 53RD ST 2ND FL,,NEW YORK,NY,10022,
1171679,NEW,OP,252,CLUB 44 CORP,689 8TH AVENUE,,NEW YORK,NY,10036,
1027776,NEW,OP,252,CLUB 44 CORP,689 8TH AVENUE,,NEW YORK,NY,10036,
1027297,NEW,OP,252,CLUB AMERICA INC,473 COLUMBUS AVE,,NEW YORK,NY,10024,
1281528,NEW,ST,1,CLUB AT 39TH LLC,20 W 39TH ST,,NEW YORK,NY,10018,
1281530,NEW,ST,903,CLUB AT 39TH LLC,20 W 39TH ST,,NEW YORK,NY,10018,
1281529,NEW,OP,901,CLUB AT 39TH LLC,20 W 39TH ST,,NEW YORK,NY,10018,
1281527,NEW,OP,252,CLUB AT 39TH LLC,20 W 39TH ST,,NEW YORK,NY,10018,
1117378,NEW,OP,252,CLUB AT 60TH ST INC,333 EAST 60TH STREET,,NEW YORK,NY,10022,
1117379,NEW,OP,901,CLUB AT 60TH ST INC,333 EAST 60TH STREET,,NEW YORK,NY,10022,
1152735,NEW,OP,252,CLUB BR LLC,530 542 W 27TH STREET 6TH F,,NEW YORK,NY,10001,
1152736,NEW,OP,901,CLUB BR LLC,530 542 W 27TH STREET 6TH F,,NEW YORK,NY,10001,
1152737,NEW,OP,902,CLUB BR LLC,530 542 W 27TH STREET 6TH F,,NEW YORK,NY,10001,
1128578,NEW,OP,902,CLUB DEEP INC,16 W 22ND ST,,NEW YORK,NY,10010,
1128576,NEW,OP,252,CLUB DEEP INC,16 W 22ND ST,,NEW YORK,NY,10010,
1128577,NEW,OP,901,CLUB DEEP INC,16 W 22ND ST,,NEW YORK,NY,10010,
1165139,NEW,CL,243,CLUB DEPORTIVO DOMINICANO OF NEW YORK INC,2088 AMSTERDAM AVENUE,,NEW YORK,NY,10032,
1027163,NEW,OP,252,CLUB ETRE LLC,2130 BROADWAY,,NEW YORK,NY,10023,
1027164,NEW,OP,903,CLUB ETRE LLC,2130 BROADWAY,,NEW YORK,NY,10023,
1026609,NEW,OP,252,CLUB MACANUDO INC,26 E 63RD STREET,,NEW YORK,NY,10021,
1022454,NEW,CL,243,CLUB METROPOLITAN INC,146 W 57TH STREET,,NEW YORK,NY,10019,
1024110,NEW,OP,252,CLUB OLD BANQUE CORP,225 E HOUSTON STREET,,NEW YORK,NY,10002,
1123464,NEW,OP,901,CLUB OLD BANQUE CORP,225 E HOUSTON STREET,,NEW YORK,NY,10002,
1123468,NEW,OP,902,CLUB OLD BANQUE CORP,225 E HOUSTON STREET,,NEW YORK,NY,10002,
1244196,NEW,OP,252,CLUSTER AMENITIES #1 LLC &amp; WICHCRAFT OPERATING LLC,504 1ST AVE AKA 450 E 29TH ST,,NEW YORK,NY,10016,
1245385,NEW,TW,344,CLUSTER AMENITIES NO 1 LLC &amp; WICHCRAFT OPERATING L,440 E 29 ST AKA 502 1ST AVENUE,,NEW YORK,NY,10016,
1258090,NEW,OP,252,CLUSTER AMENITIES NO 1 LLC &amp; WICHCRAFT OPERATING L,440 E 29 ST AKA 502 1ST AVE,,NEW YORK,NY,10016,
1257238,NEW,OP,252,CLYDE ARK LLC,505 W 37TH ST,,NEW YORK,NY,10018,
1126178,NEW,WW,303,CLYDE THOMAS LLC,381 383 BROADWAY 3RD FL #6,,NEW YORK ,NY,10013,
1257365,NEW,HL,242,CM 36 LLC CM 36 OPERATOR LLC CM 36 MANAGEMENT LLC,341 343 W 36TH STREET ,,NEW YORK,NY,10018,
1257366,NEW,ST,1,CM 36 LLC CM 36 OPERATOR LLC CM 36 MANAGEMENT LLC,341 343 W 36TH ST ,,NEW YORK,NY,10018,
1260697,NEW,ST,2,CM 36 LLC CM 36 OPERATOR LLC CM 36 MANAGEMENT LLC,341 343 W 36TH STREET ,,NEW YORK,NY,10018,
1245412,NEW,EB,141,CM FINE FOODS CORP,1 PENN PLAZA CON/LVL #0026A,,NEW YORK,NY,10119,
1254090,NEW,RW,341,CM FOOD CONCEPT INC,4 SOUTH ST SPACE 201,,NEW YORK,NY,10004,
1253083,NEW,OP,252,CM654 LLC,1420 2ND AVE,,NEW YORK,NY,10021,
1250940,NEW,ST,1,CMB RESTAURANT GROUP LLC,174 BLEECKER STREET,,NEW YORK,NY,10012,
1250939,NEW,OP,252,CMB RESTAURANT GROUP LLC,174 BLEECKER STREET,,NEW YORK,NY,10012,
1206176,NEW,RW,341,CMC FOOD INC,48 W 48TH STREET,,NEW YORK,NY,,
1253924,NEW,RW,341,CMC FOOD INC,48 W 48TH ST,,NEW YORK,NY,10036,
1267440,NEW,ST,1,CMH BBQ HOLDINGS LLC,103 2ND AVE,,NEW YORK,NY,10003,
1267439,NEW,EB,141,CMH BBQ HOLDINGS LLC,103 2ND AVE,,NEW YORK,NY,10003,
1269593,NEW,ST,2,CMH BBQ HOLDINGS LLC,103 2ND AVE,,NEW YORK,NY,10003,
1270298,NEW,ST,3,CMH BBQ HOLDINGS LLC,103 2ND AVE,,NEW YORK,NY,10003,
1024543,NEW,OP,252,CMK RESTAURANT CORP,27 PARK PLACE,,NEW YORK,NY,10007,
1204973,NEW,A,122,CMQ TRADING INC,135 DIVISION STREET STORE A,,NEW YORK,NY,10002,
1162890,NEW,OP,252,CMR COMEDY LLC,208 W 23RD ST STORE #1,,NEW YORK,NY,10011,
1112048,NEW,OP,252,CMR CORP,249 251 COLUMBUS AVENUE,,NEW YORK,NY,10023,
1180751,NEW,OP,252,CMS RIKI INC,250 E 52ND STREET,,NEW YORK,NY,10022,
1137336,NEW,OP,252,CMSG RESTAURANT GROUP LLC,639 641 W 51ST STREET,,NEW YORK,NY,10019,
1137337,NEW,OP,901,CMSG RESTAURANT GROUP LLC,639 641 W 51ST STREET,,NEW YORK,NY,10019,
1253753,NEW,RW,341,CNR ENTERPRISES NY INC,326 E 6TH ST WEST STORE,,NEW YORK,NY,10003,
1253754,NEW,ST,1,CNR ENTERPRISES NY INC,326 E 6TH ST WEST STORE,,NEW YORK,NY,10003,
1156335,NEW,OP,252,CO CO JAPANESE RESTAURANT INC,154 W 26TH ST,,NEW YORK,NY,10001,
1156336,NEW,ST,1,CO CO JAPANESE RESTAURANT INC,154 W 26TH ST,,NEW YORK,NY,10001,
1292663,NEW,ST,1,CO HEN KITCHEN INC,405 W 23RD ST,,NEW YORK,NY,10011,
1292662,NEW,AX,122,CO HEN KITCHEN INC,405 W 23RD ST,,NEW YORK,NY,10011,
1029942,NEW,RW,341,CO IDEA INC,351 E 60TH STREET,,NEW YORK,NY,10022,
1023972,NEW,OP,252,CO'R RESTAURANT L L C,56 W 31ST STREET,,NEW YORK,NY,10001,
1273153,NEW,OP,901,CO'R RESTAURANT L L C,56 W 31ST STREET,,NEW YORK,NY,10001,
1134896,NEW,RW,341,COAM ENTERPRISE INC,5 W 36TH ST,,NEW YORK,NY,10018,
1027165,NEW,OP,252,COASTAL AT LINCOLN INC,1900 BROADWAY,,NEW YORK,NY,10023,
1107444,NEW,OP,901,"COBALT GROUP LLC,THE",110 UNIVERSITY PLACE  3/4 FLRS,,NEW YORK,NY,10003,
1117940,NEW,OP,902,"COBALT GROUP LLC,THE",110 UNIVERSITY PLACE  3/4 FLRS,,NEW YORK,NY,10003,
1024380,NEW,OP,252,"COBALT GROUP LLC,THE",110 UNIVERSITY PLACE  3/4 FLRS,,NEW YORK,NY,10003,
1025270,NEW,OP,252,COBBLESTONES CAFE CORP,176 FRANKLIN ST,,NEW YORK,NY,10013,
1201866,NEW,ST,1,COBO ITAL CORP,200 W 84TH STREET,,NEW YORK,NY,10024,
1201865,NEW,OP,252,COBO ITAL CORP,200 W 84TH STREET,,NEW YORK,NY,10024,
1289393,NEW,ST,2,COBP CORP,180 COLUMBUS AVE,,NEW YORK,NY,10023,
1286344,NEW,ST,1,COBP CORP,180 COLUMBUS AVE,,NEW YORK,NY,10023,
1286340,NEW,OP,252,COBP CORP,180 COLUMBUS AVE,,NEW YORK,NY,10023,
1108408,NEW,OP,252,COBRA CATERERS INC,575 HUDSON STREET,,NEW YORK,NY,10014,
1027299,NEW,OP,252,COBRA RESTAURANT INC,250 WEST 86TH STREET,,NEW YORK,NY,10024,
1027298,NEW,OP,903,COBRA RESTAURANT INC,250 WEST 86TH STREET,,NEW YORK,NY,10024,
1025963,NEW,OP,252,COBSIN ENTERPRISES LTD,466 LEXINGTON AVENUE,,NEW YORK,NY,10017,
1262288,NEW,RW,341,COCHECTON CHEESE INC,236 9TH AVE,,NEW YORK,NY,10001,
1276928,NEW,OP,252,COCHINITA DOS INC,49 CANAL ST,,NEW YORK,NY,10002,
1030112,NEW,RW,341,COCINA INTERNATIONAL REST CORP,886 AMSTERDAM AVENUE,,NEW YORK,NY,10025,
1030111,NEW,RW,341,COCINA INTERNATIONAL REST CORP,886 AMSTERDAM AVENUE,,NEW YORK,NY,10025,
1289170,NEW,OP,252,COCKTAIL ART LLC,14 AVENUE C ,,NEW YORK,NY,10009,
1024113,NEW,OP,252,COCKTAIL BLUE LLC,6 8 DELANCEY STREET,,NEW YORK,NY,10002,
1024112,NEW,OP,904,COCKTAIL BLUE LLC,6 8 DELANCEY STREET,,NEW YORK,NY,10002,
1024111,NEW,OP,903,COCKTAIL BLUE LLC,6 8 DELANCEY STREET,,NEW YORK,NY,10002,
1243929,NEW,OP,252,COCKTAIL DEL SPIRITO LLC,114 FRANKLIN ST,,NEW YORK,NY,10012,
1104633,NEW,ST,1,COCKTAIL ROOM CORP,334 EAST 73RD STREET,,NEW YORK,NY,10021,
1104632,NEW,OP,252,COCKTAIL ROOM CORP*THE ,334 EAST 73RD STREET,,NEW YORK,NY,10021,
1266211,NEW,AX,122,COCO FARMS OF WASHINGTON HEIGHTS INC,2420 AMSTERDAM AVE,,NEW YORK,NY,10033,
1261681,NEW,AX,122,COCO GARDEN CORP,19 WAVERLY PLACE,,NEW YORK,NY,10003,
1187345,NEW,TW,344,COCOA BAR II INC,19 CLINTON ST AKA 19 21C CLINT,,NEW YORK,NY,10003,
1026214,NEW,OP,252,COCOS DELI INC,857 7TH AVENUE,,NEW YORK,NY,10019,
1285438,NEW,OP,252,COCOTTE FIFTH AVENUE LLC,110 THOMPSON ST ,,NEW YORK,NY,10012,
1261934,NEW,OP,252,CODA DI BUE LLC ,78 84 RIVINGTON ST,,NEW YORK,NY,10002,
1255501,NEW,RW,341,CODA DI BUE LLC,78 84 RIVINGTON ST,,NEW YORK,NY,10002,
1136531,NEW,ST,1,CODE 255 CORP,255 W 55TH STREET,,NEW YORK,NY,10019,
1136530,NEW,OP,252,CODE 255 CORP,255 W 55TH STREET,,NEW YORK,NY,10019,
1027717,NEW,OP,252,COELLOS RESTAURANT &amp;,330 AUDUBON AVENUE 3RD FLOOR,,NEW YORK,NY,10033,
1278517,NEW,WW,303,COEUR WINE COMPANY LLC ,419 LAFAYETTE ST ,,NEW YORK ,NY,10003,
1301143,NEW,WW,303,COEUR WINE COMPANY LLC,349 5TH AVE,,NEW YORK,NY,10016,
1229116,NEW,AX,122,COFFEE &amp; CIGARETTE INC,122 AVE C,,NEW YORK,NY,10009,
1119932,NEW,RW,341,COFFEE CO. LLC,975 COLUMBUS AVENUE,,NEW YORK,NY,10025,
1145025,NEW,RW,341,COFFEE CUISINE CORP,543 LA GUARDIA PLACE,,NEW YORK,NY,10012,
1290321,NEW,TW,344,COFFEE HOUSE HOLDINGS INC,11 PENNSYLVANIA PLAZA,,NEW YORK,NY,10001,
1289645,NEW,TW,344,COFFEE HOUSE HOLDINGS INC,55 BROAD ST,,NEW YORK,NY,10004,
1289478,NEW,TW,344,COFFEE HOUSE HOLDINGS INC,875 3RD AVE,,NEW YORK,NY,10022,
1290470,NEW,TW,344,COFFEE HOUSE HOLDINGS INC,2 W 45TH ST,,NEW YORK,NY,10036,
1294090,NEW,TW,344,COFFEE HOUSE HOLDINGS INC,1 BATTERY PARK PLAZA,,NEW YORK,NY,10004,
1262845,NEW,RW,341,COFFEE HOUSE HOLDINGS INC ,151 W 34TH ST 2ND FL,,NEW YORK,NY,10001,
1022503,NEW,CL,243,COFFEE HOUSE INC,"20 WEST 44TH STREET, SIXTH FL",,NEW YORK,NY,10036,
1030535,NEW,RW,341,"COFFEE STATION INC,THE",1 WORLD TRADE CENTER,,NEW YORK,NY,10048,
1030534,NEW,RW,341,"COFFEE STATION INC,THE",1 WORLD TRADE CENTER,,NEW YORK,NY,10048,
1030533,NEW,RW,341,"COFFEE STATION INC,THE",1 WORLD TRADE CENTER,,NEW YORK,NY,10048,
1024199,NEW,OP,903,COFFEE TO GO INC,29 UNION SQUARE WEST,,NEW YORK,NY,10003,
1024198,NEW,OP,252,COFFEE TO GO INC,29 UNION SQUARE WEST,,NEW YORK,NY,10003,
1283924,NEW,ST,1,COFFEED CORPORATION,1 MARGARET CORBIN DR,,NEW YORK,NY,10040,
1283923,NEW,OP,252,COFFEED CORPORATION,1 MARGARET CORBIN DR,,NEW YORK,NY,10040,
1283373,NEW,RW,341,COFFEED CORPORATION,590 AVENUE OF THE AMERICAS,,NEW YORK,NY,10011,
1288458,NEW,OP,252,COFFEEMANIA BRYANT PARK LLC,5 BRYANT PARK,,NEW YORK,NY,10018,
1294752,NEW,RW,341,COFFEEMEN'S LLC,26 CANAL ST,,NEW YORK,NY,10002,
1104551,NEW,EB,141,COFFIELD INC,48 WEST 46TH STREET,,NEW YORK,NY,10036,
1250439,NEW,WW,303,COGNAC ONE LLC,140 W 57TH STREET,,NEW YORK ,NY,10019,
1202979,NEW,WW,303,COGNAC ONE LLC,29 E 61ST STREET SUITE 330,,NEW YORK,NY,10065,
1297326,NEW,WW,303,COGNAC ONE LLC,135 E 57TH ST,,NEW YORK,NY,10022,
1136488,NEW,CL,243,COL CHARLES YOUNG POST 398 OFT,248 W 132ND STREET,,NEW YORK,NY,10027,
1028788,NEW,RW,341,COL LEGNO CORP,231 E 9TH STREET,,NEW YORK,NY,10003,
1028789,NEW,RW,341,COL LEGNO CORP,231 E 9TH STREET,,NEW YORK,NY,10003,
1026610,NEW,OP,252,COLANTONIO HOLDING CORP,346 E 63RD STREET,,NEW YORK,NY,10021,
1029078,NEW,RW,341,COLAS RESTAURANT CORPORATION,148 8TH AVE,,NEW YORK,NY,10011,
1019596,NEW,A,122,"COLD CUT HOUSE INC,THE",2067 2ND AVE,,NEW YORK,NY,10029,
1293730,NEW,OP,252,COLEMAN PLAN A GROUP LLC,49 MONROE ST,,NEW YORK,NY,10002,
1274799,NEW,OP,901,COLIEMORE INC,1640 2ND AVE,,NEW YORK,NY,10028,
1274798,NEW,OP,252,COLIEMORE INC,1640 2ND AVE,,NEW YORK,NY,10028,
1274660,NEW,ST,2,COLINA BAR CORP,2263 2ND AVE,,NEW YORK,NY,10035,
1272267,NEW,OP,252,COLINA BAR CORP,2263 2ND AVE,,NEW YORK,NY,10035,
1272268,NEW,ST,1,COLINA BAR CORP,2263 2ND AVE,,NEW YORK,NY,10035,
1023128,NEW,EB,141,COLINA RESTAURANT INC,1621 LEXINGTON AVENUE,,NEW YORK,NY,10029,
1231031,NEW,RW,341,COLINAS RESTAURANT CORP,154 E 112TH ST,,NEW YORK,NY,10029,
1021498,NEW,AX,122,"COLLADO,IVETTE",1978 2ND AVENUE,,NEW YORK,NY,10029,
1116126,NEW,OP,252,COLLEGE CAFETERIA CORP,1598 AMSTERDAM AVE STORE #4,,NEW YORK,NY,10031,
1020344,NEW,AX,122,COLLOSUS ENTERPRISES CORP,759 BROADWAY,,NEW YORK,NY,10003,
1023452,NEW,HL,242,COLONY BD STANHOPE HOTEL,995 5TH AVENUE,,NEW YORK,NY,10028,
1023453,NEW,HL,242,COLONY BD STANHOPE HOTEL L P,995 FIFTH AVENUE,,NEW YORK,NY,10028,
1022462,NEW,CL,243,COLONY CLUB,564 PARK AVE,,NEW YORK,NY,10021,
1300716,NEW,RW,341,COLOR PUREE LLC,172 RIVINGTON ST ,,NEW YORK,NY,10002,
1021142,NEW,AX,122,COLUMBIA BAGEL INC,2836A BROADWAY,,NEW YORK,NY,10025,
1288156,NEW,AX,122,COLUMBIA GOURMET DELI CORP,3905 BROADWAY,,NEW YORK,NY,10032,
1023703,NEW,L,222,COLUMBUS AVE SPIRITS CORP,730 COLUMBUS AVE,,NEW YORK,NY,10025,
1021087,NEW,AX,122,COLUMBUS AVENUE FOOD CORP,476 COLUMBUS AVENUE,,NEW YORK,NY,10024,
1145141,NEW,OP,252,COLUMBUS BAR LLC,"10 COLUMBUS CIR, REST #5 4FL",,NEW YORK,NY,10019,
1028582,NEW,RL,241,COLUMBUS CAFE CORP,270 COLUMBUS AVE,,NEW YORK,NY,10023,
1144917,NEW,EB,141,COLUMBUS CAFE INC,911 COLUMBUS AVENUE,,NEW YORK,NY,10025,
1144656,NEW,HL,242,COLUMBUS CENTRE HOTEL LLC &amp; MAM (USA) INC,80 COLUMBUS CIRCLE AT 60TH ST,,NEW YORK,NY,10019,
1023637,NEW,L,222,COLUMBUS CIRCLE LIQ STORE INC,1780 BROADWAY,,NEW YORK,NY,10019,
1192500,NEW,L,222,COLUMBUS CIRCLE LIQUORS STORE INC,1802 BROADWAY,,NEW YORK,NY,10019,
1022463,NEW,CL,243,COLUMBUS CITIZENS HOUSE INC,8 E 69TH STREET,,NEW YORK,NY,10021,
1104936,NEW,AX,122,COLUMBUS DELI INC,555 COLUMBUS AVENUE,,NEW YORK,NY,10024,
1019394,NEW,A,122,COLUMBUS FINE FOOD CORP,910 COLUMBUS AVENUE,,NEW YORK,NY,10025,
1286778,NEW,OP,252,COLUMBUS FLAME INC,100 W 82ND ST,,NEW YORK,NY,10024,
1021046,NEW,AX,122,COLUMBUS FOODS INC,289 COLUMBUS AVE,,NEW YORK,NY,10023,
1166170,NEW,AX,122,COLUMBUS GOURMET FOOD CORP I ,934 COLUMBUS AVE,,NEW YORK,NY,10025,
1287360,NEW,AX,122,COLUMBUS GROCERS LLC,941 COLUMBUS AVE,,NEW YORK,NY,10025,
1019225,NEW,A,122,COLUMBUS MARKET PLACE INC,330 W 58TH STREET,,NEW YORK,NY,10019,
1144827,NEW,A,122,COLUMBUS NATURE INC,322 COLUMBUS AVE,,NEW YORK,NY,10023,
1144828,NEW,ST,1,COLUMBUS NATURE INC,322 COLUMBUS AVE,,NEW YORK,NY,10023,
1262802,NEW,OP,252,COLUMBUS REST FUND IV LLC &amp; COLUMBIA STEAKS LLC,10 COLUMBUS CIRCLE ,,NEW YORK,NY,10019,
1178493,NEW,OP,252,COLUMBUS REST FUND IV LLC &amp; COLUMBUS STEAKS LLC ,10 COLUMBUS CIRCLE 4TH FL,,NEW YORK,NY,10019,
1229590,NEW,RW,341,COLUMBUS RESTAURANT INC,903 COLUMBUS AVENUE,,NEW YORK,NY,10025,
1229591,NEW,ST,1,COLUMBUS RESTAURANT INC,903 COLUMBUS AVENUE,,NEW YORK,NY,10025,
1236369,NEW,ST,2,COLUMBUS RESTAURANT INC,903 COLUMBUS AVENUE,,NEW YORK,NY,10025,
1023104,NEW,EB,141,COLUMBUS STAR BAGELS INC,618 COLUMBUS AVENUE,,NEW YORK,NY,10024,
1145156,NEW,OP,252,COLUMBUS STEAKHOUSE LLC,10 COLUMBUS CIR REST #4 4TH FL,,NEW YORK,NY,11019,
1293871,NEW,OP,252,COLUMBUS VILLAGE LLC ,795 COLUMBUS AVE,,NEW YORK ,NY,10025,
1278749,NEW,RW,341,COLUMBUS VILLAGE LLC ,795 COLUMBUS AVE,,NEW YORK ,NY,10025,
1025062,NEW,OP,252,COLVU EAST ENTERPRISES INC,156 158 160 SPRING STREET,,NEW YORK,NY,10012,
1270858,NEW,RW,341,COMA BUENO RESTAURANT CORP,944 COLUMBUS AVE,,NEW YORK,NY,10025,
1184617,NEW,RW,341,COMAR GRILL CORP,255 W 55TH ST,,NEW YORK,NY,10019,
1139669,NEW,OP,252,COMEDY CLUB LLC,151 ESSEX ST,,NEW YORK,NY,10002,
1179815,NEW,OP,252,COMEDY CLUB OF NYC INC,163 W 46TH ST,,NEW YORK,NY,10036,
1264152,NEW,OP,252,COMEDY CLUBHOUSE INC,134 140 WEST 29TH ST,,NEW YORK,NY,10001,
1026215,NEW,OP,252,COMEDY NATION LLC,1626 BROADWAY,,NEW YORK,NY,10019,
1019079,NEW,A,122,COMELEE COMPANY INC,70 BAYARD ST,,NEW YORK,NY,10013,
1130187,NEW,RW,341,COMFORT LEXINGTON VENTURE LTD,140 142 E 86TH ST,,NEW YORK,NY,10028,
1034200,NEW,TL,252,COMIC STRIP PROMOTIONS INC,1568 2ND AVENUE,,NEW YORK,NY,10028,
1024720,NEW,OP,252,COMICAL CORP,241 E 24TH STREET,,NEW YORK,NY,10010,
1025271,NEW,OP,252,COMIDA INC,349 W BROADWAY,,NEW YORK,NY,10013,
1212236,NEW,CR,256,COMIX NEW YORK LLC,351 353 WEST 14TH STREET,,NEW YORK,NY,10011,
1212887,NEW,ST,901,COMIX NEW YORK LLC,353 WEST 14TH STREET,,NEW YORK,NY,10011,
1212238,NEW,ST,1,COMIX NEW YORK LLC,353 WEST 14TH STREET,,NEW YORK,NY,10011,
1212237,NEW,CR,901,COMIX NEW YORK LLC,351 353 WEST 14TH STREET,,NEW YORK,NY,10011,
1023589,NEW,L,222,COMMERCE WINE MERCHANTS INC,160 CHAMBERS ST,,NEW YORK,NY,10013,
1029603,NEW,RW,341,COMMODORE GOURMET GROCERY INC,45 E 45TH STREET,,NEW YORK,NY,10017,
1247944,NEW,CT,246,COMMON GROUND JOBS TRAINING CORP,15 E 27TH STREET E 28TH STREET,,NEW YORK,NY,10016,
