Serial#,County,Type,Class,Premises Name,Address,Address2,City,State,Zip,
1027625,NEW,OP,252, ,1571 2ND AVENUE,,NEW YORK,NY,10028,
1167897,NEW,ST,1, ,"92 2ND AVENUE, NORTH STORE",,NEW YORK,NY,10003,
1285992,NEW,ST,1, ,74 78 8TH AVE ,,NEW YORK ,NY,10011,
1258240,NEW,ST,1, ,202 8TH AVE,,NEW YORK,NY,10011,
1168127,NEW,OP,252, JUJAMCYN THTRS LLC &amp; SWEET HOSPITALITY GRP AS MGR,245 W 52ND ST,,NEW YORK,NY,10019,
1251496,NEW,A,122, K &amp; O DELI MEAT GROCERY INC,2288 2ND AVENUE ,,NEW YORK ,NY,10035,
1188821,NEW,TW,344, NRK CAFE INC,422 HUDSON ST,,NEW YORK,NY,10014,
1285099,NEW,HL,242,+42 W 35TH PROPERTY LLC &amp; SSH NY GREGORY LLC,42 W 35TH ST,,NEW YORK,NY,10001,
1176726,NEW,OP,901,-,355 W 14TH STREET,,NEW YORK,NY,10014,
1282282,NEW,EB,141,002 MERCURY TACOS LLC,131 7TH AVE S,,NEW YORK,NY,10014,
1285200,NEW,EB,141,003 VENUS TACOS LLC,705 9TH AVE,,NEW YORK,NY,10019,
1025406,NEW,OP,252,1 &amp; 3 ON CHURCH CORP,277 CHURCH STREET,,NEW YORK,NY,10013,
1025405,NEW,OP,903,1 &amp; 3 ON CHURCH CORP,277 CHURCH STREET,,NEW YORK,NY,10013,
1184437,NEW,L,222,1 BLEECKER ST WINES &amp; LIQUORS INC,1 BLEECKER ST,,NEW YORK,NY,10012,
1025561,NEW,OP,252,"1 CORP,J &amp; K MEXICAN REST ",76 78 CARMINE STREET,,NEW YORK,NY,10014,
1025911,NEW,OP,252,1 EAST 36TH STREET FOOD CORP,1 E 36TH STREET,,NEW YORK,NY,10016,
1020803,NEW,AX,122,1 EAST ACE DELI CORP,1 E 28TH STREET,,NEW YORK,NY,10016,
1281326,NEW,OP,252,1 LUDLOW LLC,1 LUDLOW ST ,,NEW YORK ,NY,10002,
1019935,NEW,A,122,1 PENN PLAZA FOOD INC,102 JOHN STREET,,NEW YORK,NY,10038,
1237730,NEW,ST,3,1 PERRY ST RESTAURANT INC,57 GREENWICH AVENUE,,NEW YORK,NY,10014,
1236482,NEW,ST,2,1 PERRY ST RESTAURANT INC,57 GREENWICH AVENUE,,NEW YORK,NY,10014,
1229967,NEW,ST,1,1 PERRY ST RESTAURANT INC,57 GREENWICH AVENUE,,NEW YORK,NY,10014,
1229966,NEW,OP,252,1 PERRY ST RESTAURANT INC,57 GREENWICH AVENUE,,NEW YORK,NY,10014,
1248842,NEW,OP,252,1 REPUBLIK LOUNGE INC,613 615 2ND AVENUE,,NEW YORK,NY,10016,
1183741,NEW,AX,122,1 UP 7 FRUIT CORP,348 MALCOLM X BLVD,,NEW YORK,NY,10027,
1237620,NEW,ST,2,1 WEST 3RD ST RESTAURANT ASSOCIATES LLC,1 W 3RD STREET,,NEW YORK,NY,10012,
1232988,NEW,OP,252,1 WEST 3RD ST RESTAURANT ASSOCIATES LLC,1 W 3RD STREET,,NEW YORK,NY,10012,
1232989,NEW,ST,1,1 WEST 3RD ST RESTAURANT ASSOCIATES LLC,1 W 3RD STREET,,NEW YORK,NY,10012,
1239140,NEW,ST,3,1 WEST 3RD ST RESTAURANT ASSOCIATES LLC,1 W 3RD STREET,,NEW YORK,NY,10012,
1106645,NEW,ST,1,1 WEST DELI INC,1 WEST 125TH ST,,NEW YORK,NY,10027,
1106644,NEW,AX,122,1 WEST DELI INC,1 WEST 125TH ST,,NEW YORK,NY,10027,
1024416,NEW,OP,252,1/5TH L P GIRLY WORLDWIDE LTD,1 5TH AVENUE,,NEW YORK,NY,10003,
1301496,NEW,ST,1,10 10 SOUTH WILLIAM INC,10 26 S WILLIAM ST ,,NEW YORK,NY,10004,
1301495,NEW,RW,341,10 10 SOUTH WILLIAM INC,10 26 S WILLIAM ST ,,NEW YORK,NY,10004,
1244300,NEW,ST,1,10 6 SOUTH WILLIAM INC,"10 26 S WILLIAM ST, STORE 2",,NEW YORK,NY,10004,
1244299,NEW,RW,341,10 6 SOUTH WILLIAM INC,10 26 S WILLIAM ST STORE 2,,NEW YORK,NY,10004,
1226235,NEW,OP,252,10 DOWNING LLC,10 DOWNING STREET A/K/A 263 6T,,NEW YORK ,NY,10014,
1191957,NEW,RW,341,10 DOWNING LLC,10 DOWNING ST AKA 263 6TH AVE,,NEW YORK,NY,10014,
1296338,NEW,RW,341,10 DOWNING RESTAURANT LLC,259 6TH AVE,,NEW YORK,NY,10014,
1277807,NEW,OP,252,10 DOWNING RESTAURANT LLC,10 DOWNING ST,,NEW YORK,NY,10014,
1021372,NEW,AX,122,10 OLD BROADWAY DELI GROC CORP,10 OLD BROADWAY,,NEW YORK,NY,10027,
1189770,NEW,RW,341,10 SO WILLIAM ENTERPRISES INC,10 26 S WILLIAM ST STORE 2,,NEW YORK,NY,10004,
1028336,NEW,RL,241,10 SO WILLIAM ENTERPRISES INC,10 SO WILLIAM STREET,,NEW YORK,NY,10005,
1134583,NEW,RW,341,10 SOUTH WILLIAM ENTERPRISE IN,10 SO WILLIAMS ST,,NEW YORK,NY,10004,
1248913,NEW,OP,252,10 WAVERLY PLACE REST LLC,10 WAVERLY PLACE,,NEW YORK,NY,10003,
1192291,NEW,ST,8,10 WEST BADA CORP,10 W 32ND ST,,NEW YORK,NY,10001,
1194568,NEW,ST,9,10 WEST BADA CORP,10 W 32ND ST,,NEW YORK,NY,10001,
1190915,NEW,ST,7,10 WEST BADA CORP,10 W 32ND ST,,NEW YORK,NY,10001,
1189509,NEW,ST,6,10 WEST BADA CORP,10 W 32ND ST,,NEW YORK,NY,10001,
1185805,NEW,ST,3,10 WEST BADA CORP,10 W 32ND ST,,NEW YORK,NY,10001,
1184796,NEW,ST,2,10 WEST BADA CORP,10 W 32ND ST,,NEW YORK,NY,10001,
1187368,NEW,ST,4,10 WEST BADA CORP,10 W 32ND ST,,NEW YORK,NY,10001,
1188543,NEW,ST,5,10 WEST BADA CORP,10 W 32ND ST,,NEW YORK,NY,10001,
1198943,NEW,ST,9,10 WEST BADA CORP,10 W 32ND ST,,NEW YORK,NY,10001,
1200409,NEW,ST,9,10 WEST BADA CORP,10 W 32ND ST,,NEW YORK,NY,10001,
1197337,NEW,ST,9,10 WEST BADA CORP,10 W 32ND ST,,NEW YORK,NY,10001,
1196241,NEW,ST,9,10 WEST BADA CORP,10 W 32ND ST,,NEW YORK,NY,10001,
1202089,NEW,ST,9,10 WEST BADA CORP,10 W 32ND ST,,NEW YORK,NY,10001,
1202081,NEW,ST,9,10 WEST BADA CORP,10 W 32ND ST,,NEW YORK,NY,10001,
1181444,NEW,OP,252,10 WEST BADA CORP,10 W 32ND ST,,NEW YORK,NY,10001,
1181445,NEW,ST,1,10 WEST BADA CORP,10 W 32ND ST,,NEW YORK,NY,10001,
1021836,NEW,AX,122,100 AUDUBON AVE GROCERY CORP,100 AUDUBON AVENUE,,NEW YORK,NY,10032,
1123610,NEW,OP,252,100 AVENUE A CORP,100 AVENUE A,,NEW YORK,NY,10009,
1295826,NEW,RW,341,100 BROAD STREET LLC,100 BROAD ST ,,NEW YORK,NY,10004,
1019997,NEW,A,122,100 DYCKMAN STREET GROCERY INC,100 DYCKMAN STREET,,NEW YORK,NY,10040,
1019852,NEW,A,122,100 FAMILY GROCERY CORP,100 POST AVE,,NEW YORK,NY,10034,
1271909,NEW,RW,341,100 FUEGO SPORT BILLIARDS INC,3837 BROADWAY,,NEW YORK,NY,10032,
1028112,NEW,OP,252,100 GOLD STREET REST CAFE INC,15 GOLD STREET,,NEW YORK,NY,10038,
1171341,NEW,OP,252,100 LAFAYETTE STREET LTD,100 LAFAYETTE ST,,NEW YORK,NY,10013,
1171343,NEW,OP,902,100 LAFAYETTE STREET LTD,100 LAFAYETTE ST,,NEW YORK,NY,10013,
1171342,NEW,OP,901,100 LAFAYETTE STREET LTD,100 LAFAYETTE ST,,NEW YORK,NY,10013,
1198531,NEW,ST,3,100 LENOX PLAZA GROCERY CORP,100 LENOX AVENUE,,NEW YORK,NY,10026,
1196743,NEW,ST,2,100 LENOX PLAZA GROCERY CORP,100 LENOX AVENUE,,NEW YORK,NY,10026,
1191987,NEW,AX,122,100 LENOX PLAZA GROCERY CORP,100 LENOX AVENUE,,NEW YORK,NY,10026,
1191988,NEW,ST,1,100 LENOX PLAZA GROCERY CORP,100 LENOX AVENUE,,NEW YORK,NY,10026,
1029690,NEW,RW,341,100 PARK K &amp; C INC,100 PARK AVE,,NEW YORK,NY,10018,
1029689,NEW,RW,341,100 PARK K &amp; C INC,100 PARK AVE,,NEW YORK,NY,10018,
1019692,NEW,A,122,100 POST AVE FOOD CENTER INC,100 POST AVENUE,,NEW YORK,NY,10031,
1284227,NEW,OP,252,100 SARDINES MANAGEMENT LLC,835 6TH AVE,,NEW YORK,NY,10001,
1259338,NEW,L,222,100 ST WINE &amp; LIQUOR INC,2648 BROADWAY,,NEW YORK,NY,10025,
1272986,NEW,TW,344,100 STANTON LLC,100 STANTON ST ,,NEW YORK,NY,10002,
1027396,NEW,OP,252,100 W 79TH ST INC N Y C CORP,392 COLUMBUS AVE,,NEW YORK,NY,10024,
1245984,NEW,OP,252,100 WEST 82ND STREET LLC,100 W 82ND STREET,,NEW YORK,NY,10024,
1158705,NEW,OP,252,1000 MADISON LLC,1000 MADISON AVE,,NEW YORK,NY,10021,
1105984,NEW,OP,252,1004 LAS DELICIAS REST CORP,1004 ST NICHOLAS AVENUE,,NEW YORK,NY,10032,
1105985,NEW,ST,1,1004 LAS DELICIAS REST CORP,1004 ST NICHOLAS AVENUE,,NEW YORK,NY,10032,
1107293,NEW,OP,252,1004 SECOND AVENUE LLC,1004 SECOND AVENUE,,NEW YORK,NY,10022,
1030002,NEW,RW,341,1004 SECOND AVENUE LLC,1004 2ND AVENUE,,NEW YORK,NY,10022,
1137887,NEW,ST,1,1004 VEN Y VEN CORP,1004 ST NICHOLAS AVE,,NEW YORK,NY,10032,
1137886,NEW,OP,252,1004 VEN Y VEN CORP,1004 ST NICHOLAS AVE,,NEW YORK,NY,10032,
1027742,NEW,OP,252,101 09 EAST 119TH ST CORP,101 09 E 119TH STREET,,NEW YORK,NY,10035,
1251861,NEW,OP,252,101 3RD AVE CORP,1009 2ND AVE,,NEW YORK,NY,10022,
1251862,NEW,OP,901,101 3RD AVE CORP,1009 2ND AVE,,NEW YORK,NY,10022,
1021837,NEW,AX,122,101 AUDOBON FOOD CORP,101 AUDOBON AVENUE,,NEW YORK,NY,10032,
1019748,NEW,A,122,101 AUDOBON GROCERY &amp; MEAT INC,101 AUDOBON AVENUE,,NEW YORK,NY,10032,
1019406,NEW,A,122,101 BROADWAY GROCERY INC,2659A BROADWAY,,NEW YORK,NY,10025,
1161175,NEW,A,122,101 EDGECOMBE DELI INC,101 EDGECOMBE AVENUE,,NEW YORK,NY,10030,
1161176,NEW,ST,1,101 EDGECOMBE DELI INC,101 EDGECOMBE AVENUE,,NEW YORK,NY,10030,
1109138,NEW,OP,252,101 GREENE STREET CAFE INC ,101 GREENE STREET,,NEW YORK,NY,10012,
1134268,NEW,AX,122,101 LA ESPERANZA SUPERMARKET CORP,101 AUDOBON AVE,,NEW YORK,NY,10032,
1019427,NEW,A,122,101 LENOX FOOD CORP,101 LENOX AVENUE,,NEW YORK,NY,10026,
1274326,NEW,RW,341,101 MAIDEN LANE TC LLC,201 PEARL ST,,NEW YORK,NY,10038,
1290295,NEW,EB,141,101 MAIDEN TACOS LLC,201 PEARL ST,,NEW YORK,NY,10038,
1022303,NEW,AX,122,101 MORONTA FOOD CORP,101 DYCKMAN STREET,,NEW YORK,NY,10040,
1022302,NEW,AX,122,101 MORONTA FOOD CORP,101 DYCKMAN STREET,,NEW YORK,NY,10040,
1028263,NEW,OP,252,101 PARK RESTAURANT CORP &amp; GREAT FOOD MGMT LLC,101 PARK AVE LOBBY FLOOR,,NEW YORK,NY,10178,
1298884,NEW,AX,122,101 SMOKE SHOP CORP,2660 BROADWAY,,NEW YORK,NY,10025,
1112460,NEW,EB,141,101 STACY RESTAURANT INC,101 SHERMAN AVENUE,,NEW YORK,NY,10034,
1112461,NEW,ST,1,101 STACY RESTAURANT INC,101 SHERMAN AVENUE,,NEW YORK,NY,10034,
1246576,NEW,ST,7,101 STAR GROCERY CORP,2660 BROADWAY STORE #2,,NEW YORK,NY,10025,
1245205,NEW,ST,6,101 STAR GROCERY CORP,2660 BROADWAY STORE #2,,NEW YORK,NY,10025,
1241341,NEW,ST,3,101 STAR GROCERY CORP,2660 BROADWAY STORE #2,,NEW YORK,NY,10025,
1243471,NEW,ST,5,101 STAR GROCERY CORP,2660 BROADWAY STORE #2,,NEW YORK,NY,10025,
1239773,NEW,ST,2,101 STAR GROCERY CORP,2660 BROADWAY STORE #2,,NEW YORK,NY,10025,
1242265,NEW,ST,4,101 STAR GROCERY CORP,2660 BROADWAY STORE #2,,NEW YORK,NY,10025,
1235046,NEW,AX,122,101 STAR GROCERY CORP,2660 BROADWAY STORE #2,,NEW YORK,NY,10025,
1235047,NEW,ST,1,101 STAR GROCERY CORP,2660 BROADWAY STORE #2,,NEW YORK,NY,10025,
1023732,NEW,L,222,101 W 132ND LIQUOR STORE INC,101 W 132NS STREET,,NEW YORK,NY,10027,
1029780,NEW,RW,341,101 WEST 55TH RESTAURANT INC,1361 AVENUE OF THE AMERICAS,,NEW YORK,NY,10019,
1029779,NEW,RW,341,101 WEST 55TH RESTAURANT INC,1361 AVENUE OF THE AMERICAS,,NEW YORK,NY,10019-3811,
1265208,NEW,OP,901,101 WEST 57 RESTAURANT LLC ,101 W 57TH ST,,NEW YORK,NY,10019,
1265207,NEW,OP,252,101 WEST 57 RESTAURANT LLC ,101 W 57TH ST,,NEW YORK,NY,10019,
1027258,NEW,OP,252,101 WEST 75 BAR &amp; REST ENTERPRISES LTD,101 W 75TH STREET,,NEW YORK,NY,10023,
1114502,NEW,OP,252,1011 REST CORP.,1011 2ND AVENUE,,NEW YORK,NY,10022,
1225797,NEW,OP,902,1011 REST CORP.,1011 2ND AVENUE,,NEW YORK,NY,10022,
1225796,NEW,OP,901,1011 REST CORP.,1011 2ND AVENUE,,NEW YORK,NY,10022,
1190852,NEW,ST,1,1011 TAVERN CORP,171 AVE C,,NEW YORK,NY,10009,
1190851,NEW,OP,252,1011 TAVERN CORP,171 AVE C,,NEW YORK,NY,10009,
1195957,NEW,ST,2,1011 TAVERN CORP,171 AVE C,,NEW YORK,NY,10009,
1246416,NEW,RW,341,1012 SECOND AVENUE INC,1012 2ND AVE,,NEW YORK ,NY,10022,
1019749,NEW,A,122,1016 FOOD CORP,1016 ST NICHOLAS AVENUE,,NEW YORK,NY,10032,
1167561,NEW,AX,122,1017 FRUIT &amp; VEGETABLE CORP,1017 AVE OF THE AMERICAS,,NEW YORK,NY,10018,
1219771,NEW,RW,341,102 AVE C REST LLC,102 AVE C,,NEW YORK,NY,10009,
1247612,NEW,RW,341,102 AVENUE C LLC,102 AVE C AKA 230 E 7TH ST,,NEW YORK,NY,10009,
1260747,NEW,OP,252,102 AVENUE C LLC,102 AVENUE C,,NEW YORK,NY,10009,
1028349,NEW,RL,241,102 CHAMBERS REST CORP,110 CHAMBERS STREET,,NEW YORK,NY,10007,
1216016,NEW,ST,1,102 CONVENIENCE INC.,102 2ND AVE,,NEW YORK,NY,10003,
1216015,NEW,AX,122,102 CONVENIENCE INC.,102 2ND AVE,,NEW YORK,NY,10003,
1247331,NEW,A,122,102 PARK DELI INC,102 W 79TH ST,,NEW YORK,NY,10024,
1027483,NEW,OP,252,1020 AMSTERDAM CORP,1020 AMSTERDAM AVE,,NEW YORK,NY,10025,
1125709,NEW,A,122,103 DELI &amp; GROCERY INC,2711 BROADWAY,,NEW YORK,NY,10025,
1125710,NEW,ST,1,103 DELI &amp; GROCERY INC,2711 BROADWAY,,NEW YORK,NY,10025,
1023758,NEW,L,222,103 E ABC LIQUOR STORE CORP,102 E 103RD STREET,,NEW YORK,NY,10029,
1128222,NEW,ST,1,103 EXPRESS INC,1629 LEXINGTON AVENUE,,NEW YORK,NY,10029,
1128221,NEW,AX,122,103 EXPRESS INC,1629 LEXINGTON AVENUE,,NEW YORK,NY,10029,
1245048,NEW,OP,252,103 GW 12 LLC,103 GREENWICH AVENUE,,NEW YORK,NY,10014,
1021170,NEW,AX,122,103 MANHATTAN GROCERY AVE CORP,62 MANHATTAN AVENUE,,NEW YORK,NY,10025,
1024531,NEW,OP,252,103 MORANS INC,103 WASHINGTON STREET,,NEW YORK,NY,10006,
1152854,NEW,RW,341,1030 ANJELIQUE INC,1030 2ND AVENUE,,NEW YORK,NY,10022,
1021201,NEW,AX,122,"1030 MINI MARKET INC,THE",1030 AMSTERDAM AVE,,NEW YORK,NY,10025,
1264798,NEW,OP,252,1032 LEXINGTON ASSOCIATES LLC,1032 LEXINGTON AVE,,NEW YORK,NY,10021,
1261019,NEW,OP,252,1032 LEXINGTON AVE REST INC,168 BOWERY,,NEW YORK,NY,10013,
1301457,NEW,ST,1,1032 RESTAURANT LLC,1032 LEXINGTON AVE,,NEW YORK,NY,10021,
1301456,NEW,OP,252,1032 RESTAURANT LLC,1032 LEXINGTON AVE,,NEW YORK,NY,10021,
1030153,NEW,RW,341,1034 AMSTERDAM RESTAURANT CORP,1034 AMSTERDAM AVENUE,,NEW YORK,NY,10025,
1030152,NEW,RW,341,1034 AMSTERDAM RESTAURANT CORP,1034 AMSTERDAM AVENUE,,NEW YORK,NY,10025,
1124899,NEW,ST,1,10375,192 BLEECKER STREET,,NEW YORK,NY,10012,
1192847,NEW,OP,252,103W77 PARTNERS LLC,103 WEST 77TH STREET ,,NEW YORK,NY,10024,
1103762,NEW,A,122,104 3RD AVENUE GROCERY INC,176 EAST 118TH STREET,,NEW YORK,NY,10029,
1021207,NEW,AX,122,104 BROADWAY FARM INC,2717 BROADWAY,,NEW YORK,NY,10025,
1024532,NEW,OP,252,104 CATERERS INC,102 104 GREENWICH STREET,,NEW YORK,NY,10006,
1024533,NEW,OP,903,104 CATERERS INC,102 104 GREENWICH STREET,,NEW YORK,NY,10006,
1029490,NEW,RW,341,104 CHRISTOPHER ST CORP,102 CHRISTOPHER STREET,,NEW YORK,NY,10014,
1029491,NEW,RW,341,104 CHRISTOPHER ST CORP,102 CHRISTOPHER STREET,,NEW YORK,NY,10014,
1028906,NEW,RW,341,104 E 14TH STREET INC,104 E 14TH STREET,,NEW YORK,NY,10003,
1028899,NEW,RW,341,"104 OPERATING LLC,THE",104 E 14TH ST,,NEW YORK,NY,10003,
1284870,NEW,RW,341,104 WEST 96TH CAFE CORP,104 W 96TH ST,,NEW YORK,NY,10025,
1030004,NEW,RW,341,1042 RESTAURANT INC,1042 2ND AVENUE,,NEW YORK,NY,10022,
1030003,NEW,RW,341,1042 RESTAURANT INC,1042 2ND AVENUE,,NEW YORK,NY,10022,
1259552,NEW,OP,252,1043 REST CORP,1043 2ND AVE,,NEW YORK,NY,10022,
1259553,NEW,ST,1,1043 REST CORP,1043 2ND AVE,,NEW YORK,NY,10022,
1023670,NEW,L,222,1043 THIRD AVENUE LIQUOR CORP,1043 3RD AVENUE,,NEW YORK,NY,10021,
1153379,NEW,ST,1,1045 CANDY GROCERY CORP,1045 1ST AVENUE,,NEW YORK,NY,10022,
1153378,NEW,AX,122,1045 CANDY GROCERY CORP,1045 1ST AVENUE,,NEW YORK,NY,10022,
1019602,NEW,A,122,104TH ST &amp; LEX AVE FOOD CORP,1635 LEXINGTON AVENUE,,NEW YORK,NY,10029,
1284978,NEW,AX,122,105 DELI &amp; GRILL INC,922 AMSTERDAM AVE,,NEW YORK,NY,10025,
1285007,NEW,ST,1,105 DELI &amp; GRILL INC,922 AMSTERDAM AVE,,NEW YORK,NY,10025,
1190238,NEW,ST,3,105 GOURMET EXPRESS INC,"922 AMSTERDAM AVE,",,NEW YORK,NY,10025,
1188627,NEW,ST,2,105 GOURMET EXPRESS INC,"922 AMSTERDAM AVE,",,NEW YORK,NY,10025,
1184093,NEW,AX,122,105 GOURMET EXPRESS INC,"922 AMSTERDAM AVE,",,NEW YORK,NY,10025,
1184624,NEW,ST,1,105 GOURMET EXPRESS INC,"922 AMSTERDAM AVE,",,NEW YORK,NY,10025,
1136466,NEW,AX,122,105 MADISON CORP,1550 MADISON AVENUE,,NEW YORK,NY,10029,
1136467,NEW,ST,1,105 MADISON CORP,1550 MADISON AVENUE,,NEW YORK,NY,10029,
1101139,NEW,OP,901,105 READE ST CORP,105 107 READE STREET,,NEW YORK,NY,10013,
1101137,NEW,OP,252,105 READE ST CORP,105 107 READE STREET,,NEW YORK,NY,10013,
1101138,NEW,ST,1,105 READE ST CORP,105 107 READE STREET,,NEW YORK,NY,10013,
1026466,NEW,OP,252,1050 RESTAURANT INC,735 10TH AVENUE,,NEW YORK,NY,10019,
1111434,NEW,ST,1,1055 LORA MINI MARKET INC,1055 ST NICHOLAS AVENUE,,NEW YORK,NY,10032,
1111433,NEW,AX,122,1055 LORA MINI MARKET INC,1055 ST NICHOLAS AVENUE,,NEW YORK,NY,10032,
1149184,NEW,A,122,1055 ST. NICHOLAS FOOD CORP,1055 ST NICHOLAS AVENUE,,NEW YORK,NY,10032,
1266945,NEW,OP,252,106 3RD AVE NYC INC,106 3RD AVE,,NEW YORK,NY,10003,
1266946,NEW,OP,901,106 3RD AVE NYC INC,106 3RD AVE,,NEW YORK,NY,10003,
1268739,NEW,OP,252,106 AMSTERDAM REST CORP,201 W 106TH ST,,NEW YORK,NY,10025,
1281467,NEW,SL,901,106 AMSTERDAM REST CORP,W 105TH ST &amp; HUDSON BEACH,,NEW YORK,NY,10029,
1281466,NEW,SL,548,106 AMSTERDAM REST CORP,W 105TH ST &amp; HUDSON BEACH,,NEW YORK,NY,10029,
1284465,NEW,SL,548,106 AMSTERDAM REST CORP,HUDSON BEACH W 105TH PARK ,,NEW YORK ,NY,10029,
1284463,NEW,SL,548,106 AMSTERDAM REST CORP,HUDSON BEACH  W 105TH ST,,NEW YORK ,NY,10029,
1252060,NEW,AX,122,106 COLUMBIA DELI CORP,945 AMSTERDAM AVE,,NEW YORK,NY,10025,
1252061,NEW,ST,1,106 COLUMBIA DELI CORP,945 AMSTERDAM AVE,,NEW YORK,NY,10025,
1168484,NEW,OP,901,106 DELANCEY REST CORP,509 E 6TH STREET,,NEW YORK,NY,10009,
1165505,NEW,OP,252,106 DELANCEY REST CORP,509 E 6TH STREET,,NEW YORK,NY,10009,
1256648,NEW,RW,341,106 FORSYTH LLC,106 FORSYTH ST,,NEW YORK,NY,10002,
1262044,NEW,OP,252,106 GROUP INC,"172 EAST 106TH ST, STORE # 2 ",,NEW YORK,NY,10029,
1235617,NEW,AX,122,106 KINGS GOURMET DELI INC,934 COLUMBUS AVENUE,,NEW YORK,NY,10025,
1235618,NEW,ST,1,106 KINGS GOURMET DELI INC,934 COLUMBUS AVENUE,,NEW YORK,NY,10025,
1242577,NEW,ST,4,106 KINGS GOURMET DELI INC,934 COLUMBUS AVENUE,,NEW YORK,NY,10025,
1241506,NEW,ST,3,106 KINGS GOURMET DELI INC,934 COLUMBUS AVENUE,,NEW YORK,NY,10025,
1240197,NEW,ST,2,106 KINGS GOURMET DELI INC,934 COLUMBUS AVENUE,,NEW YORK,NY,10025,
1143111,NEW,OP,252,"106 NORFOLK RESTAURANT, INC.",106 NORFOLK ST - SOUTH STORE,,NEW YORK,NY,10002,
1148388,NEW,OP,252,106 NORFOLK STREET LLC,106 NORFOLK ST - NORTH STORE,,NEW YORK,NY,10002,
1267675,NEW,OP,901,106 ON THE LES LLC,106 RIVINGTON ST,,NEW YORK,NY,10002,
1267674,NEW,OP,252,106 ON THE LES LLC,106 RIVINGTON ST,,NEW YORK,NY,10002,
1170695,NEW,ST,1,1061 RACHELLE GROCERY INC,1061 ST NICHOLAS AVE,,NEW YORK,NY,10032,
1170694,NEW,AX,122,1061 RACHELLE GROCERY INC,1061 ST NICHOLAS AVE,,NEW YORK,NY,10032,
1019750,NEW,A,122,1061 ST NICHOLAS MINI MRKT INC,1061 ST NICHOLAS AVENUE,,NEW YORK,NY,10032,
1183080,NEW,OP,252,1066 ENO INC,1066 1068 1ST AVE,,NEW YORK,NY,10021,
1268795,NEW,OP,252,1068 2ND AVENUE CATERING LLC,1068 2ND AVE,,NEW YORK,NY,10022,
1239740,NEW,AX,122,106TH GOURMET CAFE INC,51 W 106TH STREET,,NEW YORK,NY,10025,
1264182,NEW,AX,122,106TH STREET FOOD CORP,235 E 106TH ST,,NEW YORK,NY,10029,
1180550,NEW,ST,2,107 DELI EXPRESS INC,1705 LEXINGTON AVENUE,,NEW YORK,NY,10029,
1176381,NEW,AX,122,107 DELI EXPRESS INC,1705 LEXINGTON AVENUE,,NEW YORK,NY,10029,
1176382,NEW,ST,1,107 DELI EXPRESS INC,1705 LEXINGTON AVENUE,,NEW YORK,NY,10029,
1018935,NEW,A,122,107 GREENWICH STREET DELI CORP,107 GREENWICH STREET,,NEW YORK,NY,10006,
1154387,NEW,OP,252,107 RESTAURANT CORP,107 AVE A,,NEW YORK,NY,10009,
1020411,NEW,AX,122,107 SECOND AVENUE FOOD CORP,107 2ND AVENUE,,NEW YORK,NY,10003,
1289007,NEW,OP,252,1079 1ST AVE REST CORP,1079 1ST AVE,,NEW YORK,NY,10022,
1023165,NEW,EB,141,107TH ST BILLIARD CAFE CORP,107 E 125TH STREET,,NEW YORK,NY,10035,
1021208,NEW,AX,122,107TH STREET RED APPLE SUPMRKT,2780 BROADWAY,,NEW YORK,NY,10025,
1023542,NEW,L,222,108 DOWNTOWN LIQUORS INC,108 CHAMBERS STREET,,NEW YORK,NY,10007,
1276134,NEW,L,222,108 DOWNTOWN LIQUORS INC,158 CHURCH ST,,NEW YORK,NY,10007,
1214637,NEW,ST,1,108 HOUSTON RESTAURANT GROUP LLC,108 W HOUSTON ST,,NEW YORK,NY,10012,
1214636,NEW,OP,252,108 HOUSTON RESTAURANT GROUP LLC,108 W HOUSTON ST,,NEW YORK,NY,10012,
1225650,NEW,ST,5,108 HOUSTON RESTAURANT GROUP LLC,108 W HOUSTON ST,,NEW YORK,NY,10012,
1224323,NEW,ST,4,108 HOUSTON RESTAURANT GROUP LLC,108 W HOUSTON ST,,NEW YORK,NY,10012,
1223124,NEW,ST,3,108 HOUSTON RESTAURANT GROUP LLC,108 W HOUSTON ST,,NEW YORK,NY,10012,
1221863,NEW,ST,2,108 HOUSTON RESTAURANT GROUP LLC,108 W HOUSTON ST,,NEW YORK,NY,10012,
1019408,NEW,A,122,108 ROMEO FOOD CENTER INC,194 MANHATTAN AVENUE,,NEW YORK,NY,10025,
1114231,NEW,AX,122,1081 LAS GUARANAS GROCERY INC,1081 ST NICHOLAS AVENUE,,NEW YORK,NY,10032,
1114232,NEW,ST,1,1081 LAS GUARANAS GROCERY INC,1081 ST NICHOLAS AVENUE,,NEW YORK,NY,10032,
1152729,NEW,OP,252,1081 LLC,1081 3RD AVE,,NEW YORK,NY,10021,
1141935,NEW,EB,141,109 CAFE LTD,109 WEST 45TH STREET,,NEW YORK,NY,10036,
1207142,NEW,EB,141,109 CJK CORP,109 W 39TH ST.  AKA 104 W 40TH,,NEW YORK,NY,10018,
1149126,NEW,AX,122,109 DELI GROCERY INC,990 AMSTERDAM AVE,,NEW YORK,NY,10025,
1121095,NEW,OP,901,109 EAST 56TH STREET LLC,109 EAST 56TH STREET,,NEW YORK,NY,10022,
1027091,NEW,OP,252,109 EAST 56TH STREET LLC,109 E 56TH STREET,,NEW YORK,NY,10022,
1195508,NEW,ST,4,109 LEX LIQUOR INC,2651 8TH AVENUE,,NEW YORK,NY,10030,
